date,BNP PARIBAS,CITIBANK N.A.,MIRAE ASSET SECURITIES (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,MERRILL LYNCH FAR EAST LTD,HAFOO SECURITIES LTD,LONG BRIDGE HK LTD
2024-09-30,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,96.7741935483871,0.0,3.225806451612903,0.0,0.0,0.0,0.0,0.0
2024-10-09,1.3071225806451612,95.46707096774195,3.225806451612903,0.0,0.0,0.0,0.0,0.0
2024-10-17,1.3071225806451612,95.46707096774195,3.2251612903225806,0.0,0.0,0.0,0.0,0.0006451612903225806
2024-10-23,1.2945942492012779,94.55205111821087,3.1942492012779553,0.0,0.0,0.9584664536741214,0.0,0.0006389776357827476
2024-10-24,1.2429693251533742,95.11838036809816,2.7177914110429446,0.0,0.0,0.9202453987730062,0.0,0.0006134969325153375
2024-10-25,1.2429693251533742,94.85519018404908,2.9809815950920244,0.0,0.0,0.9202453987730062,0.0,0.0006134969325153375
2024-10-29,1.2429693251533742,94.77911656441718,3.0570552147239263,0.0,0.0,0.9202453987730062,0.0,0.0006134969325153375
2024-10-30,1.2470854722950597,95.06097425859585,3.6753209981411037,0.0,0.0,0.016003742413610567,0.0,0.0006155285543696372
2024-10-31,1.231530147822034,6.208588640823605,92.5434692382486,0.0,0.0,0.015804122249991552,0.0,0.0006078508557689058
2024-11-01,1.0981958505277631,5.536402251332932,93.05427061830133,0.0,0.0,0.31058923928076854,0.0,0.0005420405572090202
2024-11-04,1.1479758061792742,5.787361001912651,92.72979630801045,0.0,0.0,0.3343002732649759,0.0,0.0005666106326525016
2024-11-05,1.1743474223613164,91.64815833820545,7.168896378581009,0.0,0.0,0.008024670128738635,0.0,0.0005731907234813312
2024-11-06,1.170589982973569,92.66961296294181,6.128943789923552,0.0005713567437236462,0.0,0.029710550673629602,0.0,0.0005713567437236462
2024-11-07,1.170589982973569,92.66961296294181,5.799270948795009,0.0005713567437236462,0.0,0.35938339180217344,0.0,0.0005713567437236462
2024-11-08,1.1675214551919855,92.42669333606865,6.075836837966287,0.0005698590168792241,0.0,0.3288086527393123,0.0,0.0005698590168792241
2024-11-13,1.1675214551919855,93.0837407825304,5.72138452946741,0.0005698590168792241,0.009117744270067585,0.01709577050637672,0.0,0.0005698590168792241
2024-11-14,1.1675214551919855,93.74021836997527,5.064906942022543,0.0005698590168792241,0.009117744270067585,0.01709577050637672,0.0,0.0005698590168792241
2024-11-18,1.1681005729923886,94.71433621254882,4.042874654351607,0.0005701416802075316,0.009122266883320506,0.06442600986345107,0.0,0.0005701416802075316
2024-11-19,1.172418726287418,94.72913149717594,4.0578200733623655,0.0005722493404826351,0.009155989447722161,0.03032921504557966,0.0,0.0005722493404826351
2024-11-20,1.171955977073299,94.35768055921015,4.429749796931666,0.0005720234758434487,0.009152375613495179,0.03031724421970278,0.0,0.0005720234758434487
2024-11-22,1.170015076409987,94.20141284236014,4.588025675583069,0.0005710761358704343,0.009137218173926948,0.030267035201133014,0.0,0.0005710761358704343
2024-11-26,1.170369312501785,95.11651195338608,3.681700037131187,0.0005712490360172517,0.009139984576276027,0.021136214332638313,0.0,0.0005712490360172517
2024-11-27,1.1701219930093893,94.76687113060562,4.031594818723871,0.0005711283211111873,0.009138053137778997,0.021131747881113928,0.0,0.0005711283211111873
2024-11-29,1.1565884966415696,10.148989399900497,88.66337335404228,0.0005645227166481532,0.00903236346637045,0.020887340515981664,0.0,0.0005645227166481532
2024-12-03,1.1694252164576338,94.76756790715739,4.031594818723871,0.0005711283211111873,0.009138053137778997,0.021131747881113928,0.0,0.0005711283211111873
2024-12-04,0.32590900002856243,96.215749335923,3.1184484876181773,0.0005712490360172517,0.009139984576276027,0.32961069378195423,0.0,0.0005712490360172517
2024-12-09,0.3204178484176238,94.5946364887254,4.750779253601415,0.0005616242172362473,0.008985987475779956,0.32405717334531464,0.0,0.0005616242172362473
