date,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,SDICS INTERNATIONAL SECURITIES (HONG,BANK OF CHINA (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CSC SECURITIES (HK) LTD
2024-03-01,0.0,59.19984016453434,0.0,26.1561855739471,0.0,8.861795376576307,5.782178884942247,0.0,0.0,0.0
2024-03-04,33.01737587994108,35.34233513313888,0.0,15.638077842331239,0.0,5.315041258127429,3.4553812462888183,0.0,3.945631821234065,3.286156818938489
2024-03-05,30.05628113279964,32.13267354384003,0.0,14.238211261649477,8.995037679624533,4.837888746314261,3.1519671427117193,0.0,3.595527657940669,2.9924128351196697
2024-03-06,29.151829653564405,31.11782522856044,0.0,13.816221013678396,8.724254260563338,4.691076891033337,3.059428985484002,3.0497444944694165,3.487289170540925,2.9023303021057414
2024-03-07,24.31800965914885,25.943782760714484,16.533227276919874,11.5260269894841,7.2750449231974486,3.913194646619552,2.5697995168063934,2.5891364432801107,2.907711774536982,2.424066009292205
2024-03-08,24.32920565234382,25.847337522355176,16.541573841853268,11.549553618642234,7.278394348359907,3.9198941427338507,2.6083043762781637,2.595226344002265,2.9053281059877767,2.4251820474435424
2024-03-11,24.345338846700244,25.728030458992603,16.552542898121082,11.570788444733378,7.285671356732999,3.9469990655029874,2.6249823883436276,2.5973393806940583,2.9208307691694824,2.427476391009535
2024-03-12,24.363954939813663,25.6165969474844,16.564366266070543,11.600236663804726,7.2912424739486905,3.9598269277426525,2.6308644667580166,2.6170320262118536,2.926546684481693,2.429332603683764
2024-03-13,24.39381734787973,25.59808344638756,16.576227998366043,11.531206845826611,7.294052738706511,3.999989874949799,2.6596129739711327,2.603214706776583,2.9182048320155807,2.4255892351204484
2024-03-14,24.364411650276114,25.581860020446285,16.55505063188151,11.571613832695931,7.2848203273788155,4.021153616022492,2.6650705212760593,2.6037434076251245,2.929756934904513,2.422519057493157
2024-03-15,24.364160831086366,25.535075378157106,16.554880206079922,11.582622562206456,7.284745333869504,4.026994785956554,2.6916616953431087,2.607589292473984,2.9297757959318207,2.4224941188951776
2024-03-18,24.363826413532987,25.534724888867018,16.55465297713601,11.582659664297802,7.284645344925562,4.026939512239017,2.691722791553296,2.6101025780268583,2.928264961191541,2.4224608682299102
2024-03-19,24.369787588453427,25.518662671973768,16.558703456747416,11.614815186097696,7.286427702277703,4.005369753563681,2.679093521774348,2.606720518589937,2.9373660210845953,2.4230535794374326
2024-03-20,24.379192010923724,25.396894247210295,16.560928410898594,11.678165347100448,7.292310691490318,4.005907945704357,2.71383004764728,2.607070777512923,2.94232136204753,2.4233791594645275
2024-03-21,24.388257560832194,25.36292232564194,16.567086692230166,11.699874307554987,7.295022381299077,4.010831593583408,2.6987973908649017,2.608040232539893,2.9448872078004262,2.4242803076530084
2024-03-22,24.38791060177269,25.36123696618465,16.566851000901945,11.695783313307485,7.294918598808746,4.01077453356778,2.70126089469238,2.6048144355045153,2.952203836582225,2.4242458186775897
2024-03-25,24.384089032912943,25.356968707817774,16.572937099143246,11.718866826112304,7.293408718699232,4.009944395628617,2.7024674761792764,2.604128158896659,2.9334455289736576,2.4237440556362873
2024-03-26,24.3865529563027,25.361493002359197,16.574611734078367,11.72289596947033,7.296598272592301,4.0103495859055505,2.681942659515577,2.6077758590393336,2.933790994590826,2.4239889661458167
2024-03-27,24.387716929872205,25.36549368615625,16.57530282285771,11.737119792026231,7.296902508810589,4.010516799934122,2.6698401196306905,2.606462035296482,2.92655526953731,2.4240900358784074
2024-03-28,24.383506655693516,25.347430996768416,16.58514398558394,11.741469382780277,7.295642777926161,4.009824427811937,2.68222904492927,2.6060120579641834,2.9250691274532845,2.4236715430890157
2024-04-02,24.382848931666683,25.346747271715227,16.584696615653037,11.743899124279867,7.29544598426502,4.009716266262133,2.6849521954943825,2.6059417630402852,2.9221456809803885,2.42360616664298
2024-04-03,24.40790336348201,25.332485748107686,16.578811080636786,11.72822822118696,7.302942370535854,3.99257860054866,2.659923738361681,2.608619480906634,2.955635859001452,2.432871537232272
2024-04-05,24.379160460858024,25.346627370784454,16.58597671436604,11.719004743669085,7.3085545967520575,3.9943042584228974,2.665788488768547,2.6097469689785022,2.9569133332364643,2.4339230641639285
2024-04-08,24.374922420825087,25.34958719157549,16.583289858614542,11.717949667047742,7.307284087580353,3.993609894013667,2.6741643244742126,2.6092932941217275,2.956399307452012,2.4334999542951703
2024-04-09,24.374060626895982,25.338869892936945,16.582703543783342,11.721561998345948,7.307025732991314,3.9934686968971205,2.681435560880884,2.611165249510869,2.9562947817049685,2.4334139160526327
2024-04-10,24.37374943850858,25.33780981769333,16.582491829171914,11.721412346877038,7.30693244276818,3.9934177115031417,2.678504155274171,2.6101989249204625,2.9621004851007737,2.4333828481824074
2024-04-11,24.37249279701188,25.330856734516516,16.58163688285338,11.732297907224037,7.306555718024031,3.9932118221949495,2.6784151612500615,2.6127649640221904,2.9570375611037387,2.4347304517992154
2024-04-12,24.37719689187274,25.335500243919352,16.58483727739221,11.719828876214688,7.307965944359515,3.993982545459392,2.682811929581718,2.6125325763733396,2.9516166859551918,2.433727028871858
2024-04-15,24.37698139746671,25.330905389517405,16.584690667440544,11.724636383715128,7.307901341944913,3.993947238656065,2.682788213525856,2.6125094815869176,2.9504610381858742,2.435178847960591
2024-04-16,24.374730905796604,25.32915611012827,16.583159562846834,11.735683284818395,7.30722667387064,3.9934803028660903,2.682049471816763,2.612268293774099,2.947291362706796,2.434954031375502
2024-04-17,24.373186925818718,25.327600777011632,16.58210912801602,11.740341286904115,7.30676380879443,3.9932273419758335,2.6827634438417776,2.6121028236420165,2.9471046710517945,2.4347997929436587
2024-04-18,24.379064669666136,25.3180409013713,16.586108005561297,11.762229280663453,7.308525879801081,3.999101863782796,2.6660235908117667,2.6146973604892927,2.9365188633379375,2.429689584514933
2024-04-19,24.36468740789179,25.31694773924995,16.579666770841015,11.7779872445557,7.305687605105457,4.008349978624875,2.6405383144059704,2.636315302106253,2.935378462753728,2.434441174465267
2024-04-22,24.36427913386882,25.325271489275202,16.580391261739656,11.782724374159102,7.306006845790532,3.979164304707446,2.6556778026130896,2.636430502638853,2.9355067316152033,2.434547553592095
2024-04-23,24.366387111170013,25.32682570920446,16.580155184717267,11.780003528669699,7.305902820480482,3.979205843421718,2.658438557805773,2.634920033965066,2.9354649349122504,2.432696275653276
2024-04-24,24.389572815337115,25.293612037951206,16.596226808286595,11.797748932103335,7.312854712884409,3.90524580107702,2.6752200554583694,2.654431238859303,2.9382581607303933,2.4368294373122468
2024-04-25,24.39542343926447,25.30641392208148,16.600207947374333,11.788879829895613,7.314608936424295,3.889371184794954,2.6736497647697144,2.6550679896149303,2.938962996507143,2.437413989273068
2024-04-26,24.403559613071238,25.310189682742458,16.60497477266124,11.812916586455566,7.316709359681192,3.8904880354375857,2.649734024816575,2.6261315432092296,2.9471824781281533,2.438113903796764
2024-04-29,24.4041595929968,25.30441965668246,16.60538301849447,11.816157306462625,7.316889246501254,3.8905836860213086,2.6507826007067785,2.6261961086346344,2.9472549368330254,2.4381738466666447
2024-04-30,14.932042193652448,15.464015373888863,10.160246614067937,7.234401719560274,4.477517405528294,2.380811428751283,1.6125933722645396,1.6068765225659116,1.8069013357665504,1.4918323499381567
2024-05-02,24.411145530254323,25.28077475519953,16.609841363651455,11.82593392690858,7.3199183060882,3.8921892607593995,2.6331460052788627,2.637227671036834,2.950951382257818,2.438871798565002
2024-05-03,24.411841942473643,25.282479716355954,16.610315216731074,11.824402196964364,7.320914123842439,3.892300298898013,2.6349918564301076,2.6371553460985604,2.9466579264012247,2.438941375804619
