date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,ICBC (ASIA) SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,MERRILL LYNCH FAR EAST LTD,CMB WING LUNG BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,93.33333333333333,0.0
2024-03-05,26.31578947368421,0.0,0.0,0.0,3.1578947368421053,0.0,0.0,0.0,70.52631578947368,0.0
2024-03-12,28.71287128712871,6.9306930693069315,0.0,0.0,4.9504950495049505,0.0,0.0,0.0,59.4059405940594,0.0
2024-03-14,19.19191919191919,6.0606060606060606,0.0,0.0,5.05050505050505,0.0,0.0,0.0,69.6969696969697,0.0
2024-03-15,18.446601941747574,5.825242718446602,0.0,3.8834951456310676,4.854368932038835,0.0,0.0,0.0,66.99029126213593,0.0
2024-03-19,18.269230769230766,5.769230769230769,0.0,3.8461538461538463,4.807692307692308,0.0,0.0,0.0,67.3076923076923,0.0
2024-03-20,18.095238095238095,5.714285714285714,0.0,3.8095238095238098,4.761904761904762,0.0,0.0,0.0,67.61904761904762,0.0
2024-03-21,17.142857142857142,5.714285714285714,0.0,3.8095238095238098,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0
2024-03-22,22.22222222222222,5.555555555555555,0.0,3.7037037037037033,6.481481481481481,0.0,0.0,0.0,62.03703703703704,0.0
2024-03-25,15.74074074074074,5.555555555555555,0.0,4.62962962962963,6.481481481481481,0.0,0.0,0.0,67.5925925925926,0.0
2024-03-26,20.72072072072072,5.405405405405405,0.0,4.504504504504505,4.504504504504505,0.0,0.0,0.0,64.86486486486487,0.0
2024-03-27,20.72072072072072,9.90990990990991,0.0,4.504504504504505,5.405405405405405,0.0,0.0,0.0,59.45945945945946,0.0
2024-04-02,20.72072072072072,9.90990990990991,0.0,4.504504504504505,5.405405405405405,0.0,0.0,0.9009009009009009,58.55855855855856,0.0
2024-04-05,22.330097087378643,10.679611650485436,0.0,4.854368932038835,5.825242718446602,0.0,0.0,0.9708737864077669,55.33980582524271,0.0
2024-04-10,24.489795918367346,11.224489795918368,0.0,6.122448979591836,6.122448979591836,0.0,0.0,1.0204081632653061,51.02040816326531,0.0
2024-04-11,25.0,11.458333333333332,0.0,3.125,6.25,0.0,0.0,1.0416666666666665,53.125,0.0
2024-04-12,24.742268041237114,11.34020618556701,0.0,3.0927835051546393,6.185567010309279,0.0,0.0,1.0309278350515463,53.608247422680414,0.0
2024-04-15,25.064599483204137,11.369509043927648,0.0,3.10077519379845,6.2015503875969,0.0,0.0,1.03359173126615,53.229974160206716,0.0
2024-04-16,26.121372031662272,11.609498680738787,0.0,3.16622691292876,5.540897097625329,0.0,0.0,1.0554089709762533,52.5065963060686,0.0
2024-04-17,25.190839694656486,16.28498727735369,0.0,3.0534351145038165,5.343511450381679,0.0,0.0,1.0178117048346056,49.10941475826972,0.0
2024-04-18,25.432098765432098,15.802469135802468,0.0,2.9629629629629632,5.185185185185185,0.0,0.0,0.9876543209876543,46.666666666666664,2.9629629629629632
2024-04-19,25.121951219512194,15.609756097560975,0.0,2.9268292682926833,5.121951219512195,2.9268292682926833,0.0,0.975609756097561,44.146341463414636,3.1707317073170733
2024-04-23,25.485436893203882,15.53398058252427,0.0,2.912621359223301,5.097087378640777,2.912621359223301,0.0,0.9708737864077669,43.932038834951456,3.1553398058252426
2024-04-24,25.575447570332482,16.36828644501279,0.0,3.0690537084398977,1.0230179028132993,3.0690537084398977,0.0,1.0230179028132993,46.547314578005114,3.324808184143223
