date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,DBS BANK (HONG KONG) LTD
2024-03-01,9.47828309114556,37.25074978177427,35.41245125477982,3.9971707543594657,11.77257374102595,0.0,0.23633998651772184,0.0,1.8524313903972232,0.0
2024-03-04,9.496272741785353,37.1934053452794,35.543731563587095,3.933404614974338,11.762821962039691,0.0,0.230261132834977,0.0,1.8401026394991427,0.0
2024-03-05,9.077392489417432,35.281044087382945,33.79271963688927,3.718418095116544,11.180786213034596,4.982545980953946,0.21877564856544635,0.0,1.7483178486398192,0.0
2024-03-06,9.144550130119883,35.36725653845518,33.73120142437531,3.6134273892953277,11.175714982561278,4.9858713018856475,0.22779361071520063,0.0,1.7541846225921804,0.0
2024-03-07,9.304694685701058,35.24418451490763,33.76894510720474,3.498897316525739,11.190072251866766,4.985636979079657,0.2244852566764141,0.0,1.7830838880379931,0.0
2024-03-08,9.650641735427948,34.23350828025061,34.03748620713294,3.7397864828156755,11.254362884453016,5.006221242542697,0.24271560595443492,0.0,1.8352775614226773,0.0
2024-03-11,9.878655141715772,34.208971328500795,33.964368467735355,3.6037214444436825,11.2585532453222,5.004587709091124,0.2386012868481542,0.0,1.84254137634292,0.0
2024-03-12,9.911442707622472,34.13713744347604,33.999453398887795,3.61601015976646,11.23249743771898,4.996145785540273,0.23020261729906336,0.0,1.8771104496889142,0.0
2024-03-13,9.056980144779486,33.222177912829,33.53104588740533,4.508999122562429,11.006617554453097,4.926011531516358,0.2158797238616022,1.8171302566314076,1.715157865961297,0.0
2024-03-14,9.076069242019322,33.16952023721376,33.53027869109743,4.32226554056482,11.235673325551787,4.938893700359751,0.22886071194261137,1.808707150304269,1.6897314009462459,0.0
2024-03-15,9.378064517993735,32.890947737899,33.388710035618274,4.626927179767174,11.084564782743414,4.8973482823064005,0.23480059994092278,1.817960867627474,1.680675996103614,0.0
2024-03-18,9.557470895047242,32.765366570290894,33.351796978488984,4.622982619235344,11.189552673573068,4.893173181641432,0.1585646171782452,1.8164110146887438,1.644681449856046,0.0
2024-03-19,9.897278094573142,32.659868825143384,33.176050710154215,4.609454685482279,11.209306989171793,4.879705830407482,0.13668231427712083,1.81141175465605,1.6202407961345378,0.0
2024-03-20,10.13427733628816,32.71778284318016,32.934779705361244,4.534615715442177,11.179111371563826,4.895553020122271,0.15960069691042958,1.8116073998731292,1.6326719112585992,0.0
2024-03-21,10.413515467202785,32.662594778652334,32.875456856275335,4.41102486699916,11.170013689405192,4.871726165022369,0.15707779163008379,1.8090174878753185,1.6295728969374281,0.0
2024-03-22,10.499666499010123,32.49349070934892,32.88579566306227,4.437042893999659,11.20787989995914,4.890739130714011,0.13685015483516894,1.8146529720958013,1.6338820769749087,0.0
2024-03-25,10.488355496685982,32.50338912852486,32.9647931275089,4.360714896071547,11.202773038931714,4.889654757454132,0.1368627565302847,1.8148200724072538,1.6386367258853327,0.0
2024-03-26,10.611474895261502,32.375864077104346,32.84348080672611,4.372909788434036,11.23653753110656,4.892996456516846,0.21399103806079342,1.812220909821054,1.6405244969687496,0.0
2024-03-27,10.6190270804234,32.395442647451766,32.89642130033546,4.197089634056532,11.340835270140516,4.889866544807015,0.2139884845332208,1.8121992848216952,1.635129753430399,0.0
2024-03-28,10.644917255717006,32.49032222879616,32.69243064516846,4.218228384236828,11.359233095782779,4.887424168871078,0.29207461665005163,1.8107254377607134,1.6046441670169256,0.0
2024-04-02,10.64861762178678,32.554531685961365,32.770318343320994,4.023954884612232,11.387689244834037,4.888770756813102,0.2591539680590436,1.8112243306246345,1.6557391639878134,0.0
2024-04-03,10.66271732330281,32.61160885940762,32.73610600680254,4.0252214682623935,11.359029844883603,4.890309550683195,0.23159799739290457,1.8117944332201474,1.6716145160447948,0.0
2024-04-05,10.787256827913717,32.635097803822276,32.82485189934549,4.0328690033570975,11.187154423426957,4.889342962417133,0.1399825798159909,1.8099012096357299,1.6935432902656158,0.0
2024-04-08,10.920793435327864,32.60985268753779,32.56539729000676,4.1383572582245725,11.137813626480016,4.884871440421213,0.2380726834055081,1.8128471091296308,1.691994469466651,0.0
2024-04-09,10.924732627314272,32.62161524592197,32.65232278909582,3.943448747918319,11.217777207304023,4.88816770600706,0.15454112505935974,1.8135010133397194,1.7838935380394456,0.0
2024-04-10,11.030554036861641,32.31687145773171,32.836075466832256,3.9674355235681755,11.216031668665456,4.884499782998835,0.14520369329805088,1.811855874314961,1.7914724957289174,0.0
2024-04-11,11.063547998666028,32.34522120879315,32.86616691287335,3.8850408060413706,11.196160331775513,4.885193057264504,0.13719934005357448,1.8121130374036227,1.809357307128891,0.0
2024-04-12,11.113750550446836,32.77095606316159,32.52394344450181,3.4267317450989974,11.33461512801307,4.938841939752995,0.2144207566453095,1.8320135486546492,1.8447268237247336,0.0
2024-04-15,11.121630735932122,32.45313339818879,32.20618484093485,4.387325979962843,11.088626586750266,4.89152192409216,0.18857266027311823,1.8144606666489673,1.8485432072168806,0.0
2024-04-16,11.173351435726223,32.47085683287728,32.199730991868556,4.286464895009087,11.11126874493916,4.884604794888409,0.17604275102996142,1.8118948274150632,1.8857847262462601,0.0
2024-04-17,11.180868375716923,32.57126574943728,32.13980904981311,4.221948954701129,11.114931690514176,4.886215055780289,0.1638334950877783,1.817092371284997,1.9040352576643116,0.0
2024-04-18,11.257464960987187,32.666936935656786,32.108243128658984,4.11207541350053,11.090562936946437,4.879204583539945,0.14752071790042276,1.8144853072320208,1.9235060155776855,0.0
2024-04-19,11.309569641802572,32.69234000006021,32.02921449603534,4.0697060801197855,11.085875654441848,4.881431806378513,0.13718646635135673,1.8155984590579215,1.979077395752454,0.0
2024-04-22,11.248882345927393,32.682774887328165,31.96176253850826,4.2097549004596555,11.068746921648486,4.884352865979513,0.1372685590365683,1.8166849171957697,1.9897720639161878,0.0
2024-04-23,11.417185551873505,32.63829380324122,31.88036708939167,4.093589700555914,11.101899899804527,4.903845373765566,0.15001214426502513,1.822504866837759,1.9923015702648106,0.0
2024-04-24,11.309815675734797,32.54853581474914,26.078888825395186,4.137719683088595,11.106277397020383,4.901048137647792,6.026058736999664,1.8157150599278138,2.0759406694366307,0.0
2024-04-25,11.573856240316708,32.4271132435941,26.07316199676734,4.1352689944118985,11.111576627618094,4.884217931182205,5.861361270865686,1.812320073664218,2.121123621579749,0.0
