date,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,YUEN META (INTERNATIONAL) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD
2024-09-19,0.0,30.443597933070826,20.244745967997417,16.267268470533097,19.27456074089628,10.818755990228835,2.951070897273547,0.0
2024-09-25,0.0,30.54364206840667,20.26541063508016,16.126623680176852,19.294235098949784,10.816005337433516,2.95408317995302,0.0
2024-09-27,0.0,30.552070659931623,20.271002923908913,16.131073860786373,19.27196414892566,10.818990040132586,2.954898366314843,0.0
2024-09-30,0.0,30.484930682656664,20.29060026379485,16.146668853217758,19.29059565093441,10.829449484385785,2.957755065010534,0.0
2024-10-02,0.0,30.513720848062487,20.28219676591281,16.139981594302498,19.282606312147564,10.824964390074994,2.9565300894996436,0.0
2024-10-03,0.0,30.342630480284637,20.287798324205227,16.144439151281286,19.426022324873806,10.841763092286476,2.957346627068565,0.0
2024-10-04,0.0,29.803534843521263,20.3439845532861,16.189150516311656,19.826004296594345,10.871788912486835,2.9655368777998024,0.0
2024-10-08,0.0,30.256545416504014,20.056809076980006,15.851410013992304,20.296991139936612,8.962697828291844,4.575546524295215,0.0
2024-10-09,0.0,29.24159664879071,20.485021374929786,16.161950575318425,20.284145920137888,9.154051169601122,4.673234311222068,0.0
2024-10-10,0.0,29.240786087058073,20.582597704486634,16.238934815986525,20.380765419373798,8.86142163866364,4.695494334431331,0.0
2024-10-14,32.000519705541514,19.760062917746108,14.009798595030901,11.053230959288223,13.872418964675044,6.107922815621586,3.1960460420966257,0.0
2024-10-15,31.973079470821762,19.724063384959994,13.997785285079638,11.043752886596735,14.108243774895593,5.959769743964378,3.193305453681898,0.0
2024-10-16,31.94264546200244,19.790956487223728,13.984461303534292,11.033240740806843,14.094814651940386,5.954096856399247,3.1997844980930603,0.0
2024-10-18,32.000519705541514,19.636096458302095,14.009798595030901,11.062766840783917,14.120351883563073,5.964884593186183,3.205581923592319,0.0
2024-10-21,32.55622940406487,18.97783770057503,14.253087798620594,11.254878934040377,13.62824857030528,6.068468667742075,3.2612489246517717,0.0
2024-10-22,32.629035876810306,18.485503841504485,14.284962406563336,11.377280296984624,13.833742962549008,6.120932462104537,3.2685421534837036,0.0
2024-10-23,32.629035876810306,18.1257464055249,14.284962406563336,11.377280296984624,14.193500398528592,6.120932462104537,3.2685421534837036,0.0
2024-10-24,32.58392083268703,18.2001121959307,14.265211081035222,11.361549323365324,14.212714454559555,6.112469259601527,3.26402285282064,0.0
2024-10-28,32.54599928862017,18.178930694778536,14.24860906332808,11.348326620807642,14.31255469005152,6.105355497154844,3.2602241452592016,0.0
2024-10-29,32.53337838122782,18.17188114626856,14.243083641482421,11.343925890073605,14.345783146254501,6.102987921169739,3.2589598735233505,0.0
2024-10-30,32.527071597485595,18.187744000829703,14.240322537262113,11.34172680436728,14.34300213314064,6.101804821629654,3.2583281052850173,0.0
2024-10-31,32.017861798378064,18.33312621305497,14.017390947595548,13.387237081478892,9.290692157806093,7.876327010877512,5.077364790808916,0.0
2024-11-01,32.23933167627811,15.71232278904057,14.114350259906605,11.885068033493043,10.219590638991011,9.46793540510869,6.361401197181965,0.0
2024-11-04,32.310726117372596,14.938339032897805,14.145606681669195,11.718821272137014,10.675496478321476,9.642955403305066,6.568055014296852,0.0
2024-11-05,32.36369948869361,14.80852471458871,14.168798375739671,11.728390150378134,11.06911906637339,9.292288982742114,6.569179221484369,0.0
2024-11-06,32.3946287947513,15.161508534381877,14.182339197968169,11.739598725857945,10.297778456728137,9.619729074673518,6.604417215639058,0.0
2024-11-07,32.21117134533053,15.354006754092806,14.102021692477848,11.701910924012017,10.239460018127058,9.565250569260167,6.826178696699575,0.0
2024-11-08,32.22973306848192,15.48770892404074,14.110147998091648,11.458945350025727,10.130110296862961,9.753242072765628,6.830112289731373,0.0
2024-11-11,32.30730440152968,15.630885439694467,14.14410865756678,11.476897727499736,9.933063784958835,9.661188812787751,6.846551175962748,0.0
2024-11-12,32.3540266931736,15.740261580856965,14.164563634606303,11.435648086663031,9.995634936034097,9.453412523129897,6.856452545536102,0.0
2024-11-13,32.16486044093681,16.137059572980395,14.081746820404522,11.225013784217627,10.013871679417317,9.39814068216841,6.979307019874913,0.0
2024-11-14,31.862516856162255,15.975879517220049,13.949381072342696,11.09101651114649,10.679323811831939,8.740114473547724,7.70176775774885,0.0
2024-11-18,31.890979786371926,15.980647603009771,13.961842117454815,11.410729775146224,10.39426327442196,8.557857266568957,7.803680177026346,0.0
2024-11-19,31.906140371102026,15.940705822621853,13.968479407742784,11.416154297589474,10.399204581027604,8.561925568046899,7.807389951869356,0.0
2024-11-22,31.909174217930435,15.932712909029926,13.969807623141325,11.417239821037485,10.400193406171264,8.562739692551698,7.808132330137868,0.0
2024-11-25,31.954751254019875,15.964992426246063,13.989761208334533,11.433547480640685,10.262692495115685,8.574970165622751,7.819284970020409,0.0
2024-11-26,32.009615854666194,16.106866570120218,14.013780880893748,11.453178270801105,10.280312989821606,8.303535169146661,7.832710264550466,0.0
2024-11-28,32.06466917851626,15.96257880782774,14.03788317630093,11.472876586935786,10.297994095489301,8.317816415533464,7.846181739396521,0.0
2024-12-02,31.602665196936265,15.864424433153596,13.835618250868572,11.674845220390107,10.149615384705935,8.857181804505295,8.01564970944023,0.0
2024-12-04,31.552151933189336,15.81086014097296,13.813503589669818,11.656184308971811,10.133392379599798,9.031070041988196,8.002837605608079,0.0
2024-12-06,31.549185593031314,15.818775088484688,13.812204928630539,11.655088465883892,10.132439700086328,9.030220996072336,8.002085227810904,0.0
2024-12-09,31.422158477358153,15.886173125671979,13.756592572235574,11.608161350558804,10.091643255878955,9.26540494595953,7.969866272337005,0.0
2024-12-10,31.354632732637544,15.973498344230478,13.727029862247731,11.583215586867928,10.069956466704397,9.245493730453289,8.046173276858633,0.0
2024-12-11,31.381021257554952,15.790565076583446,13.73858273459839,11.592964193261892,10.078431491731953,9.365490190394322,8.052945055875044,0.0
2024-12-12,31.304908636903317,15.761594686058949,13.70526069809144,11.5648462146076,10.14727286677763,9.342774804676706,8.173342092884358,0.0
2024-12-13,31.328288551029697,15.764030591704278,13.715496403357907,11.536141112626325,10.154851306663655,9.321745722153594,8.179446312464538,0.0
2024-12-16,31.232535883831524,15.846147367029898,13.673575972229687,11.499392600027875,10.030743443139986,9.563158312328532,8.154446421412494,0.0
2024-12-17,31.110001842514812,16.1577656205277,13.61993067972573,11.407924667796896,10.037742583298472,9.544180376406077,8.122454229730309,0.0
2024-12-18,31.286929869439707,15.541091587992137,13.697389609950692,11.47280353257481,10.094828982683252,9.738308368421727,8.168648048937674,0.0
2024-12-20,31.26943792506211,15.495130749367247,13.689731652516857,11.466389300111466,10.135775277182137,9.779453987008344,8.164081108751839,0.0
2024-12-23,31.173928280383205,15.475670979424311,13.87904197652202,11.431366260348865,10.104816476528638,9.79603135878225,8.139144668010712,0.0
2024-12-27,31.15656242695797,15.467050050054464,13.871310470679084,11.424998264979724,10.247737684431495,9.697730454213222,8.134610648684042,0.0
2025-01-02,31.191313503149875,15.372764584790962,13.88678210584995,11.43774135838515,10.259167697415155,9.708547005965135,8.143683744443777,0.0
2025-01-03,31.18551627474527,15.3792004148403,13.884201103685214,11.43561553578776,10.25726092492938,9.706742572033082,8.151463173978994,0.0
2025-01-09,31.737040747302224,16.833356700911004,14.129747036711372,11.62840018943106,6.892150787313983,10.11484317202927,8.664461366301083,0.0
2025-01-10,31.761070835601863,16.78931511601027,14.140445547377414,11.61827571920355,6.897369263520137,10.12250174916304,8.67102176912373,0.0
2025-01-13,31.791159666978263,16.521015643817467,14.153841489972189,11.629282285726736,6.903903482148503,10.132091295114257,8.86870613624258,0.0
2025-01-16,31.788148218666368,16.500505481436434,14.152500753663466,11.628180690727536,6.903249503221512,10.131131522978034,8.89628382930665,0.0
2025-01-23,30.8047780531391,15.990060371675824,13.714691450868582,11.268461530870749,9.526180910323264,9.81772375810297,8.878103925019513,0.0
2025-01-24,30.79347123160776,15.956662683434933,13.709657505539552,11.264325468496185,9.52268434796393,9.814120185625175,8.939078577332467,0.0
2025-02-03,30.869953754415224,16.005493632349328,13.743708528399672,11.292302958369776,9.546336079766217,9.562526288967177,8.979678757732607,0.0
2025-02-04,30.878475271025074,15.982307313806633,13.747502419425148,11.295420149538533,9.548971304364029,9.565165982801895,8.98215755903869,0.0
2025-02-10,30.847252687402317,15.966146900372674,13.733601715451682,11.283998853730443,9.631238097514263,9.555494223035836,8.982267522492782,0.0
2025-02-12,30.858599045910633,15.972019631684079,13.738653263161718,11.251366983248147,9.634780697610317,9.559008962720354,8.985571415664749,0.0
2025-02-14,30.864275355837417,15.956563036963681,13.741180430833271,11.253436625035897,9.636552975127998,9.560767302345056,8.987224273856679,0.0
2025-02-19,30.861436939864678,15.964292045052462,13.739916730792709,11.252401708975293,9.635666754875897,9.55988805168034,8.986397768758621,0.0
2025-02-20,30.84441740138289,15.95548801939012,13.732339408907404,11.301344445090395,9.630352854507231,9.554615941930745,8.981441928791217,0.0
2025-02-21,30.84158263651898,15.963212153922047,13.731077334388406,11.300305791847864,9.629467774217213,9.553737822262997,8.980616486842495,0.0
2025-02-24,30.594147428140854,16.591836776556708,13.620915932441818,11.483149770473302,9.64338062594544,9.158002482959002,8.908566983482876,0.0
2025-02-25,28.30464555627179,15.569490825642612,12.601599653171611,11.635957551477595,8.879549038746813,8.649792099068764,8.241897620257072,6.117067655363747
2025-02-26,28.33571539999447,15.493699552246337,12.615432355337106,11.648730273961238,8.872408465501689,8.659286925217264,8.250944703024127,6.123782324717771
2025-03-03,28.3860494928632,15.343586950016737,12.637841754033738,11.66942247329821,8.88816895100092,8.67466883268345,8.265601252579142,6.134660293524598
2025-03-04,28.41729840547565,15.258860662083585,12.65175418001894,11.682268810482167,8.897953532504744,8.684218381604042,8.266232365421057,6.141413662409817
2025-03-06,28.489674533274556,15.060012484073892,12.683976981931627,11.712022426337702,8.903636405698867,8.706336251165474,8.28728566477269,6.157055252745191
2025-03-07,28.489674533274556,14.932667289667656,12.683976981931627,11.712022426337702,8.903636405698867,8.83368144557171,8.28728566477269,6.157055252745191
2025-03-10,28.482420334565226,14.93735256916107,12.680747317466908,11.709040246324745,8.901369312487706,8.848407200555593,8.285175510200617,6.1554875092381325
2025-03-11,28.484837990299216,14.930132248876,12.681823689527402,11.710034137572698,8.90212488193391,8.849158274451485,8.285878775648008,6.156010001691282
2025-03-12,28.874537380912894,14.841842082789913,12.855322972386654,11.044219339903197,8.9808925007147,8.694883392563634,8.468072318831322,6.240230011897687
2025-03-13,28.84475448378386,14.92108372802751,12.842063235733688,11.041423172539643,8.9716290796615,8.685914978136296,8.459337850693323,6.2337934714241845
2025-03-14,28.84475448378386,15.007038632216801,12.842063235733688,10.955468268350351,8.9716290796615,8.685914978136296,8.459337850693323,6.2337934714241845
2025-03-17,28.857156554417905,14.970495117489605,12.847584800336573,10.96017867388941,8.97548651507878,8.689649568116625,8.462975021729068,6.236473748942031
2025-03-18,28.550270195080273,15.772663068319465,12.710954965785074,10.877651728570022,8.922573854066368,8.622761215696007,8.372974068631486,6.170150903851304
2025-03-19,28.482420334565226,15.904929614074682,12.680747317466908,10.851800934603038,8.901369312487706,8.67016932386098,8.353075653703327,6.1554875092381325
2025-03-20,28.378847962675714,16.041596590953535,12.63463553828613,10.812339865323553,8.869000717335696,8.807774540523546,8.322700852409607,6.1331039324922205
2025-03-21,28.426927301825096,15.772289852420679,12.656041091037002,10.830658091492108,8.88402654551469,8.949761361862752,8.336801141380047,6.143494614467632
2025-03-24,28.311809471140553,16.045885400814942,12.604789122085682,10.786798202903356,8.856486423382421,8.972575103829133,8.3030403886946,6.118615887149316
2025-03-25,28.285559495811174,16.123725478089927,12.593102288581662,10.776796963420665,8.848274918909146,8.964255964942707,8.295342025028221,6.112942865216496
2025-03-27,28.677138516617767,15.056561876242174,12.76743840746983,10.831987588454375,8.970768477118135,9.088355139064815,8.410180902721178,6.197569092311725
2025-03-28,28.669788549900545,15.052702870972103,12.764166105831201,10.829211343948305,8.994099320312268,9.086025788535377,8.408025368629621,6.195980651870578
2025-03-31,28.606246309193818,14.738035074992492,12.735876266382066,10.933076293745444,9.204324521998643,9.210803078934184,8.389390254843839,6.182248199909513
2025-04-01,28.579447764788092,14.758294099198965,12.723945202726195,11.067613438332415,9.059438941765281,9.270305780336113,8.364498149060116,6.176456623792823
2025-04-02,28.51145931725192,14.81664306501079,12.693675853647502,11.10075758235498,9.122848902177845,9.248252390663303,8.344599610493027,6.161763278400629
2025-04-03,28.511846903708822,14.79135562291695,12.693848412224543,11.10090848670724,9.13146920552709,9.20453727204197,8.404187055099907,6.1618470417734805
2025-04-07,28.47314034905,14.771275464068239,12.676615746131112,11.085838332797026,9.119072684420871,9.192041556621193,8.528533904753138,6.153481962158428
2025-04-08,28.47314034905,14.771275464068239,12.676615746131112,11.085838332797026,9.110587931839436,9.192041556621193,8.53701865733457,6.153481962158428
2025-04-09,28.42972090244304,14.824996680107905,12.657284838693487,11.068933244012175,9.13905402454581,9.178024368749258,8.55788758707701,6.144098354371319
2025-04-11,28.427312593407073,14.832211936664155,12.656212627905614,11.067995584017499,9.138279846478321,9.177246889466382,8.557162640178113,6.1435778818828455
2025-04-14,28.42972090244304,14.833468494065178,12.657284838693487,11.060461430054904,9.13905402454581,9.178024368749258,8.55788758707701,6.144098354371319
2025-04-16,28.4249046923569,14.847896349669092,12.655140598758368,11.058587704101717,9.137505799562462,9.176469541894388,8.556437816090714,6.143057497566354
2025-04-17,28.467633218252857,14.955046931754005,12.674163899228269,11.153934329264763,9.151241365517976,8.876388552804507,8.569299916377728,6.152291786799897
2025-04-22,28.479713047321265,14.918959334013826,12.679541997657243,11.158667340228645,9.155124562642643,8.88015512010712,8.572936175051996,6.154902422977261
2025-04-23,28.47922965732727,14.740488202504768,12.679326786088223,11.217883912672376,9.282267678633222,8.873215142327156,8.572790665455068,6.154797954991915
2025-04-24,28.52280057652454,14.848035466926016,12.698725131110885,11.320041877287307,9.228472390590062,8.631803917060532,8.585906342173645,6.164214298327012
