date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CLSA LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,FIRST SHANGHAI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,48.27416761889653,17.91615683738964,0.0,0.00877520679468053,0.0,14.930377632143898,8.243564401107529,0.0,9.377017847833429,1.2499404558342948
2024-03-04,41.50322985505948,15.471882153305435,13.885012114353914,0.007545054075659092,0.0,12.79873136374284,7.12847624823164,0.0,8.11531560054283,1.0898076106881993
2024-03-05,41.49829069611026,15.474526494568652,13.883864507762503,0.007544430471320941,0.0,12.810951736693946,7.26893412512634,0.0,7.981259332932019,1.0746286763349548
2024-03-06,41.49922123529948,15.481678512215879,13.888114635294116,0.007546739971794573,0.0,12.836046859785347,7.264140822505967,0.0,7.945576726955148,1.077674467972265
2024-03-07,41.53331759682044,15.476204841565034,13.892956489991334,0.007549371014188783,0.0,12.818175790764,7.307741919835729,0.0,7.888721582748221,1.0753324072610502
2024-03-08,41.51072406816158,15.424163460350284,13.889843565297195,0.007547843523288916,0.0,12.822531392560554,7.3802321851321295,0.0,7.889842653517695,1.0751148314572732
2024-03-11,41.47826888608878,15.437948184526034,13.879488521630408,0.007542216516123121,0.0,12.801298501784547,7.363869342430284,0.0,7.957271026467248,1.0743133205565771
2024-03-12,41.46999185437251,15.56862912724705,13.868245816721995,0.00753610714728622,0.0,13.140604527222921,7.519264852144894,0.0,7.352284613083899,1.0734431020594493
2024-03-13,41.53231032190103,15.688041834602759,13.886158929283276,0.007545841264880275,0.0,12.954745558594045,7.6621042669193935,0.0,7.197281954171022,1.0718112932635941
2024-03-14,41.48331061562911,15.639004915084668,13.869171316531496,0.007536610070714414,0.0,12.97296286658256,8.031310442576483,0.0,6.9262031390806955,1.0705000944442755
2024-03-15,41.66319543840363,15.754291370589204,13.894275364357409,0.007550251795612208,0.0,13.114530660417353,8.086214875605751,0.0,6.407504273782277,1.072437765048758
2024-03-18,41.60791400919036,15.770538035274532,13.909617142429129,0.007558588631063952,0.0,13.10421928943474,8.09864857937929,0.0,6.427882426504563,1.0736219291563238
2024-03-19,41.60866584259051,15.890754786482294,13.906836864714482,0.0075570778076307875,0.0,13.04325935532528,8.141767708474733,0.0,6.327751032809198,1.073407331795877
2024-03-20,41.58982754731197,15.984919508480463,13.937179397359028,0.007572084862196581,0.0,12.875618532188241,8.213688511524717,0.0,6.315655484446982,1.0755389338264025
2024-03-21,41.5903357711016,16.068959501769044,13.935725888248221,0.0075712951691015015,0.0,12.8633730682677,8.2347692790289,0.0,6.223838430596255,1.0754267658191772
2024-03-22,41.54703276283496,15.976329524259336,13.922627595905226,0.0075633570164630745,0.0,12.75065517277621,8.396477128677638,0.0,6.3250152279117495,1.0742992306184151
2024-03-25,41.55387397444954,15.869529556003394,13.924313358261987,0.00756443716631282,0.0,12.666544132870488,8.559346133682274,0.0,6.344375752462931,1.0744526551030729
2024-03-26,41.58151589972942,15.893431940027677,13.947481970827116,0.007576365062483495,0.0,12.868046934914842,8.515076087615995,0.0,6.110723908347318,1.0761468934751555
2024-03-27,38.589169136738185,14.756369641702683,12.93642623150454,0.0070277636582197255,0.0,11.833390614292323,7.958210893292292,7.2121721766114115,5.709009992186814,0.9982235500135298
2024-03-28,38.55928485130263,14.741290383543454,12.92640798382866,0.007022321206365122,0.0,11.82787818823214,7.9778057572022885,7.206586914820143,5.756273095712216,0.9974505041521019
2024-04-02,38.60821259967048,14.680896143680341,12.94017083235667,0.007029797927136983,0.0,11.837940696169156,7.92751802560398,7.2142598247450564,5.7854595822766415,0.9985124975705371
2024-04-03,35.17672042134559,13.460130543801263,11.788521433122916,0.006405830326430172,8.890011327019794,10.863301735755302,7.0025377773017645,6.573919314195701,5.327286311499811,0.9111653056314277
2024-04-05,35.25364102614502,13.55257496414715,11.817485711935149,0.006421708968360186,8.912047706290267,10.827553587626552,6.801814288959523,6.590214611689957,5.324822510578475,0.9134238836595528
2024-04-08,35.326311213944436,13.525822672476473,11.842190860599882,0.006435133928509261,8.930678865985152,10.733842003557017,6.809813423768141,6.603477032079062,5.306095343670168,0.9153334499911573
2024-04-09,35.291150472323885,13.53734999230255,11.84516315599977,0.006436749095769993,8.932920395109596,10.736536112238923,6.809444849983954,6.618007950306875,5.307427131256351,0.9155631913823239
2024-04-10,35.28901442228092,13.537938960675595,11.846261145813555,0.0064373457515397746,8.932460964836592,10.763280720649012,6.794005090447025,6.6186214079031345,5.296331881943611,0.9156480596990176
2024-04-11,35.293888264283765,13.50218010525527,11.849453575761796,0.006439080541539037,8.934868159439567,10.722742489913632,6.870020127793083,6.6204050495887765,5.284108331194056,0.9158948162285127
2024-04-12,35.30637702046158,13.631603871045305,11.853819520122572,0.006441453027932537,8.938160221559189,10.734165381832975,6.764850299729827,6.622844345199116,5.226793898933963,0.9149439880875375
2024-04-15,35.308406945144164,13.628264847178292,11.8545010502839,0.006441823376453018,8.938674117166208,10.696131597711316,6.832548050584815,6.623225122733935,5.196809853429528,0.9149965923913866
2024-04-16,35.29893901972825,13.664610702628613,11.864743145409378,0.00644738900654772,8.950265418889545,10.48719323658371,6.831929339587445,6.628947480972104,5.351137132704369,0.9157871344900382
2024-04-17,35.26816158103485,13.72537495918149,11.859336932062693,0.0064444512303083795,8.946702754012517,10.418485752656197,6.7800666503706255,6.625926976953863,5.4541300897444485,0.9153698527530023
2024-04-18,35.114867942409305,13.824361243234748,11.811761457618502,0.006418598366310101,8.910298252111684,10.37925790399361,6.876233903326691,6.5993460963053945,5.565756890683067,0.9116977119506868
2024-04-19,35.04635100898186,13.765137274550812,11.786990456314198,0.0064051376213505856,8.891612045958881,10.39361604954908,6.9795503632333045,6.582175625204714,5.638376290849163,0.9097857477366369
2024-04-22,34.99764860108574,13.650608510022314,11.779911191975174,0.006401290696852136,8.886271745370134,10.469310166546784,7.008020904300709,6.578222371713129,5.714365887708282,0.9092393305808774
2024-04-23,34.916921081545546,13.577293512474153,11.776950838172626,0.006399682018743548,8.884038578419792,10.540147523268406,7.124569649222856,6.576569229741619,5.688099071193926,0.9090108339423334
