date,MINERVA HOLDING FINANCIAL SECURITIES LTD,OPEN SECURITIES LTD,UZEN SECURITIES LTD,VALUABLE CAPITAL LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,WEST BULL SECURITIES LTD,DBS BANK (HONG KONG) LTD,WATON SECURITIES INTERNATIONAL LIMITED,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,6.419341163203638,0.0,64.55263937243816,0.0,0.0,0.0,29.028019464358195
2024-03-05,0.0,0.0,0.0,6.323962369852329,0.0,64.8857344844076,0.0,0.0,0.0,28.790303145740058
2024-03-06,0.0,0.0,0.0,6.275739672082244,0.0,64.6738474591036,0.0,0.0,0.0,29.050412868814167
2024-03-07,0.0,0.0,0.0,9.33499687462214,0.0,62.547808772597456,0.0,0.0,0.0,28.117194352780405
2024-03-08,0.0,0.0,0.0,12.053174987327491,0.0,60.60162083251248,0.0,0.0,0.0,27.345204180160028
2024-03-11,0.0,0.0,0.0,12.484527207139859,0.0,60.38379275567457,0.0,0.0,0.0,27.131680037185568
2024-03-12,0.0,0.0,0.0,12.53241343766839,0.0,60.33811792883675,0.0,0.0,0.0,27.129468633494852
2024-03-13,0.0,0.0,0.0,12.918846268781353,0.0,60.08834133702234,0.0,0.0,0.0,26.992812394196303
2024-03-14,0.0,0.0,0.0,14.04355312296643,0.0,59.26349719019775,0.0,0.0,0.0,26.692949686835828
2024-03-15,0.0,0.0,0.0,14.326604392154138,0.0,59.422028104764955,0.0,0.0,0.0,26.251367503080907
2024-03-18,0.0,0.0,0.0,14.491657361800335,0.0,59.306323814979834,0.0,0.0,0.0,26.202018823219824
2024-03-19,0.0,0.0,0.0,14.50176901738497,0.0,59.289503254080465,0.0,0.0,0.0,26.208727728534566
2024-03-21,0.0,0.0,0.0,14.511057739854238,0.0,59.263427228086286,0.0,0.0,0.0,26.225515032059477
2024-03-22,0.0,0.0,0.0,14.511754873752537,0.0,59.27348057026233,0.0,0.0,0.0,26.214764555985138
2024-03-25,0.0,0.0,0.0,14.677032791493378,0.0,59.07036617272379,0.0,0.0,0.0,26.252601035782835
2024-03-26,0.0,0.0,0.0,14.72514369443752,0.0,59.02225526977964,0.0,0.0,0.0,26.252601035782835
2024-03-27,0.0,0.0,0.0,14.731286068548002,0.0,59.00516201462642,0.0,0.0,0.0,26.263551916825573
2024-03-28,0.0,0.0,0.0,14.741337529621548,0.0,58.977190389046086,0.0,0.0,0.0,26.281472081332367
2024-04-02,0.0,0.0,0.0,15.20795748741012,0.0,58.51314683082046,0.0,0.0,0.0,26.27889568176942
2024-04-03,0.0,0.0,0.0,15.295297548955073,0.0,58.475157783153996,0.0,0.0,0.0,26.22954466789093
2024-04-05,0.0,0.0,0.0,15.364013807195558,0.0,58.43104430928935,0.0,0.0,0.0,26.204941883515094
2024-04-08,0.0,0.0,0.0,14.78936343557978,0.0,58.85700948675841,0.0,0.0,0.0,26.353627077661816
2024-04-09,0.0,0.0,0.0,14.87688060815625,0.0,58.68748745137875,0.0,0.0,0.0,26.435631940464997
2024-04-10,0.0,0.0,0.0,14.885321743424909,0.0,58.68025816614393,0.0,0.0,0.0,26.434420090431164
2024-04-11,0.0,0.0,0.0,14.887735256050888,0.0,58.67355856499743,0.0,0.0,0.0,26.438706178951684
2024-04-12,0.0,0.0,0.0,14.801519747902045,0.0,58.79949053758369,0.0,0.0,0.0,26.398989714514272
2024-04-15,0.0,0.0,0.0,14.787154902224911,0.0,58.85565051770894,0.0,0.0,0.0,26.35719458006615
2024-04-16,0.0,0.0,0.0,14.801519747902045,0.0,58.815681217684215,0.0,0.0,0.0,26.382799034413747
2024-04-17,0.0,0.0,0.0,14.798045686756547,0.0,58.825347579255336,0.0,0.0,0.0,26.37660673398812
2024-04-18,0.0,0.0,0.0,14.823600131327176,0.0,58.76235132457672,0.0,0.0,0.0,26.414048544096108
2024-04-19,0.0,0.0,0.0,14.821797634050693,0.0,58.70251423213587,0.0,0.0,0.0,26.475688133813435
2024-04-22,0.0,0.0,0.0,14.822758911377154,0.0,58.706321421879714,0.0,0.0,0.0,26.470919666743132
2024-04-24,0.0,0.0,0.0,14.718104606971385,0.0,58.765833169131135,0.0,0.0,0.0,26.516062223897485
2024-04-25,0.0,0.0,0.0,15.680365461853329,0.0,58.11298282163867,0.0,0.0,0.0,26.206651716507995
2024-04-26,0.0,86.41164273317722,0.0,2.192508031966819,0.0,7.858951032633485,0.0,0.0,0.0,3.5368982022224755
2024-04-29,0.0,86.39975877498496,0.0,2.252848452571741,0.0,7.819860704357335,0.0,0.0,0.0,3.527532068085966
2024-04-30,0.0,40.39416952071807,0.0,1.0532661617108334,0.0,3.6549282556089246,0.0,0.0,0.0,1.6482018621759915
2024-05-02,0.0,86.39798114106637,0.0,2.261465058800095,0.0,7.817425788097671,0.0,0.0,0.0,3.52312801203588
2024-05-03,0.0,86.4073379297827,0.0,2.2725398421427374,0.0,7.796612665868253,0.0,0.0,0.0,3.523509562206311
2024-05-06,0.0,86.33833250289481,0.0,2.2707249779693472,0.0,7.783677086546446,0.0,0.0,0.0,3.607265432589394
2024-05-07,0.0,86.3496388458674,0.0,2.2710223383034314,0.0,7.784588163183518,0.0,0.0,0.0,3.5947506526456507
2024-05-08,0.0,85.73249842316791,0.0,2.7075681314938063,0.0,7.945487029621774,0.0,0.0,0.0,3.614446415716511
2024-05-09,0.0,85.66776520662968,0.0,2.8215185436000616,0.0,7.929639092607778,0.0,0.0,0.0,3.5810771571624898
2024-05-10,0.0,84.15246958432225,0.0,4.611899429333342,0.0,7.719293512130072,0.0,0.0,0.0,3.5163374742143345
2024-05-13,0.0,84.15825932033766,0.0,4.60791669629659,0.0,7.717244583206549,0.0,0.0,0.0,3.5165794001591975
2024-05-14,0.0,84.17445671916389,0.0,4.591600105005542,0.0,7.717009526892832,0.0,0.0,0.0,3.516933648937744
2024-05-16,0.0,84.17653840122152,0.0,4.591713657880452,0.0,7.717200372915449,0.0,0.0,0.0,3.5145475679825817
2024-05-17,0.0,84.1788917310123,0.0,4.570336586515346,0.0,7.71956666748925,0.0,0.0,0.0,3.5312050149831102
2024-05-20,0.0,84.20994990448868,0.0,4.556963468618949,0.0,7.722414835667651,0.0,0.0,0.0,3.510671791224726
