date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-05-10,27.5665633471574,27.172613033021825,14.018749071854785,6.701689215860984,7.421286604813476,7.600837830107,6.106399436604517,2.018738605206605,1.3409283895200015,0.052194465853406063
2024-05-13,27.3446376801423,27.000924597642005,14.300620371681545,6.673269489286119,7.467228931273419,7.583212011032186,6.082439025549464,2.073389279882109,1.420781275346426,0.0534973381644306
2024-05-14,27.2479560710819,27.112894345501854,14.42760643634421,6.686142435376566,7.356536691364261,7.589109843137345,6.098838807621512,2.0669882778312885,1.3824529556328633,0.0314741361081951
2024-05-16,27.268154707977377,27.109364594770426,14.504549111142435,6.684762519450463,7.2755358610389465,7.5763078985893975,6.092747064588957,2.0635372806049244,1.3818183143966258,0.04322264744045277
2024-05-17,27.199982686372355,27.2952849512719,14.5271005619829,6.685953662968997,7.272652756089045,7.4651100131333665,6.065183522075263,2.0530270282953307,1.3926248768546126,0.0430799409562358
2024-05-20,9.497262360570017,9.592593069169059,5.081514812981762,2.337026165811952,2.510136189822071,2.6177801274293606,2.122876886324559,0.7121690620856735,0.49459873181178493,0.018857157108979842
2024-05-21,27.53376805632108,27.49448843899091,14.270466671262428,6.703910210499053,7.05500918980701,7.470935411957074,6.044462982115271,2.0552009652346555,1.3245943865936176,0.047163687218901566
2024-05-22,27.36619759203462,27.713660140911294,14.232259814823909,6.7241520039765135,6.944075999236918,7.520947114305383,6.0665819284009155,2.056877160856813,1.320177282878708,0.055070962574930514
2024-05-23,27.63431642250455,27.703623360431486,14.200627310727713,6.7682985018458846,6.5756361343748155,7.6063988526785895,6.102479579720134,2.0731911973048422,1.2896676328841254,0.04576100752786361
2024-05-24,27.67288355572759,27.669313011674195,14.118235194709442,6.7690853495933085,6.684346741332209,7.528726745030144,6.102348903534332,2.084586902284063,1.3182005839210653,0.05227301219365238
2024-05-27,27.572184870451196,27.8646202220325,14.11540535462594,6.752260381536955,6.6382262664199,7.529535040538371,6.092194451040139,2.1017009234888198,1.282003879636838,0.051868610229342804
2024-05-28,27.556646902127913,27.98955029340285,14.198717977417022,6.765421331723305,6.363724706769338,7.544262015038661,6.093972820623866,2.1284045761544244,1.3092825010591334,0.050016875683493625
2024-05-29,27.37101914364095,28.016599643218264,14.322788667630482,6.758742397983342,6.354011416222777,7.52478312834269,6.134828738190456,2.1414043564776013,1.3321211599388272,0.04370134835460955
2024-05-30,27.22916843017909,27.98851022741423,14.302883271430186,6.751081076049852,6.565381618952213,7.515063967974461,6.126455016010484,2.1507283208013046,1.3269707046944887,0.04375736649369013
2024-05-31,9.399907113553576,9.703011803845591,4.991819865683505,2.337878577389235,2.262379377657495,2.6201112220972536,2.1236293868822065,0.7443228650586143,0.45961447402110306,0.018074829456690086
2024-06-03,27.01475782518324,28.0551286492743,14.80610623195355,6.743722753328996,6.46173092583394,7.169745871377142,6.150433449076305,2.153544508957317,1.358061205964188,0.08676857905101877
2024-06-04,27.090606282531056,28.172465365432508,14.815994721306788,6.769479621250192,6.323531741640062,7.230414236125174,6.042727188454202,2.1627086556096,1.3490389204509272,0.0430332671994939
2024-06-05,27.035200933992066,28.136763889987737,14.848317546009534,6.766444745684145,6.5077921246576205,7.111946715250214,6.066459983328225,2.1587920606439885,1.3175498912862202,0.050732109160251955
2024-06-06,26.93705779179179,28.292200685043206,14.820237303125863,6.753089335386845,6.56015476633973,7.017503070862313,6.0896777847915,2.1550263218439696,1.3316116079047553,0.04344133291002559
2024-06-07,26.82094119237976,28.303317307259146,14.836518271288272,6.743338945647735,6.788254413354123,6.9224840843771815,6.077856078364512,2.148588370472452,1.328832421438079,0.0298689154187392
2024-06-11,26.819166951574747,28.350680669788076,14.558183668335076,6.764274433150851,6.959484365775731,6.937570860671631,6.091214440668353,2.1582288010897983,1.3318605332028026,0.02933527574293776
2024-06-12,26.95179455199675,28.339409096395034,14.59162488750509,6.780761635632422,6.789926351045343,6.933535159543229,6.085726860664939,2.1724584592510903,1.3254449240426387,0.029318073923462255
2024-06-13,26.851882025141173,28.356464741925375,14.629689962656608,6.770516256770032,6.847976182748841,6.926800333360547,6.081616873518341,2.1755833715275887,1.3255084613253463,0.03396179102615119
2024-06-14,26.795828591747494,28.345075907940448,14.740944638738634,6.762071363369468,6.769959454301762,6.918589765421995,6.074435280342018,2.170930311616419,1.3355261283418736,0.0866385581798855
2024-06-17,26.779593344031493,28.204299001321477,14.706182756449834,6.754013524101826,7.0483014394858765,6.915462955063793,6.06691301208955,2.171129366246979,1.3248628139128233,0.029241787296345214
2024-06-18,26.57345261052097,27.95642595080425,15.56737682807967,6.722156443469538,6.124044887164812,6.897920935542198,6.6666752317785045,2.1509251863064374,1.3076952441175274,0.03332668221609539
2024-06-19,26.59191249260412,27.689667977182108,15.992442445399623,6.726982752434445,5.926912102881508,6.911479717082231,6.64560872720093,2.162653666380348,1.3188909917384823,0.03344912709620362
2024-06-20,26.64711381495506,27.59283585446387,16.01869830692438,6.742974350769981,5.923162580206886,6.912693341339778,6.622153888316,2.1767188046238073,1.3316183457840731,0.03203071261616253
2024-06-21,9.49080255267411,9.584405239267198,5.564441598320113,2.348716924799328,2.0879025708987577,2.4010062585617593,2.3108963637409747,0.7548658657472469,0.45866166405335673,0.010135363728518459
2024-06-24,27.059176553056002,27.36456727162117,15.926019385266468,6.718503050631415,5.908553898898731,6.8613559157263335,6.621008193745144,2.1818044568034853,1.3300240432123225,0.02898723103893335
2024-06-25,9.46427525095623,9.595770726964306,5.588537212031305,2.3517292664098886,2.0622476629620885,2.408803996853296,2.3166863291715765,0.7720992982073552,0.4864525233785913,0.010143551558420321
2024-06-26,9.471773353663027,9.604387443194359,5.606015792017642,2.3530354202275663,2.061268632443823,2.4086204529996627,2.3147173510285097,0.778376634465449,0.4743267371905965,0.010143551558420321
2024-06-27,9.406086390801176,9.607584595822704,5.628064448253369,2.3540101618825497,2.0812159406197366,2.4016023130837816,2.31473684586161,0.7827434770797751,0.4906440099691859,0.018114403967882414
2024-06-28,9.397407209615242,9.612553636255194,5.607190700765704,2.3547979451264776,2.081442041408661,2.401242349976812,2.3068970432096565,0.7840715936467834,0.506705765044603,0.011379571899467781
2024-07-02,9.3722485846393,9.590090491190702,5.6312917834911485,2.3553634236046634,2.0864410661484043,2.4014568418133653,2.2967671787469794,0.787893448189006,0.5333222520350818,0.010145853854128885
2024-07-03,9.442670544416481,9.591884422914603,5.63628359350548,2.3557339095041643,2.083433500614769,2.402630209655601,2.204801658906383,0.79015536210175,0.553952661852515,0.01010685533839192
2024-07-04,9.329588595756078,9.600522594150341,5.6554123654744615,2.354173968874686,2.0662627466246515,2.4228204237266535,2.1896312362847037,0.7924757737880993,0.5716579879970973,0.08359692584489073
2024-07-05,9.331672871429642,9.58498168562916,5.665473982534599,2.3562213909508767,2.0512595301391943,2.40166372893935,2.261213011919903,0.7936847277759453,0.5876045785782318,0.01010685533839192
2024-07-08,9.230935122955461,9.601751047396055,5.670875276964169,2.3569955114882557,1.9943062927495088,2.4037891480470144,2.3508191215584135,0.7946206921536325,0.6150985321727922,0.01010685533839192
2024-07-09,9.229838192204069,9.599606129030521,5.6743799760771605,2.3549870879278014,2.010810074624235,2.4033287705687396,2.3383395965225846,0.7856120350183935,0.6384199370723656,0.010750330848051846
2024-07-10,9.255496778151759,9.608517289876419,5.67656389295843,2.3568005189095707,1.9827858387119413,2.400267387083388,2.322135713233876,0.7875211098600072,0.6585041726769025,0.01010685533839192
2024-07-11,9.246962342967882,9.604929426428619,5.680171255664099,2.3572100033248087,1.9705288977046809,2.3994185843883726,2.3074137735431712,0.7860001677462657,0.676579984720986,0.010012088945151095
2024-07-12,9.270547377833838,9.604422445724039,5.690037880145551,2.356859016683176,1.942417207620847,2.399418486892084,2.240128464386713,0.786136662551345,0.7023580036231201,0.010031588203019576
2024-07-15,26.43278119244782,27.342283262203352,16.2850936289498,6.7416955513061305,5.6148525785866665,6.87330178618788,6.390659106767014,2.241799857620263,2.0487274417648376,0.028805594166238353
2024-07-16,26.267049590875548,27.41190576174106,16.15865209939243,6.741675182734029,5.760906073201992,6.8990725519756575,6.431133634176751,2.2307738042489067,2.0699079334723742,0.028923368181247903
2024-07-17,26.223180451007778,27.3654649033952,16.145127325264184,6.7500885752347255,5.914947339483207,6.883881808385341,6.4019678554166015,2.2244890837995133,2.062085482033679,0.02876717597977692
2024-07-18,25.600154545596652,27.415715601215513,16.37306909413899,6.762647632841687,6.207996676286808,6.879563455372703,6.439434057679207,2.229447478526432,2.062993180577988,0.028978277764015695
2024-07-19,25.633878439426137,27.347228054270772,16.398688423547007,6.745493904738699,6.209063877750891,6.899426062478637,6.459682832686071,2.222026900992065,2.055607208828944,0.028904295280775434
2024-07-22,32.246070850462495,24.825458329270027,14.8985744204609,6.114654905241298,5.945765626004108,6.208751376804322,5.853023961809507,2.0170009165589478,1.8647256808287298,0.025973932559663324
2024-07-23,32.20472471896084,24.710548921220187,14.854196828542749,6.087680937554891,6.038285110741923,6.156516851262786,6.059733182659284,2.009094466284057,1.8533598447494213,0.02585913802386103
2024-07-24,32.214970573514464,24.7165251653526,14.898811555991873,6.084583663112888,6.116510020323891,6.116204016900143,5.980236495614942,1.9991223821806916,1.847189289670626,0.02584683733788093
2024-07-25,32.30984413141046,24.73660598345821,14.907106825530345,6.0835964316178295,5.975509831344304,6.10850767033243,6.018128482628816,2.0023169478946223,1.8325430854395788,0.025840610343402137
2024-07-26,32.262952519299915,24.720957745847493,14.905803307966664,6.084370618121322,6.046511757899043,6.1083746779459505,6.017746416579857,2.0078465062956443,1.8195966153185412,0.0258398347255709
2024-07-29,31.675370480195642,24.80076592242235,14.958699976017629,6.105230282241586,6.8100036786509985,6.36020265767891,5.4435413986882315,2.014230086666041,1.8059324949115538,0.026023022527060086
2024-07-30,31.581522079374597,24.715437248275187,14.953524641961934,6.084507676711869,7.316829722210419,6.109373912121083,5.39802172966468,2.013046457653629,1.8018984675600214,0.025838064466577607
2024-07-31,12.338070886999528,9.553782873039589,5.808866357596084,2.3562130062699933,2.72488469481908,2.3652539346770043,2.100700873427625,0.7784496651144318,0.697951171344843,0.010083651221528427
2024-08-01,31.909424267414398,24.80889299033157,15.085387874549811,6.12642833858095,7.127068469144837,6.1455619588033255,5.45833438303397,2.0326518391812773,1.219880953878263,0.08636892508159578
2024-08-02,31.90720696465279,24.66606972653011,15.128364960231986,6.128184746232363,7.236071039100525,6.226162253560244,5.451457654296954,2.026125681769793,1.1936352011861306,0.036721772439103594
2024-08-05,31.773911594021246,24.568100978769525,15.167727738963588,6.120254168002592,7.41529363775937,6.258452868206916,5.447998263166825,2.0148913713708967,1.20737564449113,0.02599373524790747
2024-08-06,31.841448631022075,24.70929551799103,15.227969967861293,6.122121461116462,7.331805228400182,6.192613240305219,5.29497636969337,2.025435723747145,1.2283549706155363,0.025978889247688694
2024-08-07,12.358493637179336,9.494007481379827,5.908212499937976,2.3603059219961695,2.69707359586402,2.3929180767502363,2.0443104600392124,0.7798170742953242,0.4558342321839971,0.010032652215776571
2024-08-08,32.02002042855887,24.624296069910077,15.41200796756109,6.117138593521073,7.130945638413241,6.1842758777465265,5.290628345726963,2.016886100263059,1.177935327079972,0.02586565121912778
2024-08-09,32.01698173204036,24.55240318754155,15.428692490085986,6.1088715845509896,7.205960786392797,6.175765940182126,5.300848824355589,2.0094232634523723,1.17526141956756,0.025790771830677364
2024-08-12,35.16995883491455,23.49733302865508,14.7526414280923,5.846607831831556,6.686798944771565,5.905506997378593,5.068810218835677,1.9224996110624404,1.1251655031286392,0.024677601329593877
2024-08-13,14.192750150990912,9.485113719369602,5.9517821604232335,2.3583707957565823,2.680506765112885,2.3838964791278197,2.0448725262515293,0.7729550971030172,0.4550724961278686,0.009957690507404672
2024-08-14,14.259555106795654,9.495571219755252,5.967634558204097,2.3618892071012865,2.690061304320375,2.3925497186291755,2.0448725262515293,0.7729550971030172,0.45630003075257664,0.009957690507404672
2024-08-15,14.198609185482683,9.448131306790817,5.972638521005455,2.3641957212050375,2.704154496428886,2.3828214089947153,2.0549135835610737,0.7769351044694173,0.486538821587343,0.009957690507404672
2024-08-16,14.174190042479355,9.46431599897646,5.9027980558130695,2.3670299970104938,2.679626673608466,2.3828214089947153,2.05419035456244,0.7832291514305,0.5362266084664484,0.009957690507404672
2024-08-19,14.147715560848829,9.444436974878878,5.911672271093602,2.365603085742919,2.7404540440058516,2.3827236753462517,2.042579597124915,0.7815676794066118,0.557610730750375,0.009957690507404672
2024-08-20,14.313452770582346,9.476434971385997,5.878110536211059,2.3689455765203884,2.5471030715016605,2.371005019960822,2.0431659990156987,0.7920056330625684,0.6020404473421164,0.009957690507404672
2024-08-21,14.2777755908788,9.467599849564849,5.8715232883045845,2.3710370765975184,2.558389353226285,2.372611077006032,2.051805653539918,0.7937648387349207,0.6311689839303315,0.009957690507404672
2024-08-22,14.298297409182329,9.46021118574097,5.871738302331205,2.369962006464414,2.560921925258933,2.371005019960822,2.05673680477317,0.792455207845503,0.6496601902197232,0.009957690507404672
2024-08-23,14.267685569011377,9.462869540979192,5.876038582863622,2.3674826015365307,2.540361404430613,2.3792432823907994,2.0010872653377594,0.7990620024816705,0.709727290565707,0.010524545668495961
2024-08-26,14.273383049782234,9.443928759906866,5.872324704221989,2.367869724518097,2.5476572212884516,2.3807483805771454,1.9993476063951001,0.7968532220263838,0.7274550993269463,0.013456555122416423
2024-08-27,14.256997514949,9.44646983476693,5.869079947092984,2.364742247767248,2.552475685625024,2.379243184657151,1.9838079562893216,0.7962863668652923,0.7440502728361361,0.013456555122416423
2024-08-28,14.269083648852654,9.427489960235217,5.878364643697066,2.3626702944198112,2.564020375116188,2.379243184657151,1.9943240968640494,0.792552941493967,0.7540581984388514,0.009970395881704994
2024-08-29,14.283708316541514,9.420101296411339,5.874318470650655,2.3624161869338045,2.5547416402646625,2.379435035809086,1.9831238207500737,0.7921229134407253,0.7813258863603116,0.009957690507404672
2024-08-30,14.243625988100748,9.43329533895398,5.87525671367591,2.3632957897699804,2.536882575213536,2.386084735516929,1.9919050913309169,0.7922401938188821,0.8033745974537935,0.009957690507404672
2024-09-02,14.220413562455004,9.41195031012944,5.882039428879312,2.3621425327181056,2.55205728787595,2.3860846377832803,1.9775675651012459,0.788780422663256,0.8156694904305668,0.009957690507404672
2024-09-03,14.172185623083006,9.403779777117848,5.910655841149577,2.359816471884662,2.577896403057812,2.387673298239063,1.977407379651413,0.7857311328311787,0.8280621170558038,0.009957690507404672
2024-09-04,14.157676085632037,9.37492880409127,5.923634869665598,2.3577120709659347,2.6208745795025656,2.3887288216424745,1.976742790841858,0.785301104777937,0.8436995008100462,0.009957690507404672
2024-09-05,14.164105493696244,9.368615210400495,5.934698318671724,2.3523758137597994,2.6053368840697564,2.3862073912457515,2.0108539842960655,0.7846365159683818,0.8589264032407399,0.009957690507404672
2024-09-09,14.147921192445196,9.364862238299478,5.959033997139264,2.3529817623802765,2.540445259900995,2.3935150338750546,2.0272233930773034,0.7842846748339114,0.870634894326729,0.052079622457965276
2024-09-10,14.209832135803103,9.339422169604292,5.974651834163813,2.3493778340931657,2.558235129529009,2.3860755485539733,2.03566787350554,0.7807271700298211,0.8845423925031582,0.009975966699667443
2024-09-11,14.199423306774387,9.315516519189995,5.9995934612518305,2.3488082423899175,2.5253403290635847,2.3802835593450506,2.0481152309739166,0.779652099896717,0.9085457765659204,0.010368171830953538
2024-09-12,14.218350502869576,9.306857317936084,5.995918676069583,2.348456401255447,2.4976388992102407,2.3802835593450506,2.0713633294013487,0.774472216528124,0.9259619127222081,0.009957690507404672
2024-09-13,14.22350292308295,9.304120775779092,5.983037381202026,2.3479872797428194,2.5118753688474,2.3789307301830114,2.0712265022934995,0.7721056939642165,0.9412474553419801,0.009957690507404672
2024-09-16,14.168783026111731,9.258674629243323,5.984229731713287,2.3473031442035714,2.4967699493417475,2.412785666010947,2.1351462630619347,0.770952436912341,0.9606573579269336,0.009957690507404672
2024-09-17,34.98811216618002,22.83022148048542,14.674619093551842,5.78797794471544,6.269093783903081,5.8477736433478675,5.267736319557993,1.9039583578328092,2.4059422954992713,0.024564914926267098
2024-09-19,14.145233712579733,9.254511175818756,5.948537403294229,2.34317878423839,2.5282553328626722,2.369333285903845,2.150083482958581,0.768176801295963,0.9906029478163079,0.009957690507404672
2024-09-20,14.202109125167828,9.254511175818756,5.948537403294229,2.3432569711571616,2.4649397615090414,2.365867162061069,2.150884898875986,0.7664957825423819,0.9895278776832037,0.010016330696483082
2024-09-23,14.257873794841128,9.255078030979847,5.850236899669122,2.3452278679120866,2.4518658336203614,2.371581257552166,2.170203518233274,0.7686654695382832,1.0144304113118348,0.009957690507404672
2024-09-24,14.25451791455382,9.22796671689593,5.818942585430944,2.3467720595578183,2.39483815200796,2.3911480226429043,2.1736437426592077,0.770463768670021,1.0367918700804015,0.009957690507404672
2024-09-25,14.32346274859168,9.230742352512308,5.791166682537471,2.350855860058887,2.3855888349846226,2.372155345003244,2.1743278781984556,0.7611204318768611,1.0613034691151766,0.009957690507404672
2024-09-26,14.582191961100335,9.157227102137675,5.537919252637515,2.346107079813669,2.317712034257176,2.3908615653192564,2.1860588480235914,0.760534029986077,1.0713700349069701,0.009957690507404672
2024-09-27,37.002238458971995,22.971859681422167,13.570773222202034,5.8757130857948825,5.541343982369136,5.935514771944569,5.771904176738971,1.9183393146307726,1.3873108249655537,0.02500248095992094
2024-09-30,14.757920286249036,9.206289393666612,5.196750632579329,2.3320803465861135,2.349751372097595,2.412474482074237,2.306290782364023,0.7416902006930272,0.5515622884478825,0.009960036114967808
2024-10-02,14.799742604567696,9.19213871383729,5.070478199991235,2.318946955548685,2.3407442276846697,2.4263290581067736,2.3914370058429735,0.7239172511172228,0.5262109309829227,0.00995623091924564
2024-10-03,14.864500608508713,9.110347707822223,4.964367921148958,2.3113340143855856,2.2848807886255638,2.411693974752198,2.5653863077081414,0.7073405745315258,0.47416525335506376,0.02183619837623509
2024-10-04,14.74950859126158,9.108033830987669,4.963107054242519,2.296058138692956,2.353170402785031,2.398988612422029,2.6301843035909904,0.7036442289383807,0.46570205559713407,0.018704703146183176
2024-10-07,37.1998877455451,22.92743659329246,12.493511157668637,5.777215235007406,5.982138017036735,6.045249365033844,6.631719998290979,1.7597586221841484,1.1383590255255933,0.04472424041510788
2024-10-08,14.909659900190178,9.156873396289757,4.98972048097928,2.298554215002905,2.3328545520662565,2.403848400865864,2.6527340492003497,0.6973213859194695,0.45758976820246144,0.02571896737486655
2024-10-09,15.019754086551258,9.156873396289757,4.98972048097928,2.289172927072841,2.5146699284788925,2.3793450735148483,2.6577820292638457,0.6970267567328841,0.4459349250492468,0.025817177103728335
