date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,DBS BANK (HONG KONG) LTD
2024-11-08,88.77074660245621,7.3150848510976685,3.0183201115200644,0.08655274109747034,0.036385228741611736,0.033077480674192486,0.7271532834876648,0.0038590394119891237,0.008820661513117996,0.0
2024-11-12,87.42638209220695,6.305190813897845,2.5313541263537545,1.4534569713945171,0.2671276914180435,0.7617482745112094,0.6770492504030493,0.09284316104163708,0.47127405721719867,0.013573561555794894
2024-11-13,86.07150309994331,6.1080546783946446,3.1876856015827166,1.8307593658441985,0.26405697130716327,1.0273633580007446,0.6665567676518878,0.0860590534017273,0.7312346897736829,0.02672641409991531
2024-11-14,85.8690581114093,6.09528800534457,2.717341785494475,2.1458826713479047,0.34662617703184345,1.3657071375054632,0.664988988859552,0.1295848631057507,0.6351258105306546,0.030396449370484736
2024-11-15,85.53834846110774,6.0718130702623725,3.029856501967825,1.9989704797372974,0.36229015869806985,1.5373426968800794,0.6624279001414854,0.1025249276081048,0.6618966828999927,0.03452912069703012
2024-11-18,85.46298543822651,6.065932788403206,3.0887539750329833,2.0746986849127773,0.3386179997376188,1.5227195003875054,0.6618442722144369,0.09818860493959165,0.6538830339760915,0.03237570216927077
2024-11-19,85.49293314099745,6.069651201377339,3.1068262540362888,2.1290501502382027,0.32917982372760235,1.4372415852106768,0.6955251114244502,0.10034675271696267,0.6010186459026546,0.03822733436836673
2024-11-20,85.58017319155469,6.193301304475182,2.5955268494678925,2.2497420768766365,0.384257860047675,1.4716597710539585,0.6967663271403899,0.17910774389497436,0.6117300095641409,0.03773486592446048
2024-11-21,84.50363880387822,7.186493473048619,2.6011868409479324,2.2193428434002196,0.42193228803352484,1.4646928058477213,0.6880015293680983,0.20519343858346795,0.6769809099045361,0.032537066987659874
2024-11-22,84.6337749809993,7.19650952258728,2.586271101259693,2.190699071731214,0.4283636620587667,1.3770709136122314,0.6916890543182048,0.19657424492021927,0.6743442680017148,0.024703180511364456
