date,DBS BANK LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,LONG BRIDGE HK LTD,MERRILL LYNCH FAR EAST LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-04-15,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0
2024-04-18,0.0,0.0,71.42857142857143,26.190476190476193,2.380952380952381,0.0,0.0,0.0
2024-05-03,0.0,0.0,71.42857142857143,26.190476190476193,2.380952380952381,0.0,0.0,0.0
2024-05-07,0.0,0.0,12.658227848101266,86.91983122362869,0.42194092827004215,0.0,0.0,0.0
2024-05-08,0.0,79.95614035087719,13.157894736842104,5.131578947368421,1.7543859649122806,0.0,0.0,0.0
2024-05-09,0.0,82.11711711711712,13.513513513513514,2.5675675675675675,1.8018018018018018,0.0,0.0,0.0
2024-05-10,0.0,45.654896068119214,7.513148009015777,45.830202854996244,1.0017530678687703,0.0,0.0,0.0
2024-05-14,0.0,78.89400921658986,13.82488479262673,5.43778801843318,1.8433179723502304,0.0,0.0,0.0
2024-05-17,0.0,78.89400921658986,13.82488479262673,5.43778801843318,1.8433179723502304,0.0,0.0,0.0
2024-05-20,0.0,69.6774193548387,23.04147465437788,5.43778801843318,1.8433179723502304,0.0,0.0,0.0
2024-05-21,0.0,66.26262626262627,25.252525252525253,6.969696969696971,1.5151515151515151,0.0,0.0,0.0
2024-05-22,0.0,66.26262626262627,25.252525252525253,3.939393939393939,4.545454545454546,0.0,0.0,0.0
2024-05-23,0.0,67.97927461139896,25.906735751295333,1.450777202072539,4.66321243523316,0.0,0.0,0.0
2024-05-24,0.0,53.54497354497354,26.455026455026452,15.238095238095239,4.761904761904762,0.0,0.0,0.0
2024-06-07,0.0,54.55525606469003,26.954177897574123,15.525606469002696,2.964959568733154,0.0,0.0,0.0
2024-06-11,0.0,55.14986376021799,27.247956403269757,15.69482288828338,1.9073569482288828,0.0,0.0,0.0
2024-06-14,0.0,60.0593471810089,29.673590504451035,7.596439169139465,2.6706231454005933,0.0,0.0,0.0
2024-06-18,0.0,60.78078078078079,30.03003003003003,7.687687687687688,1.5015015015015014,0.0,0.0,0.0
2024-06-25,0.0,60.78078078078079,30.03003003003003,7.687687687687688,1.5015015015015014,0.0,0.0,0.0
2024-07-16,0.0,43.95061728395061,30.864197530864196,16.543209876543212,8.641975308641975,0.0,0.0,0.0
2024-07-18,55.24861878453039,19.66850828729282,13.812154696132598,7.403314917127071,3.867403314917127,0.0,0.0,0.0
2024-07-26,50.25125628140703,17.889447236180906,12.562814070351758,6.733668341708543,12.562814070351758,0.0,0.0,0.0
2024-08-08,42.62574595055413,15.17476555839727,10.656436487638533,20.886615515771524,10.656436487638533,0.0,0.0,0.0
2024-08-12,50.25125628140703,21.884422110552766,12.562814070351758,2.738693467336683,12.562814070351758,0.0,0.0,0.0
2024-08-30,52.910052910052904,23.04232804232804,13.227513227513226,2.8835978835978837,7.936507936507936,0.0,0.0,0.0
2024-09-20,52.910052910052904,23.04232804232804,13.227513227513226,7.116402116402116,3.7037037037037033,0.0,0.0,0.0
2024-09-30,51.02040816326531,22.21938775510204,12.755102040816327,6.862244897959184,7.142857142857142,0.0,0.0,0.0
2024-11-08,41.744938426215825,18.17992068461699,10.436234606553956,23.794614902943017,5.8442913796702145,0.0,0.0,0.0
2024-11-11,41.744938426215825,18.17992068461699,10.436234606553956,23.794614902943017,5.426841995408057,0.4174493842621582,0.0,0.0
2024-11-12,51.150895140664964,22.020460358056265,12.787723785166241,6.879795396419437,6.649616368286446,0.5115089514066496,0.0,0.0
2025-01-03,51.150895140664964,22.020460358056265,12.787723785166241,6.879795396419437,6.3938618925831205,0.5115089514066496,0.2557544757033248,0.0
2025-02-12,51.150895140664964,22.020460358056265,12.787723785166241,6.879795396419437,6.265984654731457,0.5115089514066496,0.3836317135549872,0.0
2025-02-14,41.919932928107315,18.0465311255502,10.479983232026829,23.68476210438063,5.135191783693146,0.4191993292810731,0.3143994969608049,0.0
2025-02-18,51.150895140664964,22.020460358056265,12.787723785166241,6.879795396419437,6.265984654731457,0.5115089514066496,0.3836317135549872,0.0
