date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA INDUSTRIAL SECURITIES,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL
2024-03-01,22.297060469349226,25.752920365591443,12.208245279963597,10.474166114945263,0.0,0.0,3.9764935935408627,0.0,21.69587203069689,3.5952421459127177
2024-03-04,22.354789097842136,25.701044629710406,12.197244766100015,10.575314300225063,0.0,0.0,3.977006268597419,0.0,21.6845140454673,3.51008689205766
2024-03-05,20.4056267588259,23.533252823860483,11.12292164053819,9.713078337201127,1.4840455824600651,7.316344721528122,3.5654195118603065,0.0,19.65006205165592,3.2092485720698916
2024-03-06,20.649976790506113,23.520186711593833,11.029595341087091,9.516817173915857,1.479489650045217,7.353063560724728,3.554473884233634,0.0,19.626724761293595,3.2696721265999296
2024-03-07,20.74628745204841,23.994120820153107,11.20953599963913,9.495401722028317,1.5036265593077303,7.473023999759419,3.6500534727195153,0.0,18.608694344672557,3.3192556296718148
2024-03-08,20.81868582045758,24.11472775781029,11.181794149244329,9.50939971914273,1.4999053184767712,7.379534166905715,3.6185215808252105,0.0,18.56264073330371,3.3147907538336643
2024-03-11,20.793592025364273,23.82317177454063,11.317698045620359,9.53227573686258,1.503513523164445,7.333387209234581,3.627226374634223,0.0,18.65991839680353,3.4092169137753787
2024-03-12,20.90912341652442,23.272927107897477,11.371100241461795,9.677291863885559,1.5056074467344316,7.396296582082895,3.666154132798341,0.0,18.69343385772386,3.5080653508912256
2024-03-13,20.714525953884674,25.13920550095295,11.312081916364587,9.607982361074779,1.7190477970028775,7.298479016405696,3.6398968571321797,0.0,16.992413767330618,3.5763668298516382
2024-03-14,20.807302383001012,25.116905465564326,11.279039317646179,9.636751337398525,1.7208484531068797,7.298642026112005,3.6399685758108564,0.0,16.94287531330665,3.5576671280535708
