date,CHEONG LEE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CORE PACIFIC - YAMAICHI INTERNATIONAL,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHIEF SECURITIES LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,46.16858237547893,0.0,33.5727969348659,0.0,20.25862068965517,0.0
2024-03-11,0.0,0.0,35.78286558345643,0.0,25.516986706056127,23.116691285081238,15.583456425406203,0.0
2024-03-12,0.0,0.0,33.83119138589788,0.0,21.952066689822853,21.74366099340049,11.566516151441473,10.906564779437304
2024-03-13,0.0,0.0,33.95963813500348,0.0,21.99025748086291,22.129436325678498,10.995128740431454,10.925539318023661
2024-03-14,0.0,0.0,34.05142460041696,0.0,21.95969423210563,22.098679638637943,10.979847116052815,10.910354412786658
2024-03-15,0.0,0.0,34.2797783933518,0.0,21.88365650969529,22.022160664819946,10.941828254847644,10.87257617728532
2024-03-19,0.0,0.0,34.30252682589131,0.0,21.8760816891658,22.01453790238837,10.9380408445829,10.868812737971616
2024-03-20,0.0,0.0,34.177654406662036,0.0,21.929215822345594,22.068008327550313,10.929909784871617,10.895211658570437
2024-03-21,0.0,0.0,34.0632603406326,0.0,21.96732707681613,22.10636079249218,10.948905109489052,10.914146680570038
2024-03-26,0.0,0.0,34.04033379694019,0.0,21.974965229485395,22.11404728789986,10.952712100139083,10.917941585535466
2024-04-03,0.0,0.0,34.029227557411275,0.0,21.99025748086291,18.33681280445372,14.718162839248434,10.925539318023661
2024-04-10,0.0,41.53005464480874,20.097146326654524,0.0,12.790933009512246,10.665857113944547,8.561020036429873,6.354988868650071
2024-04-15,0.0,41.56370265343326,20.032408345148873,0.0,12.801296333805956,10.674498683410977,8.567956248734049,6.360137735466882
2024-04-16,91.15560968620147,3.677102736781774,1.7713855853274107,0.0,1.131967330563118,0.9439031379853847,0.7576300329560108,0.5624014901848402
2024-04-22,91.15397703866888,3.6788279333010947,1.771353858829008,0.0,1.1319470564003367,0.9438862321566099,0.7576164633818709,0.5623914172621927
2024-04-30,91.15071191904718,3.678696158323632,1.7748723918688993,0.0,1.1319065102534254,0.9438524223157517,0.7575893256917704,0.5623712724993284
2024-05-02,91.15071191904718,3.6804871496373246,1.7730814005552074,0.0,1.1319065102534254,0.9438524223157517,0.7575893256917704,0.5623712724993284
2024-05-03,91.14907944695179,3.6804212336127233,1.7748406046278384,0.0,1.131886238269217,0.9438355183036035,0.7575757575757576,0.562361200659073
2024-05-08,91.14744703332916,3.6821462471121302,1.7748088185253506,0.0,1.1318659670111217,0.9438186148969321,0.7575621899457349,0.5623511291795762
2024-05-09,91.13928584219762,3.681816553848358,1.7746499050893594,0.0,1.1317646216109738,0.9437341069445937,0.75749435908456,0.5712546112245264
2024-05-10,91.13602177494448,3.6816846930735623,1.7781677530262874,0.0,1.13172408853234,0.9437003080008595,0.7574672301411073,0.5712341522813552
2024-05-23,91.13438982899096,3.6816187662279525,1.779926582505148,0.0,1.1317038230817442,0.9436834094368342,0.7574536663980661,0.5712239233592981
2024-05-28,91.12786262959051,3.681355082454475,1.7869612705688553,0.0,1.1316227685365898,0.9436158212322512,0.7573994162831922,0.5711830113341332
2024-05-29,91.12074214692504,3.682080303735807,1.7926859844550305,0.0,1.1318456964791004,0.9438017120957055,0.7575486228016762,0.5712955335076472
2024-05-30,91.08756454388984,3.687966150315548,1.8161933448078027,0.0,1.1331038439472174,0.9448508318990247,0.7583907056798623,0.5719305794606999
2024-06-04,91.10226478024637,3.6885613355568703,1.8003478759840048,0.0,1.1332867107787759,0.9450033173740743,0.7585130991446554,0.5720228809152366
2024-06-27,91.10063118634343,3.690288337397791,1.8003155931717112,0.0,1.1332663893272128,0.9449863721130398,0.7584994979199541,0.5720126237268685
2024-07-30,91.10063118634343,3.690288337397791,1.798522450150624,0.0,1.1350595323483001,0.9449863721130398,0.7584994979199541,0.5720126237268685
2024-07-31,91.09899765102476,3.6902221664365507,1.800283311517151,0.0,1.1350391794724668,0.9449694274596998,0.7584858971830228,0.5720023669063459
2024-08-07,91.09736417428725,3.690155997848305,1.8002510310202617,0.0,1.1368119060426753,0.9449524834140219,0.7584722969338353,0.571992110453649
2024-08-27,91.07939979562933,3.709148276294796,1.7998960219429556,0.0,1.1365877270038185,0.9447661390079058,0.7583227263763647,0.5718793137448235
2024-09-03,91.07776702161988,3.7108744756373024,1.7998637553332617,0.0,1.1365673514753862,0.9447492022516223,0.7583091319780575,0.5718690617044925
2024-09-10,91.07776702161988,3.7144598616041016,1.7962783693664621,0.0,1.1365673514753862,0.9447492022516223,0.7583091319780575,0.5718690617044925
2024-09-26,91.04512383068707,3.7149206121644385,1.8296835238880327,0.0,1.1361599942654386,0.944410594602344,0.7580373463316726,0.5716640980610014
