date,CITIC SECURITIES BROKERAGE (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ORIENT SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CINDA INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,CITIBANK N.A.
2024-04-08,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,0.0,0.0,57.1378732989578,0.0,42.86212670104221,0.0,0.0,0.0,0.0,0.0
2024-06-27,0.0,0.0,57.12260490314313,0.026722023297542565,42.85067307355933,0.0,0.0,0.0,0.0,0.0
2024-07-23,1.380676132163842,38.246764255727854,25.857352470336775,0.01187313627167923,19.685659938444168,3.734949438605381,5.6109049695307,0.0,2.7393021541088514,2.732517504810749
2024-07-24,1.383938997573948,38.391555901986884,25.474714963567024,0.011901195310832478,19.98040675612904,3.6332649113212865,5.637766235817214,0.0,2.7355747507327792,2.7508762875609927
2024-07-25,1.4698256959784692,38.23748161392835,25.402959233940663,0.011853433032084429,19.883287237533622,3.815112088755174,5.6879545078245135,0.0,2.724596249803407,2.7669299392037083
2024-07-26,1.4683586954122896,38.19931762800105,25.401288306116193,0.011841602382357173,20.025841286049175,3.713188175610571,5.689044115981025,0.0,2.710035288076599,2.781084902370742
2024-07-29,1.467663515900834,38.22688567682725,25.392644037317513,0.011835996095974468,20.016360254877963,3.7097393477954257,5.686350695823162,0.0,2.708752249393014,2.7797682259688603
2024-07-30,1.4200729278124873,37.020057846245344,24.570895925351703,0.011452201030745865,19.359127828116545,3.623803611871727,5.511780753226117,3.1722596855166048,2.620918007322125,2.6896312135066003
2024-07-31,1.4196548605104542,37.03205685677155,24.581653308919282,0.011448829520245597,19.353428530438023,3.611287940100326,5.510158093386774,3.1713257771080308,2.620146413061921,2.6888393901833947
2024-08-01,1.41977097026749,37.03508560921257,24.568942321594967,0.01144976588925395,19.337018906108604,3.618126021004249,5.5302369245096585,3.1715851513233444,2.620360707797833,2.6874236222920347
2024-08-02,1.419097824841514,37.112350949196276,24.54094457884783,0.011444337297108984,19.327850789488917,3.5804426686669535,5.532519630488115,3.170081431299189,2.619118335709799,2.6861494541642945
2024-08-05,1.4189354370840659,37.10973889083569,24.552848815966712,0.011443027718419886,19.325639098165702,3.5751288028834702,5.531886542733271,3.169718678002309,2.6188186292726656,2.6858420773376963
2024-08-06,1.4192602497716218,37.134584714934675,24.529037616694996,0.011445647175577594,19.313712062560366,3.5759471961411715,5.539693232979555,3.1704442676349935,2.619418110753615,2.6864569013534267
2024-08-07,1.419538779029053,37.1402369490205,24.515861883796124,0.011447893379266556,19.317502370842366,3.576648974350851,5.540780395565013,3.1710664660568355,2.619932170512146,2.68698411744785
2024-08-08,1.4193530807120756,37.14846000877527,24.51265481798128,0.011446395812194157,19.31497533337677,3.576181091609803,5.54659637070894,3.1706516399777813,2.61958944159072,2.680091819455175
2024-08-09,1.4187730864865178,37.13327992949391,24.509176267995592,0.011441718439407403,19.305448069691547,3.584526933945776,5.570482348785775,3.1693560077158502,2.6185189914186653,2.6789966460269614
2024-08-12,1.4184484967201123,37.10680877306866,24.590179343725456,0.011439100780000907,19.3010313303701,3.5820727013945697,5.525085676740438,3.1686309160602515,2.6179199213659214,2.678383739774498
2024-08-13,1.4184021388772177,37.105596045489605,24.592643893285622,0.011438726926429174,19.300400532579282,3.578687424125699,5.528173313158557,3.168527358620881,2.617834362305648,2.6782962046310597
2024-08-14,1.4182630835275978,37.101958338319314,24.60330446279093,0.011437605512319336,19.298508386571957,3.575068694422101,5.527631349739473,3.1682167269124566,2.617577718676511,2.678033633527342
2024-08-15,1.4180545516175875,37.09650311472415,24.599686957596177,0.011435923803367642,19.295670863082172,3.6039497014612882,5.512115273223203,3.167750893532837,2.617192847570709,2.677639873388509
2024-08-16,1.3934807045854036,37.09468506333032,24.622985708938913,0.011435363343608236,19.294725207336697,3.6037730765713953,5.516746001623573,3.1675956461794814,2.617064582351485,2.6775086457391284
2024-08-19,1.3931848324826392,37.08680889939424,24.62919054563148,0.011432935319318258,19.26776256599964,3.6291403256464525,5.522107759230718,3.1669230834511573,2.6165089116496927,2.6769401411946605
2024-08-20,1.3931848324826392,37.08680889939424,24.63082382210567,0.011432935319318258,19.266129289525452,3.6291403256464525,5.522107759230718,3.1669230834511573,2.6165089116496927,2.6769401411946605
2024-08-21,1.3933213732238314,37.09044363633475,24.633237795372125,0.011434055817780562,19.25168312405167,3.6278625673272327,5.530816142714998,3.167233461525216,2.6167653457263516,2.6772024979060487
2024-08-22,1.3933668927519067,37.09165537364308,24.63404255827964,0.011434429366076608,19.252312072654128,3.6279810888651642,5.542431262728275,3.1673369344032207,2.602149425737148,2.6772899615713657
2024-08-27,1.393230343089489,37.08802039921809,24.631628427290295,0.011433308794403779,19.250425350120416,3.6276255474815415,5.55168808459692,3.1670265360498466,2.6018944156407455,2.677027587718256
2024-08-28,1.394027260296228,37.1092344660568,24.64571753224058,0.011439848560461426,19.173186187333354,3.6558487471074588,5.5597664003842535,3.1688380512478154,2.6033826795450077,2.67855882722804
2024-08-29,1.3939133591695474,37.10620239937035,24.64370381624325,0.011438913850160413,19.171619612868852,3.6522817793012177,5.570751045028121,3.1685791364944342,2.6031699661865053,2.6783399714875595
2024-08-30,1.393685612745856,37.10013975219243,24.644578961955897,0.011437044887715112,19.16848723181053,3.682728453844266,5.550234497652606,3.168061433897086,2.602744643732882,2.6779023672807245
