date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,HANG SENG BANK LTD,HANG SENG SECURITIES LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,TOTAL_CCASS_PCT
2024-03-01,6.210239764177007,4.538757610140687,4.211274560919902,1.4939835013561535,1.0940946358487997,0.8616555476435506,0.9561998606885298,0.0,0.3712920138594311,0.0,19.73749749463406
2024-03-04,6.208479256448685,4.547116519513886,4.20751979019706,1.4953234578775862,1.0954825603686018,0.8500007062951535,0.9510322708392555,0.35396207544848063,0.37165859172859095,0.30881387810457583,20.389389106821877
2024-03-05,6.220466586259301,4.5495634851628,4.193288200624721,1.4972820670882712,1.0919624928776581,0.8417307889531975,0.9447863770110568,0.35401869655247503,0.37276766489961605,0.30547498413706886,20.371341343566165
2024-03-06,6.229501876164027,4.568732939339886,4.191801407485227,1.5055162465903205,1.0917104927740742,0.8402365428419936,0.9423439970878433,0.35392077122870075,0.37244380152433143,0.3033735823393372,20.39958165737574
2024-03-07,6.23106858794878,4.60033101770511,4.187332328263301,1.5157262574582326,1.0910117299785107,0.8326396484584695,0.940426164411598,0.3539679360246054,0.3723200523073539,0.3043402271662938,20.429163949722255
2024-03-08,6.256072640254648,4.611351702688769,4.1869842333903975,1.515310646880459,1.0875992402502654,0.8298718688017683,0.934839349573458,0.35387454038915067,0.3716149152596706,0.3044149436746576,20.451934081163245
2024-03-11,6.24762967480954,4.629556846929785,4.176328888783728,1.515950757216957,1.0872587057540521,0.8317293211996921,0.935408367152248,0.3538558612620597,0.3715345296362347,0.3044149436746576,20.453667896418953
2024-03-12,6.24130912518014,4.643313972664668,4.172183728974467,1.5144726078435236,1.08560854496902,0.8335705040779198,0.9332222835318494,0.3538465216985142,0.370831167105625,0.3044149436746576,20.452773399720385
2024-03-13,6.239985242047569,4.634282614716194,4.179909495325573,1.5100276760631441,1.0841894776745753,0.8339318611310577,0.9339140743432262,0.3538465216985142,0.37119183303106057,0.30446397638327133,20.44574277241419
2024-03-14,6.225626055358072,4.619423369115346,4.183901939261521,1.5110702281928163,1.0845297973608272,0.8391330173717145,0.9325155073907638,0.3538465216985142,0.3716518065356752,0.3041090729685433,20.425807315253795
2024-03-15,6.237847929628006,4.599962053577465,4.1816223946287225,1.510569543530707,1.0855620572914724,0.8430274846162874,0.9334884564231136,0.3538465216985142,0.3727562099249275,0.3039124751559111,20.422595126475127
2024-03-18,6.247234536555058,4.615533305474984,4.182017556232113,1.5013840827837335,1.0858022335076079,0.8437650532983824,0.930785554044581,0.3536812114237593,0.3730945356143623,0.302004869301748,20.43530293823633
2024-03-19,6.250984371318566,4.637290103610854,4.171391612571485,1.4996422541825027,1.0915410730913593,0.8405532707907294,0.9314429519132016,0.35369802263814115,0.3742876648572966,0.3015262166700425,20.45235754164418
2024-03-20,6.255351084254253,4.654216745658566,4.146325125283315,1.490341169638836,1.0943742623813513,0.8402161592445554,0.9328536276098007,0.35369802263814115,0.37518659784854846,0.3015262166700425,20.44408901122741
2024-03-21,6.260231006206762,4.661982816896153,4.146146202594692,1.4957828663386064,1.0935499898610819,0.8418320438313757,0.9340731878175687,0.3536629992748457,0.37586347337694315,0.3014701792887696,20.464594765486797
2024-03-22,6.2650689001233175,4.68155022987591,4.123174635447153,1.495547042359083,1.0967761226081225,0.8468320959199894,0.9298332734663575,0.35367934351105024,0.3768091041859224,0.3014701792887696,20.470740926785677
2024-03-25,6.261258255461566,4.686909070637687,4.108048091537634,1.4959182106237257,1.0960205705964208,0.8467811859591031,0.9254311589150519,0.35350189180368624,0.3771347000502447,0.30147484907054234,20.45247798465566
2024-03-26,6.305950401917544,4.694859682311369,4.049332011365185,1.4884714870824494,1.0954850026644691,0.8486827210969615,0.9227636394730114,0.3534948871310271,0.37642998328292093,0.30173635684981565,20.437206173174754
2024-03-27,6.30702678661616,4.711075345414399,4.032003735396546,1.4882875210295123,1.094959904383252,0.8489914870677749,0.922957949092575,0.3534948871310271,0.3770930922946496,0.3018134082490658,20.43770411667496
2024-03-28,6.3133487371800925,4.715460415262235,4.0144315380467885,1.488163071345269,1.0936522861005955,0.8496022478258312,0.9209739175899192,0.3534948871310271,0.37584392567044245,0.3018134082490658,20.426784434401267
2024-04-02,6.3186746232918996,4.724873621266265,4.009007577178191,1.4881771273884048,1.0950371892715907,0.8424499586951079,0.9188987272772781,0.3534948871310271,0.37618481973985224,0.3017153428318383,20.428513874071452
2024-04-03,6.306825869255389,4.722416666954139,3.9971136336634667,1.4934332096022724,1.0958358480388366,0.8424803122766306,0.9191422657362898,0.3535042266945726,0.3766769960595716,0.3017153428318383,20.409144371113005
2024-04-05,6.3099779719519855,4.72527714644881,3.9995801610282267,1.491954901456259,1.0952309198382144,0.842792753365699,0.9198923681126628,0.3533679624624441,0.37587054809632886,0.3017153428318383,20.41566007559247
2024-04-08,6.325437284510632,4.73827781890411,3.9945642643700583,1.4917180501247458,1.0951564881865388,0.8427614424789129,0.9177486721014155,0.3533679624624441,0.3755016353362826,0.3017153428318383,20.436248961306976
2024-04-09,6.325437284510632,4.73827781890411,4.013085310008435,1.4922351864280403,1.0963178255551644,0.8412903911737742,0.9167952520964393,0.35334384303958793,0.3762511353108069,0.3017153428318383,20.45474938985883
2024-04-10,6.341223481793369,4.753384562938915,3.9836203272498336,1.4919928621122895,1.0944230242426223,0.8437685509649302,0.9062520756479512,0.35338820596642895,0.3752228633737955,0.3017340219589293,20.445009976249064
2024-04-11,6.349818215146091,4.757317214989043,3.9839557576745697,1.491560379612971,1.093118212498811,0.843671218703441,0.9052272920379242,0.35338820596642895,0.3742655581103844,0.3017340219589293,20.454056076698592
