date,CHONG HING BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,ABCI SECURITIES CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA CONSTRUCTION BANK (ASIA),FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2024-03-01,0.0,42.70581671918276,23.99677608260011,9.404466029902734,0.0,1.0163267397075972,6.796020458597557,4.269527725563643,5.791032151400869,6.020034093044737
2024-03-04,0.0,38.49959904001937,21.6655730986282,8.508416964478227,9.727589298356484,0.9170464709096453,6.1526231820651525,3.852457266159791,5.244729934097818,5.431964745285304
2024-03-05,0.0,38.36391125647719,21.57324174474253,8.478904596668238,9.704586825121869,0.9138655956820526,6.503915938239631,3.8390945999569195,5.209356057172313,5.413123385939256
2024-03-06,0.0,38.33310071965825,21.548734465314087,8.520759860087688,9.69356237993765,0.9128274411117561,6.565177238882666,3.834733374823182,5.199147599375654,5.391956920809071
2024-03-07,0.0,38.20378701204855,21.48145142613299,8.499501445273253,9.663295528839566,0.9099772596041243,6.867608001963626,3.8227599331195585,5.176498136008891,5.375121257009438
2024-03-08,0.0,38.184909407959346,21.472903634952168,8.521093840290298,9.664742364806743,0.9101135058593048,6.875053035367305,3.8233322954724027,5.171925868784487,5.375926046507944
2024-03-11,0.0,38.165847290520645,21.468196946729524,8.519226084876127,9.662623930810268,0.9099140162796875,6.916849859926436,3.8224942517037404,5.160099932509721,5.374747686643854
2024-03-12,0.0,38.15116204991998,21.465280623096806,8.518085740356774,9.658906000583862,0.9095639046693447,6.94625296572209,3.8210234538107013,5.157045640457801,5.372679621382641
2024-03-13,0.0,38.089888768731775,21.469513010186745,8.510240579847043,9.64879944863576,0.9086121866536498,7.0607025170548825,3.817025343462747,5.130295601493287,5.364922543934108
2024-03-14,0.0,38.15621599289051,21.49081632598154,8.492920916556699,9.629162640952302,0.9067630195253301,7.041005256876027,3.8092571031763285,5.119854651961471,5.354004092079792
2024-03-15,0.0,38.103915830247615,21.49097954674138,8.50906030630045,9.642622195494898,0.9080304844933228,6.9612177779287245,3.810313584166458,5.185697008974793,5.388163265652358
2024-03-18,0.0,37.873195228421174,22.048409330525704,8.451437561712039,9.591756451579958,0.9053633122936487,6.956338312957149,3.79021381969592,5.115886477438906,5.267399505375504
2024-03-19,0.0,37.87078349444811,22.041698707685722,8.4646965365282,9.591145656405267,0.9053056595013492,6.960140617636348,3.7899724619921664,5.109192784102574,5.2670640817002585
2024-03-20,0.0,37.85752444606032,22.056261534859456,8.460671989333484,9.587787672951578,0.9049887003460988,6.969374211612808,3.788645543887361,5.109525886127563,5.265220014821338
2024-03-21,0.0,37.87086499058493,22.07049319686879,8.447611211764276,9.589822533685764,0.9051807703036359,6.951752236041899,3.7894496257377295,5.107426784843375,5.2673986501696035
2024-03-22,0.0,37.91883112334637,22.071123681663714,8.454039734573403,9.541624023586062,0.9056420710046635,6.959541863174672,3.7913808154251507,5.090918793044972,5.26689789418099
2024-03-25,0.0,37.82705570611113,22.06457109267661,8.441719419551992,9.524130431498481,0.903981668862602,7.124823193028472,3.784429706340389,5.047672554270309,5.281616227660015
2024-03-26,0.0,37.84627831072733,22.065446649961288,8.449540308760932,9.528169489203549,0.9043650355280547,7.113001699352791,3.786034632908186,5.0233077823351975,5.283856091222676
2024-03-27,0.0,37.88812069453818,22.0717555558159,8.45116776423238,9.524029498930126,0.9039720888602868,7.089775730724328,3.7737920380204937,5.015826373476831,5.2815602554014704
2024-03-28,0.0,37.615420845697095,21.98743623827607,8.920663253002688,9.495852290015332,0.9012976525406786,7.082536427627296,3.752060919310609,4.985137543595453,5.259594829934774
2024-04-02,0.0,37.62835089025515,21.95870051279422,8.92922936030248,9.494849044393415,0.901202429605829,7.082844660365832,3.7516645105865165,4.994119442844962,5.2590391488516
2024-04-03,0.0,37.58471439083376,21.907372574906187,8.943444760760974,9.488633650004912,0.9006124962116601,7.110938529496493,3.749208644838927,5.048920230813785,5.266154722133303
2024-04-05,0.0,37.50229023300592,22.013003333517027,8.990620831618518,9.47048527269199,0.898889945210445,7.1163062055636646,3.7420377437775967,5.025564066481373,5.240802368133464
2024-04-08,0.0,37.457685917550336,22.065762470574725,9.00834631818546,9.459221306944936,0.8978208272865286,7.123630417350749,3.737587054741457,5.015376602602941,5.23456908476287
2024-04-09,0.0,37.47350755292454,22.065259026932086,8.996982643999502,9.499849731130968,0.8966882616636844,7.112541803688228,3.7328722358355724,4.995384079045519,5.226914664779899
2024-04-10,0.0,37.56926170385974,22.13818399426851,9.053519143043491,9.54279300735274,0.8987526151343586,6.827576012410709,3.741466044949716,5.0058308024658125,5.222616676514927
2024-04-11,0.0,37.473830693919155,22.169669161595593,9.091353369025164,9.575397769746129,0.8968721091021684,6.8732219911295775,3.733637584316295,4.974328192452941,5.211689128712981
2024-04-12,0.0,37.40965590981,22.16552245055568,9.09975562225806,9.56544092636238,0.8959395091893171,6.954303477115502,3.729755213518481,4.974407403892855,5.205219487297723
2024-04-15,0.0,37.44032346829974,22.140057992955573,9.1440356056958,9.648055081638883,0.8987431456413637,6.772715513061617,3.7414266238833322,4.993134545362746,5.221508023460947
2024-04-16,0.0,37.417743306032705,22.13100729532562,9.135949869760898,9.650050604867477,0.8979484199794872,6.800412873104346,3.73811821728858,5.011878578572495,5.216890835068398
2024-04-17,0.0,37.42942853092551,22.150748224867513,9.14037027044649,9.653607409711825,0.8982793848024639,6.7966008665784425,3.7394960087145948,4.97265563310344,5.21881367084972
2024-04-18,0.0,37.431923149748606,22.152847814768567,9.141236653329674,9.654522440500871,0.8983645294804455,6.788819633315509,3.7398504621161335,4.973126973278621,5.219308343461568
2024-04-19,0.0,37.445865272629575,22.147447557549487,9.141248316934039,9.656759912864992,0.8985727288833684,6.774591571964026,3.7407171867114197,4.974279514404766,5.220517938058327
2024-04-22,0.0,37.43285246333532,22.139751100028143,9.160185909588316,9.653404093090723,0.898260465954662,6.784874058275127,3.7394172504161842,4.97255090297528,5.218703756336245
2024-04-23,0.0,36.44409240651945,21.551860495028947,8.921675864483406,9.341373198561339,0.8739926882058595,6.614891018772753,6.337215447307434,4.837185792520355,5.077713088600456
2024-04-24,0.0,36.39332214258717,21.53252009872698,8.920030744322984,9.33965068794692,0.8738315275659452,6.735577417040159,6.33604689096761,4.792243711551572,5.07677677929066
2024-04-25,0.0,36.29683876576064,21.496016985957603,8.908474655751286,9.326479872697897,0.8725992466174516,6.974662249745914,6.327111770608368,4.727175989002631,5.07064046385821
2024-04-26,0.0,36.32370249340729,21.506929231399834,8.88674140003599,9.329438450539191,0.8728760555347078,6.935942721770906,6.329118878642635,4.728675559936558,5.086575208732882
2024-04-29,0.0,36.19159378628746,21.54656287425845,9.175186132430408,9.284783134092143,0.8686980381025114,6.9007070555344034,6.29882457873861,4.672434465198503,5.06120993535751
2024-04-30,0.0,6.6067432666434485,3.9468287765750376,1.742103603043569,1.699711762573552,0.15884111239581733,1.3137960940140834,1.1530895307137679,0.8523727298986816,0.9263401141041284
2024-05-02,0.0,35.66792358109475,21.14095115455964,10.319972800849248,9.132118994501829,0.8581190452537288,7.07948816643513,6.229420533913512,4.594764183623838,4.977241539768326
2024-05-03,0.0,35.32127551412864,20.50654653080941,12.119671184876262,8.988838064004941,0.8060263792706714,6.926452688316418,6.1752181689982955,4.248326923621932,4.907644545973436
2024-05-06,0.0,35.27763392313122,20.527399800450613,12.109330484435024,9.032207162114393,0.7920719291663606,6.923669893933558,6.144527842465172,4.291716369967982,4.90144259433568
2024-05-07,0.0,35.123587231881714,20.478455967137652,12.475042309412006,8.951057127829074,0.7912865390503602,6.939132766909341,6.123050599794453,4.234077094918593,4.884310363066806
2024-05-08,0.0,35.116274854093916,20.44246837595934,12.506152074914953,8.959107414745956,0.791121801147203,6.946610535550449,6.121775842210499,4.23319560262977,4.883293498747913
2024-05-09,0.0,35.0755901361335,20.39600897441427,12.574842300460318,8.99823925341806,0.7902052299139003,6.944503782728774,6.1146833267147045,4.228291142521747,4.87763585369473
2024-05-10,0.0,35.12007923763873,20.342333046552607,12.569354817392423,9.022585544554182,0.7897360167329426,6.944338806805963,6.111052510433484,4.225780440413113,4.8747395794765565
2024-05-13,0.0,35.13537870702677,20.337333786847203,12.57483044453879,8.996813823977204,0.790080051891032,6.947363990726421,6.113714687252035,4.227621330294119,4.87686317744643
2024-05-14,0.0,35.14067700243849,20.323673952971564,12.59673681727862,8.996902900086354,0.7811771088553024,6.945452605427883,6.113775218227493,4.224692932174367,4.8769114625399315
2024-05-16,0.0,34.91850912120667,20.214750272281556,12.617180925982547,8.930333992169045,1.3409829841068268,6.793858556840338,6.100138512079176,4.236399449422231,4.847846185911618
2024-05-17,0.0,34.68260374855438,20.231709052303785,12.661608811797667,8.911381640422473,1.4422874240231787,6.873823399861695,6.09393584428137,4.259733220164282,4.842916858591177
2024-05-20,0.0,34.633519616622564,20.2130150292064,12.746369837981112,8.89750364109416,1.4400413005027768,6.893673850762645,6.084445549626039,4.25408504652292,4.837346127681385
2024-05-21,0.0,34.61221418938493,20.19311242094104,12.764614879947938,8.897854449523816,1.43714099782937,6.903802586860695,6.084685445542319,4.269038176679699,4.837536853290185
2024-05-22,0.0,34.591830455246566,20.164636818642503,12.766690737465867,8.893120868561274,1.4363764513528678,6.933625571248417,6.08144844595422,4.297307325652407,4.834963325875883
2024-05-23,0.0,34.61066433985556,20.155113486326055,12.782949308907785,8.889355136074565,1.4357682273619934,6.916903047736629,6.078873297328934,4.297457163379794,4.832915993028686
2024-05-24,0.0,34.621041210711226,20.128489425039884,12.792299115270684,8.891514349741378,1.426267063080261,6.9235081104927705,6.0803498483387095,4.302440974816698,4.834089902508391
2024-05-27,0.0,34.6294609472827,20.10452565368551,12.800873062278024,8.897473823653202,1.4272230083803963,6.935048101037651,6.084425159345432,4.298425096372174,4.822545147964906
2024-05-28,0.0,34.62263577844379,20.100563224636392,12.813131975104577,8.895720208106638,1.4269417150037014,6.94353583257346,6.083225971490227,4.292650628837102,4.821594665804116
2024-05-29,0.0,34.614108099787835,20.056203813678703,12.802094340896264,8.8935291604974,1.4620579676723318,6.968426400063484,6.081727651240771,4.291593333679701,4.830259232483507
2024-05-30,0.0,34.61721553046609,20.04478062243807,12.803608056570717,8.894580728634063,1.4622308409541318,6.969250344645296,6.08244675283683,4.294071431858562,4.831815691596242
2024-05-31,0.0,6.5474574993407835,3.782021800802851,2.4309911687743915,1.6875936025903033,0.32346165493749185,1.3246092213837517,1.1508523319476296,0.809679520111543,0.8966972304527963
2024-06-03,0.0,34.542407434101854,19.92882074232436,12.814670764337352,8.892532133150619,1.781060622779725,6.980820447786246,6.0642510890343315,4.2704194855066,4.72501728097892
2024-06-04,0.0,34.50640586787661,19.92163732715769,12.800586674222181,8.882758708127175,1.7791031305606018,7.066371934796292,6.05758611414815,4.265726038911714,4.71982420419959
2024-06-05,0.0,34.51622842701307,19.8949159690791,12.805212059252833,8.885287265376503,1.7796095682863013,7.07230977228914,6.059310460579889,4.265958733465122,4.721167744658046
2024-06-06,0.0,34.51857983238511,19.87907486414444,12.798804885190767,8.897520009817587,1.8061896943515467,7.057979086530795,6.05627864379799,4.266767507188962,4.718805476592804
2024-06-07,0.0,34.54196312575615,19.8827236217231,12.810420215377977,8.91336485723151,1.8466834779659071,7.060796732393235,6.0603812384282545,4.269657865855253,4.6140088652686195
2024-06-11,0.0,34.43925398912897,19.836522752966466,12.814327289588888,8.905845559542607,1.8755343881314537,7.157837700523821,6.055268712309343,4.315102391940514,4.6003072158679315
2024-06-12,0.0,34.433558299136294,19.803646393015576,12.811866040723894,8.902090666141268,1.8747436230490258,7.210709127805583,6.052715682574077,4.31230253879164,4.598367628762641
2024-06-13,0.0,34.43034123996711,19.778078768803965,12.805815034647283,8.92660460727945,1.8737147885737522,7.229291442258003,6.049394032356576,4.307976051553459,4.598784034560395
2024-06-14,0.0,34.44654450352817,19.713853715297223,12.811841579509977,8.930805556847417,1.8745965775268707,7.2611263079202235,6.052240937799881,4.308042553165832,4.600948268404405
2024-06-17,0.0,34.440804103792274,19.710568468480975,12.809706529591924,8.929317268410978,1.8546786992901056,7.296186409560493,6.0512323523878555,4.307324632495098,4.6001815359902976
2024-06-18,0.0,34.445869063065246,19.703662975674398,12.811590360227113,8.930630438340568,1.7853417530154982,7.371771198777623,6.052122263242543,4.307958079489346,4.591053868167669
2024-06-19,0.0,34.46497310641771,19.701552871864617,12.804679637857145,8.954716615641365,1.7850617358602,7.3706149930275995,6.051173034302589,4.276894208433856,4.590333796594921
2024-06-20,0.0,34.56424767850002,19.414221324610313,12.870072411372725,8.980510213605049,1.7823388086771703,7.429203017764054,6.068603125187078,4.286264316509908,4.604539103773689
2024-06-21,0.0,34.59062374831572,19.41895637968647,12.884330785939325,8.98634089464321,1.7834960089751657,7.434026497959946,6.072543223057749,4.223137543590947,4.606544917831471
2024-06-24,0.0,34.56696552331574,19.42039920318428,12.887246616699798,8.969679546046446,1.7838996288923004,7.459323656938942,6.07391748987985,4.230980917946437,4.607587417096204
2024-06-25,0.0,34.557784686468004,19.415241228976743,12.922187640625845,8.967297237873254,1.7834258328503958,7.451440366462629,6.072304283610311,4.223955061367677,4.606363661765136
2024-06-26,0.0,34.552137949927946,19.410078501044843,12.93185553029311,8.974006228852211,1.784760124276992,7.458984098294271,6.076847350889063,4.201520248435853,4.609809967985705
2024-06-27,0.0,34.53513934551807,19.395609634000284,12.942220418683222,8.9695912898381,1.8094645000013454,7.462202079824472,6.073857726214413,4.204372924690457,4.607542081229636
