date,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,FUTU SECURITIES INTERNATIONAL,LUK FOOK SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,3.0670215912451937,0.0,0.0,0.0,0.0,0.0,3.0670215912451937
2024-03-04,0.0,0.0,3.0646554273883466,0.0,0.0,0.0,0.0,0.0,3.0646554273883466
2024-03-05,0.0,4.15698314108252,3.0646554273883466,0.0,0.0,0.0,1.6248447204968943,0.0,8.846483288967761
2024-03-07,0.0,4.163845016267376,3.0646554273883466,0.0,0.0,0.0,1.6248447204968943,0.0,8.853345164152618
2024-03-12,0.0,4.166211180124224,3.064418811002662,0.0,0.0,0.0,1.6248447204968943,0.0,8.85547471162378
2024-03-14,0.0,4.170470275066548,3.064182194616977,0.0,1.5100857734398108,0.0,1.6248447204968943,0.0,10.36958296362023
2024-03-15,0.0,4.169997042295178,3.064182194616977,0.0,1.5112688553682343,0.0,1.6248447204968943,0.0,10.370292812777285
2024-03-18,0.0,4.181591245193729,3.064182194616977,0.0,1.5119787045252884,0.0,1.6248447204968943,0.0,10.38259686483289
2024-03-19,0.0,4.1893995859213256,3.064182194616977,0.0,1.5143448683821354,0.0,1.6248447204968943,0.0,10.392771369417332
2024-03-20,0.0,4.1893995859213256,3.064418811002662,0.0,1.5247559893522626,0.0,1.6539485359361135,0.0,10.432522922212364
2024-03-21,0.0,4.188216503992901,3.064892043774031,0.0,1.5247559893522626,0.0,1.6544217687074831,0.0,10.432286305826679
2024-03-22,0.0,4.188216503992901,3.064892043774031,0.0,1.524519372966578,0.0,1.6544217687074831,0.0,10.432049689440994
2024-03-25,0.0,4.193422064477965,3.0663117420881396,0.0,1.5223898254954156,0.0,1.6544217687074831,0.0,10.436545400769004
2024-03-27,0.0,4.199100857734398,3.0672582076308785,3.0982549541555753,1.5223898254954156,0.0,1.6544217687074831,0.0,13.541425613723751
2024-03-28,0.0,4.2012304052055605,3.0712806861875186,3.0982549541555753,1.5202602780242531,0.0,1.6544217687074831,0.0,13.54544809228039
2024-04-02,0.0,4.2012304052055605,3.0722271517302575,3.0982549541555753,1.5200236616385685,0.0,1.6544217687074831,0.5065956817509613,14.052753623188405
2024-04-03,0.0,4.195551611949128,3.0722271517302575,3.0982549541555753,1.5169476486246674,0.0,1.666725820763088,0.5065956817509613,14.056302868973678
2024-04-08,0.0,4.195314995563443,3.0722271517302575,3.0982549541555753,1.511505471753919,0.0,1.666725820763088,0.5065956817509613,14.050624075717245
2024-04-09,0.0,4.19318544809228,3.0722271517302575,3.0982549541555753,1.517894114167406,0.0,1.666725820763088,0.5065956817509613,14.054883170659568
2024-04-10,0.0,4.198864241348713,3.075776397515528,3.0982549541555753,1.524519372966578,0.0,1.666725820763088,0.5065956817509613,14.070736468500444
2024-04-11,0.0,4.204779650990831,3.074829931972789,3.0982549541555753,1.532564330079858,0.0,1.666725820763088,0.5065956817509613,14.083750369713103
2024-04-12,0.0,4.205252883762201,3.074829931972789,3.0982549541555753,1.532564330079858,0.0,1.666725820763088,0.5065956817509613,14.084223602484473
2024-04-15,0.0,4.205252883762201,3.074829931972789,3.0982549541555753,1.5313812481514346,0.0,1.666725820763088,0.5065956817509613,14.083040520556048
