date,DBS VICKERS (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UPBEST SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD
2024-03-01,0.0,0.0,37.968809007358225,18.13839530774106,27.52901390397497,0.0,9.17113987892395,0.0,7.192641902001792,0.0
2024-03-04,0.0,0.0,37.866310683025496,18.113985911245535,27.606860363925506,0.0,9.207559927027086,0.0,7.205283114776375,0.0
2024-03-05,0.0,41.209383967227545,22.2137701515281,10.671343136524726,16.26869659056865,0.0,5.408979870904862,0.0,4.227826283246118,0.0
2024-03-06,0.0,41.09360496046922,22.1158388329976,10.676325098188238,16.283654207263314,0.22489769659320596,5.400150689492902,0.0,4.205528514995519,0.0
2024-03-07,0.0,41.10627543406453,22.078021723799885,10.680619967124475,16.297887483980375,0.22498816837277857,5.4049869088821145,0.0,4.2072203137758475,0.0
2024-03-08,0.0,41.11440232345455,22.082039117518978,10.67612855581749,16.296128424367268,0.22503264951195073,5.387636558047137,0.0,4.218632371282621,0.0
2024-03-11,0.0,41.1388976528539,22.044812431638906,10.678702789880697,16.30552831028918,0.22516672050809555,5.386519069900847,0.0,4.220373024928374,0.0
2024-03-12,0.0,41.196027397421666,22.083899430398226,10.548432745231171,16.324767070165002,0.22547941039435201,5.396320797046715,0.0,4.2250731493428715,0.0
2024-03-13,0.0,41.18508910801984,22.169678960878063,10.492868025568605,16.311500402847134,0.2256473861460368,5.398383862747419,0.0,4.216832253792907,0.0
2024-03-14,0.0,37.98458142568288,20.50052060835569,9.668914182099275,15.06506113751519,0.20817011892916595,4.999491665118907,7.677686074893973,3.895574787404918,0.0
2024-03-15,0.0,38.05647352504951,20.2550631538223,9.680135417462772,15.160000412042377,0.20963665817555557,5.042953638983795,7.692217364946016,3.903519829517678,0.0
2024-03-18,0.0,38.06790128167462,20.238770114853086,9.684115073859763,15.17642575901502,0.20969960874578525,5.024333859197017,7.694527216064937,3.904227086589771,0.0
2024-03-19,0.0,38.05490328413266,20.253813250292158,9.666365524304426,15.188260861273713,0.20962800839726958,5.032592575593622,7.6918999778281645,3.9025365181779827,0.0
2024-03-20,0.0,38.037895452746376,20.265965815800886,9.685855253383359,15.18747609850335,0.209534319607837,5.021874412675242,7.688462246377729,3.9029364009052223,0.0
2024-03-21,0.0,38.042395086801235,20.22358317757561,9.68700102666103,15.235446436793673,0.20955910614633885,5.009602714188491,7.689371741136615,3.903040710697011,0.0
2024-03-22,0.0,38.03072356721716,20.13249863650694,9.686576989722745,15.232242221866747,0.31398990416136974,5.012063672746579,7.689035148042275,3.9028698597361813,0.0
2024-03-25,0.0,38.028059936891324,20.15320800874509,9.657704318816544,15.27226962915055,0.3139679126515513,4.9972760421684095,7.674202961852557,3.90331118972398,0.0
2024-03-26,0.0,38.013443794061295,20.141175644278682,9.647777015493684,15.330517830533575,0.31384723860551855,4.980174160670723,7.67125337024091,3.9018109461156096,0.0
2024-03-27,0.0,38.009302785962234,20.14901789762175,9.644190159190593,15.328597779514027,0.3204206040308506,4.976738606247081,7.670417699510623,3.901314467922841,0.0
2024-03-28,0.0,38.00250767570631,20.154222117717673,9.64575407882229,15.327181056573405,0.320369341742696,4.98008485827336,7.6691905525749,3.900690318589369,0.0
2024-04-02,0.0,38.00370196108242,20.167247530015395,9.64609292292228,15.304057157649039,0.32037940982617785,4.988276546610543,7.66943156830475,3.900812903589391,0.0
2024-04-03,0.0,38.03608894113126,20.1161166488575,9.673205245365306,15.274315206839603,0.3203273188719972,4.9999507528619285,7.67589537327586,3.9041005127965436,0.0
2024-04-05,0.0,38.07718793365827,20.145689983561255,9.678824411611524,15.335906019048146,0.17213542532967246,4.9970302498645705,7.684925965039488,3.908300011887073,0.0
2024-04-08,0.0,38.0789457128701,20.138246122456234,9.679271220771259,15.33979890831492,0.1720718002788922,4.998620787975571,7.685280728713985,3.9077647186190374,0.0
2024-04-09,0.0,38.09605562078038,20.10443856461803,9.683620381078237,15.346691497953891,0.17186270244026663,5.00086680450149,7.688733934759248,3.907730493868452,0.0
2024-04-10,0.0,38.06341746782849,20.146274021389036,9.675324102684698,15.337907556269617,0.17150083521447215,5.019046663246543,7.682146741673772,3.9043826116933724,0.0
2024-04-11,0.0,38.10959440147158,20.037062594793458,9.684979384338487,15.407972103842885,0.17086315357574455,4.988793058065447,7.692088079195211,3.908647224717183,0.0
2024-04-12,0.0,38.11220170543137,20.030875457428703,9.67815563914011,15.411856024335174,0.17087484334006495,4.990925364418532,7.692614340679303,3.912496625226743,0.0
2024-04-15,0.0,38.10157690784784,20.0634120622131,9.67177192758328,15.399755993399165,0.17083041850788408,4.990558874972927,7.690614379219578,3.9114794362562275,0.0
2024-04-16,0.0,38.09571072518991,20.06213122022856,9.670282845362607,15.434729678959682,0.17483218428792183,4.963796060362526,7.6894303193364575,3.909086966272339,0.0
2024-04-17,0.0,38.113924427535025,20.018685856347112,9.668107907452036,15.445559286351315,0.16951618551398887,4.979489340539489,7.693540520829158,3.9111764754318754,0.0
2024-04-18,0.0,38.115808936667634,20.033755261255422,9.666400555442966,15.442489601543674,0.16952413717976925,4.966730726727343,7.6939209211052075,3.911369860077983,0.0
2024-04-19,0.0,38.02377722835913,20.173394879717822,9.700075861589385,15.399020345196659,0.16911481631319383,4.957383132835927,7.675343729495909,3.9018900064919744,0.0
2024-04-22,0.0,38.05822106927414,20.186839568614786,9.697539174050782,15.306154106745273,0.17240271886793226,4.9912313032839855,7.682224233036057,3.905387826127043,0.0
2024-04-23,0.0,38.059257112239806,20.18655815068552,9.697438575430375,15.307068459932118,0.17240139545153627,4.989784452622473,7.682144540534111,3.9053473131040572,0.0
2024-04-24,0.0,38.06907648060178,19.421257845947277,9.691132033796995,15.290656330245387,0.9251222043712922,5.012709383991256,7.683837674718131,3.906208046327885,0.0
2024-04-25,0.0,38.08085443821334,19.37474328170156,9.693460071749433,15.290594428105903,0.9260355020754261,5.040277519417567,7.686648385132715,3.9073863736040533,0.0
2024-04-26,0.0,38.109164132016865,19.27738810861966,9.700483939231463,15.311452291287436,0.9267781779551079,5.063987789796713,7.692218119699989,3.918527441392763,0.0
2024-04-29,0.0,38.0943016163884,19.286190573619702,9.697705343480209,15.312643089180087,0.9265206125811498,5.0750903936335,7.690099954028841,3.9174484170881154,0.0
2024-04-30,0.0,38.08035211822333,19.284103517302263,9.688534383113666,15.303384759793067,0.9260384423525092,5.11683034711855,7.687283967630713,3.9134724644658974,0.0
2024-05-02,0.0,38.055764266311265,19.30528879917221,9.71499888789706,15.279123300341515,0.9245819882576207,5.126261303297248,7.682320415843817,3.911661038879264,0.0
2024-05-03,0.0,38.05656133391444,19.27964963899976,9.714696950918883,15.298434907151062,0.9249926199606481,5.126533895656307,7.685732340752178,3.9133983126467187,0.0
