date,GRANSING SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-06-20,0.0,25.097125622281975,23.66836410333313,17.869762746087833,9.04407773429167,3.818704470714465,6.108237460899465,7.242105441020236,7.151622421371227
2024-06-21,0.0,25.08130192940242,23.673364190815004,17.873537843370464,9.045988351335877,3.8195111955196794,6.10952786362993,7.24363538033501,7.153133245591612
2024-06-24,0.0,25.0823616900361,23.67013916030583,17.874293054238084,9.046370571619917,3.8196725813845886,6.10978600960411,7.243941445771424,7.153435487039944
2024-06-25,0.0,25.26146620959221,23.36754333773045,17.914410761435505,9.066674571598568,3.828245592118218,6.123499033410336,7.268669578787115,7.169490915327592
2024-06-26,0.0,25.244609939443237,23.38393498249382,17.920481912399204,9.069747245927404,3.8295429753939154,6.1255742725880555,7.2541880331018245,7.171920638652543
2024-06-27,0.0,25.2160246050087,23.384925619414574,17.921241095617656,9.070131476660617,3.82970521013601,6.151252173802528,7.254495349492373,7.172224469867548
2024-06-28,0.0,25.24452706980408,23.376012907624517,17.914410761435505,9.066674571598568,3.828245592118218,6.148907743092536,7.2517304389989805,7.169490915327592
2024-07-02,0.0,25.339378572531242,23.346352872510725,17.891680535612707,9.05517056160244,3.8233882240488586,6.141105864290865,7.242529272816091,7.160394096587076
2024-07-03,0.0,25.38356028311836,23.332537265485808,17.881092825033445,9.049812008225565,3.821125668115792,6.137471758964746,7.238243381188987,7.156156809867296
2024-07-04,0.0,25.362364471229128,23.32859295197564,17.87807006607655,9.048282157641276,3.8204797153235472,6.153339010521111,7.253924549751817,7.1549470774809345
2024-07-05,0.0,25.364077516205498,23.273436494082432,17.85844701630998,9.038350722624793,3.816286339679035,6.2563455258897465,7.2459626096812935,7.147093775527219
2024-07-08,0.0,25.364077516205498,23.273436494082432,17.875333239051923,9.038350722624793,3.816286339679035,6.2563455258897465,7.229076386939351,7.147093775527219
2024-07-09,0.0,25.335936559051177,23.247312782218614,17.89421859911803,9.047899775809864,3.8203182612480693,6.262955379612432,7.2367139346531175,7.154644708288696
2024-07-10,0.0,25.333795338675973,23.24534807806482,17.892706301935984,9.047135109095942,3.8199953940321025,6.27087739462792,7.236102337000501,7.154040046566758
2024-07-11,0.0,25.329513983510044,23.24141966584914,17.889682474296496,9.04560616334903,3.8193498232916965,6.286717408250049,7.234879451771202,7.152831029682348
2024-07-16,0.0,25.330584186632134,23.23817652141398,17.890438335386037,9.045988351335877,3.8195111955196794,6.286983029793455,7.235185134327223,7.153133245591612
2024-07-18,0.0,25.24411356242826,23.251930438679373,17.901027101181832,9.051342376220461,3.821771839375664,6.332980326753038,7.239467403964244,7.157366951397123
2024-07-25,0.0,25.23344581103324,23.242104551437947,17.935720790485103,9.047517426296118,3.8201568208181644,6.3303041123734625,7.236408122904249,7.154342364651717
2024-07-26,0.0,25.239764302721845,23.240140370447836,17.93420504987123,9.046752824205239,3.8198339808881534,6.32976914089652,7.235796576938597,7.15373775403058
2024-07-29,0.0,25.218452289226313,23.22051680426582,17.91906172224462,9.03911390507875,3.816608580192055,6.408862637977367,7.229686797447432,7.147697263567643
2024-08-07,0.0,25.242759031286223,23.18545620372462,17.925554037820458,9.040258920446988,3.8170920430098447,6.409674470452371,7.230602606516502,7.148602686742994
2024-08-08,0.0,25.306250910926686,23.112718331963862,17.93464140644968,9.044841884250527,3.8190271197395966,6.396025508059457,7.234268164142124,7.152226674468072
2024-08-09,0.0,25.28303959406733,23.11467133100539,17.95305664171837,9.04560616334903,3.8193498232916965,6.396565965114634,7.234879451771202,7.152831029682348
2024-08-12,0.0,25.287264538562127,23.110446386510596,17.95305664171837,9.04560616334903,3.8193498232916965,6.396565965114634,7.234879451771202,7.152831029682348
2024-08-14,0.0,25.42568055991688,23.076971711215407,17.91068052830459,9.024255056385789,3.810334689851823,6.381467611101393,7.234662243756046,7.135947599468071
2024-08-15,0.0,25.362913152064365,23.04751524893799,17.889702679899596,9.009444978633603,3.8040813921927965,6.539316906490714,7.222789140694203,7.124236501086729
2024-08-16,0.0,25.360778761210895,23.0455757081034,17.888197189676827,9.008686797708485,3.8037612634883105,6.53876659674871,7.2221813140227935,7.132052369040581
2024-08-20,0.0,25.365047902213412,23.00737102805115,17.916458876481098,9.01020328718813,3.8044015747865814,6.5398673088698525,7.223397069684938,7.133252952724839
2024-08-21,0.0,25.362913152064365,22.92968971909131,17.914951007723882,9.009444978633603,3.8040813921927965,6.539316906490714,7.222789140694203,7.21681370310912
2024-08-26,0.0,25.330425869134643,22.938377054045578,17.92173841662475,9.01285837267601,3.8055226384395673,6.546004095988415,7.225525627290312,7.219547925800727
2024-08-27,0.0,25.298979361927483,22.948037372157025,17.929286016605637,9.016654067496457,3.807125304538439,6.548760894421761,7.228568600902507,7.222588381950688
2024-08-29,0.0,25.293851213135614,22.929179508678494,17.93759572258305,9.02083302610817,3.808889797104991,6.551796055860907,7.231918833569634,7.225935842959137
2024-09-02,0.0,25.256060315446245,22.940778477317423,17.946669645623565,9.02539631016843,3.81081656440554,6.555110351383424,7.235577176412564,7.229591159242811
2024-09-03,0.0,25.264491325544487,22.940778477317423,17.946669645623565,9.02539631016843,3.81081656440554,6.555110351383424,7.22714616631432,7.229591159242811
2024-09-04,0.0,25.270791752638154,22.93884450102112,17.945156687651085,9.024635442242964,3.8104953011619056,6.5545577359588085,7.226536896258843,7.228981683067112
2024-09-05,0.0,25.1179279562033,22.926281598941735,18.137545051070166,9.019692926007766,3.808408409673526,6.550968005577802,7.214153461164977,7.225022591360726
2024-09-09,0.0,25.10523623149655,22.91469728135349,18.178908962290965,9.01513540598637,3.806484076138103,6.54765789645437,7.2105082540491265,7.2213718922310255
2024-09-10,0.0,25.02207558968248,22.987247320295015,18.18809623567508,9.015515023402019,3.8066443629871207,6.547933611111696,7.210811880604432,7.22167597624216
2024-09-11,0.0,24.96835876503301,22.96966108159709,18.246340132212527,9.023494380862267,3.810013507846563,6.553728987501555,7.200335483490293,7.2280676614566985
2024-09-12,0.0,24.826716304069944,23.084773050439576,18.142020160617285,9.047135109095942,3.8199953940321025,6.613155742986991,7.219199702513633,7.247004536244531
2024-09-13,0.0,24.96496598422992,22.197756041060757,18.495160150954923,9.08360009249065,3.835392098837715,6.868915716834359,7.286481303524191,7.267728612067484
2024-09-16,0.0,24.9724292937959,22.18790447804194,18.51166909221093,9.070900035800609,3.8300297208611633,6.893206145841939,7.2762938530988714,7.257567380348642
2024-09-17,0.0,24.947053606767994,22.17758577993011,18.57642673755818,9.063220300597512,3.8267870862868523,6.887370121005208,7.270133493065006,7.251422874789134
2024-09-19,0.0,24.92699239993316,22.163512487334984,18.564638642521878,9.057469027559497,3.8243587113095683,6.9506873480991365,7.265520064134156,7.246821319107621
2024-09-20,0.0,24.904866868563484,22.181880430027537,18.556613881850208,9.0494294970825,3.8209641594407193,6.986785127826891,7.25907109148969,7.240388943718973
2024-09-23,0.0,24.838289031805378,22.182818037911144,18.620801886892142,9.049812008225565,3.821125668115792,6.987080452871022,7.259377925813522,7.240694988365433
2024-09-24,0.0,24.768407985975273,22.212870522903323,18.640286415763864,9.05517056160244,3.8233882240488586,6.991217626496418,7.263676331577422,7.2449823316324045
2024-09-25,0.0,24.77259892681668,22.216629053783954,18.626519937647924,9.056702742603093,3.824035160818868,6.992400576143351,7.264905382625598,7.246208219560532
2024-09-26,0.0,24.767399821133708,22.203945629721407,18.65325944703676,9.053256064222724,3.8225798608394874,6.993968019721805,7.2621406024368955,7.2434505548872155
2024-09-27,0.0,24.7272980919427,22.194086227195577,18.716167229269136,9.050959735700138,3.821610276073296,6.987966577819864,7.260298584440044,7.2416132775592414
2024-10-02,0.0,24.718843201951387,22.194086227195577,18.724622119260452,9.050959735700138,3.821610276073296,6.987966577819864,7.260298584440044,7.2416132775592414
2024-10-03,0.0,24.690869885369832,22.162254541004604,18.762382400165414,9.034536742629637,3.8146759529832748,7.0174846347468876,7.289322494139788,7.228473348960564
2024-10-04,0.0,24.528289144625074,22.20585473124838,18.87265505794162,9.036824744269678,3.8156420218681877,7.040366031500151,7.27006430454226,7.230303964004651
2024-10-07,0.0,24.688891279085706,22.22461241904087,18.864136291834598,9.030725980103721,3.8130669248079228,6.887984832092188,7.265157890074849,7.2254243829601466
2024-10-08,0.0,24.619787563442664,22.19833185133243,18.913147706559595,9.04407773429167,3.818704470714465,6.877047431773395,7.292796208330605,7.236107033555175
2024-10-09,0.0,24.62231449072638,22.178197768255554,18.968350918500608,9.034155521658132,3.8145149890606964,6.869502657290724,7.284795317936027,7.228168336571874
2024-10-10,0.0,24.63044180590778,22.184260704127507,19.068835400218337,9.041786058925755,3.8177368506627194,6.7317174114561675,7.290948289514526,7.23427347918721
2024-10-14,0.0,24.628361615560188,22.190832715748314,19.0672249212975,9.041022425198314,3.817414419607321,6.731148877050963,7.290332524666451,7.233662500870953
2024-10-15,0.0,24.636684485879453,22.240574157424405,18.98918385752515,9.04407773429167,3.818704470714465,6.733423591060683,7.301244669548999,7.236107033555175
2024-10-16,0.0,24.63044180590778,22.251831267856048,18.97592587509159,9.041786058925755,3.8177368506627194,6.7317174114561675,7.31628725091273,7.23427347918721
2024-10-17,0.0,24.39623013225042,22.306533717183658,19.06244770251176,9.070900035800609,3.8300297208611633,6.753393113996344,7.322898197047404,7.257567380348642
2024-10-18,0.0,24.28147234426761,22.31788037361785,19.114533327398856,9.075514127239472,3.831977940693359,6.790739669237568,7.326623133023469,7.261259084521819
2024-10-22,0.0,24.27517542316667,22.32870412559684,19.112912967644995,9.074744786048376,3.8316530997607336,6.790164010859176,7.326002047221733,7.260643539701479
2024-10-23,0.0,24.198065675390716,22.35568406738527,19.08570386037562,9.083985497869019,3.8355548295532893,6.839507063318476,7.333462033735063,7.268036972372549
2024-10-24,0.0,24.21556967472901,22.37443793605668,19.07275614321845,9.077822933692884,3.8329527940487473,6.834867150449757,7.328487022444398,7.263106345360071
2024-10-25,0.0,24.076670786700276,22.45594991509056,19.154128125271637,9.078207848982041,3.8331153178326782,6.835156960560042,7.303356732014782,7.263414313547985
2024-10-28,0.0,24.069526661707137,22.46200343775897,19.14844463660853,9.075514127239472,3.831977940693359,6.833128805749662,7.31814530572105,7.261259084521819
2024-10-29,0.0,24.063247707471934,22.477053526583152,19.146821402156153,9.074744786048376,3.8316530997607336,6.832549553998122,7.31328638428005,7.260643539701479
2024-10-30,0.0,24.054770598844147,22.443145092071994,19.189206945295098,9.121368883501216,3.8316530997607336,6.785925456545281,7.31328638428005,7.260643539701479
2024-11-04,0.0,24.115460060645947,22.408951730821723,19.214988393474954,9.107471978230095,3.8258153663197056,6.775586727298505,7.302144191764763,7.249581551444309
2024-11-05,0.0,24.595950443353324,22.646304465087123,18.153287892904427,9.176209227804085,3.8546901217169576,6.912005185069899,7.357256006430168,7.304296657634013
2024-11-06,0.0,24.67104800955465,22.656098646211884,18.041850553203084,9.162925067966167,3.8491097869151556,6.978640421187987,7.346605097941536,7.293722417019537
2024-11-07,0.0,24.534334090166368,22.55974744702347,18.199449355908744,9.175977564136794,3.861770818426286,7.035770506579748,7.357954970214384,7.274995247544208
2024-11-08,42.285808811456945,14.18471987842861,12.947205080123794,10.560465348820271,5.303317412682286,2.2319361923020424,4.066370474249407,4.240234353300192,4.179942448636457
2024-11-11,42.28058936579116,14.242216651299314,12.943138322230574,10.50978881923178,5.307600113064225,2.2316606987023535,4.065868551728735,4.239710970315704,4.179426507636156
2024-11-12,42.201412134600005,14.215545800741424,12.923828262157825,10.623165068949671,5.297660774764408,2.2274815536683836,4.107535121642916,4.231771426881809,4.171599856593555
2024-11-13,42.17543177058259,14.157544088187457,12.91587199373537,10.71020058386144,5.294399387327178,2.2261102540203574,4.10500640868577,4.24640380999755,4.169031703602285
2024-11-14,42.11010290876144,14.241338317931646,12.908159062941413,10.69361070713354,5.286198473395054,2.222662055790293,4.098647839604444,4.249661007156037,4.1896196272861275
2024-11-15,42.07803119921284,14.137132566558444,13.018712402909372,10.734602774491774,5.282172422391989,2.220969241787143,4.095526245640673,4.246424399214307,4.186428747793465
2024-11-18,42.07079596020137,14.127332507163482,13.016473859584696,10.710649362133827,5.2812641626924135,2.2205873502669493,4.141493664325306,4.245694234456195,4.185708899175754
2024-11-19,42.08733730689697,14.130429707610098,12.974901674573246,10.714860562810934,5.283340644002364,2.2214604382223895,4.1431220119944125,4.247363551584449,4.197184102305134
2024-11-20,42.09147467617925,14.131818790635034,12.97617716414004,10.70608344320895,5.283860019488841,2.221678817496704,4.1435292990038075,4.247781085992979,4.1975967038543915
2024-11-21,42.07699744128027,14.048341745702814,12.964343755335783,10.835066375622022,5.282042651880222,2.2209146778138242,4.129820324563095,4.246320074587356,4.1961529532146145
2024-11-22,42.07389647222403,14.01782742259,12.916713239385412,10.917791679307832,5.281653378599969,2.2207510019787775,4.129515967175138,4.2460071314603525,4.195843707278487
2024-11-25,42.07803119921284,13.999550401138,12.920439427609058,10.92623507632739,5.282172422391989,2.220969241787143,4.129921786995783,4.246424399214307,4.196256045323496
2024-11-26,42.08320075089777,13.998813208036276,12.931855290008464,10.878434908883616,5.282821370609576,2.2212421018749104,4.15991468857768,4.2469460992506995,4.196771581861003
2024-11-27,42.08630309166125,13.999845189636554,12.92543669423356,10.879236858627422,5.283210816084059,2.221405850111623,4.160221354246657,4.247259180807447,4.1970809645914295
2024-11-28,42.08009886747116,13.997781378567332,12.938272939575121,10.877633077360601,5.282431982545862,2.221078377777423,4.159608068116346,4.246633063847404,4.196462244738759
2024-11-29,42.075963734140444,13.947271769158295,13.0008758148579,10.876564152517078,5.28191288774461,2.220860116521455,4.154285903802855,4.246215755086298,4.196049866171068
2024-12-02,42.05943132466212,13.941791633053747,12.993311796507696,10.916493844077802,5.2798375283484305,2.219987500291619,4.150197871120394,4.2445473398827875,4.194401162055404
2024-12-03,40.560478480594796,14.306111160809346,13.317726687993508,11.201757889524606,5.417807451123187,2.2779990399141212,4.258648647627063,4.355463606823413,4.304007035589955
2024-12-04,40.560478480594796,14.306111160809346,13.29252758356968,11.226956993948436,5.417807451123187,2.2779990399141212,4.258648647627063,4.355463606823413,4.304007035589955
2024-12-09,40.57172456295788,14.264706809047475,13.28361011722093,11.230069858682048,5.419309630365274,2.2786306538838175,4.290076739944975,4.356671233170208,4.30520039472739
2024-12-10,40.57479275875064,14.243098365387402,13.299739475345948,11.230919121400456,5.4197194601959415,2.278802973031224,4.290401172676043,4.35700070204273,4.305525971169613
2024-12-11,40.56967935687379,14.19341423240609,13.298063387603513,11.22950375488816,5.4190364449104536,2.2785157889297905,4.350352048332764,4.356451614935873,4.304983371119561
2024-12-12,40.59935504130939,14.153349837751398,13.307790581383472,11.215016918499872,5.423000331685834,2.280182465043718,4.3535342197626745,4.359638248042991,4.3081323565206535
2024-12-13,40.627023179564326,14.11251433972884,13.299191422286558,11.222659863524905,5.426696063373713,2.2817363912975988,4.356501118782805,4.362609306909951,4.311068314531304
2024-12-16,40.61062269537366,14.106817341765284,13.293822749871008,11.25849786615096,5.424505392336814,2.2808152905453394,4.3547424684527165,4.3608481908013,4.30932800470292
2024-12-17,40.61062269537366,14.05887985225161,13.293822749871008,11.306435355664634,5.424505392336814,2.2808152905453394,4.3547424684527165,4.3608481908013,4.30932800470292
2024-12-18,40.606524643059416,14.065029472274116,13.295004030126933,11.305294413701676,5.423958000905675,2.2805851315435954,4.3543030277038115,4.360408133918785,4.308893146765996
2024-12-19,40.606524643059416,14.065029472274116,13.28995848780051,11.305294413701676,5.423958000905675,2.2805851315435954,4.359348570030235,4.360408133918785,4.308893146765996
2024-12-20,40.606524643059416,14.065029472274116,13.27986740314766,11.305294413701676,5.423958000905675,2.2805851315435954,4.369439654683084,4.360408133918785,4.308893146765996
2024-12-23,40.627023179564326,14.006504463142006,13.306763556328475,11.311001427347268,5.426696063373713,2.2817363912975988,4.36659729750536,4.362609306909951,4.311068314531304
2024-12-27,40.61267203173117,14.00155678545251,13.327294586953533,11.30700591300925,5.4247791294869545,2.280930387468003,4.375147446758316,4.361068252552485,4.309545466587776
2024-12-30,40.61267203173117,14.004079938535991,13.312155668452638,11.30700591300925,5.4247791294869545,2.280930387468003,4.387763212175728,4.361068252552485,4.309545466587776
2025-01-02,40.56558956323189,13.987844940453314,13.319404873364846,11.356903345476631,5.418490156619568,2.2782860937600415,4.412919192670169,4.3560124448857644,4.304549389537778
2025-01-03,40.60345164655119,13.899997351290741,13.339404343126409,11.367503364491403,5.423547529826358,2.2804125427735014,4.417038011500443,4.360078149536034,4.308567060903916
2025-01-06,40.60242741773758,13.90973678800392,13.339067854435656,11.367216617330445,5.423410719938855,2.280355018988244,4.409359041140984,4.359968165840332,4.308458376583983
2025-01-07,40.59935504130939,13.880938658299272,13.348147793154155,11.366356462639942,5.423000331685834,2.280182465043718,4.434248643304045,4.359638248042991,4.3081323565206535
2025-01-08,40.6044759270401,13.885212135430661,13.385148438672637,11.367790126119582,5.423684346616315,2.280470069460999,4.434807944814642,4.309735261137788,4.308675750707287
2025-01-09,40.56967935687379,13.82290336849826,13.441730865445326,11.388294125134374,5.4190364449104536,2.328925430277795,4.418405064152569,4.3060419735878686,4.304983371119561
2025-01-10,40.570701934140665,13.823251781080534,13.406782032038656,11.416307173850852,5.419173034194982,2.3289841319051923,4.418516432066885,4.311191600533851,4.305091880188386
2025-01-13,40.57479275875064,13.814562408069584,13.408133864549868,11.417458302821153,5.4197194601959415,2.3292189680097906,4.418961959871389,4.31162630656202,4.305525971169613
2025-01-14,40.54821713550123,13.813071610579922,13.369122038898173,11.40998011132118,5.4161696596252265,2.4158635830607404,4.416067634103731,4.308802283356362,4.302705943553436
2025-01-15,40.54617429867285,13.812375702019878,13.368448496710789,11.409405271556844,5.415896790640322,2.415741870801893,4.420883194220356,4.30858520402187,4.302489171355195
2025-01-16,40.66089104846542,13.727673581156951,13.355748693665303,11.44168574961571,5.431219915146661,2.435207441023899,4.312135997746675,4.320775426634955,4.314662146544418
2025-01-17,39.632678739170636,13.38545956400606,12.981081157611058,11.149891844842594,5.293877937948364,4.9122262726544115,4.2277155439336465,4.211513815174717,4.205555124658514
2025-01-20,39.632678739170636,13.3362141878391,13.005703845694539,11.174514532926073,5.293877937948364,4.9122262726544115,4.2277155439336465,4.211513815174717,4.205555124658514
2025-01-21,39.63170290011191,13.335885822482178,13.007845826372467,11.174239393114927,5.293747591652622,4.9121053234172,4.227611448775606,4.211410118936966,4.205451575136129
2025-01-22,39.68251033295983,13.328328642976977,12.977679820620065,11.146653452311835,5.300534121263894,4.918402591591381,4.262615579379196,4.216809103112646,4.166466355784177
2025-01-23,39.66393098239445,13.324552530189656,12.97160367118069,11.190718797859587,5.298052411291505,4.9160997955937455,4.260619822847913,4.209906372324945,4.164515616317509
2025-01-24,39.68251033295983,13.417081772449302,12.87906523231748,11.144188087604268,5.295603391848765,4.943056238667027,4.265080944086761,4.206947644282388,4.166466355784177
2025-01-27,39.95205554765417,13.228583293061085,12.616569231406944,11.336544688295284,5.3315740131934115,5.006417497491206,4.17491037718404,4.2305593014744485,4.122786050239411
2025-02-03,39.88177195386737,13.217700311378126,12.606762903906388,11.336423410818178,5.322194716507649,4.930711120042003,4.378174145283527,4.218161419588898,4.10810001860786
2025-02-04,39.91440819376144,13.230996454174187,12.612119785876658,11.298584620603581,5.326550000012399,4.882670833344699,4.391676000941321,4.231532332877634,4.1114617784080805
