date,KINGSTON SECURITIES LTD,FORTUNE ORIGIN SECURITIES LTD,VMS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,BANK OF CHINA (HONG KONG) LTD,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,CEPA ALLIANCE SECURITIES LTD
2024-10-14,57.39473839769944,14.264420138906234,0.0,9.760438989990824,6.308311228559202,3.819741186814065,3.305766889962351,2.61782177640792,2.5287613916599643,0.0
2024-10-15,57.39091583428934,14.263470110175177,0.0,9.759788932198225,6.307891086916344,3.826146915777678,3.3055467216349284,2.6176474261100355,2.5285929728982715,0.0
2024-10-16,57.370354404117485,14.258359940030385,0.0,9.755293633492107,6.305631160232306,3.864722578110924,3.304362444173789,2.616709602170757,2.5245662376722535,0.0
2024-10-21,57.38181540468224,14.261208363628644,0.0,9.743924324634781,6.306890849893268,3.8588355696024994,3.3050225638511415,2.6172323479432,2.525070575764222,0.0
2024-10-22,57.38277069476509,14.261445783633974,0.0,9.757404907901412,6.306995846750548,3.843916648666062,3.305077585729703,2.6172759195187743,2.5251126130344357,0.0
2024-10-23,57.375129264586974,14.259546644905132,0.0,9.769422147242404,6.3061559697663405,3.843404769920479,3.3046374619904895,2.616927387529926,2.5247763540582526,0.0
2024-10-24,57.35994796253868,14.255773607920943,0.0,9.793296910993393,6.304487378169811,3.8423878155457545,3.303763063969716,2.6162349557111613,2.524108305150535,0.0
2024-10-25,57.36758534917966,14.257671741702044,0.0,9.781286030691543,6.305326810724939,3.8428994234257177,3.30420295481317,2.616583303270916,2.5244443861920094,0.0
2024-10-30,57.3637664016496,14.25672261163232,0.0,9.780634892633348,6.304907066506954,3.8493005804468745,3.303982994749725,2.6164091178963282,2.524276334484852,0.0
2024-10-31,39.00063402961801,9.692899471504415,0.0,6.6496847392143374,4.286597420571726,2.6145271272648096,2.2463209740462546,1.7788513704688682,1.7162118822804193,0.0
2024-11-04,57.36629639754231,14.25735139617548,0.0,9.781066261904554,6.305185140803375,3.8450599092031372,3.304128715017598,2.616524513114201,2.524387666239353,0.0
2024-11-05,58.63301770679706,12.357239608128838,0.0,10.003849006946384,6.444411705497453,3.9299637574243276,3.3770881095517837,2.6743007260665013,2.5801293795876505,0.0
2024-11-06,58.62902842783514,12.3563988450584,0.0,10.003168364094584,6.443973239986992,3.9365001798948556,3.3768583389024998,2.6741187717335744,2.5799538324939553,0.0
2024-11-08,58.62503969168219,12.35555819638802,0.0,10.00248781385577,6.443534834137189,3.936232366134254,3.376628599517404,2.6807401889987608,2.579778309286415,0.0
2024-11-14,58.641746147475715,12.359079176295207,0.0,10.01894880735392,6.445371056857494,3.895246374880718,3.377590841875374,2.6815041231077528,2.5805134721538154,0.0
2024-11-18,58.45279685855215,12.319257046574881,0.0,9.993450158789303,6.424603457697348,3.8826955202239533,3.3667079226280143,2.988290223458958,2.572198812075397,0.0
2024-11-19,58.45899292567861,12.320562902713696,0.0,9.994509476586511,6.425284473430112,3.872506969759683,3.367064797737588,2.988606985834978,2.572471468258826,0.0
2024-11-20,58.46357886110211,12.321529414502995,0.0,9.99529351635106,6.42578851802955,3.87175066125667,3.3673289340313626,2.982056823674702,2.5726732710515505,0.0
2024-11-21,58.471512988817565,12.323201576726534,0.0,9.99664998369119,6.4266605656832825,3.8722760988851426,3.3677859162815604,2.968890459814548,2.5730224101001737,0.0
2024-11-26,58.479449270315875,12.324874192871972,0.0,9.998006819255302,6.427532850061371,3.8728016791478908,3.36824302258327,2.9557205218389124,2.5733716439254026,0.0
2024-11-29,57.22379566127606,14.221935425496767,0.0,9.776691810148039,6.289522747006274,3.788400877905114,3.295921094791506,2.885615421777957,2.518116961598292,0.0
2024-12-03,57.242802374186866,14.22001625859638,0.0,9.766653228552022,6.291611793211911,3.7896591839479994,3.2837299445480554,2.886573870326484,2.5189533466302856,0.0
2024-12-04,57.239000021588126,14.219071694152774,0.0,9.766004478704978,6.2911938729588845,3.8491899472419515,3.2835118228179807,2.8332421373569163,2.5187860251783927,0.0
2024-12-05,57.2466052319952,14.220960948542027,0.0,9.760658682982811,6.292029768993013,3.849701379996446,3.283948095259449,2.8269752019172802,2.5191206903137835,0.0
2024-12-06,57.2466052319952,14.201030803699698,0.0,9.77394544621103,6.292029768993013,3.856344761610555,3.283948095259449,2.8269752019172802,2.5191206903137835,0.0
2024-12-09,57.239000021588126,14.185859198947828,0.0,9.772646977745968,6.2911938729588845,3.8824024424468973,3.2835118228179807,2.8265996383159275,2.5187860251783927,0.0
2024-12-10,57.2466052319952,14.18774404047148,0.0,9.760658682982811,6.292029768993013,3.8829182880669917,3.283948095259449,2.8269752019172802,2.5191206903137835,0.0
2024-12-11,57.24363420615918,14.18700771464171,0.0,9.766795154070708,6.291703220668812,3.8812636052508225,3.2837776625395416,2.8268284855080075,2.5189899511612235,0.0
2024-12-12,57.23222833213713,14.177539220354193,0.0,9.771490819699487,6.290449590019498,3.8937736844530364,3.283123365256451,2.8329069491830072,2.5184880388971935,0.0
2024-12-13,57.23227584718236,14.177550990757634,0.0,9.771498932136163,6.290454812444091,3.8936938956378437,3.2831260909541866,2.8329093011043933,2.5184901297833346,0.0
2024-12-16,57.23286979190449,14.171056334812516,0.0,9.778242126368312,6.290520093483161,3.8937343035878107,3.2831601625577522,2.831900921132923,2.518516266153035,0.0
2024-12-17,57.227287198165385,14.169674065311458,0.0,9.777288339611285,6.289906505203955,3.899995641752016,3.282839917400824,2.8316246925878654,2.5213836399672096,0.0
2024-12-20,57.227287198165385,14.169674065311458,0.0,9.764006060040055,6.289906505203955,3.9132779213232474,3.282839917400824,2.8316246925878654,2.5213836399672096,0.0
2025-01-02,57.219687119352415,14.161152001726467,0.0,9.756069091882493,6.289071173188299,3.9393192490698454,3.2824039393329443,2.8312486382283795,2.521048787219164,0.0
2025-01-03,57.19879730752876,14.155982036362882,0.0,9.76578300507172,6.286775153759192,3.9843459141022852,3.2679299293693025,2.8202582532126077,2.5201284005932565,0.0
2025-01-08,57.19879730752876,14.149344202785816,0.0,9.772420838648786,6.286775153759192,3.9843459141022852,3.2679299293693025,2.8202582532126077,2.5201284005932565,0.0
2025-01-09,57.19879730752876,14.129430702054616,0.0,9.779058672225853,6.286775153759192,3.9976215812564173,3.2679299293693025,2.8202582532126077,2.5201284005932565,0.0
2025-01-14,57.21398838485591,14.119904057830885,0.0,9.76837663940974,6.288444819766078,3.998683285023353,3.2687978388113463,2.82100726828327,2.5207977060194167,0.0
2025-01-20,57.21531798803932,14.117908279312735,0.0,9.768603647962074,6.288590957738402,3.9987762109349227,3.268873802821811,2.821072826031475,2.5208562871592615,0.0
2025-01-21,57.20392339419528,14.115096657592765,0.0,9.760019774218751,6.287338566904364,4.024533557048373,3.2682227972760867,2.8205110013281005,2.520354251436286,0.0
2025-01-27,57.19253333797931,14.112286155534786,0.0,9.75807642545347,6.286086674805419,4.043643539253716,3.2675720509779573,2.819949400358155,2.5198524156371893,0.0
2025-02-03,57.16640081997155,14.105837943669247,0.0,9.752871413816537,6.283214424467129,4.061698132217924,3.2660790259189123,2.8451971999232106,2.5187010400154906,0.0
2025-02-06,57.143655105727866,14.086962558506865,0.0,9.775516619825254,6.2807144210073895,4.086607776766024,3.2647794985889553,2.8440651356066167,2.5176988839710353,0.0
2025-02-07,57.000018190605296,14.296299741486692,0.0,9.757559540124962,6.264927148692902,4.076335634858326,3.2565731132104725,2.836916262442477,2.5113703685788713,0.0
2025-02-11,57.01133168841083,14.352065932530058,0.0,9.759496243514693,6.266170626182882,4.00436785230928,3.2572194855089274,2.8374793402611944,2.511868831282142,0.0
2025-02-12,57.0173438109984,14.346962651606884,0.0,9.75390865375072,6.266831424393407,4.014094973896818,3.2575629751672395,2.8311617901026263,2.5121337200839005,0.0
2025-02-13,57.036213603960796,14.3649486864662,0.0,9.763755659215917,6.268905421595039,3.962471703920414,3.2586410600935922,2.8320987582819814,2.512965106466068,0.0
2025-02-17,57.03432606263982,14.364473296665475,0.0,9.770051287015342,6.268697960102193,3.9689593178719402,3.2585332194908863,2.8220769131488024,2.512881943065539,0.0
2025-02-18,57.03055135476783,14.363522611452323,0.0,9.776022983732197,6.268283078307831,3.9686966398845764,3.2583175596971463,2.821890139381585,2.512715632776513,0.0
2025-02-20,57.03314641275472,14.364176194017936,0.0,9.776467821558963,6.268568303641973,3.968877227265695,3.258465822738731,2.817468249286638,2.512829968735341,0.0
2025-02-21,57.048721721507164,14.361478521296641,0.0,9.779137698891825,6.27028020089657,3.936031456913909,3.259355684414627,2.83147851302112,2.513516203058136,0.0
2025-02-25,57.048816143252836,14.361502291082035,0.0,9.785774312902968,6.270290578881991,3.9226316037739752,3.259361078997435,2.8381036279120577,2.513520363196707,0.0
2025-02-26,57.041735379564116,14.359719775496036,0.0,9.797798939373504,6.269512325294096,3.9213172851999656,3.2589565348344394,2.8377513692242893,2.5132083910135528,0.0
2025-02-27,57.04551156811488,14.360670395407013,0.0,9.791827513072521,6.269927369831296,3.9215768781688296,3.2591722792235682,2.8379392296419135,2.5133747665399753,0.0
2025-02-28,39.00063402961801,9.827094314799115,0.0,6.694435211830739,4.286597420571726,2.681087090644327,2.2282171166034623,1.9402302872050117,1.7183334280744966,0.0
2025-03-03,51.25551786945353,12.460923864269773,9.506654012170985,8.534570482456234,5.435478930336427,3.3996643402194158,2.8254174584693654,2.4602452274832114,2.178876210480706,1.9426516046603552
2025-03-04,51.25588556638242,12.461013256468439,9.50672221102312,8.534631707773748,5.435517923385231,3.3932323070731534,2.825437727454355,2.4660019182746145,2.1788918413068945,1.94266554085803
2025-03-05,51.25000304851588,12.459583135179802,9.505631146794288,8.527913825270547,5.434894101731485,3.392842873753426,2.825113458587884,2.48293404948351,2.1786417749965747,1.9424425856866083
2025-03-06,51.245022347035864,12.45837225790233,9.504707347607846,8.538560695252272,5.434365914736635,3.392513142309181,2.8248389015937887,2.480935538044829,2.1784300449737906,1.9422538105434688
2025-03-07,51.23914232225451,12.456942742717116,9.503616745785783,8.549055285848956,5.433742357466366,3.3921238740362005,2.8245147701565494,2.4806508672265424,2.1781800846447243,1.9420309498632584
2025-03-11,51.23326364670565,12.455513555548944,9.502526394213584,8.559547468353296,5.433118943277762,3.391734695084852,2.8241907130946204,2.480366261728919,2.17793018167164,1.9418081403207352
2025-03-12,51.23032481474829,12.454799084935967,9.501981312244268,8.564792656829836,5.432807289823695,3.3915401390951825,2.824028712446398,2.480223983468331,2.1778052516874227,1.941696754720607
2025-03-13,51.22738631992495,12.454084696284925,9.501436292805128,8.57003724359404,5.43249567212158,3.3913456054243936,2.8238667303824054,2.480081721529479,2.1776803360347996,1.9415853818983013
2025-03-14,51.2244481621776,12.453370389581712,9.500891335885402,8.575281228749445,5.432184090165265,3.3911510940686465,2.823704766899445,2.479939475909555,2.177555434711304,1.9414740218516198
2025-03-17,51.2244481621776,12.430428303651412,9.500891335885402,8.586752271714595,5.432184090165265,3.4140931799989462,2.823704766899445,2.4684684329444053,2.177555434711304,1.9414740218516198
2025-03-19,51.23032481474829,12.431854367007217,9.501981312244268,8.576265015794212,5.432807289823695,3.414484857023934,2.824028712446398,2.468751624503955,2.1778052516874227,1.941696754720607
2025-03-20,51.22738631992495,12.431141294430883,9.501436292805128,8.581508944521062,5.43249567212158,3.4142890072784358,2.8238667303824054,2.468610020602458,2.1776803360347996,1.9415853818983013
2025-03-21,51.06929789700755,12.918848378976081,9.472114728952564,8.491947951973263,5.415730915318494,3.37516171641695,2.815152238584072,2.3351925658337707,2.1709599843894516,1.9355936225478074
2025-03-24,51.037250367428435,12.91074141074659,9.466170690372572,8.599052990054878,5.412332380311194,3.3787582615590397,2.784419963105364,2.3072973161205987,2.169597641314849,1.9343789789864867
2025-03-25,51.063512868845876,12.917384957610084,9.471041746696802,8.660652867237822,5.415117432127,3.3919318902596993,2.717242734752584,2.257027077731224,2.1707140623743713,1.9353743623645443
2025-03-26,50.99645123933614,12.917550555742915,9.458603442768919,8.831998622464184,5.408005767092954,3.3931872645743115,2.6451542679521287,2.248352934668758,2.1678632670795706,1.93283263832012
2025-03-27,51.00810147547801,12.920501594701344,9.460764278689899,8.805459821914607,5.409241236281731,3.399673742131349,2.6457585584685157,2.2488665751669212,2.1683585195603015,1.9332741976073233
2025-03-28,51.0099223057331,12.92096281634132,9.461101998490022,8.805774149387888,5.409434329335877,3.4019369128978196,2.640141502446129,2.248946852695026,2.168435923201725,1.9333432094710972
2025-03-31,40.42178683887723,10.238957071622647,7.497259963496485,6.973432627390526,4.286597420571726,2.695796474816596,2.087601061372022,1.7821326946303742,1.7183334280744966,1.5320389360963238
2025-04-02,51.00409610645023,12.919487022987951,9.46002137999097,8.821900927477571,5.408816480082522,3.4015483539370055,2.6341291044496438,2.2486899847770183,2.1681882509989525,1.9331223888481397
2025-04-07,51.00409610645023,12.919487022987951,9.46002137999097,8.821900927477571,5.408816480082522,3.407259202943943,2.6284182554427065,2.2486899847770183,2.1681882509989525,1.9331223888481397
2025-04-08,51.001183505868454,12.918749252724544,9.459481163304893,8.827107673693584,5.4085076083794785,3.407064630627319,2.628268159016648,2.2485615728207664,2.168064436112633,1.933011997451679
2025-04-09,51.012835904548226,12.92170083946016,9.461642400324147,8.811988947613617,5.409743306898282,3.4078430532574373,2.628868647599872,2.243363481073324,2.168559780523025,1.9334536387019159
