date,KINGSTON SECURITIES LTD,FORTUNE ORIGIN SECURITIES LTD,VMS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,BANK OF CHINA (HONG KONG) LTD,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,CEPA ALLIANCE SECURITIES LTD
2024-03-01,0.0,0.0,0.0,75.58775394514295,0.0,24.412246054857047,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,59.30592345185172,0.0,19.141021562436862,0.0,21.553054985711423,0.0,0.0
2024-03-05,0.0,0.0,0.0,59.28251453287052,0.0,19.133466320112106,0.0,21.58401914701737,0.0,0.0
2024-03-11,0.0,0.0,0.0,59.25912408628624,0.0,19.165372934590252,0.0,21.575502979123502,0.0,0.0
2024-03-12,66.46595989248554,13.977223314934662,0.0,11.592340785719232,0.0,3.7466585947578532,0.0,4.2178174121027086,0.0,0.0
2024-03-18,66.46083358647189,13.976145296591897,0.0,11.599159384530061,0.0,3.746369627013816,0.0,4.217492105392339,0.0,0.0
2024-03-19,66.46512681394671,13.97704812563784,0.0,11.599908665378154,0.0,3.7401518486898153,0.0,4.217764546347479,0.0,0.0
2024-03-20,66.4657676417384,13.9771828862456,0.0,11.600020506643038,0.0,3.740187909604232,0.0,4.216841055768739,0.0,0.0
2024-03-25,66.4657676417384,13.9771828862456,0.0,11.607733758056451,0.0,3.740187909604232,0.0,4.209127804355325,0.0,0.0
2024-03-26,66.440144164944,13.971794488066452,0.0,11.618679371129211,0.0,3.738746015204923,0.0,4.230635960655406,0.0,0.0
2024-03-28,66.43534196233045,13.9784943464583,0.0,11.617839588899004,0.0,3.737993926229139,0.0,4.230330176083103,0.0,0.0
2024-04-03,66.43036137102071,13.977446392682358,0.0,11.616968611055203,0.0,3.7454228351230405,0.0,4.229800790118695,0.0,0.0
2024-04-05,66.42524055452425,13.976368934475166,0.0,11.623781659724548,0.0,3.7451341173945134,0.0,4.229474733881521,0.0,0.0
2024-04-10,66.42012052744816,13.975291642367942,0.0,11.630593658100562,0.0,3.744845444174446,0.0,4.229148727908877,0.0,0.0
2024-04-11,66.42012052744816,13.982999596503054,0.0,11.630593658100562,0.0,3.7371374900393364,0.0,4.229148727908877,0.0,0.0
2024-04-12,66.43036137102071,13.992864677821274,0.0,11.632386896194117,0.0,3.7145862648452126,0.0,4.229800790118695,0.0,0.0
2024-04-15,66.4201574848153,13.990715335323156,0.0,11.638308087999073,0.0,3.721723652602921,0.0,4.229095439259533,0.0,0.0
2024-04-17,66.40991978680222,13.996265641074073,0.0,11.644220982998704,0.0,3.7211500032126392,0.0,4.228443585912368,0.0,0.0
2024-04-18,66.39456915588381,13.99303040891626,0.0,11.641529425183,0.0,3.7434048274360943,0.0,4.227466182580832,0.0,0.0
2024-04-23,66.39741488275223,13.99363016192485,0.0,11.64202839088902,0.0,3.743565272903732,0.0,4.223361291530157,0.0,0.0
2024-04-24,66.37695665726386,13.989318475366586,0.0,11.669253054832136,0.0,3.74241181380267,0.0,4.222059998734743,0.0,0.0
2024-04-26,66.38328457381755,13.990652119516797,0.0,11.670365520110652,0.0,3.7332352860379885,0.0,4.222462500517019,0.0,0.0
2024-04-30,40.5956425620522,8.555760931388633,0.0,7.150959729002951,0.0,2.264156451117382,0.0,2.582179828900269,0.0,0.0
2024-05-03,66.38328457381755,13.990652119516797,0.0,11.701180237625142,0.0,3.7024205685234977,0.0,4.222462500517019,0.0,0.0
2024-05-06,62.047155765314784,13.076788485099646,0.0,10.922463007188774,6.524758336931378,3.4821814164671387,0.0,3.9466529889982747,0.0,0.0
2024-05-07,62.042688395053304,13.075846961587834,0.0,10.928876554027788,6.524288556955193,3.4819307008055884,0.0,3.946368831570299,0.0,0.0
2024-05-08,62.04296758684794,13.075905802835274,0.0,10.928925733918884,6.524317916221822,3.4819463694767294,0.0,3.945936590699347,0.0,0.0
2024-05-09,62.038528734936435,13.074970289726778,0.0,10.928098829345457,6.5310506122404925,3.4816972543086604,0.0,3.945654279442172,0.0,0.0
2024-05-10,62.029597121705336,13.073087901797578,0.0,10.933723964508655,6.5301103446479045,3.4883944390543995,0.0,3.94508622828612,0.0,0.0
2024-05-13,62.0117416082647,13.069324751502032,0.0,10.865809324162344,6.528230621444174,3.5809430781040734,0.0,3.9439506165226677,0.0,0.0
2024-05-14,62.007279335974644,13.068384302416488,0.0,10.893810839216371,6.527760859720834,3.559097846943704,0.0,3.943666815727963,0.0,0.0
2024-05-22,62.010207629726274,13.06900145686201,0.0,10.894325299430617,6.528069133225856,3.5570171158263753,0.0,3.9413793649288626,0.0,0.0
2024-05-23,62.01048652927022,13.069060236515961,0.0,10.894374298175721,6.528098494125836,3.5570331140061797,0.0,3.940947327906082,0.0,0.0
2024-05-27,62.00602443759905,13.068119825496868,0.0,10.879198961168663,6.534824456403221,3.5567771603970337,0.0,3.9550551589351675,0.0,0.0
2024-05-29,62.023876658340484,13.071882281837462,0.0,10.853540096127253,6.5367059046941,3.5578011959092506,0.0,3.9561938630914533,0.0,0.0
2024-05-30,62.01941263950225,13.070941464657029,0.0,10.852758938772036,6.536235441061855,3.5647423904210678,0.0,3.9559091255857695,0.0,0.0
2024-05-31,40.5956425620522,8.555760931388633,0.0,7.113241783428957,4.278381016103964,2.342772309573716,0.0,2.5893936436275355,0.0,0.0
2024-06-03,62.00267829023905,13.067414606043585,0.0,10.864221233214453,6.534471805418077,3.5763723402070653,0.0,3.9548417248777716,0.0,0.0
2024-06-04,61.9982173221724,13.06647443183049,0.0,10.863439574335727,6.534001663307119,3.5833098263886685,0.0,3.954557181965597,0.0,0.0
2024-06-05,61.993756995974934,13.065534392894953,0.0,10.862658027926479,6.5335315888428545,3.5902463143657206,0.0,3.954272679995058,0.0,0.0
2024-06-07,61.984838268633524,13.063654720739779,0.0,10.868288518782826,6.532591642796009,3.596923050204317,0.0,3.953703798843545,0.0,0.0
2024-06-11,61.968401090775984,13.060190492678334,0.0,10.886980475854353,6.530859326092401,3.6009132613810064,0.0,3.952655353217923,0.0,0.0
2024-06-12,61.961884353019705,13.058817053393316,0.0,10.889161220719771,6.5301725260975285,3.607725163763103,0.0,3.9522396830065816,0.0,0.0
2024-06-17,61.95753644621904,13.057900707480535,0.0,10.895587199034034,6.529714299530791,3.6074720072792705,0.0,3.951789340456322,0.0,0.0
2024-06-18,61.94413055312561,13.055075339802121,0.0,10.900489878924528,6.528301450394896,3.6066914503552696,0.0,3.965311327397573,0.0,0.0
2024-06-19,59.80607132467296,12.604467282845548,0.0,10.531189745095366,6.302971059323109,3.4822031433800054,3.430771715033372,3.8423257296496365,0.0,0.0
2024-06-20,59.78117699430939,12.599220662132197,0.0,10.547618672456416,6.300347442015579,3.501566217681403,3.4293436532566264,3.840726358148387,0.0,0.0
2024-06-21,58.24437078196851,12.27533007386122,0.0,10.276469011037461,6.138383198827172,3.4115507816057966,3.3411848565323967,3.7417808430373234,2.5709304531301207,0.0
2024-06-24,58.24043421155063,12.274500419414107,0.0,10.275774453892005,6.137968323065108,3.4180789186050906,3.3409590354051306,3.7415279467732017,2.57075669129473,0.0
2024-06-25,58.23649817321985,12.273670877107357,0.0,10.281838247813354,6.1375535033797854,3.4178479160409205,3.3407332448010094,3.7412750846918392,2.5705829529458835,0.0
2024-06-26,58.23649817321985,12.26691261992047,0.0,10.268321733439578,6.1375535033797854,3.424606173227809,3.3407332448010094,3.754791599065615,2.5705829529458835,0.0
2024-06-27,58.23649817321985,12.26691261992047,0.0,10.26156347625269,6.1375535033797854,3.438122687601585,3.3407332448010094,3.7480333418787275,2.5705829529458835,0.0
2024-06-28,58.224693249671574,12.264426035558532,0.0,10.266240276675614,6.136309380670599,3.4509395318685776,3.3400560560656434,3.747273590718456,2.570061878770995,0.0
2024-07-02,58.161814398189634,12.251181259499441,0.0,10.24165422973809,6.237676012808816,3.447212743418752,3.336449014500132,3.7567259614092094,2.567286380435921,0.0
2024-07-03,58.17359383583934,12.253662475521926,0.0,10.216724629893221,6.245690278562934,3.4479109029929766,3.337124741238447,3.757486806298375,2.5678063296527776,0.0
2024-07-22,58.171523499528476,12.253226380711697,0.0,10.216361027533718,6.245468001091018,3.4477881955123415,3.337005976519437,3.7609119749457944,2.5677149441575207,0.0
2024-07-31,40.5956425620522,8.551049868709603,0.0,7.1296008013611845,4.358469081647495,2.4061296248955024,2.3287666146703736,2.624594115082422,1.791908339397428,0.0
2024-08-05,58.06955699082551,12.231748196211365,0.0,10.27931978885055,6.234520573054471,3.5159474003154805,3.3311566738284157,3.774536276338717,2.563214100575484,0.0
2024-08-06,58.061731565445704,12.243575803322528,0.0,10.277934552693582,6.233680412081124,3.5154735929464174,3.330707768768168,3.774027621657943,2.5628686830845306,0.0
2024-08-07,57.98749508125787,12.22792143000262,0.0,10.18404107702746,6.3737560986934785,3.571543030645004,3.3264491972797905,3.769202230917678,2.559591854176098,0.0
2024-08-08,57.98749508125787,12.22792143000262,0.0,10.150394273246704,6.3737560986934785,3.6051898344257607,3.3264491972797905,3.769202230917678,2.559591854176098,0.0
2024-08-09,57.979691756010745,12.226275929573932,0.0,10.149028343785709,6.372898388047169,3.6181615976447716,3.3260015599923367,3.7686950127512637,2.5592474121940803,0.0
2024-08-12,57.975673618968116,12.22542861820131,0.0,10.148324990844364,6.372456730316567,3.6246388389280813,3.325771059800506,3.768636092966694,2.559070049974366,0.0
2024-08-13,57.99518316637883,12.22954262955046,0.0,10.064246742245247,6.374601142600931,3.6325888286861687,3.3268902238242783,3.817016057302484,2.5599312094116056,0.0
2024-08-14,57.9834758626002,12.227073890547999,0.0,10.062215104659478,6.373314322076029,3.63858442382671,3.3262186350411773,3.8297033170349564,2.559414444213452,0.0
2024-08-15,57.96787347478987,12.223783788570012,0.0,10.052780446432903,6.371599369320767,3.6443324250466964,3.3387777723919063,3.8421269750418174,2.5587257484060353,0.0
2024-08-16,57.99128020653386,12.228719605788841,0.0,9.942433038311098,6.374172144692332,3.645803962751045,3.340125930793908,3.924435979982395,2.5530291311465194,0.0
2024-08-19,57.96080640686358,12.215567280395199,0.0,9.923755868565127,6.370822585167015,3.717877030962181,3.3383707302167527,3.9211125562815377,2.5516875415486027,0.0
2024-08-20,57.97250455723799,12.218032731651201,0.0,9.90557590326902,6.37210839958593,3.718627405004192,3.339044509020544,3.921903949071975,2.552202545159146,0.0
2024-08-21,57.968604649143664,12.217210803995826,0.0,9.904909538482139,6.3716797371136895,3.7183772466709044,3.3388198858684563,3.9283672845331323,2.552030854192191,0.0
2024-08-22,57.964705265720816,12.216388986917929,0.0,9.904243263344194,6.371251132311263,3.7181271219924974,3.338595292935892,3.9348297504538445,2.551859186323564,0.0
2024-08-23,57.95690807246613,12.214745684405326,0.0,9.909636793122973,6.370394095669309,3.7176269735731653,3.3381461977049423,3.9410262631955106,2.5515159198626494,0.0
2024-08-27,57.96080640686358,12.215567280395199,0.0,9.903577077837092,6.370822585167015,3.717877030962181,3.3383707302167527,3.9412913470095736,2.5516875415486027,0.0
2024-08-30,57.963243132182505,12.216080834017419,0.0,9.899789341804958,6.371090420375977,3.718033333913358,3.338511078375906,3.941457042502957,2.5517948168269147,0.0
2024-09-03,57.885369408070844,12.19966850687374,0.0,9.88648895655548,6.362530848639189,3.713038149268102,3.334025782581323,4.070511872229817,2.5483664757815045,0.0
2024-09-04,57.881481214229645,12.198849048063368,0.0,9.885824875357327,6.3621034737513185,3.712788742341761,3.3338018341355102,4.076955511593997,2.5481953005270737,0.0
2024-09-09,57.87759354269784,12.198029699332649,0.0,9.885160883366622,6.36167615627363,3.7125393689187867,3.3335779157731706,4.083398285370331,2.5480241482669803,0.0
2024-09-11,57.87370639337017,12.197210460659402,0.0,9.884496980565388,6.361248896194555,3.719006184744125,3.333354027488243,4.0831240379815235,2.5478530189965922,0.0
2024-09-12,57.86981976614145,12.196391332021458,0.0,9.88383316693566,6.3608216935025315,3.7187564272704434,3.333130169274668,4.089565532142514,2.5476819127112766,0.0
2024-09-16,57.865933660906485,12.195572313396646,0.0,9.883169442459469,6.360394548185997,3.7252219570783565,3.332906341126387,4.089290907440254,2.5475108294064035,0.0
2024-09-20,57.86531302537312,12.195441510952987,0.0,9.883063441471492,6.360326330383,3.725182002566782,3.3328705943584045,4.089247048141996,2.5485560467522115,0.0
2024-09-23,57.84977415555019,12.192166606382976,0.0,9.880409491665649,6.3586183592736765,3.730895038755212,3.331975601493167,4.1082890769768206,2.547871669902309,0.0
2024-09-24,57.850445068061596,12.192308004983692,0.0,9.87842612457605,6.358692103323239,3.7309383077946636,3.332014244066131,4.108336722842036,2.548839424352591,0.0
2024-09-25,57.84656156442401,12.191489534660219,0.0,9.877762985273607,6.358265243963998,3.7374008553313196,3.3317905657621503,4.108060929966307,2.5486683206183938,0.0
2024-09-27,57.84267858215105,12.190671174217286,0.0,9.84353715989175,6.357838441911095,3.7774253103704516,3.3315669174872284,4.1077851741160725,2.5484972398550614,0.0
2024-09-30,40.5956425620522,8.555760931388633,0.0,6.917897422222217,4.462112460586183,2.660527009563189,2.338188740028436,2.88296086449861,1.7886080927700578,0.0
2024-10-02,57.832827853911226,12.188595077609351,0.0,9.861995020656728,6.356755688826018,3.7736779790135198,3.3309995447250844,4.107085609773452,2.548063225484615,0.0
2024-10-03,57.83294914789272,12.18862064100095,0.0,9.861805972361614,6.356769020980704,3.773685893626101,3.3310065308990637,4.107094223648726,2.54806856959012,0.0
2024-10-04,39.00063402961801,8.21960387546391,0.0,6.650476782977459,4.286795431512507,2.5447989888328038,2.2463209740462546,2.742533138605414,1.7183334280744966,0.0
2024-10-07,56.618547772437424,14.071512051933205,0.0,9.654723488867937,6.223286825168944,3.694371302042439,3.26106060954496,3.9819348305304687,2.4945631194746234,0.0
2024-10-08,56.612851912212214,14.070096449291341,0.0,9.65375221783275,6.22266075874209,3.7040597066650567,3.26073254487095,3.9815342454728704,2.4943121649127256,0.0
2024-10-09,57.404846752794704,14.266932387032414,0.0,9.788804978655353,6.30971369900486,3.762540006903234,3.306349101268105,2.631606317499614,2.5292067568417167,0.0
2024-10-10,57.39736670543852,14.26507335707381,0.0,9.787529463974229,6.308600108405778,3.788693244121984,3.30591827270131,2.6179416557109114,2.528877192573455,0.0
