date,UOB KAY HIAN (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,74.22444315963136,5.945015174650763,12.06199474611531,0.2728176753321102,1.7388990738279118,3.863259051603902,1.8935711188386444,0.0,0.0,0.0
2024-03-04,72.99236430599031,5.869540214446179,11.842619538063033,0.2682890743164947,1.7369415543466578,3.8359620246268245,1.869945535328859,0.0,0.0,1.5843377528816422
2024-03-05,71.70480220110456,5.786259203807718,11.633719493725954,0.2646465392324842,1.7271032699318696,3.7964006789988334,1.8367786239849062,1.69589778202426,0.0,1.5543922071894196
2024-03-06,71.66782641756745,5.831846147653404,11.630807771636361,0.26341997023451585,1.7421002806376569,3.773687413957981,1.8417888620325156,1.693661467857763,0.0,1.5548616684223577
2024-03-07,71.66060497009065,5.862395113168436,11.629454264918499,0.26339342731317333,1.7341178979073495,3.7568202018142864,1.842204223743297,1.6936723643754998,0.0,1.5573375366688138
2024-03-08,71.61516278522562,5.911476448496209,11.624278562777373,0.26139038916727647,1.7317481649633852,3.7597903487556463,1.8467513660892994,1.6925983548452306,0.0,1.5568035796799484
2024-03-11,71.55725205844085,5.9484841637424655,11.61517527228576,0.2619702345840201,1.742403769950439,3.76200752739096,1.8416321599200263,1.6879663879489606,0.027201150935736544,1.5559072748007894
2024-03-12,71.53442720505075,5.974587537926357,11.606190997878398,0.2619102064149313,1.7431166334943788,3.7602638429037465,1.8396854671630598,1.6805410480343226,0.027192474494645104,1.5720845866394182
2024-03-13,71.51686457975609,5.988884259012698,11.61876595366209,0.2618226573579068,1.7427792710287608,3.7414019001253234,1.8508308882497406,1.6801284535134453,0.02718579839113742,1.5713362389028096
2024-03-14,70.37587942696794,5.91143458377819,11.433814281626919,0.2576011501694505,1.7112305544590078,3.6969708751519406,1.7919255546616188,1.6536801636937386,1.6180761376335167,1.549387271857686
2024-03-15,70.43077639148675,5.940848799198208,11.43916444316584,0.25708839163622704,1.7191676380036682,3.5920500792060834,1.7954646171835411,1.6547916843112802,1.6193383238973285,1.551309631911086
2024-03-18,70.41789698167119,5.941903291451367,11.437426938701096,0.25713306173221745,1.727059939436278,3.5962993814526043,1.7969203480348424,1.6514561756591284,1.619042201619937,1.5548616802413346
2024-03-19,70.2745317797153,5.927580516352459,11.439423337235416,0.2600813949226937,1.683395121560463,3.8018465222513176,1.8010771528168392,1.648539050187558,1.6157459612867335,1.5477791636712144
2024-03-20,70.23545390409964,5.940922089189113,11.434040856674898,0.25415218965983566,1.698207058487002,3.830680111756989,1.7911943624856856,1.6490458903858956,1.614847486147837,1.5514560511131017
2024-03-21,70.1000842579417,5.936575774461888,11.414400851083302,0.24469350019518427,1.7174004977800983,3.973005149500184,1.8071498941844195,1.6467555746256273,1.6064070525792038,1.5535274476483802
2024-03-22,70.08639225574639,5.9904617567184415,11.410484502757338,0.2178332118378261,1.7442326808129252,3.9437454625029997,1.7984354083164809,1.6523823964172735,1.6060932879222376,1.5499390369680854
2024-03-25,70.05235876961514,6.046951359856712,11.388960084796928,0.22653944563406753,1.8611668340903738,3.824405916147607,1.784029173776551,1.6560963058554197,1.6057614085696406,1.5537307016575534
2024-03-26,70.00723767518413,6.089956729596785,11.361723605862393,0.22708956972904362,1.961013230539507,3.7701421565468047,1.7869429248085964,1.6571495318371563,1.606406718735728,1.532337857159855
2024-03-27,69.92927935947539,6.1657080661503,11.313147620949495,0.23985422622556782,2.072268038606026,3.6903818838441933,1.7764915061516597,1.6541529605804646,1.63056438512439,1.5281519528925103
2024-03-28,69.85871990212543,6.195619076583132,11.2959446128733,0.25577426520176494,2.123213797214316,3.670613038886873,1.7982561776928097,1.6523231256562652,1.6290222719784568,1.52051373178765
2024-04-02,69.77318612624923,6.2625716543284025,11.273081709570453,0.226649487651086,2.2656028616556174,3.6599152139959616,1.7828064174824445,1.6465783947810886,1.6055454463538028,1.5040626879319066
