date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCI SECURITIES LTD,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,23.711227202702524,8.03951487605829,10.323126212175389,8.605423715990131,1.5140415031355985,0.8418659243528614,2.5857522707338036,2.8494443663817126,1.6621803908207258,1.7177886318003517,61.850365094151385
2024-03-04,23.715657722732477,8.040215061372999,10.34554212399569,8.602447863865443,1.5241953518680191,0.8452218574084921,2.5863546176925065,2.8535195877556,1.6632129856070734,1.717829505343978,61.89419667764228
2024-03-05,23.69644010116376,8.037332400927777,10.356083195772992,8.624038302203624,1.5274652353581208,0.8595491100690686,2.589178420234906,2.849238019523574,1.6632718435098952,1.7154646911841103,61.918061319947824
2024-03-06,23.697751840740683,8.040133486384876,10.365806796677768,8.607711429739286,1.5331875314657983,0.8768450727403954,2.5993340760082027,2.8505287630065093,1.6658945482176533,1.7086554169646704,61.945848961945835
2024-03-07,23.634503344887303,8.03759502420177,10.355179675334938,8.647120667908949,1.5603791941729588,0.8893652845248633,2.6094018751750943,2.85044271344098,1.6674864651799397,1.7312171827985434,61.98269142762533
2024-03-08,23.60653207311645,8.040864907691873,10.354676285376593,8.665458088471873,1.5695864976845608,0.8960771506361244,2.6103053956131483,2.8540919894654992,1.6674864651799397,1.7291645564624152,61.99424340969848
2024-03-11,23.604834917535523,8.04103700682293,10.353345528845686,8.678533664152264,1.5816334368586191,0.8901827553973887,2.6141346012791886,2.850779081192633,1.6683469608352295,1.727736305773765,62.01056425869322
2024-03-12,23.62907138001372,8.047217086619222,10.367122322435575,8.637289160849,1.5868824603558873,0.8903118297456821,2.6134260691566227,2.8522419238066257,1.666333831249679,1.727805661723581,62.0177017259556
2024-03-13,23.624342526140076,8.046872888357107,10.368275386613664,8.62515178358157,1.5984991517023008,0.8908711519216206,2.6144586639429708,2.8472940737887087,1.664957038201215,1.7249852151142375,62.00570787936347
2024-03-14,23.611650387323678,8.043569875784277,10.364962478340797,8.62888513003161,1.6230232778780627,0.8815347740617253,2.609691690111796,2.848713891619937,1.6646243705808799,1.7496434065130932,62.02629928224586
2024-03-15,23.5642073896171,8.044441902081347,10.363413586161276,8.622398885881166,1.625561740061168,0.9465882456016407,2.6267299343343633,2.8503058085822235,1.6650111633779325,1.7267774554650752,62.03543611116329
2024-03-18,23.546179489341384,8.045806303992375,10.372018542714175,8.596569043598068,1.6266803844130446,0.9454265764669993,2.626256661723954,2.849574387275227,1.6650541881606973,1.7214347239909458,61.995000301676875
2024-03-19,23.395175839520665,8.04604294029758,10.384624804064172,8.653968234185049,1.659336194531296,0.9442649073323581,2.6225135056234428,2.8469929003093575,1.6649681385951682,1.7206703457003518,61.938557810159445
2024-03-20,23.418052890962638,8.045579563387207,10.375804723597449,8.752784715602878,1.6613153345384626,0.9431892877632457,2.6200180682231022,2.848197594226763,1.6649681385951682,1.730286814896044,62.06019713179296
2024-03-21,23.44438035788319,8.045859396574306,10.361219322240286,8.772622582439931,1.6779659254683221,0.9437486099391842,2.613478645441161,2.851123279454749,1.6649677943969061,1.72188519346649,62.09725110730453
2024-03-22,23.450399008694546,8.039448617892832,10.357775618627816,8.766124979746836,1.6858394607142244,0.9440067586357711,2.613131349394686,2.8510803407215497,1.665229040877852,1.7236560935250766,62.096691268831194
2024-03-25,23.447712455209167,8.03944500381108,10.329234612683596,8.746746359441012,1.688420947680094,0.9194826324600093,2.6144651176603855,2.85490954638759,1.6651429913123232,1.7271073694993133,62.032667036144574
2024-03-26,23.455397886104826,8.051933463305867,10.329492761380182,8.692995584382894,1.7087716699277,0.9629376630521486,2.6178219112116716,2.847423234186568,1.683083465229462,1.7247077052654065,62.074565344046725
2024-03-27,23.41564496597044,8.049515470514503,10.401688346859004,8.645484865668243,1.7107077851521022,0.9668098935009531,2.618382093883265,2.847681382883155,1.7033472774158835,1.732452424311712,62.091714506159256
2024-03-28,23.393952730996237,8.050739525584152,10.329492761380182,8.624096557759488,1.710062413410635,0.9640993321867899,2.61883677978752,2.847939531579742,1.7197152815725456,1.7437841194970938,62.00271903375438
2024-04-02,23.394569964529776,8.042220618596781,10.329535786162946,8.620292392517017,1.7131171729869137,0.9652610013214314,2.626366977266962,2.855038620735883,1.7367522350516302,1.7259973301039895,62.00915209927334
2024-04-03,23.397043287191774,8.05263261602579,10.371700073272152,8.583091702496223,1.7178929238737726,0.9701658265565837,2.6272274729222516,2.8472941598382744,1.7539191233746636,1.7237152095765953,62.04468239512808
2024-04-05,23.388862985244764,8.052030269067087,10.374109461106963,8.573062281435556,1.7067064803550043,0.9657342739318407,2.6250533445995967,2.8467778624451006,1.7711089008821272,1.721488763118098,62.02493462218614
2024-04-08,23.411279757560717,8.050696500801388,10.374281560238021,8.533407285706742,1.7084274716655838,0.9727473135224534,2.6256556915582996,2.846820887227865,1.7883188139879251,1.7232599213253812,62.034895203594374
2024-04-09,23.40053001558701,8.050696500801388,10.36967790848222,8.58962191797465,1.7084274716655838,0.9727473135224534,2.630775640707274,2.846820887227865,1.805528727093723,1.7292479384914123,62.10407432155358
2024-04-10,23.4214037470939,8.049836005146098,10.367440619778465,8.591541683781601,1.7071797529654136,0.9705100248186996,2.627024826195431,2.8481116307107994,1.8224881499142656,1.7311763953044828,62.13671283570916
