date,SILVERBRICKS SECURITIES CO LTD,EMPEROR SECURITIES LTD,GREAT BAY SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,0.0,0.0,78.26442438782577,0.0,7.690409492807515,14.045166119366717,0.0
2024-03-04,0.0,0.0,0.0,0.0,56.91279892292338,33.57759786367609,0.0,3.3301381412712425,6.17946507212929,0.0
2024-03-05,0.0,0.0,0.0,0.0,40.0824354805755,35.42106053656022,0.0,2.345343221823958,4.352061658284182,17.799099102756138
2024-03-06,0.0,0.0,0.0,0.0,40.262018156717865,35.464825254122246,0.0,2.3265645977871077,4.270733164528152,17.67585882684463
2024-03-07,0.0,0.0,0.0,0.0,40.266382313369434,35.46866942438781,0.0,2.3268167831675135,4.260356697184062,17.677774781891177
2024-03-08,0.0,0.0,0.0,0.0,40.25748564166417,35.46751608580723,0.0,2.337580158060246,4.260218162702063,17.67719995176629
2024-03-11,0.0,0.0,0.0,48.430593247650464,20.760546518818508,18.290387635244933,0.0,1.2054762198723035,2.196969232861299,9.116027145552492
2024-03-14,0.0,0.0,0.0,48.430669046271355,20.76042250131446,18.290416261492627,0.0,1.205478106560631,2.196972671333282,9.116041413027641
2024-03-15,0.0,0.0,0.0,48.42254911437463,20.779296582291927,18.28734967295832,0.0,1.2052759949581893,2.1910156265368923,9.114513008880039
2024-03-22,0.0,0.0,0.0,48.4118890724012,20.791149254097615,18.28332378174313,0.0,1.205010657983354,2.1961207506356417,9.112506483139056
2024-03-25,0.0,0.0,0.0,48.38755631961641,20.708098645460925,18.274134229214,0.0,1.2044049962955836,2.3178794484661687,9.107926360946914
2024-04-03,0.0,0.0,0.0,48.38744102418775,20.70814490463681,18.274175051232664,0.0,1.2044076867783515,2.317884626304797,9.107946706859627
2024-04-10,0.0,0.0,0.0,48.35449565614128,20.689580735159474,18.261732785015123,0.0,1.2035876464191377,2.3888577625186382,9.101745414746345
2024-04-11,0.0,0.0,0.0,48.3464012072659,20.686117339435015,18.25867580633303,0.0,1.2033861681793425,2.4051976785861675,9.100221800200547
2024-04-16,0.0,0.0,0.0,48.294660838351795,20.663979035118334,18.23913535247272,0.0,1.3035444434203216,2.4081975972827236,9.090482733354104
2024-04-17,0.0,0.0,0.0,48.288896121975135,20.66628289735543,18.241168864755345,0.0,1.3036897778117504,2.408466091336769,9.091496246765569
2024-04-19,0.0,0.0,0.0,48.291588177706096,20.66743502113086,18.24218579094595,0.0,1.298187561176121,2.408600360816188,9.09200308822478
2024-04-22,0.0,0.0,0.0,47.12255822292031,20.16712323723628,17.80058379699396,0.0,3.6875348509780554,2.350293602286307,8.871906289585088
2024-04-24,0.0,0.0,0.0,45.66211803010397,20.73475022101583,18.301661034965292,0.0,3.763371692559309,2.4164531530115023,9.121645868344098
2024-04-26,0.0,0.0,0.0,45.824098034142494,20.80830385955541,18.36658362849021,0.0,3.421985657167433,2.42502518401597,9.154003636628484
2024-04-29,0.0,0.0,0.0,45.82486966709884,20.801357341855883,18.36689290378053,0.0,3.4220432800563167,2.4306790261190283,9.154157781089403
2024-05-02,0.0,0.0,0.0,45.86606111101798,20.82005544074004,18.383402690813448,0.0,3.425119315075801,2.444100040346606,9.061261402006132
2024-05-07,0.0,0.0,0.0,45.87121524894612,20.822395066921445,18.385468501366216,0.0,3.414266840645092,2.4443746928546477,9.062279649266472
2024-05-09,0.0,0.0,0.0,45.876370545383324,20.82473521898674,18.387534776256622,0.0,3.414650557483281,2.4446494070970513,9.052059494792985
2024-05-10,0.0,0.0,0.0,45.875329082110625,20.824262465875798,18.387117351296514,0.0,3.4145730397306244,2.4468640616891513,9.051853999297286
2024-05-14,0.0,0.0,0.0,45.823830540783455,20.907530365230535,18.366476415487455,0.0,3.4107399221417243,2.4497301507017806,9.041692605655053
2024-05-16,0.0,0.0,0.0,45.7904184460357,20.8922857997444,18.353084640008742,0.0,3.408253007274642,2.520858182130153,9.035099924806357
2024-05-20,73.56045854984096,0.0,0.0,12.106097659986887,5.523514761721069,4.8521992712470325,0.0,0.9010759271535538,0.6679488177486241,2.388705012301879
2024-05-21,73.5582770254841,0.0,0.0,12.105738639020563,5.52483376567737,4.852055373409754,0.0,0.9010492046572396,0.6694118193849544,2.3886341723660167
2024-05-22,73.5680949041839,0.0,0.0,12.107354401084812,5.510741085624775,4.852702980899042,0.0,0.9011694683740039,0.6709841746633642,2.388952985170106
2024-05-24,73.49780803821415,0.0,0.0,12.066088619934789,5.575652463147355,4.849826471930586,0.0,0.8991444134400286,0.7461750337052877,2.365304959627798
2024-05-27,73.53159287006243,0.0,0.0,12.073117864988806,5.579698241074501,4.852055797895822,0.0,0.8995577243077431,0.697585279273252,2.366392222397449
2024-05-28,73.53159287006243,0.0,0.0,12.073117864988806,5.576732619882475,4.852055797895822,0.0,0.8995577243077431,0.7005509004652786,2.366392222397449
2024-05-29,73.5348640183287,0.0,0.0,12.073654953293726,5.585877967429699,4.852271647890249,0.0,0.8995977422996759,0.687236176333686,2.3664974944242543
2024-05-30,73.53595446576122,0.0,0.0,12.073833993347998,5.585960800333101,4.852343602156173,0.0,0.8996110824215552,0.6857634687986616,2.3665325871812923
2024-06-03,73.54140282556556,0.0,0.0,12.077694573837547,5.571550518151649,4.85270311763443,0.0,0.8996777355968164,0.6902633030285753,2.366707926185421
2024-06-04,73.43752244741079,0.0,0.0,12.053229745440563,5.627211658394039,4.845848466845018,0.0,0.8983820229515931,0.7744408089841851,2.3633648499738182
2024-06-05,73.38752937562401,0.0,0.0,12.045024430775191,5.623380897401266,4.842549623934785,0.0,0.8977704435373022,0.841989254770472,2.361755973956961
2024-06-06,73.35821730440794,0.0,0.0,12.04021346879135,5.635927979088803,4.8406154375593635,0.0,0.8974118606636103,0.8668012960101588,2.3608126534787734
2024-06-07,73.35711005074056,0.0,0.0,12.040045332837439,5.635849275988613,4.8405478406271145,0.0,0.8973993287263955,0.8682684852464497,2.36077968583343
2024-06-11,73.34083615508496,0.0,0.0,12.037374311019652,5.652346578411824,4.839473990111196,0.0,0.8972002453242959,0.87251276098423,2.360255959063843
2024-06-12,73.33866684786811,0.0,0.0,12.037018264315881,5.652179390841194,4.8393308460402675,0.0,0.8971737075444017,0.8754447970057607,2.3601861463843856
2024-06-13,73.34441579257496,0.0,0.0,12.037961834132613,5.640790157741104,4.839710196342746,0.0,0.8972440360935668,0.8799505354173502,2.359927447697651
2024-06-14,73.34550060019721,0.0,0.0,12.038139882762666,5.640873588389401,4.839781778540978,0.0,0.8972573068676107,0.8784844908110369,2.3599623524310993
2024-06-17,73.34604301604213,0.0,0.0,12.03822890905279,5.640175769370377,4.839817570434156,0.0,0.8972639424018458,0.8784909875136762,2.3599798051850227
2024-06-18,73.37860265481957,0.0,0.0,12.04801207857451,5.642679545690686,4.841966053233802,0.0,0.8976622541396205,0.8300499705181388,2.3610274430236733
2024-06-19,73.38837618419115,0.0,0.0,12.049616791606086,5.643431112118486,4.842610970085926,0.0,0.8977818166290816,0.8168412095943304,2.361341915774947
2024-06-20,73.3829461242511,0.0,0.0,12.054644490445538,5.644493365211522,4.8422526617379145,0.0,0.8977153890920403,0.8167807709123454,2.3611671983495413
2024-06-21,73.3829461242511,0.0,0.0,12.054644490445538,5.648932809348898,4.8422526617379145,0.0,0.8977153890920403,0.8123413267749682,2.3611671983495413
2024-06-24,73.36991725828982,0.0,0.0,12.052504233675101,5.662725382353479,4.8413929379981,0.0,0.8975560031026028,0.815156202582902,2.360747981998001
2024-06-25,73.3590634035614,0.0,0.0,12.050721266827729,5.676681007662003,4.84067673471485,0.0,0.8974232246719825,0.8150356138275318,2.3603987487344993
2024-06-26,73.34821275965132,0.0,0.0,12.04893882742271,5.690632504577559,4.839960743300902,0.0,0.8972904855202573,0.8149150607450719,2.3600496187821793
2024-07-04,73.32706323374882,0.0,0.0,12.045464586752889,5.6889916441526225,4.838565169076852,0.0,0.897031757084327,0.8442538407329654,2.3586297684515234
2024-07-05,73.31622205345629,0.0,0.0,12.043683701939923,5.702935236055353,4.837849802129891,0.0,0.8968991337038477,0.8441290204047479,2.358281052309959
2024-07-08,73.2967160050693,0.0,0.0,12.040479435947109,5.7309794658508,4.836562674538122,0.0,0.8966605104168006,0.8409482851465514,2.3576536230313074
2024-07-09,73.29129950016633,0.0,0.0,12.039589664625096,5.737945789033508,4.8362052606338155,0.0,0.8965942487025563,0.8408861404727117,2.357479396365985
2024-07-12,73.28588379574552,0.0,0.0,12.038700024798594,5.747866797468277,4.8358478995501875,0.0,0.8965279967808483,0.8408240049829686,2.3543494806735987
2024-07-16,73.28534226932312,0.0,0.0,12.037872144813372,5.747824325145069,4.835812166346511,0.0,0.8965213721271834,0.8422956384064496,2.3543320838382833
