date,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),AGRICULTURAL BANK OF CHINA LTD,PRUDENTIAL BROKERAGE LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,BNP PARIBAS,CHINA RENAISSANCE BROKING SERVICES (HONG
2025-03-10,29.383934641513715,42.289246698009386,0.0,3.256920266184185,11.942040976008679,6.223974628677978,5.266440070419827,0.0,0.11399220931644646,1.523450509869782
2025-03-11,47.355387590008974,32.193191940036556,0.0,2.3514340455670295,8.621924833745776,4.493590461078593,3.8022688516818866,0.0,0.08230019159484604,1.0999020862863427
2025-03-12,45.83147902065883,31.548274849562986,2.9540008699856246,2.3176164123381624,8.523497337251683,4.487233916365863,3.2823213382361938,0.22083606737424816,0.08136065640103879,0.7533795318253675
2025-03-13,44.60599619366141,31.71298001136625,4.234618147129451,2.3251473996526317,8.55119404753559,4.508034025605354,3.292987089578251,0.32261322997520636,0.08162503409011246,0.364804821405747
2025-03-14,43.77739817871032,31.13916324943018,3.6945349399744933,2.2834678515515945,8.397909183238896,4.442493957933377,3.233958481836361,0.6771768586848093,2.0855795195577533,0.2683177790822191
2025-03-17,46.63869080005271,29.601211797365938,2.9687171331939757,2.174580214411428,7.997453145612073,4.22338230207823,3.169899610442603,0.9844137781053406,1.9861282284882251,0.25552299024947606
2025-03-18,46.48394979252395,29.65517831747298,2.702974079041075,2.177207861288318,8.007116841916249,4.230669371383385,3.2319635252825587,1.2651244610227672,1.989983999451207,0.2558317506175016
2025-03-19,46.622463598124305,29.76425189105365,2.639438422166176,2.183661353679635,8.030850849373449,4.257081027517871,3.181677091051772,1.0666430082667826,1.9973426936647714,0.25659006510158133
2025-03-20,45.16020906626684,28.85584163780938,2.5460795262078126,5.060946047081669,7.785556886020721,4.1327151506795445,3.098651640636247,1.1756190897891288,1.9356281663329022,0.24875278917575444
2025-03-21,45.43261110175662,29.062891590554308,2.565124240379374,5.097384993120054,7.8416131025085605,4.162470809595225,3.029001279323534,0.610220074158848,1.948138992734817,0.2505438158686589
2025-03-24,45.34366941490078,29.05295026711513,2.564246807737965,5.09564136920181,7.838930781243519,4.161046984698265,3.13628494256843,0.6100113407949502,1.946759977497993,0.25045811424115655
2025-03-25,46.85722494165106,28.40519071313607,2.589039908615183,5.080423230958607,7.6675406780110675,4.0700700017187845,3.079563155950263,0.10037507796669035,1.9055901850349042,0.24498210695736888
2025-03-26,46.647176916369325,28.34850707111582,2.581466160988462,5.068273340898379,7.6451107348419285,4.0581637800674555,3.07055447513924,0.4350763018191861,1.9014057607216008,0.24426545803860042
2025-03-27,46.299877122883906,28.14217947013321,2.562551947359163,5.031138473066245,7.589095568017862,4.028429911059663,3.048056747227538,1.1687207174747507,1.8874742998728176,0.24247574290484417
2025-03-28,45.98507515419093,27.975670141190406,2.547140274107697,5.000880252424246,7.543453308437925,4.004202169815367,3.0592132008128714,1.7699684535525715,1.8733795976524994,0.24101744781548723
2025-03-31,0.5556220522654605,0.3382161566572566,0.030808392102406244,0.060487080841214874,0.09124023113095456,0.04843197359760397,0.03749144042835587,0.027048581247094798,0.02275859829238078,0.0029151751520327964
2025-04-01,45.74676080068271,28.00427524226939,2.6844827697687075,4.994851703526946,7.534359693948282,3.9993751139058196,3.1507322356511,1.7630401683838979,1.8813953699907606,0.24072690187238976
2025-04-02,45.90089210508376,28.137827129543876,2.9506617322236615,5.01536002468432,7.565294960396645,4.015796115796,3.198744260073163,1.08183717933672,1.8918711923526585,0.24171530050919662
2025-04-03,45.82689635809582,28.16325999095552,3.0203466140817388,5.019157165124995,7.5710226623559,4.01883648413601,3.3388209940989526,0.9181585665075247,1.8816028609325373,0.24189830371099597
2025-04-07,45.85223071051567,28.193607616786696,3.0414814118568003,4.87140903920425,7.575663245184935,3.979977990356704,3.4965129359821745,0.9187213426433367,1.8283491346058172,0.24204657286361064
2025-04-08,45.93717757645883,28.105486264990738,2.7998468855740906,4.788174397649893,7.557338488958811,3.97035082979027,3.5038569357899942,1.2978011277857449,1.7985064060947655,0.24146108690686435
2025-04-09,45.494814755764885,27.845724533695034,2.739544776066696,4.737302645843487,7.484563326284735,3.9321174056908617,3.47011572400474,1.3213656345131777,1.7805068521789627,1.1939443459574193
2025-04-10,44.14888745487314,26.936704659540606,4.850844426430594,4.468891147759208,7.24146940421245,3.8044046988130678,3.357408541953045,1.4785763892601056,1.1624507007346117,2.5503625764231765
2025-04-11,43.060994583343444,26.134945359799694,4.706691208546279,6.959043710358961,7.026273651666709,3.691348675725629,3.2576359657727467,1.609655418381828,1.1310997524797093,2.422311673924999
2025-04-14,42.316577857264946,25.701433615927137,4.626696925058892,6.8388850621418005,6.906856060529476,3.628611015799986,3.202269628063666,1.7675272554900434,2.6852550339647157,2.325887545759334
