date,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-05,90.34798738662276,0.0,0.0,9.652012613377241,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,90.34339582792713,0.0,0.0,9.656604172072864,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,86.73970630975471,0.0,0.0,9.271413833397528,0.0,3.988879856847763,0.0,0.0,0.0,0.0
2024-03-11,84.64470148324659,0.0,0.0,9.04748343801253,0.0,3.8925373292097913,0.0,0.0,0.0,2.4152777495310906
2024-03-12,84.6557864492948,0.0,0.0,9.04866828532104,0.0,3.8799512140482237,0.0,0.0,0.0,2.4155940513359453
2024-03-13,84.64772436789737,0.0,0.0,9.057329914611168,0.0,3.879581712047029,0.0,0.0,0.0,2.4153640054444376
2024-03-15,84.64041061741277,0.0,0.0,9.06164478314529,0.0,3.8814299261689262,0.0,0.0,0.0,2.4165146732730136
2024-03-20,84.630331246429,0.0,0.0,9.060565680635905,0.0,3.892876169389367,0.0,0.0,0.0,2.4162269035457404
2024-03-22,84.66196498055923,0.0,0.0,9.024796994035961,0.0,3.8954275396467146,0.0,0.0,0.0,2.4178104857580864
2024-04-03,84.65600684727744,0.0,0.0,9.024796994035961,0.0,3.8954275396467146,0.0,0.0,0.0,2.4237686190398957
2024-04-09,84.65499807575442,0.0,0.0,9.024689453430781,0.0,3.8965727337036973,0.0,0.0,0.0,2.423739737111107
2024-04-10,84.6620599813248,0.0,0.0,9.025442291493162,0.0,3.8885558021134567,0.0,0.0,0.0,2.4239419250685783
2024-04-25,84.67114130562808,0.0,0.0,9.008532815366161,0.0,3.8961239484197288,0.0,0.0,0.0,2.4242019305860287
2024-04-26,75.99807214870144,0.0,0.0,8.085767078359137,6.110129214143961,3.4734999314259225,4.156646545595493,0.0,0.0,2.175885081774046
2024-04-29,75.99974081384912,0.0,0.0,8.074557903049383,6.113791765100236,3.475582026591114,4.159138134438692,0.0,0.0,2.1771893569714584
2024-05-03,76.0095040635999,0.0,0.0,8.062748770017695,6.114577168777773,3.4760285146316203,4.159672435002348,0.0,0.0,2.177469047970655
2024-05-06,76.0071924000635,0.0,0.0,8.063525676105183,6.115166353975072,3.4763634559513035,4.1600732505218305,0.0,0.0,2.1776788633831075
2024-05-21,76.0071924000635,0.0,0.0,8.058172483225677,6.115166353975072,3.481716648830809,4.1600732505218305,0.0,0.0,2.1776788633831075
2024-05-23,76.00231013975791,0.0,0.0,8.053372593840168,6.114773551228262,3.4921987016311413,4.159806031593489,0.0,0.0,2.1775389819490316
2024-05-30,76.06626507701438,0.0,0.0,8.071518955223615,6.12855174034662,3.382039512854763,4.169179165973498,0.0,0.0,2.1824455485871153
2024-05-31,9.744108728522336,0.0,0.0,1.0340220618556701,0.7851134020618556,0.4360137457044674,0.5341030927835052,0.0,0.0,0.2795876288659794
2024-06-04,76.05218083344664,0.0,0.0,8.070479817598077,6.12776274279377,3.398769607852419,4.168642420540202,0.0,0.0,2.182164577768883
2024-06-05,76.10035067556268,0.0,0.0,8.075591488747463,6.13164393805484,3.3375844325529176,4.1712827504431065,0.0,0.0,2.1835467146389944
2024-06-06,76.22145244107537,0.0,0.0,8.088442525282314,6.141401487130526,3.1837613676127052,4.177920692332296,0.0,0.0,2.1870214865667825
2024-06-12,76.35527482132835,0.0,0.0,8.102643443745649,6.15218397603327,2.959924639973988,4.185255888312565,0.0,0.0,2.244717230606183
2024-06-13,76.35938723093093,0.0,0.0,8.09769395502416,6.152515325773273,2.960084058200703,4.1854813015082435,0.0,0.0,2.2448381285626877
2024-06-17,76.37913296489324,0.0,0.0,8.112717407284077,6.154106301489913,2.922061083327318,4.186563622926485,0.0,0.0,2.2454186200789565
2024-06-18,76.42277432470486,0.0,0.0,8.111962476978384,6.1576226227284065,2.87198323913169,4.188955733472258,0.0,0.0,2.2467016029844
2024-06-19,76.42112657549585,0.0,0.0,8.111787575191933,6.157489858406571,2.8740774134691804,4.188865415519823,0.0,0.0,2.246653161916644
2024-06-20,76.63841700118896,0.0,0.0,8.134852058199836,6.174997629522879,2.5979164353421007,4.200775739144929,0.0,0.0,2.253041136601306
2024-06-21,76.67535740457093,0.0,0.0,8.137051327798225,6.176667049502439,2.5445484824971967,4.212725485939686,0.0,0.0,2.2536502496915247
2024-06-25,76.67535740457093,0.0,0.0,8.126237267099128,6.176667049502439,2.5553625431962925,4.212725485939686,0.0,0.0,2.2536502496915247
2024-06-28,76.70272984779082,0.0,0.0,8.129138263921503,6.1788720665225565,2.5205756456042083,4.214229392710624,0.0,0.0,2.2544547834502873
2024-07-02,76.69443310443303,0.0,0.0,8.128258955270695,6.1782037133116825,2.5203030012108867,4.213773550007352,0.0,0.0,2.2650276757663503
2024-07-04,76.68434511903016,0.0,0.0,8.131777331719505,6.180877994059932,2.521393932832544,4.215597512765004,0.0,0.0,2.266008109592853
2024-07-05,76.68185569629568,0.0,0.0,8.134759672401051,6.180677342699167,2.521312080201877,4.2154606607873095,0.0,0.0,2.2659345476149055
2024-07-09,76.68102592463481,0.0,0.0,8.145492611247755,6.180610461807234,2.511545928857361,4.215415045435906,0.0,0.0,2.2659100280169384
2024-07-10,76.67604767176007,0.0,0.0,8.144963793049003,6.180209206849726,2.5178750327116814,4.215141374057425,0.0,0.0,2.2657629215720934
2024-07-11,76.73666035954928,0.0,0.0,8.151402415831905,6.185094684159802,2.4408150669846447,4.21847345827213,0.0,0.0,2.267554015202239
2024-07-12,76.73749133570303,0.0,0.0,8.15149068682253,6.185161662135742,2.4397586051073805,4.218519139838577,0.0,0.0,2.2675785703927454
2024-07-15,76.76948679250717,0.0,0.0,8.144630648504055,6.188177173156008,2.4084454463514904,4.220575834820902,0.0,0.0,2.268684104660378
2024-07-16,52.747448329840786,0.0,31.291128111346154,5.596083838084689,4.2518267261466836,1.654815696241763,2.8999100433105762,0.0,0.0,1.558787255029353
2024-07-18,52.74273688536787,0.0,31.288333162637556,5.5970726714393075,4.251446949566716,1.654667886773957,2.9070944213155046,0.0,0.0,1.558648022899085
2024-07-22,52.74038147873983,0.0,31.286935875510192,5.596822715088036,4.251257086717059,1.6598041394644398,2.909197515475655,0.0,0.0,1.555601189004789
2024-07-23,52.72939236221965,0.0,31.28041685205501,5.58821503021016,4.2503712842603205,1.687736063291561,2.9085913478753946,0.0,0.0,1.5552770600879022
2024-07-24,52.727430501858485,0.0,31.27925302658398,5.6088425864168805,4.250213144092774,1.670558416668991,2.9084831302416116,0.0,0.0,1.555219194137279
2024-07-25,52.74901899838959,0.0,31.292059871883154,5.6111390472451035,4.203565468741824,1.6786866899273583,2.9096739672949323,0.0,0.0,1.5558559565180394
2024-07-29,52.752946079029826,0.0,31.294389516013972,5.611556787630432,4.196433576422408,1.6788116654837992,2.9098905878979946,0.0,0.0,1.5559717875215702
2024-07-31,9.73998501718213,0.0,5.777594501718213,1.039795257731959,0.7748041237113402,0.3065292096219931,0.5372646048109966,0.0,0.0,0.2872852233676976
2024-08-02,52.768107554415145,0.0,31.282607408006786,5.629939384403433,4.19515305426132,1.659692960598,2.9090026483378213,0.0,0.0,1.5554969899774975
2024-08-15,52.76364201281712,0.0,31.282607408006786,5.629939384403433,4.19515305426132,1.6641585021960212,2.9090026483378213,0.0,0.0,1.5554969899774975
2024-08-20,52.7497132997944,0.0,31.2765551818178,5.6816821824942725,4.183179726532764,1.645233714955252,2.908439845442831,0.0,0.0,1.5551960489626764
2024-08-22,52.75049834636483,0.0,31.275532406502315,5.680278491984908,4.183241982622747,1.6467464481463152,2.9084831302416116,0.0,0.0,1.555219194137279
2024-08-26,52.73005411257138,0.0,31.262970101989918,5.733783804244,4.16668521580578,1.6445973565429386,2.9073148927108683,0.0,0.0,1.554594516135116
2024-08-30,52.74457022513709,0.0,31.271576518212623,5.698160768886149,4.167832267001467,1.6547224881395404,2.9081152505135823,0.0,0.0,1.55502248210955
2024-09-10,38.25754895489563,27.471771377429654,22.682408149988387,4.081274085167089,3.023079841394003,1.2466419896853005,2.109361420296089,0.0,0.0,1.1279141811438431
2024-09-23,38.2579618898024,27.472067895467596,22.682652973777433,4.0813181366178455,3.023112471168428,1.245576090018518,2.109384187801724,0.0,0.0,1.1279263553460583
2024-09-30,9.756754776632302,6.997193676975945,5.777319587628866,1.0393828865979382,0.7699931271477664,0.30927835051546393,0.5372646048109966,0.0,0.0,0.2872852233676976
2024-10-02,37.6348940285471,27.074709742842916,22.356765243733385,4.059383504724872,2.979678607323847,1.4803444604641924,1.8317334473785456,1.470769828668161,0.0,1.1117211363169823
2024-10-03,37.13206200825904,26.7129701564798,22.058061136154784,3.9663104602934025,2.9398677389102605,1.4206797881411135,1.781019183241848,1.4474454583277396,1.4447164096028287,1.0968676605891863
2024-10-04,37.16766186120406,26.683142130063604,22.033430837599248,3.9482516227552353,2.9365850469421773,1.4521199957209117,1.8052420278933328,1.4458292231762724,1.443103221740262,1.0846340329048976
2024-10-07,37.282836950640444,26.66989400425896,22.01600321430504,3.971319522657326,2.9316432355341666,1.3467319596473533,1.814290476637329,1.4446856261016727,1.4419617808312852,1.0806332293864216
2024-10-08,36.90894821108006,26.461459111500403,21.983393765894956,4.128299563779179,3.095869285650892,1.826701832776007,1.6016688206699252,1.4379422119544463,1.4326338476540716,1.1230833490400634
2024-10-09,36.80907135664661,26.03767480887632,21.50106805824494,4.705792436354626,2.941059402193876,2.455015427422774,1.594890905328631,1.463704533259351,1.4073649455663084,1.0843581261065607
2024-10-10,36.73151080617624,25.977901941305543,21.40967177086033,4.9830891413976595,2.9535022996243194,2.447634151471763,1.5117500782467863,1.478354737078619,1.4013825482885751,1.105202525550166
2024-10-14,36.70985901531104,25.978430940430098,21.409089573782285,4.987263299686086,2.9535624430544702,2.445647650935704,1.5433441753906496,1.4478397000959915,1.4014110852405925,1.1235521160730848
2024-10-15,36.78503201889705,26.007824209099144,21.43331286591432,4.9404109791107995,2.942124059092205,2.40815150262627,1.5129817038510784,1.4545744737556348,1.4029967103554701,1.1125914772980205
2024-10-16,36.93314890870405,26.039142896944156,21.46862009701512,4.952868907345743,2.947110796966593,2.3861963838449696,1.2960201412128454,1.45703989719588,1.4053747123338538,1.1144772584367926
2024-10-17,36.952448723553054,25.977051257442646,21.470045027844137,4.983831208379467,2.9294368247945712,2.4256678380882595,1.2715993091017932,1.4699005905822142,1.4054679908838899,1.1145512293299666
2024-10-18,36.943294314904584,25.97241009685596,21.466209106446048,5.003359506135893,2.929934376682878,2.4237030542520173,1.271882588452891,1.4696379724497806,1.4052168845292656,1.1143520992906812
2024-10-21,36.94411676936081,25.995279554527002,21.464017766706466,4.978859190467155,2.932697776138242,2.4142681450709027,1.2819610725496995,1.4694879470738114,1.4050734354653658,1.1142383426405456
2024-10-22,36.803785973594735,25.943467293462152,21.456715133145156,5.098920441431036,2.921437387397633,2.3811391530011194,1.4135182969386424,1.461558377306949,1.4008975978588332,1.1185603458637445
2024-10-23,36.81998127441039,25.928710365694506,21.450799255461668,5.130042339465792,2.957770646851845,2.422340695340737,1.2654413687135215,1.4621610922695663,1.4014752976321943,1.1612776641597773
2024-10-24,36.8676854760797,25.93755774550017,21.45251657491849,5.087994494531426,2.958779895669918,2.4022866529898277,1.2633267482311992,1.4626600100459584,1.4019535082362515,1.1652388937970588
2024-10-25,36.83871254349199,25.917890439714142,21.435741181424905,5.093805527533237,2.9738388666704507,2.4533903479333716,1.2598243404571363,1.461550939486547,1.400890468739055,1.164355344549171
2024-10-28,36.669424531115695,25.989626378764306,21.473989319456003,5.1513259236344675,2.9791451352287415,2.37008158079272,1.262072265306616,1.4641588083537735,1.4033901001519036,1.2367859571957711
2024-10-29,36.573606361214736,25.932356687477625,21.40567574272078,5.117660185334621,2.9696678063182524,2.3813445831249602,1.5279023951394592,1.4595009907671546,1.3989256014567628,1.2333596464456422
2024-10-30,36.58494738414028,25.94039799050914,21.412313377985328,5.106030258640712,2.9705886635708856,2.3673411376781175,1.5238011153755475,1.4599535639707006,1.3993593909813873,1.2352671171479117
2024-10-31,9.885002199312714,7.014375807560137,5.789965635738832,1.3875615807560138,0.805319587628866,0.6323024054982818,0.4117663230240549,0.39477663230240545,0.37839175257731955,0.334020618556701
2024-11-01,36.55815288167541,25.941584834461462,21.4132930497177,5.133715509760962,2.978350030634374,2.346098177305142,1.5233624697968773,1.4727294517124587,1.3994234154898364,1.23329017944578
2024-11-04,36.531286505680754,25.946333296496494,21.417212633264366,5.1346552076765795,2.978895200952138,2.3592390346694527,1.5261835962206527,1.4729990266028887,1.3996795721202735,1.233515926316399
2024-11-05,36.53641939154323,25.95359124888018,21.423203657418235,5.142194708749952,2.9797284855352597,2.3339604383432,1.5266105146504576,1.4734110677446615,1.400071103654644,1.2308093834801797
