date,BNP PARIBAS,FORTUNE (HK) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,EMPEROR SECURITIES LTD,HANG SENG SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-04,0.0,0.0,0.0,61.47440392706872,25.490883590462833,0.0,0.0,13.034712482468445,0.0
2024-03-07,0.0,0.0,50.06404272409526,30.85339643531685,12.626185875865662,0.0,0.0,6.456374964722228,0.0
2024-03-08,0.0,0.0,50.06404272409526,30.84905455571717,12.63052775546534,0.0,0.0,6.456374964722228,0.0
2024-03-14,0.0,0.0,50.040143213627,30.88206574807421,12.624498209829662,0.0,0.0,6.453292828469133,0.0
2024-03-15,0.0,0.0,50.048831304121364,30.870065325433515,12.626690105692646,0.0,0.0,6.45441326475248,0.0
2024-03-19,0.0,0.0,50.046658998676186,30.873065821740926,12.626142060374573,0.0,0.0,6.454133119208317,0.0
2024-03-25,0.0,0.0,50.055349352087,30.861062273447505,12.628334527142886,0.0,0.0,6.45525384732261,0.0
2024-03-27,0.0,0.0,50.048831304121364,30.870065325433515,12.626690105692646,0.0,0.0,6.45441326475248,0.0
2024-04-05,0.0,0.0,50.024970144392576,30.884811638258604,12.63272174573879,0.0,0.0,6.457496471610032,0.0
2024-04-08,0.0,0.0,49.892803776771984,31.06741451371895,12.599345994759295,0.0,0.0,6.440435714749768,0.0
2024-04-10,0.0,0.0,49.871147974099664,31.089070316391275,12.599345994759295,0.0,0.0,6.440435714749768,0.0
2024-04-11,0.0,0.0,49.862509472772544,31.101006820396233,12.597163581249324,0.0,0.0,6.439320125581899,0.0
2024-04-12,0.0,0.0,49.834454999891804,31.13977191577763,12.590075955941227,0.0,0.0,6.435697128389345,0.0
2024-04-16,0.0,0.0,49.834454999891804,31.135443941918588,12.594403929800263,0.0,0.0,6.435697128389345,0.0
2024-04-30,0.0,0.0,49.82151742638946,31.153321939294294,12.591134283798109,0.0,0.0,6.43402635051814,0.0
2024-05-02,0.0,0.0,49.79767597862074,31.173046545344384,12.593858870880489,0.0,0.0,6.4354186051543945,0.0
2024-05-07,0.0,0.0,46.117312278311054,28.841105388669565,11.663092923989499,7.418689004228372,0.0,5.9598004048015065,0.0
2024-05-08,0.0,0.0,46.16541956709262,28.762863848823443,11.679271399626872,7.426427811992216,0.0,5.966017372464844,0.0
2024-05-14,0.0,0.0,46.171898505666434,28.631029986962194,11.677865810851468,7.5539063283522205,0.0,5.9652993681676865,0.0
2024-05-16,0.0,0.0,46.173750827432656,28.6081078370409,11.678334302850379,7.574268348945901,0.0,5.965538683730167,0.0
2024-05-22,0.0,0.0,46.11639787638986,28.696784533707305,11.66382850846439,7.5648602624461585,0.0,5.958128818992288,0.0
2024-05-23,0.0,0.0,46.15523429510958,28.636737312774446,11.673651073727267,7.571230926553446,0.0,5.963146391835262,0.0
2024-05-27,0.0,0.0,46.177455916868944,28.60237918513912,11.679271399626872,7.574876125900219,0.0,5.966017372464844,0.0
2024-06-03,0.0,0.0,46.214539541046804,28.545042060671765,11.688650645465678,7.5809592643899695,0.0,5.970808488425786,0.0
2024-06-05,0.0,0.0,46.22010722245648,28.54848101519989,11.690058831797282,7.569825110937092,0.0,5.9715278196092605,0.0
2024-06-06,0.0,0.0,46.22938967324725,27.83925451368666,11.692406563171529,8.266222159741329,0.0,5.972727090153234,0.0
2024-06-07,0.0,0.0,46.23496093357704,27.850643742342378,11.693815654688976,8.247132785666942,0.0,5.973446883724668,0.0
2024-06-14,0.0,0.0,46.22567624555696,27.845050906681124,11.711548888487258,8.245476635138663,0.0,5.972247324135992,0.0
2024-06-18,0.0,0.0,46.218251179600436,27.856640899508083,11.709667704045778,8.244152193554864,0.0,5.9712880232908345,0.0
2024-06-19,0.0,0.0,46.18486787985795,27.908749824441724,11.70120984731446,8.238197467948075,0.0,5.966974980437792,0.0
2024-06-21,0.0,0.0,46.170046332510985,27.931885191648114,11.697454720500632,8.23555368353491,0.0,5.965060071805364,0.0
2024-06-24,0.0,0.0,46.15893641340312,27.949226974673646,11.694639956686519,8.233571958531352,0.0,5.963624696705368,0.0
2024-07-26,0.0,0.0,46.16109562671693,27.948106113773534,11.694170961079585,8.233241763750476,0.0,5.963385534679473,0.0
2024-07-29,0.0,0.0,46.1651059734114,27.944095767079062,11.694170961079585,8.233241763750476,0.0,5.963385534679473,0.0
2024-07-30,0.0,0.0,46.16726485272593,27.94297515689852,11.693702003087843,8.23291159545245,0.0,5.963146391835262,0.0
2024-08-07,0.0,0.0,46.16942355889724,27.96190476190476,11.693233082706767,8.212531328320802,0.0,5.962907268170426,0.0
2024-08-08,0.0,0.0,46.16942355889724,28.150375939849624,11.693233082706767,8.02406015037594,0.0,5.962907268170426,0.0
2024-08-12,0.0,0.0,46.14012943038609,28.198192783154013,11.684798942116968,8.01827252509467,0.0,5.958606319248262,0.0
2024-08-14,0.0,0.0,46.13458340845804,28.206823326722358,11.683394434761704,8.017308732495945,0.0,5.957890097561953,0.0
2024-08-15,0.0,0.0,46.141978400689254,28.195315474162975,11.685267186279027,8.018593840790238,0.0,5.958845098078503,0.0
2024-08-21,0.0,0.0,46.15215082847469,28.186171385065418,11.684798942116968,8.01827252509467,0.0,5.958606319248262,0.0
2024-08-22,0.0,0.0,46.15862331470241,28.182783420477993,11.683394434761704,8.017308732495945,0.0,5.957890097561953,0.0
2024-08-23,0.0,0.0,46.164786954866884,28.17764778941886,11.682926340671889,8.016987519782047,0.0,5.957651395260322,0.0
2024-08-26,0.0,0.0,46.16879344538152,28.173641298904222,11.682926340671889,8.016987519782047,0.0,5.957651395260322,0.0
2024-09-09,0.0,0.0,46.194704455713456,28.133330660840635,11.689483073099357,8.021486841314065,0.0,5.960994969032491,0.0
2024-09-10,0.0,0.0,46.22249854595776,28.090090451455048,11.696516315356693,8.026313150558554,0.0,5.964581536671948,0.0
2024-09-12,0.0,0.0,46.25403897485299,28.041021935898208,11.704497561563008,8.031789993377085,0.0,5.968651534308708,0.0
2024-09-13,0.0,0.0,43.93335747917421,26.672258335080727,11.11725347414171,7.628814884004652,0.0,5.669189271621647,4.979126555977049
2024-09-19,0.0,0.0,43.93335747917421,26.687508339846357,11.11725347414171,7.613564879239025,0.0,5.669189271621647,4.979126555977049
2024-10-02,0.0,0.0,43.93335747917421,26.767570864865895,11.11725347414171,7.533502354219486,0.0,5.669189271621647,4.979126555977049
2024-10-03,0.0,0.0,43.947684505538504,26.825036700920858,11.118949114411546,7.534651388915369,0.0,5.593792301386055,4.979885988827667
2024-10-04,0.0,0.0,43.89914109962102,26.814450856043727,11.106667428440838,7.617741720466968,0.0,5.58761355196252,4.97438534346493
2024-10-09,0.0,0.0,43.60681788085734,27.301791490891205,11.032708423979871,7.567015379958759,0.0,5.55040578119975,4.94126104311307
2024-10-10,0.0,0.0,43.5985701045942,27.315541601255887,11.030621701878156,7.565584157666774,0.0,5.5493559796485785,4.940326454956404
2024-10-14,0.0,0.0,43.63818791056926,27.340363099407455,11.040645173503966,7.481589459137118,0.0,5.554398652102304,4.944815705279897
2024-10-16,0.0,0.0,43.64645068449056,27.326605191903507,11.042735690076306,7.483006078048965,0.0,5.5554503626001175,4.945751992880541
2024-10-22,0.0,0.0,43.58208390841542,27.433778903783253,11.026450624870016,7.471970656633453,0.0,5.547257567450039,4.938458338847819
2024-10-23,0.0,0.0,43.424943959914856,27.49825757718462,10.98574038841901,7.644055983574133,0.0,5.5267768003466005,4.9202252905607775
2024-10-24,0.0,0.0,43.40368647976955,27.53374879972888,10.980362623086627,7.6403140474083555,0.0,5.524071319639259,4.91781673036733
2024-11-01,0.0,0.0,43.03531946255457,27.480771774665985,11.02103293837519,7.982311922444583,0.0,5.544532002948013,4.93603189901166
2024-11-04,0.0,0.0,43.20781561225458,27.161149577918998,11.063264725410225,7.872522052546714,0.1365835151285213,5.603718106800721,4.954946409940245
2024-11-05,0.0,39.54810043743326,26.12085098565999,15.621304492588894,6.615460567859562,4.881801168784946,0.7462772247672189,3.4673187981492326,2.998886324756886
2024-11-06,0.0,39.481013673822595,25.780829140256973,15.746100152440773,6.604238541153277,5.134847043451351,0.774811741377927,3.4843604937705592,2.993799213726547
2024-11-07,0.0,39.303874852879,25.46935883811548,15.77822723481083,6.58416463839658,5.6905831133660145,0.7724566635814107,3.4166352427639324,2.984699416086753
2024-11-08,0.0,39.20174148915558,25.40317525444205,15.837521797107396,6.567055310516179,5.876386182058559,0.770449390820711,3.3667270717224556,2.9769435041770667
2024-11-11,0.0,39.239307756368575,25.42751862372657,15.9302736803678,6.573348392028018,5.882017408763704,0.7711876975027665,3.1965501899448987,2.979796251297672
2024-11-12,0.0,39.2223045783682,25.416500370602655,15.93477393237927,6.570500028507896,5.884029876275728,0.7982211072467074,3.19516506072182,2.978505045897714
2024-11-13,0.0,39.22141008244296,25.415920727048817,15.83634559905128,6.570350183016522,5.883895686283453,0.8985484110060776,3.1950921924353173,2.9784371187155774
2024-11-14,0.0,39.239307756368575,25.37047811355625,15.85498020694297,6.573348392028018,5.88658064957733,0.89895844028429,3.1965501899448987,2.979796251297672
2024-11-18,0.0,39.24020306884947,25.36877531230392,15.85534196566083,6.573498374308367,5.886714962067195,0.8989789515715019,3.1966231247504417,2.9798642404882782
2024-11-19,0.0,39.26708145442092,25.324504823334664,15.898167703636052,6.5780010274559055,5.895313659455448,0.8562132541811747,3.1988127176208683,2.981905359894971
2024-11-20,0.0,39.26708145442092,25.324504823334664,15.914150351047434,6.5780010274559055,5.879331012044067,0.8562132541811747,3.1988127176208683,2.981905359894971
2024-11-21,81.01792968961594,7.452684036617735,4.806456854991604,3.022154812848708,1.2484697470342885,1.116732571366665,0.16250473972157523,0.607117707599805,0.5659498402036726
2024-11-22,80.96284635987865,7.447617026712772,4.806653400860473,2.9629373006610527,1.2476209241748748,1.116839418065603,0.2832155794551781,0.6067049339704962,0.5655650562208908
2024-11-25,80.94041349273866,7.445553470269521,4.803156935452099,2.9521589204423693,1.2472752382745953,1.11652996859083,0.3229667920002944,0.6065368305528317,0.5654083516787995
2024-11-26,80.91379060371897,7.443104481746044,4.8015770829591515,2.9511878974896075,1.246864984993043,1.1148643531211657,0.3570508894895038,0.606337328696721,0.5652223777858084
2024-11-27,80.91203971185534,7.442943420560059,4.801473181730643,2.951124036794921,1.2468380041070783,1.093201249001902,0.3808460408240989,0.6063242081756393,0.5652101469503105
2024-11-28,80.91554157136088,7.443265549902729,4.801680988684487,2.9469237777234376,1.2468919670467358,1.0932485625685715,0.3808625237768578,0.6063504497856567,0.5652346091506549
2024-11-29,80.91344041928411,7.443072268951205,4.8015563023537124,2.939057086780302,1.246859588722434,1.093220173937129,0.3912395238476503,0.6063347045470775,0.565219931576362
2024-12-02,80.91554157136088,7.443265549902729,4.801680988684487,2.9365366179840686,1.2468919670467358,1.0932485625685715,0.3912496835162267,0.6063504497856567,0.5652346091506549
2024-12-03,80.9264818233564,7.4442321052529055,4.789318881763623,2.9083495473423815,1.247053883895431,1.0868977099831403,0.4259288517018758,0.6064291882462682,0.5653080084579775
2024-12-04,80.90341256980157,7.44175178438911,4.774309123913086,2.9034861305530253,1.2466383818365523,1.0826411771451072,0.4764140431801611,0.6062271339649461,0.5651196552164309
2024-12-05,80.9027124210581,7.441687382493126,4.77426780641574,2.903461003403237,1.2466275932644897,1.083497220942132,0.47640992023054607,0.6062218875958174,0.5651147645968149
2024-12-06,80.90446281563922,7.441848389323168,4.77437110150001,2.9013602424940013,1.2466545650447751,1.083520663266962,0.4764202277383886,0.6062350036889032,0.5651269913045736
2024-12-09,80.87821484729002,7.417805241517734,4.785366834866453,2.8679757844216573,1.2462501108474804,1.0836017104036577,0.5498035025640915,0.6060383218664769,0.5649436462224261
2024-12-10,80.84813813054167,7.414181903878543,4.7835872688473335,2.866476836627252,1.245786659575066,1.083198744267803,0.5880839489837174,0.6058129503869031,0.5647335568917169
2024-12-11,80.85583004486729,7.414887291204931,4.771068706416563,2.870209200497324,1.2459051840640034,1.0833018000973025,0.5881398994540246,0.6058705875993298,0.5647872857992324
2024-12-12,80.84009814836833,7.413444596975561,4.788300022699513,2.8709478667862895,1.2456627717185693,1.0809291667117054,0.5901873250245911,0.6057527050252397,0.5646773966901949
2024-12-13,80.83730200764839,7.413188176773365,4.788134402407362,2.870848564899985,1.2456196860657918,1.0808917789533075,0.5936257650011566,0.6057317529254336,0.5646578653252079
2024-12-17,80.8366030026914,7.413124074494418,4.788092999124485,2.849206091853389,1.2456089151183025,1.080882432417826,0.6161029864781608,0.6057265151269496,0.5646529826950722
2024-12-18,80.84180943630763,7.413284332270442,4.80073501594336,2.854456034156623,1.2456358428362968,1.041993190293466,0.6316813489704373,0.6057396097930066,0.5646651894287413
2024-12-19,80.83422140848359,7.412707436701678,4.800361426771088,2.852072259414497,1.2455389084997979,1.0419121032573804,0.6428727375700103,0.6056924716446431,0.564621247657319
2024-12-20,80.83561931072649,7.41283562795745,4.800444441562203,2.85039223697209,1.245560448159653,1.041930121508075,0.6428838550549824,0.6057029461546942,0.5646310119043759
2024-12-23,80.83072686439084,7.4123869779586755,4.800153902354144,2.830765772289362,1.2454850626092935,1.0418670603569582,0.6683512345692355,0.6056662869543977,0.5645968385170903
2024-12-27,80.83072686439084,7.4123869779586755,4.800153902354144,2.825578052486755,1.2454850626092935,1.0418670603569582,0.6735389543718427,0.6056662869543977,0.5645968385170903
2024-12-30,80.83037742659948,7.412354933608281,4.800133150899309,2.809138128927249,1.2454796782763011,1.0418625562811126,0.6903960590792269,0.6056636686098916,0.5645943977191423
2025-01-02,80.81919701229963,7.411329660663458,4.799469199065479,2.8039948389550826,1.2453074041975634,1.0417184464130953,0.7123452280866311,0.6021219069931294,0.5645163033259346
2025-01-03,80.8108137311046,7.410560892067986,4.792488303493285,2.7989497455402,1.245178229910642,1.0416103901716929,0.7338815114155745,0.6020594495888664,0.5644577467071498
2025-01-06,80.81202741046326,7.410592920908582,4.792509016884102,2.797665226702511,1.2451836116375614,1.041614892067519,0.7338846832907251,0.6020620517220142,0.5644601863237261
2025-01-08,80.80609019030764,7.410048468268735,4.793885607971009,2.7974596836057106,1.2450921286062187,1.0415383651305057,0.73944902188311,0.602017818517342,0.5644187157097262
2025-01-10,80.80609019030764,7.410048468268735,4.79345343437552,2.7974596836057106,1.2450921286062187,1.0415383651305057,0.7398811954785999,0.602017818517342,0.5644187157097262
2025-01-13,80.80609019030764,7.410048468268735,4.795614302352969,2.7952988156282617,1.2450921286062187,1.0415383651305057,0.7398811954785999,0.602017818517342,0.5644187157097262
2025-01-21,80.80748710479743,7.4101765675747515,4.793968481034814,2.7953471386372035,1.2451136528159839,1.0415563704569666,0.739893985984368,0.6020282257454583,0.5644284729530283
2025-01-22,80.80434411511128,7.409888350364207,4.793782020670417,2.7991278925293925,1.2450652243904863,1.041515859347821,0.7398652079682446,0.6020048099881803,0.564406519629981
2025-01-24,80.80278138511768,7.409824305139902,4.795469229090454,2.7991036990779854,1.2450544630297478,1.041506857307078,0.7398588131575593,0.6019996067339253,0.5644016413456614
2025-02-03,80.80208299571085,7.409760261022699,4.796724251558465,2.798215192471829,1.2450437018550329,0.9926641385494657,0.7891182921163798,0.601994403569615,0.5643967631456692
2025-02-04,80.80592428685338,7.410112517368127,4.801274058771796,2.7983482182409083,1.2451028906180783,0.9698059307695134,0.8029854810025651,0.6020230220864226,0.5644235942892087
2025-02-05,80.82361407353142,7.41062495002604,4.801606082019964,2.822313129806955,1.245188993411001,0.9270844813837547,0.8030410099818256,0.6020646538776552,0.564462625961391
2025-02-06,80.81872381252849,7.4101765675747515,4.801315559166668,2.828192899697257,1.2451136528159839,0.9270283878133582,0.8029924217049976,0.6020282257454583,0.5644284729530283
2025-02-07,80.83409519733898,7.4115859523083945,4.802228749397533,2.828730810212652,1.2453504682491825,0.9081851210661341,0.8031451475206459,0.6021427290076748,0.5645358248987964
