date,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,CHINA SECURITIES (INTERNATIONAL)
2024-03-25,0.0,0.0,98.72495446265937,0.0,0.0,0.0,1.2750455373406193
2024-04-15,80.4626334519573,0.0,19.28825622775801,0.0,0.0,0.0,0.2491103202846975
2024-06-05,74.35810810810811,0.0,25.405405405405407,0.0,0.0,0.0,0.2364864864864865
2024-06-14,70.7717041800643,0.0,29.0032154340836,0.0,0.0,0.0,0.22508038585209003
2024-07-23,66.49546827794562,0.0,33.29305135951662,0.0,0.0,0.0,0.21148036253776434
2024-07-29,15.34351145038168,0.0,84.12213740458016,0.0,0.0,0.0,0.5343511450381679
2024-08-07,19.900990099009903,0.0,79.40594059405942,0.0,0.0,0.0,0.6930693069306931
2024-08-08,17.32758620689655,0.0,82.06896551724138,0.0,0.0,0.0,0.603448275862069
2024-08-09,6.982758620689655,0.0,92.41379310344827,0.0,0.0,0.0,0.603448275862069
2024-08-12,14.365079365079364,0.0,85.07936507936508,0.0,0.0,0.0,0.5555555555555556
2024-08-13,23.47517730496454,0.0,76.02836879432624,0.0,0.0,0.0,0.4964539007092199
2024-08-21,31.98581560283688,0.0,67.5177304964539,0.0,0.0,0.0,0.4964539007092199
2024-08-28,37.3202614379085,0.0,62.22222222222222,0.0,0.0,0.0,0.4575163398692811
2024-08-29,29.477124183006538,0.0,70.06535947712418,0.0,0.0,0.0,0.4575163398692811
2024-09-24,31.722222222222225,0.0,67.88888888888889,0.0,0.0,0.0,0.3888888888888889
2024-09-27,26.785714285714285,0.0,72.79761904761905,0.0,0.0,0.0,0.4166666666666667
2024-09-30,14.583333333333334,0.0,84.93055555555556,0.0,0.0,0.0,0.4861111111111111
2024-10-02,53.71900826446281,0.0,44.83471074380165,0.0,0.0,0.0,1.4462809917355373
2024-10-03,75.68881685575364,0.0,23.176661264181522,0.0,0.0,0.0,1.1345218800648298
2024-10-04,52.019386106623585,0.0,46.36510500807754,0.0,0.48465266558966075,0.0,1.1308562197092082
2024-10-07,38.37638376383764,0.0,60.39360393603936,0.0,0.36900369003690037,0.0,0.8610086100861009
2024-10-08,33.02139037433155,0.0,65.64171122994652,0.0,0.4010695187165776,0.0,0.9358288770053476
2024-10-09,51.03305785123967,0.0,46.90082644628099,0.0,0.6198347107438017,0.0,1.4462809917355373
2024-10-10,23.337155963302752,0.0,24.139908256880734,11.46788990825688,0.17201834862385323,40.481651376146786,0.40137614678899086
2024-10-14,61.63069544364509,0.0,25.719424460431657,11.990407673860911,0.1798561151079137,0.05995203836930455,0.4196642685851319
2024-10-16,57.478005865102645,0.0,22.81524926686217,11.730205278592376,7.507331378299121,0.05865102639296188,0.41055718475073316
2024-10-17,51.788856304985345,0.0,28.50439882697947,11.730205278592376,7.507331378299121,0.05865102639296188,0.41055718475073316
2024-10-18,51.50442477876106,0.0,28.67256637168142,11.799410029498524,7.551622418879056,0.058997050147492625,0.41297935103244837
2024-10-22,57.99410029498525,0.0,22.182890855457227,11.799410029498524,7.551622418879056,0.058997050147492625,0.41297935103244837
2024-10-28,58.96253602305476,0.0,21.671469740634006,11.527377521613833,7.377521613832854,0.05763688760806917,0.4034582132564841
2024-11-06,59.453302961275625,0.0,21.4123006833713,11.389521640091116,7.289293849658314,0.05694760820045558,0.3986332574031891
2024-11-11,56.74362089914945,0.0,22.84325637910085,12.15066828675577,7.7764277035236935,0.060753341433778855,0.425273390036452
2024-11-12,53.94566623544631,0.0,24.320827943078914,12.936610608020699,8.279430789133247,0.0646830530401035,0.45278137128072443
2024-11-13,60.67929457870673,0.0,17.37426518615284,13.063357282821686,8.360548661005879,0.06531678641410843,0.45721750489875895
2024-11-15,46.309601567602876,0.0,31.743958197256696,13.063357282821686,8.360548661005879,0.06531678641410843,0.45721750489875895
2024-11-21,47.0360824742268,0.0,31.314432989690722,12.886597938144329,8.24742268041237,0.06443298969072164,0.4510309278350515
