date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,90.05366624209901,45.307847674895555,15.609480650736101,12.279246737059303,11.942663056137237,16.266465820788515,10.12855196674056,0.0,3.034951699274296,1.790318351889705,206.41319219962025
2024-03-04,90.05150742349545,45.30448659316836,15.610900926133182,12.364576882915905,11.886268891083057,16.236498009910115,10.12855196674056,0.0,3.0353777818934202,1.790412232093452,206.4085807074335
2024-03-05,90.12808867290603,45.26928634569958,15.609480650736101,12.357219856359029,11.894081115904697,16.2485703507853,10.128296317169085,0.0,3.0324236090674925,1.788565874077247,206.45601279270457
2024-03-06,90.12470841746098,45.264724137069074,15.613031339228803,12.442947679326812,11.88919536853874,16.249280488483837,10.13068237983618,0.0,3.028162782876251,1.78855479592915,206.53128738874983
2024-03-07,90.15677823592706,45.21807774814768,15.61317336676851,12.647268497950826,11.88581511309369,16.12827302465257,10.13068237983618,0.0,3.0295972610273023,1.775262580515412,206.58492820791926
2024-03-08,90.16822565562754,45.12832940958584,15.61317336676851,12.68643969340231,11.881379877083686,16.144038081560165,10.1292621044391,0.0,3.029313205947886,1.7788984855319385,206.55905987994697
2024-03-11,90.13456512871672,45.128025754705945,15.61317336676851,12.894879310677856,11.811927842056285,16.140544204083348,10.1292621044391,0.0,3.030307398725842,1.775266699314064,206.65795180948768
2024-03-12,90.12118613447622,45.041022524431575,15.608372835926376,12.970324339770778,11.803041747006912,16.131113575446733,10.128409939200852,6.717732195143567,3.0218425573592422,1.7802120982466985,213.32325794700898
2024-03-13,90.2240424787328,44.96251978443628,15.608372835926376,12.952656113831097,11.894573383357326,16.11378621560235,10.128409939200852,6.717732195143567,3.01616145577092,1.7262277144587446,213.34448211646034
2024-03-14,90.15950516468946,44.9576647150189,15.604254037274846,13.049717734467583,11.932116943203756,16.110065094061998,10.128409939200852,6.717732195143567,3.011720538659328,1.712564665138829,213.3837510268591
