date,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,QUAM SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,53.681742975293226,0.7260597549918206,16.283830731451776,8.880152223526796,9.906580514476099,4.5862013454724435,2.436029416957882,1.941241257550514,1.5581617802794419
2024-03-04,0.0,53.7941318503867,0.7238407022249774,16.094392001685375,8.709996025438011,9.931318250344665,4.58771559618206,2.4544456474883773,1.8927778175898642,1.8113821086599753
2024-03-05,0.0,53.815467956322216,0.7407336468885617,16.048720968150054,8.616998206362755,9.90947173015185,4.598848403042018,2.499188584207279,1.5895214334811658,2.1810490713940984
2024-03-06,0.0,53.737970180950356,0.7642102888803577,16.435588918413636,8.559864714508038,9.884563451333804,4.5883023577737125,2.548651448830965,1.6108645769957957,1.8699840623133421
2024-03-07,0.0,53.63933964617148,0.7469139831267684,16.349229487224097,8.894744937086774,9.856939946473355,4.60529575658609,2.6016661488046204,1.6048467743612527,1.7010233201655633
2024-03-08,0.0,53.62253909558209,0.7461598326360466,16.246393487185802,8.883239793683273,9.84698750714891,4.600645842227532,2.5667292429554722,1.7607377915339988,1.7265674070468737
2024-03-11,0.0,54.155009898697706,0.7389116811747537,15.017592221729812,9.111888888214123,9.912291844094616,4.67232049293032,2.691996531993745,1.7957916946987686,1.904196746466164
2024-03-12,0.0,54.619936742689454,0.8209983744590477,14.891600191091978,8.327196106031327,9.983524497396337,4.657783795247714,2.7466592749514596,1.79897174048354,2.1533292776491355
2024-03-13,0.0,55.600187143310706,0.9415917533200143,13.860272203205378,7.133428412783322,10.141218745724395,4.736034942568752,3.0214124775777287,2.043677846989884,2.5221764745198176
2024-03-14,0.0,55.62750466786179,0.9693033895415701,12.875137776487222,8.046310745711423,10.148289110578812,4.741418029464482,3.088555438001433,2.1241870149922306,2.379293827361031
2024-03-15,0.0,55.737866107813026,0.9832576594978725,13.066771540550787,7.7719472430009,10.141956979643577,4.736379704054004,3.217140026888015,2.1140221667665826,2.2306585717852316
2024-03-18,0.0,55.7142885724414,0.9629386330329993,13.346028048328918,7.450432370099358,10.136059383329005,4.704004590509827,3.0832744185166705,2.1059852456287302,2.496988738113093
2024-03-19,0.0,55.57278767559466,0.9686747541501659,13.268458744347052,7.558567032383736,10.114561605834576,4.66809964499989,3.0767350381818868,2.042402492812918,2.729713011695114
2024-03-20,0.0,55.84163849830948,0.996408627334492,13.537809314554028,7.241299328320997,10.170042007409348,4.693705108982258,3.096218582332643,2.135987774259063,2.286890758497688
2024-03-21,0.0,55.86400646053477,0.9310581101126713,13.7319374531693,7.089765776502855,10.139747871439225,4.680763385513396,3.1265045705413894,2.1317045898695524,2.3045117823168466
2024-03-22,0.0,55.7085540631016,0.9086298756102815,13.796963801860912,7.276299745897402,10.115768107179532,4.6800662086228195,3.1725289241342547,2.0820615691648983,2.2591277044283027
2024-03-25,0.0,55.82852543252016,0.8665169812262707,13.96713162904647,6.801223212358715,10.132742037660917,4.705582023949376,3.2625299433436603,2.053346536115251,2.3824022037791828
2024-03-26,0.0,55.95681061819595,0.8677407929389387,13.958156239951322,6.444144499418393,10.134900698367662,4.706584492479584,3.3105090658518357,2.110420951190957,2.51073264160536
2024-03-27,0.0,55.42970079129276,0.8577866678893301,14.043296138464273,6.915840650113736,10.042694452089666,4.663764488440307,3.1568196987773476,2.009354971971718,2.880742140960866
2024-03-28,0.0,55.36565149946047,0.8360766133097072,14.04670413431401,7.159098823561534,10.02932001390273,4.657553483000817,3.168041346816586,1.98868226844245,2.748871817191694
2024-04-02,0.0,55.33474024917508,0.8968619770253856,13.856671645038263,7.298175813045063,10.019068076678206,4.629677548069759,3.2855146491694,1.9676437779288587,2.7116462638699947
2024-04-03,0.0,55.29554914475258,0.9062740929516483,13.873793942779056,7.4010673661091,10.009556162526556,4.625282219577127,3.252117883269074,1.9467881115005539,2.6895710765343086
2024-04-05,0.0,54.781964026760036,0.8160132898544191,15.046551111675393,7.563286201217817,9.94149857502214,4.564781401584121,3.0821958565944056,1.8881890027453674,2.3155205345462995
2024-04-08,0.0,54.86809840543753,0.8469048041479039,14.41320689590833,8.325600030649888,9.957129719653325,4.571958665430155,3.094699399460773,1.8768640743569147,2.0455380049551843
2024-04-09,0.0,54.819533897508585,0.8411643704299149,14.402325551678723,8.31931456479168,9.949612519851723,4.568507035518688,3.12296938062221,1.8917705074049884,2.084802172193488
2024-04-10,0.0,55.01399589868888,0.8504445669568739,14.505117075865767,8.006861446087656,9.974697100717874,4.580024979955359,3.1257289730329547,1.898585533743587,2.044544424951041
2024-04-11,0.0,55.02474525014826,0.8287937901448592,14.633326407107038,7.773778790895762,9.97877955356511,4.597247529778829,3.1490071216664424,1.90140899292934,2.112912563764363
2024-04-12,0.0,54.99711879047676,0.8748378895973512,14.554028235827749,7.915492296988432,9.97877955356511,4.597247529778829,3.1444027117211935,1.8993625885092296,2.038730403535348
2024-04-15,0.0,55.17134144592717,0.8970991577255656,14.552314270626676,7.5552489454014005,10.015981151366432,4.614386394574661,3.2644755383474324,1.8972003959046986,2.0319527001259665
2024-04-16,0.0,55.0622913307097,0.8951593425902648,14.779608516126844,7.474349931519285,9.994323398524966,4.604408616208425,3.2317967977019566,1.9033460026306002,2.0547160639879576
