date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,OCBC SECURITIES BROKERAGE (HK) LTD,CITIBANK N.A.
2024-03-04,55.60873466945857,23.616512114866886,0.0,0.0,14.223751121746933,0.0,0.0,0.0,0.0,6.55100209392761
2024-03-05,48.94634776987718,20.413703943115706,0.0,0.0,12.29476405946994,12.682611506140917,0.0,0.0,0.0,5.662572721396251
2024-03-06,48.050632911392405,19.987341772151897,0.0,0.0,12.037974683544304,12.531645569620252,1.8481012658227849,0.0,0.0,5.544303797468355
2024-03-07,38.13826434124816,16.58961966799748,10.086152553057365,7.575120823702458,10.621979407438538,10.853120403446102,1.5339357007774743,0.0,0.0,4.6018071023324225
2024-03-08,38.16978356797647,16.58961966799748,10.086152553057365,7.575120823702458,10.590460180710233,10.853120403446102,1.5339357007774743,0.0,0.0,4.6018071023324225
2024-03-11,36.30423685553854,16.120469627360897,9.80091883614089,7.36089841755998,10.79122001020929,10.556406329760081,1.49055640632976,2.98111281265952,0.0,4.594180704441041
2024-03-12,35.59322033898305,16.13232591382479,9.82234020829079,7.361649989789668,11.558096793955484,10.567694506840922,1.4907085971002656,2.981417194200531,0.0,4.492546457014498
2024-03-13,35.45027567898714,16.13232591382479,9.82234020829079,6.994078006943026,12.06861343679804,10.567694506840922,1.4907085971002656,2.981417194200531,0.0,4.492546457014498
2024-03-14,35.69817510764815,16.198482673774862,9.862620463399631,6.663932745540291,12.118105392659421,10.559770350625385,1.4968218166905884,2.993643633381177,0.0,4.4084478162805
2024-03-15,35.64060243449557,15.886115122756344,9.995873736331752,6.705178460903652,12.193109139674025,10.625128945739633,1.5060862389106664,3.012172477821333,0.0,4.435733443367031
2024-03-19,35.28987002269445,15.886115122756344,9.995873736331752,6.705178460903652,12.708892098205075,10.625128945739633,1.5060862389106664,2.847121931091397,0.0,4.435733443367031
2024-03-20,35.13513513513514,16.144006602021868,9.995873736331752,6.705178460903652,12.605735506498867,10.625128945739633,1.5060862389106664,2.847121931091397,0.0,4.435733443367031
2024-03-21,35.13513513513514,16.144006602021868,9.995873736331752,6.705178460903652,12.595419847328243,10.625128945739633,1.5060862389106664,2.857437590262018,0.0,4.435733443367031
2024-03-22,35.035592695759824,16.145672134530074,9.996904982977405,6.70587021561952,12.68956979263386,10.626225110904777,1.5062416176622304,2.85773238419478,0.0,4.436191065717528
2024-03-25,35.10945890128046,16.160677406030565,10.00619578686493,6.7121024370094995,12.556794712928543,10.63610078479967,1.5179677819083022,2.8603882693102025,0.0,4.440313919867823
2024-03-28,35.19206939281288,16.160677406030565,10.00619578686493,6.7121024370094995,12.556794712928543,10.563816604708798,1.5076414704667493,2.8603882693102025,0.0,4.440313919867823
2024-04-02,36.001650505467296,16.144006602021868,9.995873736331752,6.705178460903652,12.54384155147514,10.150608623891067,1.5060862389106664,2.857437590262018,0.0,4.095316690736539
2024-04-03,35.795337322054884,16.144006602021868,9.995873736331752,6.705178460903652,12.750154734887559,10.150608623891067,1.5060862389106664,2.857437590262018,0.0,4.095316690736539
2024-04-05,36.06472892187178,16.130694702123275,9.987631416202845,6.699649556792414,12.636569779426923,10.028860028860029,1.5048443619872192,2.855081426509998,0.0,4.09193980622552
2024-04-10,37.47680890538033,16.161616161616163,8.956916099773244,6.699649556792414,12.636569779426923,9.616573902288188,1.5048443619872192,2.855081426509998,0.0,4.09193980622552
2024-04-11,38.64315908856583,15.135580987730693,8.959686565625322,6.701721826992474,12.640478399835034,9.464893287967833,1.5053098257552326,2.855964532426023,0.0,4.0932054851015565
2024-04-12,38.653469429838125,15.135580987730693,8.959686565625322,6.701721826992474,12.640478399835034,9.454582946695536,1.5053098257552326,2.855964532426023,0.0,4.0932054851015565
2024-04-15,38.94215898546241,14.321064027219302,8.959686565625322,7.217238890607279,12.640478399835034,9.454582946695536,1.5053098257552326,2.8662748736983197,0.0,4.0932054851015565
2024-04-16,39.12953795379538,14.32549504950495,8.756188118811881,7.2194719471947195,12.644389438943895,9.457508250825082,1.5057755775577557,2.867161716171617,0.0,4.0944719471947195
2024-04-17,39.11697957499484,14.328450587992572,8.757994635857232,7.220961419434701,12.646998143181348,9.45945945945946,1.5060862389106664,2.8677532494326385,0.0,4.095316690736539
2024-04-18,39.178449788419854,14.335844772422334,8.762514191351016,7.224687790277634,12.653524615543398,9.371452162245845,1.5068634534007637,2.8692331509959748,0.0,4.097430075343173
2024-04-23,39.56804794874444,14.353621990286245,8.773380179807793,7.233646791360959,12.669215666012192,9.383073266508216,1.5087320450552857,2.7177844373256175,0.0,3.792497674899246
2024-04-24,39.4750439185698,14.4569598015914,8.773380179807793,7.233646791360959,12.669215666012192,9.393407047638732,1.5087320450552857,2.7177844373256175,0.0,3.7718301126382143
2024-04-26,39.514462809917354,14.452479338842975,8.770661157024794,7.231404958677685,12.665289256198347,9.369834710743802,1.5082644628099173,2.7169421487603302,0.0,3.770661157024793
2024-04-29,39.39863608183509,14.45546600537301,8.772473651580905,7.232899359371771,12.771233725976442,9.37177102707171,1.508576152097541,2.71750361644968,0.0,3.771440380243852
2024-04-30,39.41741555624419,14.450986468340046,8.769755190579485,7.230657989877079,12.7672761078401,9.368866852597872,1.5081086664600765,2.7166615019109597,0.0,3.770271666150191
2024-05-02,39.4277450676583,14.450986468340046,8.769755190579485,7.230657989877079,12.756946596425989,9.368866852597872,1.5081086664600765,2.7166615019109597,0.0,3.770271666150191
2024-05-03,40.35194791984539,14.230495371783135,8.63594751296918,7.120333638490489,12.562302919336792,9.225918014444105,1.485098158885159,2.6752110670328553,0.0,3.712745397212898
2024-05-06,42.894924219306276,14.230495371783135,6.09297121350829,7.120333638490489,12.562302919336792,9.225918014444105,1.485098158885159,2.6752110670328553,0.0,3.712745397212898
2024-05-07,42.98941798941799,14.234839234839235,5.993080993080993,7.122507122507122,12.555962555962555,9.228734228734229,1.4855514855514855,2.676027676027676,0.0,3.713878713878714
2024-05-08,43.00101729399797,14.231943031536115,5.991861648016276,7.121057985757884,12.553407934893185,9.226856561546287,1.4852492370295016,2.6754832146490335,0.0,3.7131230925737535
2024-05-10,43.20398212108899,14.211702559934986,5.983340105648111,7.110930516050386,12.413652986590817,9.213734254368143,1.4831369362047948,2.6716781796017877,0.0,3.707842340511987
2024-05-13,42.60463226330759,14.211702559934986,5.983340105648111,7.110930516050386,12.921576594880129,9.264526615197074,1.52377082486794,2.6716781796017877,0.0,3.707842340511987
2024-05-14,42.74111675126904,14.20304568527919,5.979695431472081,7.1065989847715745,12.913705583756347,9.157360406091371,1.5228426395939088,2.67005076142132,0.0,3.705583756345178
2024-05-17,42.74692924576185,14.201603898081414,5.979088417419551,7.105877575880622,12.912394680743072,9.156430819206172,1.5226880519744188,2.6697797177951474,0.0,3.705207593137753
2024-05-20,42.7251497613971,14.204487765255355,5.990455883846075,7.107320540156362,12.915016752969844,9.15829018174434,1.5229972586049345,2.6703218600873186,0.0,3.705959995938674
