date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,CITIBANK N.A.,VISION CAPITAL INTERNATIONAL HOLDINGS,CELESTIAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-04,0.0,0.0,94.56849728424864,0.0,5.431502715751358,0.0,0.0,0.0,0.0
2024-03-06,0.0,73.42136930774589,20.060379589165453,0.0,1.1400342010260307,0.0,0.0,0.0,5.378216902062618
2024-03-07,0.0,73.43299654768315,19.994932378931367,0.0,1.1402147404427834,0.0,0.0,0.0,5.431856332942704
2024-03-11,0.0,73.27826883974757,20.163507832994448,0.0,1.1378122399098178,0.0,0.0,0.0,5.42041108734816
2024-03-12,0.0,70.46469926754399,19.693239724847786,0.0,0.9624249055303975,0.0,0.0,3.6673454294947776,5.2122906725830465
2024-03-13,0.0,70.40051012662072,19.817002196378507,0.0,0.9109403941335439,0.0,0.0,3.6640046964038095,5.2075425864634255
2024-03-14,0.0,64.52286199315392,18.41297229102311,8.13551146114528,0.7977810554828895,0.0,0.0,3.3581016521489064,4.772771547045891
2024-03-15,0.0,64.44215909722608,18.5150184371931,8.125335853391888,0.7967832193748031,0.0,0.0,3.35390145829859,4.766801934515538
2024-03-20,0.0,64.29621275848363,18.588635502269387,8.139287662115567,0.8735521681657252,0.0,0.0,3.346305660063414,4.756006248902282
2024-03-21,0.0,64.2932411447164,18.661724469422467,8.138911484138136,0.8041854618058123,0.0,0.0,3.3461510019965988,4.755786437920579
2024-03-22,0.0,64.24573265351363,17.844343456735388,8.132897362003991,0.8035912214586567,0.0,0.0,4.221163082834552,4.7522722234537795
2024-03-25,0.0,64.05050002762583,18.09400151021235,8.108182772528869,0.8011492347643516,0.0,0.0,4.208335635486306,4.737830819382286
2024-03-26,0.0,63.87404264697779,19.155325362278912,8.085844950134993,0.8264918177310044,0.0,0.0,3.333516998181718,4.724778224695576
2024-03-27,0.0,63.87990889386871,19.147900517982443,8.086587561074172,0.8265677234488079,0.0,0.0,3.333823151243525,4.725212152382352
2024-03-28,0.0,63.87990889386871,19.01932331655707,8.086587561074172,0.9551449248741781,0.0,0.0,3.333823151243525,4.725212152382352
2024-04-02,0.0,63.742336348390296,19.028766759226166,8.234129711599262,0.9530879131956854,0.0,0.0,3.326643389327248,4.7150358782613475
2024-04-03,0.0,64.2249697596469,18.632674355257205,8.264157563781753,0.9603043426070416,0.0,0.0,3.351831503522655,4.566062475184443
2024-04-05,0.0,63.90925629858316,18.57323998015326,8.682948343348587,0.9555837330246062,0.0,0.0,3.3353547604608855,4.543616884429498
2024-04-08,0.0,63.90925629858316,18.481356928900894,8.774831394600952,0.9555837330246062,0.0,0.0,3.3353547604608855,4.543616884429498
2024-04-11,0.0,63.90632034472937,18.333501777855364,8.774428283979088,0.9555398340668326,0.0,0.0,3.486801606041952,4.543408153327392
2024-04-12,0.0,63.903384660615195,18.337253316673404,8.774025210392857,0.9554959391422587,0.0,0.0,3.4866414317739154,4.543199441402375
2024-04-16,0.0,63.903384660615195,18.323472125243466,8.774025210392857,0.969277130572195,0.0,0.0,3.4866414317739154,4.543199441402375
2024-04-17,0.0,63.900449246203465,18.281288757820466,8.81955736846457,0.9692326066385544,0.0,0.0,3.48648127222115,4.5429907486518015
2024-04-18,0.0,63.897514101457,18.285042350304074,8.819152258989105,0.9691880867951568,0.0,0.0,3.48632112738163,4.542782075073033
2024-04-19,0.0,63.89457922633866,18.19234055062053,8.910609136589533,0.9737366685345263,0.0,0.0,3.486160997253328,4.542573420663427
2024-04-22,0.0,63.79787936601116,18.31615057235104,8.897123569122394,0.9722629879659525,0.0,0.0,3.480884942764896,4.535698561784561
2024-04-23,0.0,51.455901282791075,16.481719857369022,7.323893648186782,0.7841744714220191,17.266634116028232,0.0,3.0294287362954413,3.6582478879074376
2024-04-24,0.0,51.141878180053524,16.99141201729361,7.279197670656745,0.7793888415046617,17.161259962942268,0.0,3.0109408546807446,3.6359224728684447
2024-04-25,0.0,51.14375840998831,16.988360208530946,7.279465290185957,0.7794174957168802,17.16189089625659,0.0,3.0110515518496457,3.636056147471672
2024-04-26,0.0,51.141878180053524,16.99141201729361,7.279197670656745,0.7793888415046617,17.161259962942268,0.0,3.0109408546807446,3.6359224728684447
2024-04-29,0.0,50.69079091187315,17.695323316379323,7.224885961204949,0.7651165163151988,17.036594429951762,0.0,2.9839544136292755,3.6033344506463414
2024-04-30,0.0,4.870049180040954,1.6937536097449988,0.7259744123772687,0.07350753452228855,1.6367677686962914,0.0,0.28667938463692527,0.34618548401211124
2024-05-02,0.0,50.50677392655408,17.609304892038278,7.583457969709731,0.7623390012633047,16.974748428129583,0.0,2.973122104926888,3.590253677378134
2024-05-03,0.0,49.649107792374515,18.74206569957351,7.766699473661689,0.7488553211519535,16.645983995891996,0.0,2.9205357524926185,3.5267519648537236
2024-05-06,0.0,49.61167887376176,18.777055891141714,7.7521591225154936,0.7666578709019463,16.64539042497807,0.0,2.9204316105520647,3.526626206148953
2024-05-07,0.0,48.45771976796073,19.734493529674253,7.906626506024097,0.9203480589022758,16.273427041499332,0.0,2.855170682730924,3.8522144132083893
2024-05-08,0.0,48.110536553624215,19.776545594251658,8.286088094199737,0.9241376445911988,16.156833426785454,0.0,2.921244090018621,3.824614596529119
2024-05-09,0.0,46.18584653008061,17.57321619627988,7.419639949760431,6.931199702284039,15.517115344998306,0.0,2.801055296752371,3.5719269798443634
2024-05-10,0.0,46.03199809440629,18.340677809096565,8.07230669472124,6.901160559503487,15.410165813119484,0.0,2.788915796577871,2.454775232575066
2024-05-13,0.0,46.653394705021746,18.16365932032414,7.4988810133009105,6.910995463928544,15.532203435122153,0.0,2.8158381711415,2.4250278911610073
2024-05-14,0.0,46.63295395412758,18.475722844143196,7.2484555752731925,6.898208067034036,15.510961079162607,0.0,2.8119871375772214,2.4217113426821624
2024-05-16,0.0,46.015405515913315,19.22326127385679,7.2378226519118405,6.819051136288695,15.332972816123034,0.0,3.003943706556577,2.36754289934975
2024-05-17,0.0,45.766402770580946,19.243862284286266,7.529893282784224,6.782151266897986,15.302474763706964,0.0,2.9876884932998378,2.387527138443778
2024-05-20,71.00287005436653,13.3168003340699,5.500205930885854,2.196723351417335,1.9734248004913333,4.443068603040448,0.0,0.8693375209127682,0.6975694048158436
2024-05-21,70.98458072281248,13.313370115314488,5.530271865600503,2.1770770765422904,1.9729164742723297,4.436200002594939,0.0,0.8691135919062343,0.716470150956731
2024-05-22,70.97713221465062,13.311973125363204,5.5907425362327965,2.1825721612920828,1.9641241608830413,4.388038436164153,0.0,0.8690223946403354,0.7163949707737561
2024-05-23,70.79007917993245,13.276890770053956,5.606453739145392,2.410866442946379,1.9579965033873912,4.376474205822157,0.0,0.8667321742399967,0.7145069844722695
2024-05-24,70.77593846156188,13.274238636091242,5.630065470390315,2.4056287718147438,1.9576053825206576,4.375599980366873,0.0,0.8665590395900482,0.7143642576642438
2024-05-27,70.7033039125991,13.261566050694986,5.66134696308617,2.467776370998487,1.955596369470499,4.371109475006946,0.0,0.8656697242894192,0.7136311338543949
2024-05-28,70.71302246614405,13.272664815569305,5.632798736719251,2.4194367505594947,1.9572330317026103,4.374767709344998,0.0,0.8663942137420203,0.7636822762182682
2024-05-29,70.69150880144636,13.268626752274473,5.66245967406107,2.417749916239179,1.9566375649312744,4.373436734054355,0.0,0.8661306227659821,0.7634499342273146
2024-05-30,70.69285302196914,13.268879059244462,5.664468877842265,2.4139928297092066,1.9566747709891876,4.373519896282926,0.0,0.8661470925029882,0.7634644514598239
2024-05-31,26.026441710275307,4.885100722824089,2.1039956595551046,0.8887410959623362,0.7203738383184276,1.6101650419167965,0.0,0.3188826854752612,0.28107881057808426
2024-06-03,70.69554161638513,13.272236106034887,5.658028699748723,2.4140846388152863,1.9567491873500824,4.373686230228562,0.0,0.8661800338561346,0.7634934875812032
2024-06-04,70.69352515140129,13.271857539031185,5.660719637214977,2.4140157813310537,1.9566933745487625,4.37356147858324,0.0,0.8661553276063765,0.7634717102831178
2024-06-05,70.72378420970729,13.277538312627387,5.642216617439869,2.4150490562189937,1.935653733519359,4.375433500830001,0.0,0.8665260694035066,0.7637985002535849
2024-06-07,70.71571259497887,13.276974036858249,5.652034477524442,2.4147734297695624,1.9354328198428754,4.374934138219768,0.0,0.8664271738952626,0.7637113289109724
2024-06-14,70.72714792636442,13.279121036334567,5.645338648025673,2.405651654791556,1.936697022204669,4.375641602230588,0.0,0.8665672825287098,0.7638348275198178
2024-06-17,70.76619043558242,13.287403073624452,5.677007510461653,2.3222737267848768,1.9377661097270529,4.378057025905916,0.0,0.8670456414348453,0.7642564764787935
