date,TIGER BROKERS (HK) GLOBAL LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA PA SECURITIES (HONG KONG) CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,0.0,42.05649360098348,27.851514954328398,0.0,5.710270185760743,15.283193787971658,0.0,0.0,2.467802123570934,6.630725347384785
2024-03-04,0.0,34.6289308804471,22.927416361401256,15.55317258604173,4.542435336012383,12.516630126699901,0.0,2.2043584105825254,2.077269830575583,5.549786468239519
2024-03-05,43.5087753430118,19.568403554123844,12.987354165337278,9.100045904090244,2.129819711948205,7.120222323963997,0.0,1.2477450430643655,1.1616941806651582,3.175939773795107
2024-03-06,43.5177136125429,19.50788443197906,12.98628466223611,9.123057427729409,2.172091261898122,7.140748944657465,0.0,1.243585191103278,1.1327758470755849,3.1758586207780692
2024-03-07,43.54777301860418,19.475091433152656,12.889392932372445,9.101453563451194,2.163305600221826,7.213466232002738,0.0,1.241467477583024,1.1591127615366312,3.2089369810753032
2024-03-08,43.56528000916845,19.453610548670706,12.892754873449134,9.109377782323916,2.1980245114573838,7.195610268705718,0.0,1.2416247819512405,1.1387627169461683,3.2049545073272854
2024-03-11,43.696290236799236,19.588658941860636,12.929536559864498,8.841616292678198,2.1037081414852286,7.191892821754524,0.0,1.244394454399081,1.1357462787451373,3.268156272413456
2024-03-12,43.7931359086026,19.430431941060906,12.960694975497452,8.946529751610722,2.0640714494196084,7.164326217861117,0.0,1.2398879553911673,1.1086524219681224,3.2922693785883035
2024-03-13,43.831146082858254,19.39282940158511,12.968251902778524,8.85744797835885,2.1440684097136993,7.185180113448225,0.0,1.2409664011994401,1.0716469128233004,3.308462797234599
2024-03-14,43.870485164056866,19.20959266330815,12.9749586753429,9.164173863779194,2.0360555865402223,7.1486926106213415,0.0,1.2420801863130952,1.0274892244712492,3.326472025566983
2024-03-15,43.96691394170102,19.227652676245025,13.005341916169613,8.504821250610856,2.52082104294852,7.161164190954418,0.0,1.2448103196511313,1.0375272377925782,3.330947423926834
2024-03-18,44.005955751138465,19.227531364846676,13.020945871256592,8.504911345137929,2.427042625238977,7.186259356905089,0.0,1.2456723612116067,1.0622945953556295,3.3193867289090377
2024-03-19,44.50220422307066,19.825951139864245,13.174999181526747,8.487463216707974,1.3753475751228232,7.327749160364229,0.0,1.2597196190254185,0.7200136724937758,3.3265522118241226
2024-03-20,44.331265831421724,19.55925275845541,13.131582761483484,8.709220748861043,1.5945182580355752,7.345931166235813,0.0,1.2548808823973305,0.6942061832630295,3.379141409846595
2024-03-21,44.31016455970139,19.559238709687474,13.174415751927818,8.870783103821246,1.3834597512824118,7.357543469407127,0.0,1.2542835707262223,0.6817069591665754,3.408404124279735
2024-03-22,44.28661869837057,19.540437666268637,13.172965623859541,8.759873436297397,1.4802680535945307,7.416894163716801,0.0,1.253617060291894,0.6605299964793098,3.4287953011213235
2024-03-25,44.30342994363877,19.5046944701352,13.185094582666359,8.885701032522142,1.3247748390715632,7.456550813552523,0.0,1.2540952460662504,0.657189024076749,3.428470048270451
2024-03-26,44.29898061277405,19.508614387782462,13.188016183647106,8.69472918230478,1.4977382200333478,7.441594991859233,0.0,1.2539692990528315,0.6539387024632123,3.4624184200829777
2024-03-27,44.280324861601294,19.50839692901582,13.140838693266302,8.432756475769192,1.7262004204768848,7.521871492228488,0.0,1.2534412115235518,0.6606821864974954,3.475487729620975
2024-03-28,44.26016829461019,19.49821139133383,13.093415452773996,8.396531498686063,1.7345513524485674,7.62164332579323,0.0,1.2528706404668026,0.649531604627786,3.4930764392595397
2024-04-02,44.24306045887127,19.49450743931937,13.082401597043622,8.453548629928697,1.6647297299410886,7.643813566304185,0.0,1.2523863697117399,0.6600446388078649,3.505507570072163
2024-04-03,44.27048945275663,19.429106302837855,13.045656160324029,8.51018293751892,1.6485042971356847,7.610688978285947,0.0,1.253148942657742,0.6560403618206384,3.5761825666625544
2024-04-05,44.25583841167508,19.39906122747485,13.043353714535849,8.835656687611273,1.326537763082895,7.630599033958768,0.0,1.2533903032496472,0.6699590705959594,3.5856037878156823
2024-04-08,44.17612804694783,19.393661920602334,13.02406047793462,8.768299618446992,1.5275769397309262,7.612558137165504,0.0,1.2521051639557215,0.6901265900164542,3.5554831051996145
2024-04-09,43.98962028553711,19.384342878277582,12.969642167768564,8.692217580040769,1.892616201722342,7.580418580360915,0.0,1.2468188851100064,0.7038512556919795,3.5404721654907365
2024-04-10,44.00415624550541,19.390748253687995,12.972710024786704,8.744821245598168,1.8297891946791256,7.593559264637152,0.0,1.247230884788204,0.7080621152157338,3.5089227711015094
2024-04-11,44.011703116392134,19.396623629315215,12.977556234094006,8.661000922504542,1.9219732946814152,7.591219413735469,0.0,1.247767094305631,0.7034118453806849,3.488744449590904
2024-04-12,44.13302836815107,19.280223574961546,13.011864862560852,8.648061775412353,1.8480276642678546,7.618661669532667,0.0,1.2512067625332568,0.7315772220990246,3.477348100481374
2024-04-15,44.046869366076905,19.2592479064753,12.975407035840556,8.71726375964023,1.9961558128325334,7.628499990774492,0.0,1.2487640856983693,0.7409604539012447,3.3868315887603737
2024-04-16,44.04899558922745,19.260827930363245,12.976683727207353,8.717440678692421,1.9897991258772476,7.650817365302606,0.0,1.248824365830574,0.7345740677365555,3.3720371497625448
2024-04-17,44.04531309458784,19.263332772229546,12.93373529024393,8.736561209767576,1.9738038085808378,7.670828127979505,0.0,1.2740141071542255,0.7236283075084395,3.378783281948098
2024-04-18,44.004907977461045,19.246148764392874,12.916555118426645,8.752666843757822,2.002774340029546,7.689616880831708,0.0,1.272845385998578,0.7174420265014839,3.397042662600301
2024-04-19,44.00412176566127,19.21900521827886,12.9258260520699,8.673816842281596,2.1102621447144565,7.69232188552115,0.0,1.2728226447611168,0.7135310722636728,3.3882923744479885
2024-04-22,44.04568724117187,19.212691481768687,12.942994107731028,8.789675439186299,1.9379323017439758,7.684956091555474,0.0,1.2740249293732702,0.7129044543862122,3.399133953083179
2024-04-23,44.05446092072171,19.19261515641162,12.948824449963242,8.768681809645335,1.9667541018237293,7.684210382193625,0.0,1.2742787087366756,0.7130464613708731,3.397128009133192
2024-04-24,44.04955439161254,19.148529366492948,12.935838393078228,8.745349075547383,2.015230770845163,7.719449546763539,0.0,1.2741367870005575,0.7089835906237671,3.4029280780358793
2024-04-25,44.04562966872869,19.073080956063475,12.934116822605715,8.970678976834964,1.8566372811042615,7.716323126817811,0.0,1.2740232640858729,0.7088391339003702,3.420670769858841
2024-04-26,44.06704921637833,19.058599941823662,12.921509437636477,8.52292188018244,2.36088299801662,7.709387122600134,0.0,1.2819835769892916,0.7082196806732214,3.3694461456998255
2024-04-29,44.12777008266145,19.071504889060623,12.938499836097298,8.356157827695357,2.428306994281047,7.726280976258301,0.0,1.2837500477364772,0.7077296177653819,3.359999728444068
2024-04-30,44.12193448016288,19.064537343557987,12.93110837821477,8.254944548431329,2.5379090403736324,7.739179479426774,0.0,1.2835660669409759,0.7086867670186733,3.3581338958729843
2024-05-02,44.12276084126653,19.05137692892291,12.92149746613629,8.579457970165603,2.1917743650311903,7.752679040576272,0.0,1.2835901068903617,0.708537178891446,3.38832610211939
2024-05-03,44.13170923611492,19.055468298877408,12.916605036331163,8.509838482090194,2.231948878577016,7.761015937380779,0.0,1.2838646442462138,0.7072226587418121,3.402326827640493
2024-05-06,44.13037933378081,19.045609274347626,12.918333380294827,8.587284825500385,2.161997604321964,7.760782060347942,0.0,1.2838259551807636,0.709563267185779,3.402224299039906
2024-05-07,44.010050642875804,18.962618457329103,12.887495500078197,9.032383349868507,1.983112028023614,7.7396210198171635,0.0,1.2803253939150572,0.7114460295850571,3.392947578507497
2024-05-08,44.09350968070452,18.9348668558555,12.861773516101781,8.978592878793082,1.9852272953221988,7.696687197917697,0.0,1.2784360925472207,0.7240589020640098,3.4468475806939867
2024-05-09,44.112349535882736,18.927043677471637,12.847381588462262,8.97083007335339,1.9858492296559302,7.710567612963409,0.0,1.2783136359827802,0.7092094772043667,3.458455169023484
2024-05-10,44.11593261573539,18.90749946304068,12.84817960917882,8.958391523409972,1.960401276170727,7.785358160960818,0.0,1.2778599279648415,0.705791725869874,3.4405856976688844
2024-05-13,44.140128886277864,18.884476888639117,12.849882277998487,8.969377030956228,1.9726533256470908,7.763281548945697,0.0,1.2783820115068805,0.7172063369200586,3.4246116931085786
2024-05-14,41.88918927242066,17.908576189374116,12.188691254615817,8.20813275431773,2.1269351433543924,7.3813844140247,5.129057040765874,1.2128557924525603,0.6762065927996165,3.2789715458745405
2024-05-16,41.9102695581562,17.89248663503426,12.199071305634368,8.312799811750892,2.083817711867587,7.319746026370772,5.127007764043373,1.2108308056922557,0.6807886770059495,3.2631817044443414
2024-05-17,41.92827177293207,17.878852934216873,12.180294862289534,8.504644286235772,1.8714899326348928,7.32735917327992,5.12532940201025,1.210434431716179,0.6811047792820513,3.2922184254024622
2024-05-20,42.01823191160641,17.841102768764753,11.978765690139895,8.52847004085195,1.822944849277041,7.404455818219969,5.1334604192005635,1.2123547108631492,0.6920562723650661,3.3681575187112083
2024-05-21,41.97698174773946,17.77167254065565,11.974016886524268,8.219685314857335,2.2728844592445787,7.3594960624361745,5.128354910153726,1.224014670462963,0.7422145151687212,3.3306788927571302
2024-05-22,41.9766446354714,17.72524943797449,11.988364487491816,8.572878621885529,1.9862025999658288,7.335913694305757,5.127918452445782,1.2248349022310359,0.761640859028083,3.3003523092002682
2024-05-23,42.05904468693578,17.776844675675672,12.002630183629163,8.662101992096776,1.74500167634642,7.320330473912054,5.135901580341767,1.2256615715489765,0.7754797642595586,3.2970033952538342
2024-05-24,42.00266234800338,17.6224942107281,11.931605584637252,8.616254449760365,1.7770730491386297,7.31203364927189,5.135384831084285,1.2188265664877993,0.7845049442244704,3.5991603666638263
2024-05-27,41.857763849770116,17.612845749448432,11.888649207824141,8.460888556984395,2.050788212720236,7.4109352803407464,5.132393421240277,1.2187333955092197,0.8308481886515349,3.536154137510903
2024-05-28,41.84320959228774,17.57248764702508,11.73954785923577,8.385998667239512,2.2847061127535455,7.472792722278545,5.13299146711956,1.2201864286089414,0.9415205278466603,3.406558975604643
2024-05-29,41.85994138747434,17.55138261740398,11.65499240540849,8.420686602417307,2.2106121678452935,7.620356544591463,5.135053453424321,1.2206765926236616,0.9479928736070238,3.3783053552041156
2024-05-30,41.8076420060837,17.53546356690269,11.633419732723135,8.419408751232869,2.2757017557292416,7.686339307870342,5.128637770312486,1.2172253806216826,0.9375631273311397,3.3585986011927216
2024-05-31,41.79974207835672,17.5452451654705,11.62498207302644,8.447473565756882,2.285617934087733,7.697134657738107,5.127668668354586,1.2169955290635182,0.9325330833707263,3.322607244774784
2024-06-03,41.7825064514205,17.555172943967452,11.611668362235397,8.449840795202675,2.270490015319994,7.726803158505508,5.1263478828031825,1.2166820551994932,0.9269791880730535,3.3335091472727454
2024-06-04,41.71280106423851,17.69187359094365,11.55664266231438,8.440449332965866,2.2524063557615137,7.740758536921353,5.117805074534815,1.2477905329274535,0.9212059282548973,3.318266921137556
2024-06-05,41.73420240644125,17.705796689827427,11.537495663127325,8.429087908225846,2.2996377593364015,7.688039147811948,5.120430836769251,1.2484307294980792,0.9189094042288339,3.3179694547336367
2024-06-06,41.63824785441997,17.68074366814482,11.499687441171174,8.416921860535306,2.5182826765646107,7.694537397699594,5.108658031281964,1.2455603592868085,0.8970733776126376,3.3002873332831104
2024-06-07,41.60013350977096,17.682007218423664,11.480190123991346,8.470789453992296,2.527344141570803,7.705665810707679,5.103981726131493,1.2513208773561186,0.8836776798605289,3.294889458195107
2024-06-11,41.63992734827161,17.730234404532037,11.487641459137336,8.431923490308774,2.431647411493721,7.759008585567333,5.108864090859293,1.2525178653632436,0.869864234602568,3.288371109864082
2024-06-12,41.63331318384414,17.730410773870084,11.485816740547913,8.435571936278537,2.433639955512425,7.7660635325814855,5.10805258927208,1.2523189130682366,0.8570647542934857,3.2977476207316205
2024-06-13,41.648163431783246,17.705316886961118,11.448699100744058,8.413326773436342,2.5393460155067165,7.750228782534135,5.110665832175311,1.256491215832595,0.8588851628329761,3.2688767981934976
2024-06-14,41.63739676161352,17.71367394466435,11.46354097446354,8.427759807989917,2.556019997120755,7.7626718748566,5.1123886678169566,1.2533819704810953,0.852723468945722,3.220442532047537
2024-06-17,41.57633959087187,17.71555764979763,11.449452866133123,8.474531548608395,2.7082467365981087,7.689004634702065,5.106003178901233,1.2518164680907826,0.8435277293786514,3.185519596918142
2024-06-18,41.53723647370861,17.894489919536785,11.430046138511134,8.460519882255694,2.6573890695811566,7.662092660325379,5.10121032418834,1.2506414248625375,0.8328106567938932,3.1735634502364705
2024-06-19,41.3443650368977,17.759299374841174,11.326660216229811,8.43255396024703,2.916494209708567,7.883801149300271,5.0784606091966245,1.2450639767346792,0.8557220385221815,3.157579428321966
2024-06-20,41.2808234185393,17.773138982631238,11.304375035231157,8.4716966939962,2.977751830810153,7.889966257416203,5.070655588957717,1.2431504540582308,0.8491509247154866,3.1392908136443167
2024-06-21,41.282169812143025,17.772271319866874,11.310076045807243,8.479057361137096,2.968982076784153,7.8877097876871165,5.070820970790886,1.2431909999989654,0.8455887546905331,3.1401328710941097
2024-06-24,41.23752193637137,17.85668945393981,11.253861816220963,8.434655715284077,3.1441486902448803,7.808868591610276,5.06533672939092,1.2433683228000456,0.8434663172448447,3.1120824268928104
2024-06-25,41.224566268821384,18.034216897575714,11.1949868590095,8.46820959226648,3.116978841584175,7.745978686990193,5.06396960619246,1.2430327404352113,0.838217851098745,3.0698426560261427
2024-06-26,41.1873771472779,18.230193328817,11.2002852693255,8.50724101898485,3.043458893550754,7.654029553173645,5.0589065711541865,1.2417899370994945,0.8092609284414832,3.067457352175192
2024-06-27,41.19807018295278,18.503909397414258,10.913851973723023,8.537803638309736,3.1538658664862975,7.664827571409312,5.062022618197055,1.243011083303407,0.865894874941998,2.8567427932621277
2024-06-28,41.13651203876564,18.56076507965797,10.77222189614406,8.505660013591296,3.136717061727973,7.880831158745541,5.055121431148671,1.2369119307454637,0.8108576904543752,2.904401699019016
