date,WELL LINK SECURITIES LTD,HEAD & SHOULDERS SECURITIES LTD,CINDA INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,WELL LINK INTERNATIONAL SECURITIES LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,VALUABLE CAPITAL LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,51.14747555378168,0.0,42.28696866892836,0.0,0.0,0.0,6.565555777289962
2024-03-05,0.0,0.0,0.0,51.13954418232707,0.0,42.26309476209516,0.0,0.0,0.0,6.597361055577769
2024-03-07,0.0,0.0,0.0,51.40056022408963,0.0,41.99679871948779,0.0,0.0,0.0,6.602641056422569
2024-03-08,0.0,0.0,0.0,45.49964564138909,0.0,37.18993621545004,11.392629340892983,0.0,0.0,5.9177888022678955
2024-03-11,0.0,0.0,0.0,45.38679914833215,0.0,37.26046841731724,11.408800567778567,0.0,0.0,5.943931866572036
2024-03-12,0.0,0.0,0.0,45.38843561546648,0.0,37.26498758424973,11.404753458673289,0.0,0.0,5.9418233416105
2024-03-13,0.0,0.0,0.0,45.74317133735367,0.0,37.176303653777936,11.120964881163534,0.0,0.0,5.95956012770486
2024-03-14,0.0,0.0,0.0,45.786766010289156,0.0,37.20063863757318,11.122937732836617,0.0,0.0,5.889657619301047
2024-03-15,0.0,0.0,0.0,45.74977817213842,0.0,37.23158828748891,11.126885536823425,0.0,0.0,5.891748003549246
2024-03-18,0.0,0.0,0.0,45.61777777777778,0.0,37.333333333333336,11.146666666666667,0.0,0.0,5.902222222222222
2024-03-19,0.0,0.0,0.0,45.569170662404545,0.0,37.29355354288759,11.134789557805009,0.0,0.0,6.002486236902859
2024-03-20,0.0,0.0,0.0,45.364647713226205,0.0,37.06515980928836,11.601624580610984,0.0,0.0,5.968567896874448
2024-03-21,0.0,0.0,0.0,45.469026548672566,0.0,36.83185840707965,11.628318584070795,0.0,0.0,6.070796460176991
2024-03-22,0.0,0.0,0.0,39.015496809480396,0.0,31.494986326344577,10.07292616226071,14.190215739896688,0.0,5.226374962017624
2024-03-25,0.0,0.0,0.0,39.09283980582524,0.0,31.4623786407767,10.057645631067961,14.16868932038835,0.0,5.218446601941747
2024-03-26,0.0,0.0,0.0,39.074355083459785,0.0,31.471927162367226,10.060698027314112,14.17298937784522,0.0,5.2200303490136575
2024-03-27,0.0,0.0,0.0,38.91334041584459,0.0,31.47670359690393,10.062224920321748,14.326908483836698,0.0,5.2208225830930335
2024-03-28,0.0,0.0,0.0,38.964784456587736,0.0,31.496660595021254,9.987856709168184,14.329083181542199,0.0,5.221615057680632
2024-04-02,0.0,0.0,0.0,38.9470490062206,0.0,31.482324381732667,9.98331057502655,14.398422090729785,0.0,5.188893946290396
2024-04-03,0.0,0.0,0.0,39.03216019417476,0.0,31.47754854368932,9.905946601941748,14.396237864077671,0.0,5.188106796116505
2024-04-05,0.0,0.0,0.0,39.203768424251635,0.0,31.43899103479714,9.74016106974624,14.420300866129768,0.0,5.196778605075217
2024-04-08,0.0,0.0,0.0,39.123179611650485,0.0,31.507888349514563,9.723907766990292,14.396237864077671,0.0,5.24878640776699
2024-04-09,0.0,0.0,0.0,39.04993170435574,0.0,31.52223402640765,9.728335103961147,14.402792533009562,0.0,5.296706632265898
2024-04-10,0.0,0.0,0.0,39.025500910746814,0.0,31.54219793564056,9.729811778992106,14.404978749241042,0.0,5.297510625379478
2024-04-11,0.0,0.0,0.0,39.03142553514498,0.0,31.546986488538032,9.731288902383483,14.407165629269775,0.0,5.283133444663732
2024-04-12,0.0,0.0,0.0,39.04993170435574,0.0,31.537410836242223,9.728335103961147,14.402792533009562,0.0,5.281529822431326
2024-04-16,0.0,0.0,0.0,39.24223980523433,0.0,31.421180766889833,9.601339013998784,14.440048691418136,0.0,5.295191722458917
2024-04-17,0.0,0.0,39.168835998512456,23.679806619561177,0.0,19.207883971736706,5.866493120119003,8.822982521383414,0.0,3.2539977686872446
2024-04-18,0.0,40.683469073299584,23.46467092229804,13.856482500550296,0.0,11.36913933524103,3.4448602245212414,5.222320052828527,0.0,1.9590578912612813
2024-04-19,0.0,40.66780350954398,23.455635623521644,13.889652896198912,0.0,11.364761538038396,3.443533747730898,5.220309147917927,0.0,1.9583035370482424
2024-04-22,0.0,40.66556655665566,23.454345434543455,13.88888888888889,0.0,11.369636963696369,3.443344334433443,5.22002200220022,0.0,1.9581958195819582
2024-04-23,0.0,40.654385482540555,23.447896618091836,14.885894968380533,0.0,10.365686004949135,3.469892768765466,5.218586747319219,0.0,1.9576574099532582
2024-04-24,0.0,40.65885717428367,23.45047571907826,14.876533025353353,0.0,10.36682615629984,3.4702744321619092,5.219160754550954,0.0,1.9578727382720125
2024-04-25,0.0,40.65885717428367,23.45047571907826,14.898531595446297,0.0,10.36682615629984,3.4702744321619092,5.19716218445801,0.0,1.9578727382720125
2024-04-26,0.0,37.00570627690459,21.34347782560817,13.650015016518168,8.894784262688958,9.435378916808489,3.1584743217539293,4.7302032235459,0.0,1.7819601561717888
2024-04-29,0.0,36.98164173878245,21.329598319243658,13.65114301435646,8.899004552048421,9.364213896253313,3.2564654094342456,4.737131709269171,0.0,1.7808013606122755
2024-04-30,0.0,37.002002002002,21.34134134134134,13.633633633633636,8.903903903903904,9.36936936936937,3.2582582582582584,4.70970970970971,0.0,1.7817817817817816
2024-05-02,0.0,36.99089362553787,21.33493445411788,13.659561693185228,8.901230861603123,9.36655658961273,3.257280096067247,4.708295807064945,0.0,1.7812468728109678
2024-05-03,0.0,36.95760847830434,21.315736852629474,13.737252549490103,8.893221355728855,9.358128374325135,3.2543491301739653,4.7040591881623675,0.0,1.7796440711857628
2024-05-06,0.0,37.00941129355226,21.345614737685224,13.606327593111732,8.905686824189027,9.376251501802162,3.2589106928313973,4.710652783340008,0.0,1.787144573488186
2024-05-08,0.0,37.00570627690459,21.34347782560817,13.614976474121535,8.904795274802282,9.375312844128542,3.258584442887176,4.710181199319251,0.0,1.7869656622284513
2024-05-09,0.0,36.99644697993295,21.338137416804283,13.641595356052644,8.90256718210479,9.372967021968673,3.2577691037381777,4.709002652254416,0.0,1.7815142871440723
2024-05-16,0.0,37.10227843019171,21.39917695473251,13.449764127270903,8.928033724781692,9.40479775168122,3.26708822643782,4.647194620094349,0.0,1.8016661648097965
2024-05-20,0.0,37.175038970181525,21.441142454870015,13.275003771307889,8.94554231407452,9.428269723940263,3.2734952481520594,4.656308140996631,0.0,1.8051993764770957
2024-05-22,0.0,37.246208877021516,21.482190538566176,13.108972744218853,8.962668144490907,9.451357751020202,3.2797622046450705,4.6652224293415285,0.0,1.803617310695753
2024-05-23,0.0,37.18625823650722,21.447613299129824,13.324279462803682,8.948242040138826,9.436145063125597,3.199034253810171,4.657713394698456,0.0,1.8007142497862278
2024-05-24,0.0,37.17690837775319,21.44222065774917,13.346072613899226,8.945992155285126,9.433772503268631,3.1982299104897915,4.656542291059036,0.0,1.800261490495826
2024-05-27,0.0,37.007558692496374,21.344546228162386,13.74080192221054,8.905241027181258,9.390799419332232,3.1836612103919504,4.635330630224758,0.0,1.7920608700005007
2024-05-28,0.0,37.00385404674908,21.342409530006506,13.749436908754193,8.904349567045397,9.389859352319936,3.183342509635117,4.634866609940437,0.0,1.7918814755493266
2024-06-05,0.0,37.00570627690459,21.34347782560817,13.75513064370808,8.904795274802282,9.390329362298528,3.1835018520372413,4.625087596355992,0.0,1.7919711682851134
2024-06-06,0.0,37.013117052167814,21.347752077701013,13.767898267748071,8.906578552117752,9.382196855912687,3.184139381195554,4.605987784119355,0.0,1.7923300290377489
2024-06-07,0.0,36.924383178503646,21.29657376885426,13.97462790929977,8.885226251123763,9.359704325242234,3.176505843572071,4.594945559884128,0.0,1.788033163520128
2024-06-12,0.0,36.920695165801035,21.294446664003196,13.973232121454254,8.884338793447863,9.358769476628046,3.176188573711546,4.604474630443468,0.0,1.7878545745105872
2024-06-13,0.0,36.920695165801035,21.294446664003196,13.983220135836996,8.884338793447863,9.358769476628046,3.176188573711546,4.594486616060727,0.0,1.7878545745105872
2024-06-14,0.0,36.91332135010985,21.29019372877971,13.995406430996605,8.882564409826244,9.356900339524666,3.1755542240862793,4.593569003395246,0.0,1.792490513281406
2024-06-18,0.0,36.91516452788735,21.291256803315527,13.986118739701404,8.888001198382184,9.357367553802366,3.175712787736556,4.593798372197534,0.0,1.7925800169770811
2024-06-19,0.0,36.86546324922709,21.262591004288424,14.106911339383664,8.876034706293009,9.344769123366909,3.171437119776603,4.582626907350154,0.0,1.790166550314152
2024-06-21,0.0,36.859949144936934,21.259410679563246,14.119758687739942,8.874707084808296,9.343371391534127,3.170962756144987,4.581941466819564,0.0,1.789898788452909
2024-06-24,0.0,36.848925883467075,21.253052883417237,14.145441858146837,8.87205303294622,9.340577181877087,3.1700144544684243,4.580571200717739,0.0,1.789363504959378
2024-06-25,0.0,36.85076263582893,21.254112252018743,14.14116239657063,8.872495264679493,9.341042767420996,3.1701724653573917,4.580799521483401,0.0,1.789452696640415
2024-06-26,0.0,36.84708931419458,21.251993620414673,14.09988038277512,8.871610845295056,9.340111642743222,3.1698564593301435,4.63018341307815,0.0,1.7892743221690588
2024-06-27,0.0,36.84525292798405,21.250934462995268,14.104161475205581,8.871168701719412,9.33964615001246,3.1696984799401946,4.6299526538749065,0.0,1.7891851482681285
2024-06-28,0.0,36.84525292798405,21.250934462995268,14.099177672564167,8.876152504360828,9.33964615001246,3.1696984799401946,4.6299526538749065,0.0,1.7891851482681285
2024-07-09,0.0,36.84341672480813,21.249875411143226,14.15329412937307,8.875710156483605,9.339180703677863,3.1695405162962222,4.579886374962623,0.0,1.7890959832552578
2024-07-16,0.0,36.83423845349011,21.244581734841315,14.149768322455284,8.873499078272134,9.336854167704649,3.168750934183648,4.6036570175875635,0.0,1.788650291465298
