date,NANYANG COMMERCIAL BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FORTUNE ORIGIN SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,YUE XIU SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,88.83225565155996,0.0,0.0,0.0,0.0,11.167744348440042
2024-03-13,0.0,0.0,89.03883264026831,0.0,0.0,0.0,0.0,10.961167359731679
2024-03-22,0.0,0.0,89.15447728869958,0.0,0.0,0.0,0.0,10.84552271130041
2024-04-02,0.0,0.0,89.10991107533533,0.0,0.0,0.0,0.0,10.890088924664665
2024-04-03,0.0,0.0,88.94736396653323,0.0,0.0,0.0,0.0,11.052636033466769
2024-04-05,0.0,0.0,88.59820491780373,0.0,0.0,0.0,0.0,11.40179508219627
2024-04-08,0.0,0.0,88.59686518009828,0.0,0.0,0.0,0.0,11.403134819901732
2024-04-12,0.0,0.0,88.54785931318433,0.0,0.0,0.0,0.0,11.452140686815675
2024-04-24,0.0,0.0,88.58400642903077,0.0,0.0,0.0,0.0,11.415993570969242
2024-05-31,0.0,0.0,88.76947911678687,0.0,0.0,0.0,0.0,11.230520883213137
2024-07-16,0.0,0.0,83.86723726161661,0.0,0.0,5.5224407126696855,0.0,10.610322025713703
2024-07-22,0.0,0.0,81.89776366267934,0.0,0.0,5.39275596877653,0.0,12.70948036854413
2024-08-12,0.0,0.0,70.53149017058094,0.0,0.0,4.6443162498395845,0.0,24.824193579579486
2024-08-27,0.0,0.0,70.41705193080907,0.0,0.0,4.636780787661057,0.0,24.94616728152988
2024-08-29,0.0,0.0,70.48863827277884,0.0,0.0,4.641494563174275,0.0,24.869867164046884
2024-09-10,0.0,0.0,70.25146246602489,0.0,0.0,4.6258771495805435,0.0,25.122660384394564
2024-09-23,0.0,0.0,70.23074702104581,0.0,0.0,4.624513091093953,0.0,25.144739887860233
2024-09-27,0.0,0.0,70.4524283234923,0.0,0.0,4.639110231644193,0.0,24.90846144486351
2024-10-02,0.0,0.0,70.37119417682511,0.0,0.0,4.633761173138613,0.0,24.99504465003627
2024-10-03,0.0,0.0,70.24876918826875,0.0,0.0,4.625699804204487,0.0,25.125531007526757
2024-10-04,0.0,0.0,70.37533807923842,0.0,0.0,4.634034038397368,0.0,24.990627882364215
2024-10-15,0.0,0.0,70.3601257362707,0.0,0.0,4.6330323449484965,0.0,25.006841918780793
2024-10-16,0.0,0.0,70.48709657543692,0.0,0.0,4.641393046390778,0.0,24.871510378172296
2024-10-29,0.0,0.0,70.08393157865689,0.0,0.0,4.614845673842947,0.0,25.30122274750017
2024-10-30,32.52936568965808,28.140531540615477,14.328641078368785,11.327427845500686,6.787946096112033,1.0117355886876882,0.12937107237509962,5.744981088682152
2024-10-31,32.689841039175136,27.89055663980806,14.399327783639727,10.6300413829283,6.7002709227747035,1.2462705443051214,0.1327126984667256,6.310978988902232
2024-11-01,33.27606523498739,28.28889585711099,14.657549729108519,10.635792271434024,6.704847077826205,1.2693703247225911,0.1350926242314149,5.032386880578866
2024-11-04,33.31469969057302,28.314289666966935,14.670707224991533,10.645339596574331,6.710865750759483,1.3947062509507226,0.13521389147457635,4.8141779277093955
2024-11-05,33.378269109048404,28.36110297360248,14.701463559678746,10.501798162881627,6.724934713482678,1.4954893807080614,0.0077785521479781725,4.82916354845003
2024-11-06,33.35895577056821,28.3446926684542,14.692956996892201,10.495721611041633,6.721043530870589,1.5174446627102698,0.00902793056644682,4.860156828896455
2024-11-07,33.42747630547459,28.402913720598555,14.723136876613488,10.517280213294152,6.734848804064144,1.5296080247131987,0.00929776522332649,4.655438290018546
2024-11-08,33.4510378278598,28.422933655137367,14.733514552628538,10.524693370390205,6.739595895630609,1.602606046149542,0.014333680312337031,4.511284971891603
2024-11-11,33.515343765442104,28.46976311963842,14.761838112335859,10.544925934725939,6.752552026774422,1.6434796041434854,0.009826108318503132,4.302271328621263
2024-11-12,33.56303705703644,28.510276405839193,14.78284462966378,10.559931665562692,6.762161101205308,1.6026733075204698,0.014886291741767588,4.204189541430357
2024-11-13,33.61715186345107,28.55624447737895,14.806679504142878,10.576957796328585,6.773063959558513,1.6355833717496622,0.009855956659183688,4.024463070731157
2024-11-14,33.65546593868044,28.59308951431978,14.825783999964564,10.590604842985439,6.781802986568532,1.6450319471542862,0.014929531592386231,3.8932912387345753
2024-11-15,33.701175179208,28.631923277858146,14.845919669103683,10.60498849481134,6.7910137062919915,1.6480263104258466,0.014949808166532125,3.7620035541344534
2024-11-18,33.70022357250229,28.624273565149533,14.845500470763135,10.604689045960905,6.851886392394209,1.671290682798321,0.02052373336971862,3.6816125370618873
2024-11-19,33.72235395864091,28.643070657862328,14.855249268338088,10.611652971970543,6.8513149979353445,1.727661179628874,0.020537210970052656,3.5681597546538573
2024-11-20,33.73449956109679,28.65338688162752,14.860599605156736,10.615474915081496,6.855050785604558,1.751364401324582,0.020544607749064612,3.5090792423592525
2024-11-21,33.7529056900691,28.66902066725642,14.868707806449088,10.621266902599654,6.8537155099636555,1.793685386174811,0.015480306813336652,3.425217730673939
2024-11-22,33.75247741244118,28.66865689708864,14.868519143139093,10.621132133432335,6.852613456599845,1.8231002137619259,0.010404664360278253,3.403096079176704
2024-11-25,33.81408956203257,28.720988983878705,14.895660304199815,10.640520066763525,6.865122293809654,1.8302416543767617,0.08059266626440248,3.1527844686745743
2024-11-26,33.86342882693129,28.762132916490206,14.917395058531795,10.656046004177014,6.87513942252149,1.8739038680797748,0.009675047144977099,3.0422788561234535
2024-11-27,33.866446743091956,28.76469620404704,14.918724500032013,10.65699567332036,6.875752136445885,1.8361311208351396,0.009675909387288214,3.0715777128403166
2024-11-28,33.872656719542746,28.76997068965802,14.921460096373837,10.658949810778875,6.877012919992878,1.9352820493658436,0.009677683626253725,2.9549900306615506
2024-11-29,33.906247272265695,28.7985010534051,14.936257285039037,10.669519988918566,6.883832658609133,1.8487410450777113,0.009687280710556126,2.9472134159741996
2024-12-02,33.894841470317516,28.78881345817281,14.931232842461473,10.665930844095238,6.8815169900151405,1.9074974880666347,0.009684021983504624,2.920482884887682
2024-12-03,33.90149392204276,28.794463763158763,14.934163356409144,10.668024218395491,6.88286760732405,1.907871867600656,0.009685922641125576,2.9014293424280133
2024-12-04,33.891645766270585,28.783041341391502,14.92982508248531,10.664925229173198,6.909917507454414,1.8838743272711023,0.014779482075168935,2.9219912638787235
2024-12-05,33.90676590020137,28.795882365489845,14.93648574913948,10.669683189259851,6.883937953302841,1.8923627533002623,0.014786075669057689,2.9000960136372895
2024-12-06,33.90149392204276,28.791405050745773,14.934163356409144,10.668024218395491,6.904023701513877,1.906597404095245,0.014783776662770615,2.87950857013494
2024-12-09,33.90979154606866,28.791823113057507,14.937818595702074,10.670635290764958,6.900614407087769,1.9070640569355097,0.014787395093884966,2.8674655952896373
2024-12-10,33.90904576066683,28.79118988824571,14.937490065017101,10.67040060916813,6.8844008231038885,1.9177299926447968,0.014787069871496705,2.8749557912820434
2024-12-11,33.91189888159818,28.79361239069796,14.938746911519571,10.671298421024552,6.884980079395168,1.9268153338513976,0.009688895419657683,2.86295908649351
2024-12-12,33.88546098403098,28.771164736627252,14.927100584606176,10.66297901975631,6.879612512137234,1.9563953812799253,0.009681341905018511,2.9076054396571047
2024-12-13,33.824104896630516,28.719069057627184,14.900072223134684,10.643671663335994,6.867155662080659,2.0337238021575024,0.015767272193793317,2.9964354228396677
2024-12-16,33.84731422943133,28.732294608220897,14.90693392393152,10.648573229532444,6.870318087522151,2.0290629466351575,0.015774533252837585,2.9497284414736593
2024-12-17,33.83913508856654,28.725351502384605,14.903331690927168,10.646000021511773,6.836862078660872,2.1432919069423506,0.010683391893137755,2.895344319113547
2024-12-18,33.82261667627836,28.71132935914727,14.896056700691926,10.640803227411833,6.785218658953168,2.1076687156295626,0.015763022963695163,3.020543638924182
2024-12-19,33.85147854315561,28.73582960919486,14.908767958653016,10.649883348242101,6.793553284862916,2.1942021865073387,0.015776474030320654,2.850508595353849
2024-12-20,33.89727982438532,28.77445457900059,14.928939623332074,10.664292713011049,6.797648937894745,2.2035410456148794,0.010701748833929802,2.723141527927411
2024-12-23,34.02422199896275,28.8822122473286,14.984847120032077,10.704229501872376,6.797529727875279,2.2117931028168187,0.010741825892496113,2.384424475219605
2024-12-27,34.04930211382454,28.903502056707563,14.995892829966847,10.71211986025947,6.802540359017901,2.1409906728566765,0.01074974396413394,2.384902363402875
2024-12-30,34.051306634072894,28.905203637988947,14.996775654840006,10.712750494658112,6.805500445654311,2.1423965221200008,0.01586960386755556,2.37019700679818
2025-01-02,34.05871669198932,28.91149382929776,15.0000391706092,10.715081744453096,6.806981421200844,2.155663591338615,0.01587305732339598,2.336150493787772
2025-01-03,34.05296272012915,28.906609443211416,14.997505023357865,10.713271509516927,6.8058314313200015,2.173217573789184,0.015870375686092977,2.33473192298936
2025-01-06,34.06137638142228,28.9137515654105,15.001210543154942,10.715918499106738,6.807512987223137,2.177595078845072,0.01587429687106343,2.306760647966267
2025-01-07,34.057103640113596,28.910124554589828,14.999328755077729,10.714574268412157,6.806659036354441,2.200618364544259,0.015872305560928814,2.2957190753470633
2025-01-08,34.0702304712168,28.921267555069573,15.00511003516866,10.718704050211878,6.809282567248068,2.2301501653225584,0.015878423317638793,2.229376732444828
2025-01-09,34.069183442345604,28.920378761489285,15.004648905813061,10.718374648489402,6.809073307864101,2.235459639850524,0.015877935350066732,2.227003358797956
2025-01-10,34.07476834008777,28.919484595596206,15.007108589941911,10.720131691668183,6.810189506560429,2.2550364230388906,0.015880538190414722,2.197400314916195
2025-01-13,34.0786963177855,28.92281829663234,15.008838538250302,10.721367457610341,6.810974552910038,2.2552963729434317,0.015882368823545295,2.186126095044501
2025-01-14,34.087777776582016,28.924119904071578,15.012838167446724,10.724224540401908,6.812789574945785,2.2735776251878272,0.01588660123539336,2.148785810128774
2025-01-15,34.09214558563183,28.92782607211524,15.014761824977029,10.725598679992551,6.813662526070818,2.2856572916362885,0.010763270125431561,2.129584749450804
2025-01-16,34.09118457160496,28.927010633657364,15.014338578024514,10.725296339069123,6.813470457629557,2.2855928618774644,0.010762966722598216,2.132343591414412
2025-01-17,34.10315743049847,28.937169829381414,15.01961162909132,10.729063074114336,6.815863355423792,2.261785857714161,0.010766746687520659,2.1225820770889836
2025-01-20,34.11452631626455,28.946816542559063,15.024618680101481,10.732639795499015,6.818135543037005,2.2576675688618097,0.010770335971398912,2.0948252177056736
2025-01-21,34.16102198891453,28.98256537490162,15.043173831871492,10.745894425419312,6.627058538563493,2.346468094375722,0.010783637155463436,2.083034108798375
2025-01-22,34.21488585273468,28.980779556551788,15.042246916827185,10.745232295783719,6.6266501991846125,2.2949760230332514,0.010782972700234539,2.084446183184529
2025-01-23,34.20865017730394,28.975497798903305,15.039505461838083,10.743273973277168,6.6269826336964295,2.294557762815679,0.010781007499525506,2.1007511846658753
2025-01-24,34.170144798770544,28.942882875334046,15.022576940900786,10.731181305811925,6.617984868093364,2.4214578704534397,0.010768872359068666,2.083002468276825
2025-01-27,34.194119159152024,28.941472953064,15.021845131776118,10.730658547537564,6.617662479881778,2.421339911665705,0.010768347764714062,2.0621334691580935
2025-02-03,34.18290107560494,28.93197810805711,15.016916906751943,10.72713813446474,6.615491419699171,2.4615543603421344,0.010764814986918956,2.053255180093048
2025-02-04,34.183645798293526,28.932608431986466,15.017244071456554,10.727371840291367,6.615635547505805,2.4631458529902286,0.010765049513588927,2.049583407962466
2025-02-05,34.188246275342735,28.93650221797555,15.019265110613722,10.728815543173171,6.6165258878656905,2.463477346185319,0.010766498287178294,2.036401120556634
2025-02-06,34.18342675884019,28.93242303974446,15.017147845063633,10.72730310222646,6.618156246925894,2.4772270681437107,0.010764980534095794,2.0335509585215563
2025-02-07,34.21460638473532,28.915451180786622,15.008338734439702,10.721010429296891,6.614274013687789,2.503439058741751,0.010758665759454984,2.0121215325524697
2025-02-10,34.21644700131913,28.844509908470084,15.009146126372244,10.721587179161249,6.614629836645464,2.5804254809856224,0.010759244535033867,2.002495222511168
2025-02-11,34.24934852953296,28.847886152506934,15.02357847946616,10.731896741783533,6.62099026998286,2.6464986087484257,0.010769590307861048,1.8690316276712624
2025-02-12,34.219421505676685,28.82267891750377,15.010450901545255,10.72251922823645,6.62160972864548,2.7210445302152615,0.010760179857738535,1.8715150083193612
2025-02-13,34.18802123691241,28.796230782944694,14.996677080368787,10.712680079274191,6.615533637467344,2.7185476578016194,0.010750306150801999,1.9615592190801512
2025-02-14,34.19283482961289,28.79798126289585,14.998788577106936,10.714188399345565,6.61646508898969,2.7189304228955926,0.010751819768535438,1.9500595993849426
2025-02-17,34.17280170215593,28.78110890843862,14.990000986234097,10.707911098768658,6.6061924469286675,2.7183608205963012,0.010745520420239496,2.012878516457486
2025-02-18,34.17201485340577,28.780446206569156,14.989655832692291,10.70766454285152,6.606040335482978,2.7182982287481754,0.01074527299834573,2.0151347272517635
2025-02-19,34.12024999132229,28.73684866527768,14.966949022157797,10.691444229806628,6.596033294096886,2.700130588226795,0.010728995714808457,2.1776152133971194
2025-02-20,34.120424314125266,28.7369954838974,14.967025489373198,10.691498853161571,6.596066993703794,2.7001443833875185,0.010729050530016628,2.177115431821242
2025-02-21,34.12635234945761,28.741988209749973,14.969625839682568,10.69335637938615,6.597212985261028,2.7363832180064906,0.010730914580417611,2.124350103875764
2025-02-25,34.126526734621095,28.742135080891117,14.969702334252588,10.69341102228151,6.6033786794462905,2.736397200884882,0.004343487620452193,2.124105460002064
2025-02-26,34.13167189883705,28.746468454927637,14.971959275821023,10.695023238964623,6.603096564041905,2.7385985246453988,0.0043441424763433585,2.1088379002860256
2025-02-27,34.11362704445642,28.731270669165376,14.964043846839825,10.689368955825008,6.5947529641449245,2.820156548161894,0.0043418457995609665,2.0824381256069833
2025-02-28,34.11963987553893,28.736334811922585,14.966681393056913,10.69125305245965,6.595915348184375,2.8078812403564015,0.00434261108861525,2.07795166739253
2025-03-03,34.062994321837984,28.688626641417425,14.941833652645004,10.673503394165408,6.584964784859987,2.968984935724409,0.004335401469448114,2.0747568678803336
2025-03-04,34.078377021784775,28.689335638712947,14.94858131967515,10.678323501832462,6.587938526290015,2.9680294673456395,0.004337359317878094,2.045077165041125
2025-03-05,34.07481256123392,28.68505928963302,14.947017758465316,10.67720659233741,6.584698333567986,2.9575145395782285,0.004336905647617518,2.0693540195365046
2025-03-06,34.13548380884039,28.736133916430752,14.973631381468305,10.69621768575854,6.432860138299006,2.9627804848158736,0.004344627640979027,2.0585479567461547
2025-03-07,34.075742726591294,28.685842326909523,14.947425778262636,10.677498055941733,6.416499500752407,3.0468869443555326,0.004337024035338194,2.1457676431515402
2025-03-10,34.1026264373871,28.700814120546248,14.959218397868579,10.68592195948103,6.332199615728598,3.075078108618009,0.004340445686358863,2.139800914684077
2025-03-11,34.0764382105045,28.678774075235246,14.947730854347292,10.677715983051666,6.327336967377831,3.1637960458228496,0.004337112553744734,2.123870751106867
2025-03-12,34.04968255747704,28.656256483353438,14.935994407661864,10.66933220590326,6.322368958942172,3.2110221122872304,0.004333707201403852,2.1510095671735936
2025-03-13,34.05011656699285,28.65662174631823,14.936184787225315,10.669468201053784,6.3224495461337265,3.2110630411314234,0.00433376244039649,2.1497623487042743
2025-03-14,33.979000139428685,28.596770069727164,14.904989355003643,10.647184152158516,6.313060519436259,3.2822012742491378,0.004324711026370744,2.2724697789702266
2025-03-17,33.979432348916184,28.597133817785824,14.90517894497933,10.647319583277348,6.313140820935434,3.2822430235214766,0.00432476603626299,2.2712266945481447
2025-03-18,33.97537001377716,28.59371495132595,14.903396989602328,10.646046666766107,6.308570553663208,3.28185062228792,0.004324248998519194,2.2867259535788107
2025-03-19,33.96863040927703,28.588042891540194,14.900440642066522,10.643934838580137,6.30986231046787,3.2888291241372976,0.004323391208655588,2.2959363927222904
2025-03-20,33.969278331979844,28.588588184117352,14.900724855284944,10.644137862574514,6.30896537779576,3.288891855752601,0.004323473673661786,2.2950900588213172
2025-03-26,33.966082153101326,28.585898275876502,14.89932284192476,10.64313635267242,6.308371765482635,3.297991430908384,0.00432306687681722,2.2948741131571606
2025-03-27,33.95744684053323,28.578630785750935,14.895534936413227,10.64043051192529,6.306767966676957,3.32257631138393,0.004321967808824456,2.2942906795076095
2025-03-28,33.957964835465724,28.579066730950053,14.895762156429207,10.640592823571115,6.3053387479365215,3.3226269947495015,0.004322033737144505,2.2943256771607374
2025-03-31,33.9516636371104,28.573763634337695,14.89299811705123,10.638618368201827,6.307981588543152,3.336753478111136,0.004321231745858864,2.293899944898703
2025-04-02,33.954252887618956,28.575942750884455,14.894133899478879,10.639429699520216,6.308462653174055,3.3370079484290702,0.004321561295291704,2.286448599599079
2025-04-03,33.95554766097659,28.577032433801808,14.894701855658681,10.639835411587008,6.3048899252806105,3.3371351981435655,0.004321726088858125,2.2865357884628765
2025-04-08,33.98526825334947,28.602045322437014,14.907738881796128,10.649148240652217,6.310408465735207,3.3400561239347635,0.004325508806802086,2.2010092032884003
2025-04-09,33.98094516871444,28.598407008867095,14.905842547878082,10.647793619326528,6.309605752345525,3.35235171963457,0.004324958581906936,2.200729224651853
2025-04-10,33.982414894083746,28.599643931621703,14.906487247277541,10.648254151908294,6.309878651983791,3.352496713728899,0.004325145642664588,2.196499263753355
2025-04-11,33.98094516871444,28.598407008867095,14.905842547878082,10.647793619326528,6.309605752345525,3.35235171963457,0.004324958581906936,2.200729224651853
2025-04-14,33.664739261543495,27.899027598966615,14.767137887322065,10.54871175965336,6.250892417536688,3.4975861488712803,1.1916543425714068,2.1802505835350856
2025-04-15,33.57527331541405,27.824884357254824,14.727893384269505,10.520677962311515,6.234280317857451,3.7625381153054436,1.1884874538458137,2.1659650937413946
2025-04-17,33.118723502516865,27.44652717672344,14.527626452537007,10.377619899607977,6.14950782811692,3.7569994198470855,2.4864829845714476,2.136512736079261
2025-04-23,33.114207561899825,27.44278467478599,14.525645521769517,10.376204847629623,6.148669305093119,3.7701227419277874,2.486143937400661,2.136221409493472
2025-04-24,33.08754757796516,27.420690708104633,14.513951040615854,10.367851048009822,6.143719060561765,3.8228245854033776,2.4841423627802666,2.1592736165591204
2025-04-28,33.08574445332733,27.419196402040225,14.5131600946368,10.367286046097185,6.1433842551132845,3.837478685545542,2.4840069880358056,2.149743075203822
2025-04-29,33.08574445332733,27.419196402040225,14.5131600946368,10.367286046097185,6.152054004273761,3.8288089363850664,2.4840069880358056,2.149743075203822
