date,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,6.567444745481116,6.352144252150098,4.145926456711007,6.579412364346869,4.761133738922513,0.0,1.4129932977295023,1.1894395262954736,1.3230070610074482,0.666683963734253,32.998185406378276
2024-03-04,6.569813939677324,6.3493948169100545,4.151776318923864,6.586563820902088,4.758720670759709,0.0,1.4298555255580634,1.0531244282993644,1.3197896367903768,0.6674151965108602,32.886454354331704
2024-03-05,6.57060367107606,6.303836119245633,4.146379821032504,6.552152006434954,4.797227388775842,0.0,1.4319029773325636,0.9752719757792189,1.2822481460393649,0.6674590704774566,32.72708117619359
2024-03-06,6.6041087569001995,6.307956030955593,4.160726608109536,6.366652875665249,4.772189978504813,0.0,1.441262756873135,1.0780340775796646,1.2873229015090186,0.6798315290576499,32.69808551515486
2024-03-07,6.660647675187466,6.309919975947005,3.5369573213167373,6.34824043435028,4.726093064267498,0.0,1.428407684660381,0.9846275141696862,1.2939332458095474,0.676994345884414,31.965821261593014
2024-03-08,6.662768250239626,6.30981760335828,3.5259888296676296,6.315027841636783,4.717844758547369,0.0,1.4260384904641739,0.9397151970304742,1.2719604613545898,0.694953422877886,31.864114855176812
2024-03-11,6.608437654937714,6.304157861667341,3.546943884344106,6.299320961595262,4.709918195248947,0.0,1.4259799918420455,0.8754565958219446,1.2854297690996936,0.6835023175962178,31.739147232153268
2024-03-12,6.605161732098513,6.303631374068183,3.6001922551366397,6.297755158226057,4.704492448046522,0.0,1.4259799918420455,0.8767874394753695,1.2546302445489999,0.6827979941857898,31.75142863762812
2024-03-13,6.600280548569483,6.303295006990943,3.6133690697711005,6.293148391733432,4.667755313349778,0.0,1.4249562659547954,0.8704842129410157,1.2432522625449927,0.6756904115971681,31.69223148345271
2024-03-14,6.591535004561262,6.377306118239705,3.5221798381342833,6.285470447579056,4.62430546176378,0.0,1.422177581403688,1.003316332224901,1.2388794905408818,0.6651021609918965,31.730272435439456
2024-03-15,6.570417001972848,6.37679425529608,3.5097781302430255,6.253179208164084,4.616159528632377,0.0,1.4230550607356167,1.1065613401510181,1.2176298660526776,0.6708935245826252,31.74446791583035
2024-03-18,6.554651623309196,6.393363990013999,3.434051663897588,6.245398891420984,4.602763344164933,0.0,1.4222360800258167,1.12267771054744,1.238309128975128,0.6709666478602859,31.68441908021537
2024-03-19,6.564340048108887,6.532514603972612,3.246945400482145,6.245150272276937,4.588080190010661,0.0,1.4222360800258167,1.8534614224818329,1.2616208298933644,0.6743595679437432,32.388708415196
2024-03-20,6.58265011683513,6.52600663226081,3.253117005116709,6.245150272276937,4.548578995418342,0.0,1.428378435349317,2.0112646145992534,1.2655256129204469,0.7026729010539724,32.56334458583092
2024-03-21,6.566475247816579,6.546325280427149,3.2426688294621244,6.242239965826041,4.543343368737835,3.1470796239619068,1.4313033664557455,2.013048822574175,1.2702640013128612,0.7055393335382725,35.70828784011269
2024-03-22,6.591318267166275,6.550420183976148,3.3170869448743456,6.22025910856123,4.534714821973871,3.1470796239619068,1.432882829253217,1.7483961129309407,1.2916159983897904,0.7106287136634584,35.544402604751184
2024-03-25,6.592590612197571,6.514282660156222,3.3395371365844944,6.195324070878925,4.507118096984716,3.1470796239619068,1.4284954325935741,1.7606954482334731,1.2806767560517471,0.7021610381103475,35.46796087575298
2024-03-26,6.591874004076496,6.5064584694465255,3.365978513786609,6.187587628102421,4.506182119030659,3.1470796239619068,1.4320053499212884,1.6648074317714228,1.351898828493285,0.706709305980844,35.46058127457146
2024-03-27,6.618607874389255,6.503709034206483,3.371097143222859,6.170462156474281,4.506182119030659,3.1470796239619068,1.4346377879170742,1.5627770599858721,1.3756638937330177,0.6817157696764111,35.37193246259782
2024-03-28,6.643762281904541,6.502480563141782,3.3810969561881397,6.170008792152785,4.506138245064062,3.1470796239619068,1.432882829253217,1.5551868637646897,1.3744500473238497,0.684450580260922,35.3975367830159
2024-04-02,6.638307285391051,6.510129257985094,3.395832934598194,6.160181023635185,4.5042516645004165,3.1470796239619068,1.4399026639086459,1.5534960780893077,1.3737919378249033,0.6912364204278364,35.41420889032254
2024-04-03,6.663333522425255,6.52586538733768,3.3989849573557254,6.130390600316209,4.48285579345689,3.1470796239619068,1.4466294204672103,1.4655346249256789,1.433434734503689,0.6970570333296294,35.391165698079874
2024-04-05,6.664708240045276,6.553198868527256,3.405335509275381,6.101697026162144,4.450842422497029,3.1470796239619068,1.446483173911889,1.4737536813347434,1.432308636027714,0.7083618920559762,35.383769073799314
2024-04-08,6.660774207707129,6.569944099111559,3.3914420865198456,6.0797746675194615,4.450842422497029,3.1470796239619068,1.4486622475861783,1.5020962637560369,1.4314019073847213,0.7080840236008654,35.39010154964473
