date,CHINA DEMETER SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,SUPREME CHINA SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-05-27,0.0,43.14113701563699,17.20877611216615,22.336256010343853,0.0,0.0,0.0,0.0,9.794335124651502,7.519495737201503
2024-05-28,0.0,42.111974988687315,17.52025998601341,22.740548767946027,0.0,0.0,0.0,0.0,9.971615451067507,7.655600806285738
2024-06-06,0.0,42.042794365271675,17.655755883198488,22.70319109614358,0.0,0.0,0.0,0.0,9.955234301203335,7.643024354182923
2024-06-07,0.0,34.90653680108012,14.405606384548667,18.52388743749361,14.13936906459864,0.0,3.665906811978655,0.0,8.12263081557245,6.236062684727859
2024-06-12,0.0,37.167962954040036,14.693374539653457,18.548749590135717,14.158346460846232,0.0,3.7379354275345853,0.0,8.133532743576154,3.5600982842138196
2024-06-13,0.0,32.82637382325746,12.769538151554094,16.120120324683953,12.304562495618582,13.026153670470913,3.248519182651578,0.0,7.06859111198153,2.6361412397818906
2024-06-14,0.0,32.8655277946715,12.878670508526502,15.994148846072287,12.297390447366368,13.018561023215181,3.2466256950664225,0.0,7.064470991778285,2.634604693303453
2024-06-17,0.0,35.28286460318992,13.26864242773247,16.33063683413227,12.556105319276448,13.29244802078514,3.3149288325844295,0.0,3.5827417544269777,2.371632207872343
2024-06-18,0.0,36.03727982893857,13.359679976491279,16.143071476415116,12.642254076125548,13.38364890221721,3.337672907336013,0.0,2.7084886070303016,2.387904225445963
2024-06-19,0.0,36.511170446189915,13.28247605609536,16.049782684512625,12.569196070317352,13.306306468396048,3.3183849128706506,0.0,2.6481545669138318,2.314528794704215
2024-06-20,0.0,37.136081496103124,13.375145634884037,15.905738579744813,12.488840233101056,13.221238227711218,3.2971702228946262,0.0,2.2760537714595763,2.2997318341015482
2024-06-21,0.0,39.41115989469191,13.02845813306904,14.310868310750081,12.141575240397117,13.229852803005093,3.2993185633641535,0.0,2.277536782070946,2.301230272651658
2024-06-24,0.0,39.625731469105034,12.982318666313624,14.260187268840063,12.09857661374146,13.183000109666507,3.2876342337516204,0.0,2.2694710285053823,2.2930806100763097
2024-06-25,0.0,39.58072478043281,13.045962766072398,14.265239213772757,12.102862766627418,13.187670440381396,3.2887989412547296,0.0,2.2702750321587852,2.258466059299702
2024-06-27,0.0,39.651989582145234,13.030574995426472,14.2484133011769,12.088587386592126,13.172115524908362,3.2849197883921906,0.0,2.267597232741108,2.255802188617617
2024-06-28,0.0,39.79401602963096,12.999908097504195,14.214880273170461,12.060137416000707,13.141115517436349,3.2771888709254746,0.0,2.262260540163097,2.2504932551687507
2024-07-02,0.0,39.75857212711863,13.007561281538257,14.223248724234638,12.067237347048563,13.148851831778998,3.279118186837208,0.0,2.2635923569818783,2.251818144461817
2024-07-03,0.0,40.36153951343777,13.012157518777375,13.604020759617896,12.071501319707798,13.15349799420198,3.28027686714596,0.0,2.264392200031637,2.252613827079587
2024-07-04,0.0,41.63753926579917,12.140390199555439,13.486079038698277,11.96684596340637,13.039462135468657,3.2518381058679386,0.0,2.2447607750560548,2.2330845161480912
2024-07-08,0.0,41.99596032118831,12.380022282271112,12.559870188729445,12.086805331564653,13.17017374015362,3.284435537616104,0.0,2.2672629519091414,2.2554696465676116
2024-07-10,0.0,41.71121814670509,12.453455986775788,12.575054390076051,12.158499781775353,13.248294330299462,3.3039175921096042,0.0,2.280711515558605,2.2688482567000423
2024-07-11,0.0,45.56623006763835,8.747084737825753,12.537872780537837,8.457723173847,8.597068772665152,7.912380521419338,0.0,5.325566763201299,2.8560731828652686
2024-07-12,7.988005069578542,41.878302352240276,8.07321045698738,11.571956677462781,7.806141270603328,7.934751702448019,7.3028117458324715,0.0,4.808779051886282,2.6360416729609186
2024-07-15,8.050886468796392,42.4226577278688,8.315671179325696,10.482254182372902,7.867591042018364,7.99721389233775,7.360299318361857,0.0,4.846633654215428,2.6567925347028094
2024-07-16,8.099429897328386,34.165047590630195,10.885633782009352,11.877363976104451,9.534915256384933,8.045433698012864,7.728655995361798,0.21238505064105545,4.875856798191689,4.57527795533528
2024-07-17,8.084878140943715,35.57690977487999,10.830143429690828,10.418712964296136,9.338120491490162,8.030978953337426,7.89443434473482,0.212003471251413,4.867096640848118,4.7467217885274
2024-07-18,8.184873967309905,34.52546810840251,11.255111135491932,10.511197034907543,9.453616737565257,8.130308140861171,7.992074713857715,0.21462558403168192,4.927294128320563,4.805430449251726
2024-07-19,7.8562184919810525,37.433865043364754,10.000093227126104,10.612878269500627,9.07401615790203,7.803843702034513,7.67116090083661,0.2060075071230587,4.729443532172594,4.612473167958654
2024-07-22,7.903129966129292,37.02514175317345,10.059806321330797,10.711375480760568,9.128199410932304,7.8504424330217635,7.716967349149358,0.2072376302229459,4.757684239609834,4.640015415669687
2024-07-23,7.917034266296591,36.738413411554575,10.077504950521526,10.73022044225398,9.14425902593807,7.8642540378546135,7.730544125801604,0.20760223187177726,4.766054628310547,4.824112879596722
2024-07-25,7.861708563109236,35.95756466351381,10.00708147766438,11.703463480948617,9.080357248615842,7.809297172688508,7.676521650289331,0.20615146898819775,4.732748554991761,4.965105719190322
2024-07-26,7.886509137677524,35.72048501119867,10.038649853470414,11.740383269622608,9.144053328504686,7.8339324100930074,7.700738033545565,0.20680179516576616,4.74767850088187,4.980768659839894
2024-07-29,7.619439024389418,38.202035216505344,9.529378406503032,11.410533241191175,8.834397520627768,7.568642764226821,7.439958905148244,0.03047775609755767,4.58690229268243,4.778234872628208
2024-07-30,7.666168547427672,34.10919956239466,10.064827506267262,11.276082136760836,8.888578304954256,7.615060757111487,7.485587688310487,3.437850695268676,4.615033465551458,4.84161133595321
2024-07-31,7.684496303296208,33.98582562211206,10.15719644711241,11.371346863033212,8.909828515171228,7.6332663279409,7.161950554672066,3.6168362600847486,4.626066774584317,4.853186331992849
2024-08-01,7.679250865528366,34.03088690262126,10.15026314403616,11.36358478078964,8.903746665541288,7.628055859758176,7.157061806672436,3.6143674073753504,4.622909021048076,4.849873546629247
2024-08-02,7.541545620669707,35.86745354818493,9.33140578130865,11.159811619564351,8.727324625294953,7.491268649865243,7.028720518464167,3.549554138795209,4.540010463643164,4.7629050342096235
2024-08-05,7.659644089360744,34.72698458229391,9.477532953235695,11.334571109122932,8.863992057391638,7.608579795431672,7.1387882912842135,3.7413106018699813,4.611105741795168,4.837490778214052
2024-08-06,7.691063186254341,34.459241176461944,9.516408849125371,11.381064390503923,8.900351269656092,7.639789431679311,7.168070889589045,3.75665708519712,4.630020038125113,4.857333683407742
2024-08-07,7.546731119998961,35.389000280503616,9.639691217278672,11.165807954878463,8.73332545566408,7.496419579198968,7.033553403839033,3.686158889279493,4.543132134239375,4.766179965119345
2024-08-08,7.730834205457329,33.81280997853474,9.874852225104162,11.438198697763312,8.946375601102424,7.679295310754281,7.205137479486232,3.7760830185767134,4.653962191685313,4.882451291535496
2024-08-09,7.680692646911083,34.61759521063412,9.981486799808003,11.364011476251997,8.342167552227771,7.629488029265009,7.158405546921129,3.751591652869014,4.623776973440473,4.850784111671399
2024-08-12,7.68856644901645,34.550568948791515,9.991719243077377,11.375661203900338,8.350719460168323,7.63730933935634,7.165743930483331,3.7554375677640346,4.628517002307903,4.855756855134389
2024-08-14,7.693824625183366,34.745171808746015,9.7591891023437,11.383440967660189,8.356430479814602,7.642532461015477,7.170644550670896,3.758005894700675,4.631682424360386,4.859077685504695
2024-08-15,7.672834955308123,34.650382842067856,10.005376781721793,11.352385584986997,8.333633142254735,7.621682722272737,7.1510821783471705,3.7477536070593898,4.619046643095491,4.845821542885708
2024-08-16,7.683315455111971,34.56112031344649,10.01904335346601,11.367892066696779,8.34501624133369,7.6320933520778915,7.160850004164357,3.75287274896358,4.625355903977407,4.852440560761827
2024-08-19,7.613122627814432,34.38072305919764,10.705742219735495,11.264037879108553,8.268778282962037,7.5623684769623365,7.09543028912305,3.718587452430249,4.5830998219442876,4.808109890721914
2024-08-20,20.851218251893272,28.669585856448503,9.615209080471946,10.148746476958841,7.047809824661442,6.445708546747091,6.047718488827136,3.169500533724855,3.9063589380621626,4.09814400220475
2024-08-21,20.83919826099052,28.653058852749393,9.609666252025228,10.200542551264933,7.043747011210769,6.441992823418233,6.0442321927105285,3.1676734286069963,3.9041070600984322,4.09578156692497
2024-08-22,20.833193460866863,28.673617422981224,9.606897233544968,10.197603272200254,7.0417173605306305,6.440136567778346,6.042490551512837,3.1667606657666227,3.9029820944321116,4.094601370386143
2024-08-23,20.851218251893272,28.727265574987626,9.615209080471946,10.206426195497965,7.047809824661442,6.445708546747091,6.047718488827136,3.054141096646608,3.9063589380621626,4.09814400220475
2024-08-26,20.815199805909057,28.620061942925297,8.763688548988544,10.18879558964207,7.035635420537428,6.434574213859855,6.037271644950386,4.114096891098761,3.8996110839700995,4.091064858118503
2024-08-27,20.833193460866863,28.673617422981224,8.656004585953534,10.197603272200254,7.0417173605306305,6.440136567778346,6.042490551512837,4.117653313358057,3.9029820944321116,4.094601370386143
2024-08-29,20.827192120304083,28.694164148751323,8.65351108290366,10.194665686549952,7.039688879198339,6.438281381587776,6.04074991373135,4.116467156281402,3.901857776895143,4.093421853796971
2024-09-02,20.821194236313296,28.714699040292697,8.651019016028375,10.191729792851003,7.037661566203636,6.4364272639225755,6.039010278499168,4.11528168239166,3.900734106927574,4.092243016570013
2024-09-03,20.857233448667394,28.59131197277609,8.665992984757516,10.209370563600816,7.049842989458327,6.447568016289297,6.049463145484857,4.122404785359018,3.907485851482708,4.099326242123978
2024-09-04,30.84937978242636,25.4537879443903,7.577394674277088,8.92689738757211,6.164261016223974,5.637642176101629,5.16342440021478,3.6045595837356723,3.4166381778656176,3.20601485719247
2024-09-05,30.99794133623127,25.246870215421495,7.613885181851083,8.969886703918437,6.041871350027258,5.664791405272028,5.188289935835275,3.6219180841761642,3.43309170400043,3.2214540832665532
2024-09-09,31.323447946845313,24.99974580112766,7.6938379094295435,9.064078682247388,6.105316500902963,5.724276873360529,5.242771704594632,3.429443728603915,3.469142293050039,2.9479385598380174
2024-09-12,31.163814566079047,25.381968861513997,7.654627878700038,9.017885506897281,6.074202036258423,5.695104297235214,5.216053018541603,3.4119662881422603,3.451462537183489,2.9329150094486494
2024-09-13,38.73282472915741,23.02154788192032,6.887833718522246,7.730829033289166,5.358694169235199,5.024252076010842,4.60163042487436,3.010055270594415,3.044899076938114,2.5874336194579324
2024-09-16,38.23431323018413,24.012300397967497,6.799183734026938,7.631329262832455,5.289725002087576,4.959587351680877,4.542405059906378,2.9713143015215637,3.005709650045525,2.554132009747065
2024-09-17,38.319345956596216,23.39850654185517,7.036704039853188,7.759500756968323,5.301489297059732,4.9706174238533105,4.55250732287594,3.0891219694551446,3.0123943179459998,2.5598123735369844
2024-09-19,38.259783396333184,23.51757384210363,7.025766376436343,7.7474395977833135,5.293248804748156,4.96289122987839,4.545431027991528,3.08432032138751,3.007711933275293,2.555833470062652
2024-09-20,38.25128957129762,23.534553246805203,7.0242066281825695,7.745719635186152,5.292073682329101,4.961789448163098,4.544421924111795,3.083635589932234,3.0070442091887766,2.5552660648034564
2024-09-26,38.24279951675129,23.551525114188493,7.02264757231579,7.744000436096648,5.290899081557996,4.960688155539125,4.543413268182815,3.082951162435725,3.0063767815112956,2.5546989114208203
2024-09-27,38.26403172356944,23.520185209461598,7.0265465103525075,7.737195967783863,5.293836561684273,4.96344230424711,4.5459357480061895,3.084662801162969,3.008045906533651,2.5561172671984
2024-09-30,43.97986942833024,18.710630230278888,6.633439330165963,8.091795966823053,4.966275190272311,4.656324404183708,4.26465147891009,3.268802232735677,2.821920091931469,2.6062916463685992
2024-10-02,44.10898215796896,18.473031870693276,6.652913272902565,8.114506499785525,4.9808548003140825,4.669994084465212,4.2771713158390545,3.278398531778934,2.830204468638984,2.613942997613414
2024-10-03,44.58408633658688,17.721612529737595,6.809052314029184,8.201909014122934,5.034504302364332,4.720295261121348,4.323241342065056,3.313710632975121,2.8606890072433404,2.4308992597542156
2024-10-04,44.61235257503619,17.60604832762534,6.8767690800174215,8.207109011139414,5.0376961699291485,4.723287920663472,4.325982270066276,3.315811520143618,2.862502679435648,2.4324404459434703
2024-10-07,44.69736674917788,17.30082193820444,7.038088445015029,8.222748639054112,5.04729610256536,4.732288710772741,4.334225946734587,3.3221301956162996,2.8679575206897887,2.437075752169765
2024-10-08,40.01805013514792,17.104128388089705,7.0742406760648535,8.240196060437272,5.058005696864373,4.742329907320021,4.343422514668493,3.329179250373652,7.648200514959738,2.4422468560739796
2024-10-09,39.97563902362533,17.31915734150809,6.897175470990287,8.295051077357249,5.1374291886982215,4.73730398821859,4.3388193574422615,3.2196710327087414,7.6400949554961555,2.439658563955077
2024-10-10,39.984114052840894,17.301628602150494,6.898637705617405,8.296809668387743,5.138518348584856,4.73830831962351,4.339739208174195,3.220353618571862,7.64171469265456,2.4401757833944786
2024-10-14,41.22150742320268,16.938924068426623,6.774773425444791,8.122878615342582,5.0307964719620175,4.63897628856284,4.248762623126681,3.152843392540024,7.481516792896982,2.389020898494778
2024-10-16,46.496484244200595,15.343195538045471,6.24235611307756,7.393904554639538,4.579316115501952,4.222659174554585,3.867464577321358,2.8698967723259123,6.810100668761521,2.1746222415715106
2024-10-17,46.47014497117973,15.334503942909661,6.2388199506207975,7.3897160643930055,4.6333699108700355,4.2202671276142505,3.8652737405934543,2.868271036620155,6.806242891044996,2.173390364153916
2024-10-24,46.45260202806284,15.328715014758847,6.274215731055705,7.386926372890043,4.631620767525716,4.218673934689982,3.8638145612127044,2.8671882357020504,6.8036734664832395,2.172569887618868
2024-10-28,52.03417449265718,14.837265546070455,6.234576908588703,7.186064189438242,4.494195863482766,4.09350158363565,3.749171249083747,2.7821158414060636,2.4808267986731485,2.1081075269640417
2024-10-29,55.817901949302836,14.053326100171947,5.603772404119649,6.600581043898929,4.030816825243788,3.7792490414023576,3.562808827845534,2.5685365968188734,2.2903771036149863,1.6926301075811008
2024-10-30,56.10249969182715,14.107983936363825,5.666335473267243,6.090375875360878,3.9663906427080953,3.798518231179451,3.6829481015507253,2.5816327486181594,2.302055008560432,1.7012602905640404
2024-10-31,56.5639421952495,13.435793748298133,5.661534838324882,6.140469156518528,3.999014166397341,3.8297610059491864,3.7303757091505054,2.6028666523654653,2.320989388169205,1.7152531395772421
2024-11-01,56.47684441679856,13.534868240856479,5.6870351663568135,6.13101399477727,3.9928564405322526,3.823863897956522,3.7246316357276723,2.598858729752106,2.317415503258214,1.7126119739841066
2024-11-06,56.505847191174105,13.490465464220183,5.6899556517256205,6.134162478326943,3.994906907686615,3.825827581710819,3.7265443603509856,2.600193331820462,2.318605574687832,1.7134914582964338
2024-11-08,56.48650869963249,13.520072380761574,5.688008328311978,6.132063130116117,3.993539695667255,3.824518235191718,3.7252689923992706,2.5993034448573686,2.317812057971893,1.71290503509034
2024-11-11,56.48747530983106,13.518592516242887,5.688105662825764,6.132168063398353,3.9936080340419773,3.8245836812321246,3.7253327400636844,2.5993479247389697,2.317851720907791,1.7129343467173854
2024-11-12,58.167797202181745,12.900447794707201,5.4835438996044275,5.911636451333473,3.849985613945675,3.687039896394674,3.5913583241392417,2.5058673837241656,2.2344946486203963,1.6678287853490001
2024-11-13,59.76442925453439,12.440952514094286,5.268018107718704,5.679284864323097,3.6986653704341483,3.5421240886736776,3.450203195097358,2.4073765059039443,2.146669833605591,1.6022762656148042
2024-11-18,59.55677535075363,12.39772592616353,5.249714167751394,5.65955196153343,4.033268215714545,3.5298168366198457,3.438215325870874,2.399011979787716,2.1392111432669263,1.5967090925381047
2024-11-20,59.49100593327734,12.399810859303013,5.243916831668361,5.653302035584709,4.12346975715317,3.525918808296867,3.4344184544350247,2.396362715795499,2.136848781135618,1.5949458233503948
2024-11-21,59.50039266945695,12.370210528041449,5.244744238485147,5.654194036886741,4.139898787481086,3.526475142302739,3.4349603511378355,2.3967408237842776,2.137185941945888,1.5951974804778835
2024-11-22,59.594423207291584,12.468776338747785,5.2056226477013645,5.663129556174208,4.051621128715214,3.5320481534950057,3.3455686536684235,2.4005284765811696,2.14056341114496,1.5977184264802915
2024-11-25,59.57559333128092,12.480634969975938,5.156582779986765,5.661340193652749,4.113534366230779,3.5309321425460847,3.3445115641029357,2.3997699886029094,2.1398870635698755,1.5972136000510475
2024-11-26,59.566182854786476,12.494459405140917,5.155768253461232,5.660445936359781,4.112884598158016,3.5303744014968914,3.343983269784751,2.3993909243283125,2.1395490500346934,1.5969613064489292
2024-11-27,59.50978236825989,12.482628974591847,5.071981981744558,5.65508631972048,4.28258022107245,3.527031651897662,3.3408170053992623,2.39711905111076,2.137523209170194,1.5954492170329022
2024-11-28,59.46286348646363,12.55162968376684,5.067983114438985,5.650627719537058,4.279203736279882,3.5242508589829282,3.3381830283968053,2.3952291072908585,2.1358379366856273,1.5941913281573783
2024-12-03,59.44411664269277,12.500382067562219,5.145202777028618,5.648846247390335,4.2778546326679106,3.5231397691969852,3.3371306001745054,2.3944739639419335,2.1351645715334753,1.593688727811254
2024-12-04,59.44411664269277,12.531909045362639,5.113675799228198,5.648846247390335,4.2778546326679106,3.5231397691969852,3.3371306001745054,2.3944739639419335,2.1351645715334753,1.593688727811254
2024-12-05,59.481622158319134,12.539815895309694,5.116902208474867,5.652410315681162,4.217459952392935,3.525362649796957,3.3392361206354177,2.395984727087954,2.1365117266890286,1.594694245612852
2024-12-10,59.51917503108894,12.547732729010363,5.056999119586555,5.655978884219231,4.220122585509807,3.5275883371647785,3.341344299676884,2.3974973978314535,2.1378605828589228,1.5957010330530608
2024-12-11,59.52857065934782,12.533927615057669,5.0577974116295525,5.656871730516387,4.220788769189262,3.5281451981872816,3.341871760430638,2.3978758640029,2.1381980630624935,1.595952928575992
2024-12-16,59.5379692544411,12.520118141898132,5.058595955747264,5.657764858745418,4.221455163227898,3.528702235048419,3.3423993877393747,2.398254449681677,2.1385356498313572,1.596204903639352
2024-12-18,59.108683375943784,13.056826016059222,5.084820176917572,5.616970747220751,4.222366333926003,3.5032592772536293,3.3182997270451597,2.380962345480207,2.1231161928590785,1.5846958072945945
2024-12-19,59.21263401333545,12.954171384036673,5.0937625229185945,5.576602219526939,4.229791937858359,3.509420233885037,3.3241354072190705,2.3851495907254456,2.126849980669925,1.5874827098245066
2024-12-20,59.221933102835266,12.924796641131717,5.110267046317316,5.577478000920697,4.230456208489975,3.5099713732388444,3.3246574483877556,2.3855241682102033,2.1271839933118635,1.5877320171563631
2024-12-23,59.00879033810629,13.238184749402688,5.091874933975015,5.557404372468429,4.215230580329937,3.4973388068328704,3.312691836270777,2.3769385447781346,2.119528149375894,1.5820176884599697
2024-12-27,59.156900745027116,13.349848844000272,5.136030046120891,5.179170188536384,4.225810690732821,3.506117029040987,3.352381248796684,2.382904593786693,2.1248481055194706,1.5859885084386744
2025-01-03,59.1847542584184,13.261966239955209,5.185532433567075,5.181608755878238,4.227800377027759,3.5077678538203427,3.35395968841793,2.384026563737405,2.1258485718119258,1.5867352573657123
2025-01-08,59.305756528748354,13.084631736493469,5.19613417053791,5.1922024709536645,4.236444046339766,3.5149394283148396,3.360816804612443,2.3889006673871322,2.130194834743825,1.5899793118685919
2025-01-13,59.34308759960326,13.092868092339103,5.136458178867809,5.195470795812521,4.239110751936719,3.517151969904887,3.3629323309560375,2.3904044037071697,2.131535724043029,1.590980152829459
2025-01-15,59.305756528748354,13.147538929841385,5.133226977189993,5.1922024709536645,4.236444046339766,3.5149394283148396,3.360816804612443,2.3889006673871322,2.130194834743825,1.5899793118685919
2025-01-23,59.073497284036826,13.53467500717819,4.862480391664023,5.3755159355654305,4.219852852633492,3.501173864487465,3.3476548315032275,2.3795450112556864,2.12185234874643,1.5837524729292292
2025-01-27,59.11980348332754,13.466897056744648,4.866291965320834,5.379729664625787,4.223160687045801,3.503918344875021,3.3502789722585766,2.38141027555488,2.1235156143772778,1.5849939358696403
2025-02-03,59.174073978702324,13.385108058904738,4.870759099175073,5.371330024637976,4.227037442532614,3.5071348539485467,3.369046322786367,2.383596350401719,2.1254649483996895,1.5864489205109533
2025-02-06,59.2391441205118,13.36840858288641,4.876115177673525,5.377236550636752,4.153139989606522,3.510991437532322,3.3727510587838463,2.386217446806084,2.1278021933501257,1.5881934422126078
2025-02-07,59.25776188289016,13.341181883253785,4.877647650079318,5.378926516179608,4.154445244343041,3.51209487690956,3.3738110517784454,2.386967390615491,2.128470922046532,1.588692581904056
2025-02-10,59.22983962566741,13.382015518092327,4.875349302521126,5.376391966021203,4.152487669756278,3.5104399778140194,3.3722213120208946,2.3858426515881415,2.1274679865544024,1.5879439899641938
2025-02-11,59.351026507559745,13.409395716052035,4.9168020898864135,5.387392302714851,4.160983843914009,3.517622493884806,3.379121026564062,2.3907241915932977,1.895738833952684,1.5911929938780938
2025-02-13,59.360369119177605,13.395765246063842,4.917576057499624,5.38824034725391,4.161638836056341,3.518176212711799,3.3796529434864575,2.39110052219652,1.896037247521862,1.5914434680320486
2025-02-14,59.37906316907241,13.368491428370058,4.919124723950735,5.38993723754269,4.162949439160733,3.519284173505087,3.380717279872672,2.3918535389504374,1.8966343565936812,1.591944652981496
2025-02-19,59.425849847565836,13.37902489382101,4.923000660933325,5.39418414288565,4.181988206135618,3.5220571309814277,3.288829186737468,2.3937381574768635,1.8981287759584475,1.5931989975043508
2025-02-21,59.61609228514173,13.247955690525165,4.9071426797422415,5.395643674600603,4.195376178411819,3.5333324385386304,3.299357852004529,2.40140133071149,1.80539849879692,1.5982993715268705
2025-02-24,59.625518539227606,13.234238810052373,4.90791857718808,5.39649681183728,4.196039534232835,3.5338911146956695,3.2998795330513926,2.401781030524708,1.8056839610659754,1.5985520881240813
2025-02-26,59.88115900388177,12.862236351204537,4.928960953276293,5.419633934771903,4.21402977603732,3.5490424389731037,3.3140275481596726,2.412078507740557,1.8134257115468833,1.6054057744079677
2025-02-28,59.81467159199485,12.89554037765534,4.9234882158990185,5.413616392030718,4.27279785608736,3.545101856486568,3.3103479080480844,2.4094003221490365,1.8114122237618169,1.6036232558872126
2025-03-03,59.81467159199485,12.863816871109599,4.95521172244476,5.413616392030718,4.27279785608736,3.545101856486568,3.3103479080480844,2.4094003221490365,1.8114122237618169,1.6036232558872126
2025-03-04,59.864048127583224,12.858561002584217,4.9593022103041635,5.418085289298371,4.276325016728517,3.5480283098686956,3.3130805739131843,2.411389262948791,1.746233172642311,1.604947034128524
2025-03-10,59.80708243051098,12.9414834405354,4.954583015457871,5.412929523610023,4.272255732356597,3.54465206131509,3.309927897970735,2.4090946224329404,1.7445714843161517,1.6034197914942083
2025-03-13,59.124901597647025,14.314715658062898,4.8980692811203745,4.970975882135771,4.223524865454788,3.504220500417426,3.2721736842824014,2.381615633169606,1.724672282084639,1.5851306156250637
2025-03-14,58.47397077942019,15.475147996441569,4.8441443838480165,4.699161189261016,4.177026310325162,3.4656410684700116,3.236148952974011,2.355395428638008,1.7056846422000056,1.5676792484220052
2025-03-17,58.0777216678092,16.07873330748713,4.811318018834154,4.713520741562717,4.071714943638043,3.442156137034038,3.2142191758344687,2.3394340815009858,1.6941260629697723,1.5570558633294909
2025-03-18,57.95276620570884,16.305395740629976,4.770230344802976,4.703379500731156,4.047586551595719,3.4347502643797205,3.2073037144342176,2.3344007389676937,1.6904811144598175,1.553705824289887
2025-03-19,57.943861387220295,16.31825595953229,4.769497367964249,4.702656795958306,4.046964613663875,3.434222492719102,3.206810891411529,2.33404204315003,1.6902213610698043,1.5534670873105203
2025-03-20,57.943861387220295,16.287524662058296,4.800228665438244,4.702656795958306,4.046964613663875,3.434222492719102,3.206810891411529,2.33404204315003,1.6902213610698043,1.5534670873105203
