date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,PHILLIP SECURITIES (HONG KONG) LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-05-14,59.33240385305349,0.0,25.86006127972322,0.0,4.7534102261041555,5.096100711773813,1.3825788559775813,3.575445073367743,0.0
2024-05-17,59.34866604115506,0.0,25.867149163468678,0.0,4.754713069848905,5.097494741635536,1.3555519306723547,3.5764250532194604,0.0
2024-05-21,59.350097397333215,0.0,25.867773020856482,0.0,4.752415968010219,5.097617681729698,1.3555846235323665,3.5765113085380227,0.0
2024-05-24,59.336299071871636,0.0,25.86175901301554,0.0,4.751311077114819,5.092281410495582,1.3826696233631521,3.575679804139271,0.0
2024-05-28,59.33630232352001,0.0,25.8617604302483,0.0,4.751305857455865,5.09228168955425,1.3826696991338947,3.5756800000876803,0.0
2024-06-03,59.34287138077438,0.0,25.864623557512935,0.0,4.740760978507811,5.092845450500992,1.3828227729868618,3.5760758597170157,0.0
2024-06-04,59.34309904744758,0.0,25.864722786159305,0.0,4.7407791662573295,5.092864989009222,1.382828078133934,3.575705932992628,0.0
2024-06-20,59.34472528877362,0.0,25.86543158434741,0.0,4.74090908281244,5.0902641490199425,1.3828659732254198,3.5758039218211746,0.0
2024-06-24,59.34668990716763,0.0,25.866287864369138,0.0,4.7377555125279445,5.090432663180701,1.3829117532659243,3.5759222994886755,0.0
2024-06-25,59.33043042736708,0.0,25.859201161038186,0.0,4.7364574883217685,5.089038014427881,1.4099303208868816,3.5749425879582124,0.0
2024-07-03,42.42999184393444,28.446092485947112,18.493135587423737,0.0,3.387264362503855,3.6785977625455373,1.0083077366004045,2.556610221044914,0.0
2024-07-04,42.4216800750367,28.440520075100167,18.48951289831829,0.0,3.386600818690784,3.6582877764532973,1.0472889592399826,2.5561093971607827,0.0
2024-07-16,42.61567405451051,28.335057538933583,18.420950476900106,0.0,3.374042697025644,3.644722190946661,1.0629221554301138,2.5466308862533884,0.0
2024-07-18,42.60735849096734,28.329528541054476,18.417356011069995,0.0,3.373384322681769,3.644010999122328,1.0822276709673995,2.546133964136692,0.0
2024-07-24,42.60735849096734,28.329528541054476,18.417356011069995,0.0,3.373384322681769,3.604985153690316,1.1212535163994115,2.546133964136692,0.0
2024-07-25,42.66563567858112,28.368276900686933,18.442546770357136,0.0,3.3779983461281646,3.6099159544624655,1.18140597238791,2.354220377396272,0.0
2024-07-30,42.6673197583816,28.36939664123089,18.44327472670869,0.0,3.374184523629589,3.610058443527579,1.1814526043412987,2.354313302180361,0.0
2024-08-07,42.658984029424104,28.36385423541706,18.43967154422427,0.0,3.373525323853254,3.609353162087911,1.200758354778133,2.3538533502152705,0.0
2024-08-08,42.66571904574054,28.368332331307506,18.442582806448296,0.0,3.3740579372901895,3.609923008111944,1.2009479309552393,2.3384369401462806,0.0
2024-08-12,42.649052094604734,28.35725051622633,18.474442423900673,0.0,3.372739894139201,3.6085128265487145,1.2004787922431874,2.337523452337161,0.0
2024-08-13,42.64955691192262,28.357586168027378,18.47466109742367,0.0,3.3715961614678625,3.6085555388641644,1.2004930017614377,2.33755112053286,0.0
2024-08-15,42.64122812134336,28.352048375524287,18.47105328542175,0.0,3.370937741536215,3.6273792784919316,1.200258564277733,2.3370946334047185,0.0
2024-09-24,42.64159785063505,28.352294207626823,18.471213442381316,0.0,3.3709669699256968,3.6274107304090175,1.200268971359526,2.336247827662575,0.0
2024-09-27,42.64576191147761,28.355062881505326,18.47301720350864,0.0,3.371296153452313,3.6277649563232357,1.1906209255083096,2.336475968224563,0.0
2024-10-03,42.645766908839164,28.35506620423881,18.47301936823362,0.0,3.3712965485111663,3.627753663128304,1.1906210650289315,2.3364762420200034,0.0
2024-10-04,42.64626831673575,28.355399589123962,18.473236564885394,0.0,3.3701604358683563,3.54967334735888,1.1515735792102748,2.453688166817382,0.0
2024-10-07,42.62736585461721,28.278078727643425,18.422862858775517,0.0,3.477835430483873,3.5399939280888533,1.2068658679690247,2.4469973324220984,0.0
2024-10-08,42.71359532835803,28.283587659162784,18.42645186815826,0.0,3.4785129573203544,3.54068356419591,1.1096945839958836,2.4474740388087732,0.0
2024-10-09,42.71359532835803,28.283587659162784,18.42645186815826,0.0,3.4785129573203544,3.5991274023266606,1.0512507458651326,2.4474740388087732,0.0
2024-10-10,42.52306248649788,28.1574228562874,18.344256861794356,0.0,3.4629963295555735,4.164904121656596,0.9108007704455884,2.436556573762613,0.0
2024-10-14,42.51188972071337,28.153396522173672,18.341633748607805,0.0,3.4625011428927683,4.164308566600615,0.9300621374921088,2.436208161519666,0.0
2024-10-16,42.51479272449269,28.142481963832978,18.334523031737277,0.0,3.461158794352368,4.162694140122339,0.9490856574127999,2.435263688049545,0.0
2024-10-23,42.52138663091169,28.146846771481698,18.337366656776016,0.0,3.446185933286488,4.163339760478264,0.9492328575191052,2.435641389546731,0.0
2024-10-24,42.5246843512008,28.14902968307107,18.338788800098804,0.0,3.4464532001414203,4.155829652165643,0.9493840290883259,2.4358302842339383,0.0
2024-10-28,42.491730148214614,28.12721579186428,18.363324431499453,0.0,3.4437823956411013,4.2107298402716715,0.9292747377036176,2.433942654805261,0.0
2024-11-01,42.42245460158714,28.1326660944542,18.3668827529291,0.0,3.444449708618289,4.211545767163394,0.9875867874145423,2.434414287833335,0.0
2024-11-04,42.42409873285779,28.133756408451514,18.367594582703266,0.0,3.44458320224871,4.2117089904883676,0.9876250624821904,2.4306330207681643,0.0
2024-11-05,42.448776003663035,28.15012126584146,18.37827865423564,0.0,3.446586849115278,4.21415885946415,0.9300314950904711,2.4320468725899644,0.0
2024-11-06,42.465243472928414,28.161041751669412,18.38540827650939,0.0,3.4479239091757,4.273984304633301,0.9109954173920692,2.355402867691707,0.0
2024-11-14,42.465243472928414,28.161041751669412,18.34661453304795,0.0,3.4479239091757,4.273984304633301,0.949789160853505,2.355402867691707,0.0
2024-11-18,42.40027129565853,28.117955122530912,18.318544059544053,0.0,3.4426485567905694,4.4204459083461085,0.9483359755028233,2.351799081627011,0.0
2024-11-20,42.40518248673556,28.12121200382159,18.320665882527265,0.0,3.4314643924364283,4.420957925223318,0.948445820535381,2.3520714887204504,0.0
2024-11-22,42.407113602702424,28.122492633176854,18.32150019872011,0.0,3.4270666978606297,4.421159253974605,0.9484890123992128,2.352178601166163,0.0
2024-11-25,42.407113602702424,28.122492633176854,18.244018919843562,0.0,3.4270666978606297,4.421159253974605,0.9484890123992128,2.4296598800427094,0.0
2024-11-28,42.40708074515393,28.12247084352679,18.244004784155337,0.0,3.427064042527581,4.421155828406528,0.9485657587172085,2.4296579975126202,0.0
2024-12-11,42.412009946490286,28.125739668412354,18.246125382206007,0.0,3.4274623884726783,4.410046189210904,0.9486760155781698,2.4299404096296016,0.0
2024-12-16,42.41447497689398,28.127374365836417,18.247185866108406,0.0,3.4276615961736514,4.404490401057307,0.9487311536210168,2.430081640309224,0.0
2024-12-17,42.44785255697403,28.14950887748247,18.164600637426524,0.0,3.4303589547870947,4.4273453918635175,0.9494777466195549,2.4308558348468168,0.0
2024-12-18,42.45624900478763,28.155077024468255,18.148800944474118,0.0,3.4310375010081815,4.427833292902654,0.9496655591912031,2.4313366731679613,0.0
2025-01-02,42.44801716128434,28.14961803566634,18.14528207286748,0.0,3.430372257035285,4.42697478016118,0.968870431764213,2.430865261221158,0.0
2025-01-03,42.464484041674055,28.16053813097841,18.11352813146856,0.0,3.431703003049502,4.428692138687403,0.9692462861522372,2.4318082679898354,0.0
2025-01-06,42.464813509598166,28.16075661930458,18.09427199302216,0.0,3.4317296285011025,4.428726499448834,0.9878746145371449,2.431827135588017,0.0
2025-01-07,42.434694616731036,28.127935110820157,18.073183024789994,0.0,3.4277299297486596,4.423564795651529,0.9867232415296331,2.4289928283979667,0.09717645233102495
2025-01-15,42.426474882463346,28.122486641019723,18.069682192200602,0.0,3.4270659676436313,4.4420782527820375,0.9865321101237309,2.4285223248214036,0.09715762894552747
2025-01-16,42.38542393056191,28.095275922956354,18.05219835323917,0.0,3.4237500117318915,4.534538059077837,0.9855775627022421,2.4261725384339177,0.09706362129667732
2025-02-03,42.38616952787291,28.09577014385206,18.052515907466578,0.0,3.4220511495849517,4.534617825636007,0.985594899888293,2.4262152169670768,0.09706532873211912
2025-02-04,42.386185932949154,28.095781017994653,18.052522894483882,0.0,3.422013770207857,4.534619580707342,0.9855952813513896,2.4262161560055904,0.09706536630013096
2025-02-10,42.39319534318876,28.10042722172407,18.05550824303653,0.0,3.406042653423015,4.535369471461183,0.985758269398206,2.4266173797532113,0.09708141801503475
2025-02-12,42.39026723929252,28.101855542057468,18.05642598885406,0.0,3.4062157796157218,4.535600000356153,0.9858083746357132,2.4267407226090882,0.09708635257927652
2025-02-17,42.391087765647846,28.10239949505912,18.056775497700585,0.0,3.4043460639740175,4.535687793606346,0.9858274564156918,2.4267876957670826,0.09708823182930774
2025-02-18,42.38288393124314,28.096960912470564,18.033928284109592,0.0,3.4036872299398557,4.554162747899328,1.0049894057328912,2.426318046002455,0.0970694426021717
2025-02-24,42.456832952304595,28.145984069027108,17.85214210940554,0.0,3.409625932437349,4.581495283090012,1.0261293964365985,2.4305514493871017,0.09723880791169279
2025-02-25,42.44860365365473,28.140528605381043,17.848681874650797,0.0,3.408965053419032,4.599990006257912,1.0259305044168812,2.4300803418557573,0.09721996036384199
2025-02-26,42.449097321611085,28.14085587356071,17.848889450908814,0.0,3.407841720854015,4.600043503133431,1.0259424357637779,2.4301086031574934,0.09722109101067175
2025-02-28,40.339346510545646,26.742235001754928,16.92494750638401,5.107482630067618,3.238469524783922,4.270846889022799,0.9749523553491084,2.309330449557547,0.09238913253441913
2025-03-03,40.33934948268768,26.742236972082356,16.924948753388545,5.107483006379213,3.238469763389458,4.270847203692338,0.9749524271821233,2.3093232518567763,0.09238913934151068
2025-03-04,40.35421567055245,26.752092240544766,16.931186074292228,5.146218077926061,3.2396632308229765,4.2724211313259275,0.901606084592221,2.310174302598616,0.09242318734475635
2025-03-05,40.369092819675664,26.761954775573816,16.845261978305558,5.148115303593658,3.2408575782336015,4.36616223530312,0.8650720680179299,2.311025980844105,0.09245726045255247
2025-03-06,40.40409733562194,26.858957129089568,16.472435780271734,5.152579295020042,3.2436677640181486,4.578423997034404,0.8842713690150815,2.3130298986968065,0.09253743123227044
2025-03-07,40.419011293427445,26.86887130561468,16.478516084705717,5.1544812147574675,3.2448650664542305,4.524745994268933,0.9030537679846076,2.313883684143997,0.09257158864292521
2025-03-10,40.44140288546893,26.883756301205565,16.432246298912244,5.15733672845889,3.2466626783322217,4.527252643074851,0.9035540477024225,2.3151655447791,0.09262287206577978
2025-03-11,40.441414834270695,26.883764244270136,16.432251153977585,5.15733825224367,3.2466636375899616,4.527224434732646,0.9035543146661634,2.3151662288170454,0.0926228994320989
2025-03-13,40.42648434185238,26.873839076224716,16.426184561048636,5.173893633008303,3.245465007744184,4.525553036974288,0.9216801421891364,2.314311496806107,0.09258870415225026
2025-03-18,40.50124725104981,26.8495641487055,16.364094667357957,5.183461997563845,3.2514670237400742,4.533922389795335,0.9048911086077014,2.318591479671477,0.0927599335083008
2025-03-19,40.45635635915782,26.819804549597965,16.05038819727332,5.177716736665668,3.4141205955747997,4.251801330114959,1.4211335192276269,2.316021592408242,0.09265711997959097
2025-03-20,40.457869056690754,26.820807364874156,16.050988334923215,5.177910335893048,3.414240862948293,4.248228613122219,1.4211866566171985,2.316108190423099,0.09266058450802149
2025-03-21,40.45039635568613,26.81585347385583,16.04802366477493,5.176953958884792,3.413610241471645,4.247443951374941,1.4393944865074348,2.315680397649902,0.09264346979439256
2025-03-24,40.5027633075253,26.850569190731477,15.902351229980658,5.1836560266780145,3.4180294902112855,4.086494524382815,1.6446945547836451,2.3186782699770934,0.09276340572971138
2025-03-25,40.50306593317719,26.850769810895176,15.902470048031933,5.183694757548605,3.4173078559473673,4.086525057560514,1.6447068434948624,2.3186955945116603,0.09276409883269592
2025-03-26,40.510558108734756,26.855736612213647,15.461464488841914,5.184653626964182,3.417939982671632,3.754320600182533,2.4034208200899116,2.319124502152561,0.09278125814885833
2025-04-01,40.49557652836965,26.845804846394966,15.455746543110827,5.1827362427413055,3.4166759629956736,3.7529321805108746,2.439513904525305,2.318266845489021,0.0927469458623773
2025-04-02,40.45817101183664,26.821007540538105,15.44147016449344,5.17794898095042,3.413520000291148,3.7494656199934058,2.529629929248558,2.3161254765729336,0.09266127607534734
2025-04-03,40.51805305658023,26.860705251369893,14.724276212349391,5.185612851184856,3.4185723432982207,3.718012753520611,2.2373544941417456,2.319553568499762,1.0178594690552927
2025-04-07,40.51805305658023,26.860705251369893,14.409755456967483,5.185612851184856,3.4185723432982207,3.718012753520611,2.5518752495236536,2.319553568499762,1.0178594690552927
2025-04-08,40.52555077825261,26.865675729384158,13.746254729347646,5.186572430407594,3.41920493795698,3.718700758562742,2.5523474649664055,2.3199827936413673,1.665710377480499
2025-04-09,40.40591923094713,26.76791815542174,13.70567574420503,5.171261653054889,3.4091114347367397,3.7077231427828314,2.581712965051403,2.3131341974842403,1.9375434763159969
2025-04-15,40.39846570646008,26.762980380530433,13.703147510923486,5.170307730310557,3.408482569064543,3.707039193357551,2.5996833417120935,2.3127075025169948,1.9371860651242627
2025-04-22,40.39845825431189,26.7629754436673,13.703144983157046,5.170306776563955,3.4084819403149913,3.7070569561463347,2.599682862158596,2.312707075900817,1.9371857077790673
2025-04-24,40.46563910896827,26.80748109168325,13.725932709006718,5.178904768742238,3.247854505105524,3.7132216283970934,2.604006020122099,2.316553005786329,1.9404071621884775
2025-04-25,40.48808989277541,26.822354178471347,13.696572929727921,5.181778082345607,3.249656450680505,3.7152632772561285,2.54998813377295,2.3178382549966687,1.9784587999734593
2025-04-29,40.46564658592226,26.8074860449796,13.596594206552501,5.178905725663555,3.6543555123589333,3.472999051172618,2.7148702486731136,2.131780521487177,1.9773621031902393
2025-05-02,40.46564658592226,26.8074860449796,13.596594206552501,5.178905725663555,3.561969056191235,3.472999051172618,2.807256704840812,2.131780521487177,1.9773621031902393
