date,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,LIGHTHOUSE CAPITAL (HK) FINANCIAL LTD,KGI ASIA LTD,GUODU SECURITIES (HONG KONG) LTD
2024-03-01,0.0,40.90776354762004,0.0,29.612170261287947,29.480066191092014,0.0,0.0,0.0,0.0
2024-03-04,0.0,40.63945332574064,0.0,29.915693273517686,29.44485340074168,0.0,0.0,0.0,0.0
2024-03-06,0.0,40.546589376815824,0.0,30.136091302111566,29.317319321072606,0.0,0.0,0.0,0.0
2024-03-08,0.0,40.55109900040318,0.0,30.12832098319176,29.320580016405067,0.0,0.0,0.0,0.0
2024-03-12,0.0,40.452187938873976,0.0,30.22233964153121,29.32547241959481,0.0,0.0,0.0,0.0
2024-03-13,0.0,27.031898853235433,32.763122751307264,20.72922561243054,19.475752783026767,0.0,0.0,0.0,0.0
2024-03-14,0.0,27.034610791941414,32.76190507427687,20.728455188253402,19.475028945528322,0.0,0.0,0.0,0.0
2024-03-18,0.0,26.3894324542799,32.09919282229286,20.309157189958956,19.0810854229925,0.0,0.0,0.0,2.1211321104757883
2024-03-19,0.0,23.452089251117272,28.504676963820742,18.1561693378436,16.944356797773803,0.0,11.0591031008371,0.0,1.8836045486074884
2024-03-21,0.0,23.433145568893345,28.48165199847474,18.125348273712437,16.930669807790572,0.0,11.14710130474761,0.0,1.8820830463812992
2024-03-22,0.0,23.423452437324,28.41056903363287,18.20612437012365,16.930669807790572,0.0,11.14710130474761,0.0,1.8820830463812992
2024-03-25,0.0,23.352746741226575,28.411028020020566,18.275887064000393,16.930943330892738,0.0,11.147281391522892,0.0,1.882113452336836
2024-03-27,0.0,23.112746785181454,28.402625049829194,18.548471639553537,16.917277993344157,0.0,11.138284175007126,0.0,1.8805943570845367
2024-03-28,0.0,20.595592454546267,25.36783019857471,16.667507635336516,15.10968210876058,10.631564491412265,9.948168563974045,0.0,1.679654547395618
2024-04-02,0.0,20.557654180400597,25.554236641287147,16.62817047444443,15.081849199201839,10.571685516921441,9.929843461306554,0.0,1.6765605264379906
2024-04-03,0.0,20.535194388813117,25.526317948614153,16.717818911074705,15.065371872226915,10.561573200882743,9.918994839538714,0.0,1.6747288388496522
2024-04-05,0.0,20.14690898663478,25.65202658789616,16.79920255682722,15.13871127697229,10.612987762587348,9.967281279685954,0.0,1.6828815493962517
2024-04-09,0.0,20.129462376763644,25.629812713768867,16.78465495881357,15.125601613858395,10.60379723826504,10.045246873325803,0.0,1.6814242252046783
2024-04-10,0.0,20.107696560384014,25.602099415374163,16.874635003299254,15.109246429542159,10.59233144254258,10.034385033360058,0.0,1.6796061154977684
2024-04-11,0.0,20.081928783515135,25.569290625807984,17.240336580584962,14.917099175250362,10.578757494262973,9.935133620581805,0.0,1.677453719996783
2024-04-12,0.0,20.081928783515135,25.569290625807984,17.305130930284406,14.917099175250362,10.513963144563526,9.935133620581805,0.0,1.677453719996783
2024-04-15,0.0,20.067481456725197,25.55089558510048,17.364623213629315,14.90636752646971,10.50639919674535,9.927986093884266,0.0,1.6762469274456768
2024-04-16,0.0,20.076147357237435,25.54033753341225,17.372121917316985,14.912804662004719,10.4893443602344,9.932273375273413,0.0,1.676970794520801
2024-04-17,0.0,20.054496624316105,25.512794050252012,17.461230354727373,14.896722236173721,10.478032329633,9.92156210710412,0.0,1.6751622977936662
2024-04-18,0.0,20.00129061170761,25.445106784530775,17.680211608692712,14.857200167583768,10.450233361118043,9.895239493854053,0.0,1.6707179725130397
2024-04-22,0.0,19.975508554165653,25.41230754072118,17.786323437291614,14.83804894394179,10.436762804488787,9.882484335250806,0.0,1.6685643841401723
2024-04-23,0.0,19.922151126943003,25.09445443311626,17.924508024409853,15.14409165037999,10.394600541389849,9.856086812641193,0.0,1.6641074111198535
2024-04-24,0.0,19.949294697556528,25.085520710282015,18.03749324035889,15.028744813323533,10.379575038816014,9.85538293213575,0.0,1.663988567527268
2024-04-25,0.0,19.918568678494275,25.046883846211582,18.17656741546136,15.005597453649083,10.350753309122322,9.840203614348859,0.0,1.6614256827125244
2024-04-29,0.0,19.928282634832495,25.041169986236945,18.180975604068582,15.002174278007264,10.348392027159923,9.837958802342722,0.0,1.661046667352068
2024-04-30,0.0,19.94701922889869,25.052302643136066,18.20979493823752,14.908854578300568,10.364795644569494,9.853553313244626,0.0,1.6636796536130423
2024-05-02,0.0,19.95844957215109,25.048725556864998,18.207194857582245,14.906725821523636,10.363315710020933,9.852146376294355,0.0,1.6634421055627429
2024-05-06,0.0,19.823936300722046,25.050156268785635,18.20823480073883,14.907577251281289,10.493849158971859,9.852709102858324,0.0,1.6635371166420214
2024-05-08,0.0,19.845682686612935,25.04336184237314,18.203296128495527,14.90353382594152,10.491002881881633,9.85003672404181,0.0,1.663085910653436
2024-05-09,0.0,19.81592149956115,25.052660407954857,18.21005498714716,14.909067487418447,10.494898176727794,9.853694029040929,0.0,1.663703412149664
2024-05-13,0.0,19.89729958113792,25.05088621883142,18.193959326255868,14.912261854061729,10.497146778304563,9.784386369762723,0.0,1.664059871645777
2024-05-14,0.0,19.837194491118364,24.980593232177245,18.14290693118548,15.155291834960824,10.46769170066984,9.75693130352271,0.0,1.6593905063655414
2024-05-16,0.0,19.890525166060954,24.967079540152326,18.12312701306463,15.147093312831988,10.462029018421267,9.751653119633378,0.0,1.6584928298354575
2024-05-17,0.0,19.851201191487057,24.92485477227236,18.328394628150978,15.078840538493536,10.425859961393833,9.73516095086529,0.0,1.6556879573369432
2024-05-20,0.0,19.82837545930351,24.896195143353296,18.422304017977613,15.061502263975532,10.413871876392507,9.723967060153855,0.0,1.653784178843685
2024-05-21,0.0,19.779191148577254,24.871833319606058,18.421295147662168,15.03683686444143,10.524225820147114,9.714451808113155,0.0,1.6521658914528214
2024-05-22,0.0,19.795618711321744,24.87465543512685,18.39218210496989,15.038543039058858,10.531093281619542,9.715554071258433,0.0,1.6523533566446824
2024-05-23,0.0,19.784567966782603,24.873244297317225,18.386883971709896,15.03485340615501,10.553187830883823,9.71500290842013,0.0,1.6522596187313072
2024-05-24,0.0,19.784848565120345,24.873597066759338,18.37863513484674,15.035066640777117,10.560428847016924,9.71514069326698,0.0,1.6522830522125591
2024-05-28,0.0,19.582059126187122,24.77136164531048,18.361005309497223,14.973269532365096,10.991603009231692,9.675209536524942,0.0,1.645491840883439
2024-05-29,0.0,19.579234247490326,24.77136164531048,18.361005309497223,14.973269532365096,10.994427887928488,9.675209536524942,0.0,1.645491840883439
2024-05-30,0.0,19.592240487642695,24.787816950680835,18.344934743136516,14.983216087830057,10.96357015312685,9.681636657073472,0.0,1.6465849205095757
2024-05-31,0.0,19.51694221107527,24.735376309948958,18.234194780740474,15.304114751580991,10.90511614221954,9.661154368107068,0.0,1.6431014363276986
2024-06-03,0.0,19.6060971555962,24.839760842786006,18.272594224057485,15.336343730923756,10.617142577338425,9.681499820922287,0.0,1.646561648375834
2024-06-05,0.0,19.607205635350052,24.84116522081016,18.2679735607037,15.33721080948554,10.617742844056345,9.68204718873615,0.0,1.6466547408580459
2024-06-06,0.0,19.565755613531913,24.86752674278726,18.287359591198523,15.353486705411829,10.58514736367025,9.692321807397569,0.0,1.6484021760026522
2024-06-07,0.0,19.57258359953388,24.86541576224908,18.285807194750294,15.35218336262412,10.584248800644277,9.691499035478317,0.0,1.6482622447200352
2024-06-11,0.0,19.573721484498343,24.865063967003163,18.28554848763273,15.351966160339106,10.584099054971603,9.691361920405758,0.0,1.6482389251493004
2024-06-12,0.0,19.60208942141342,24.913705993770844,18.321319404618002,15.381998286936435,10.419103069669413,9.710320547923194,0.0,1.6514632756686891
2024-06-14,0.0,19.598818903518232,24.8879513821559,18.402922764499362,15.366097104196266,10.394171297097097,9.700282477536119,0.0,1.649756070997019
2024-06-17,0.0,19.61826589689685,24.912646534864784,18.421183125948193,15.381344165262117,10.404484948209745,9.70990761515487,0.0,1.5521677136634429
2024-06-18,0.0,19.67064482887472,24.896412774386754,18.40917938021327,15.371321261567017,10.397705101824894,9.703580374318872,0.0,1.5511562788144764
2024-06-19,0.0,19.79639840129565,24.83203960116128,18.446354958826305,15.32875071412865,10.370820374385131,9.678490403888032,0.0,1.5471455463149482
2024-06-20,0.0,19.834979002410453,24.809605076230053,18.46215734702335,15.316313584524476,10.361450848885683,9.669746364423286,0.0,1.5457477765027006
2024-06-21,0.0,19.90620916079754,24.787560647411723,18.445752905589533,15.302704364081999,10.352244242613997,9.661154368107068,0.0,1.5443743113981372
2024-06-24,0.0,19.772719207076246,24.733490747867958,18.361889954044646,15.621151829078029,10.329662560849796,9.640080182809415,0.0,1.5410055182739137
2024-06-26,0.0,19.787394137555687,24.72896657287846,18.35853125291601,15.618294455441095,10.327773090354743,9.638316848628063,0.0,1.540723642225946
2024-06-27,0.0,19.738213599533328,24.59056560192469,18.31734765281708,15.915657453370072,10.321741101847122,9.584373938952526,0.0,1.5321006515551847
2024-06-28,0.0,19.712376151326584,24.598481666263755,18.32324427613547,15.920780937328875,10.32506382194946,9.587459289732113,0.0,1.5325938572637465
2024-07-02,0.0,19.71320388653709,24.58831706923445,18.322613992950423,15.921449461045114,10.333895505133722,9.58786187324475,0.0,1.5326582118544527
2024-07-03,0.0,19.72021811346243,24.521067708732645,18.28499186954809,15.888757688102787,10.487278481079183,9.56817495942893,0.0,1.5295111796459384
2024-07-04,0.0,19.707371513400947,24.52072519984382,18.284736465814376,15.888535754832784,10.501099938886407,9.5680413117015,0.0,1.5294898155201668
2024-07-05,0.0,19.462390253255034,24.46911593221297,18.873486730946055,15.855094831395544,10.26573832380028,9.54790326110413,0.0,1.5262706672859887
2024-07-09,0.0,19.50898934169097,24.28766135526788,18.733527422251374,15.737518882471798,10.8080437371314,9.47709928307093,0.0,1.4471599781156483
2024-07-11,0.0,19.51121649553753,24.28698932546022,18.733009073092667,15.737083431662723,10.807744682914215,9.476837055550739,0.0,1.4471199357819085
2024-07-12,0.0,19.417247578484844,24.25946808729723,18.884520445789242,15.719250672924712,10.80793490223685,9.466098207431584,0.0,1.4454801058355382
2024-07-16,0.0,19.407592526855876,24.2474052850938,18.875130287933167,16.263924418456188,10.299794852520408,9.461391275280247,0.0,1.4447613538603121
2024-07-18,0.0,19.407860593079068,24.247740200944286,18.875390999553197,16.264149062949684,10.298555873745464,9.461521960187289,0.0,1.444781309541008
2024-07-19,0.0,19.428255316712452,24.27322090541249,18.89522617824596,16.177538054624986,10.307995401472587,9.47146458753685,0.0,1.446299555994678
2024-07-23,0.0,19.423798822487335,24.274563478658422,18.89627128986265,16.178432848515826,10.308565545785084,9.4719884625926,0.0,1.4463795520980816
