date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,CHIYU BANKING CORPORATION LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,10.577483587309828,12.420990735367871,28.793433197689144,19.086002916120975,0.0,14.271460848061801,4.025623846321878,7.1768685470401135,3.64813632208839
2024-03-04,9.820626648465671,10.894631643666122,25.081014666467944,16.666500599179955,12.041112772466514,12.498482051050082,3.5255106623766777,6.27750038366071,3.194620572666324
2024-03-05,9.90531402434096,10.732431043886276,24.961201669417964,16.66622378980858,12.052331685347921,12.511058400872802,3.529058137599083,6.444546152431655,3.197835096294763
2024-03-06,10.052709950147412,10.584253603944266,24.7662048288415,16.68025291848874,12.056202925230512,12.514777816167783,3.530191680133999,6.616244859120969,3.199161417924824
2024-03-07,10.494722523036833,10.558370674345035,24.68297806808301,16.351420551131927,12.054957165064936,12.51535947158526,3.5304401505948144,6.622537261813657,3.1892141343445273
2024-03-08,10.273405728764068,10.545984542147103,24.74192073046234,16.392478961399085,12.098066279099374,12.560115006694591,3.543065176545533,6.644644915209046,3.2003186596788615
2024-03-11,10.26664737791771,10.782163963914618,24.615543931034654,16.382849285813894,12.072747268987017,12.53443973565385,3.5357379507593953,6.61706915250219,3.1928013334166727
2024-03-12,10.290405983563668,10.607839858468816,24.723833653819675,16.37920994942238,12.087161964610365,12.549405685787068,3.539959573661669,6.624969842844394,3.197213487821969
2024-03-13,10.313897343679274,10.700190198346966,24.693679627120687,16.361917904600897,12.065119966059196,12.526520745322628,3.5335041473157407,6.6128886300580465,3.192281437496564
2024-03-14,10.319380175487899,10.845179298873887,24.638718538518845,16.32210869252866,12.04994333484911,12.511085684670908,3.5292345640551885,6.618955303500415,3.1653944075150924
2024-03-15,9.861733380961022,11.081704122496589,24.73125093833351,16.360848277779642,12.081732637940311,12.543146100210226,3.5381938581812142,6.6285603188140545,3.1728303652834335
2024-03-18,9.92592329620798,11.056946868354451,24.642744494843168,16.37256169566298,12.092612377441174,12.553206586674548,3.5408162954493845,6.639137087553908,3.176051297812405
2024-03-19,9.963840082617976,11.074341701385002,24.594374326820223,16.373028397994123,12.091862690101438,12.551493897441027,3.540333206295612,6.6348076685255535,3.1759180288190443
2024-03-20,10.05514972504246,11.02580863330889,24.6715742779255,16.384162659858525,12.052912762576266,12.511063420336935,3.5289291963978604,6.60471146293197,3.165687861621591
2024-03-21,10.103221858771885,11.015123532783313,24.737656381010666,16.310327747565648,12.046787595799561,12.504705426089982,3.5271358307362224,6.5927561466559705,3.162285480586755
2024-03-22,11.363088935584829,10.835283850034818,23.516729987482453,16.30091978010681,12.012553780697388,12.471129532374725,3.5184222534616345,6.569756731919798,3.4121151483375503
2024-03-25,11.646553918679707,10.78504886380954,23.43412851122149,16.279157866286923,12.006756617195574,12.338140596187149,3.516724290693342,6.586299427539043,3.4071899083872306
2024-03-26,11.582592604925548,10.905500922936232,23.430945055162578,16.264330821222902,12.009096792443701,12.295530624016624,3.5174097173578405,6.588230029831056,3.4063634321035137
2024-03-27,11.61619272805288,11.139437215246192,23.373526296789464,16.224267805868507,11.980407586330594,12.20517367628458,3.5087454789662837,6.554573861166533,3.397675351294964
2024-03-28,11.533063822271556,11.168407080598229,23.31396861637137,16.358709438172042,11.97688230464535,12.197381897638229,3.5071036460145555,6.546911516538911,3.3975716777497564
2024-04-02,10.927813657839053,11.221461508715766,23.459277102122826,16.359001344971617,12.046922665118691,12.268711731497433,3.527613057173163,6.771758382513323,3.4174405500481257
2024-04-03,10.888853983636977,11.220621489651606,23.52345151725416,16.28122599440166,12.018587479352846,12.23190741002439,3.521063556361032,6.901402446567697,3.412886122749635
2024-04-05,11.184828009942375,11.187900836909671,23.220182649251996,16.25426414321489,11.996983773820274,12.19741907856152,3.5149089081075044,7.032123553561289,3.411389046630484
2024-04-08,11.359858716439925,11.259137507423425,23.31301135956497,16.218709419660627,11.948394826664602,12.105899766589566,3.500933982959985,6.899492573756169,3.394561846940733
2024-04-09,10.823599624925114,11.332954941331494,23.46585669732713,16.282931890022056,12.026731186340758,12.185268764021984,3.5238868923398794,6.941952646982169,3.4168173567094153
2024-04-10,10.91104001269088,11.31796290885526,23.261673152246694,16.322540180664568,12.071263531159786,12.23038813868035,3.5369350717463637,6.918727922820893,3.4294690811352044
2024-04-11,11.222524655978727,11.374490795794054,23.15188987408537,16.32950346211325,12.076856781866306,12.235455311056361,3.5385739196215593,6.6396470651144694,3.4310581343698994
2024-04-12,11.34858673764966,11.423998178489322,23.00961198901551,16.321993955011234,12.064212745257013,12.222046046321946,3.534869159434987,6.648413611747846,3.426267577072483
2024-04-15,11.34567629453582,11.445928035833825,22.99322799435117,16.326793450832575,12.061118773670945,12.217713542064459,3.5339626116999057,6.650190415859851,3.4253888811514503
2024-04-16,11.315604674224444,11.550179673208742,22.956133482325843,16.30154052223543,12.061426809196425,12.216520267134053,3.5338773539695714,6.639410974916014,3.4253062427894743
2024-04-17,11.263187544543742,11.665475141377685,22.918096574349576,16.29387656787909,12.055755180904733,12.208979515394626,3.532215623637231,6.639317017564653,3.423096834348667
2024-04-18,11.097642970572636,11.710570281493654,22.905713062916657,16.340669799100592,12.081276562323469,12.234525265020986,3.5396931329953216,6.659865579860775,3.430043345715909
2024-04-19,11.207501054803787,11.648622899179648,22.901726798840556,16.31975567021782,12.074904104419451,12.225373403088986,3.537826066599913,6.656055887037475,3.428234115812366
2024-04-22,11.318581222873712,11.740699413355422,22.734805710615802,16.338567735780494,12.085220814190983,12.144306584151916,3.541904180099839,6.6643288117845065,3.431585527147327
2024-04-23,11.327274060175373,11.695105919826691,22.752721190836898,16.35282216387644,12.086858373016202,12.147460813156954,3.5428241154473636,6.6627568189042625,3.432176544759817
2024-04-24,10.33574713007025,11.852764275484077,23.107622973541446,16.55400677694913,12.235347613478032,12.296694565553063,3.5863483502615217,6.556822906914822,3.4746454077476554
2024-04-25,3.898167578982517,4.6603905909821846,9.040222225000651,6.432187182012915,4.755957627224201,4.781345187841832,1.3943482182536548,2.610405044980877,1.3510370374764733
2024-04-26,10.473719678634088,12.023214303361557,23.129065156645098,16.423913680607413,12.142615685081987,12.125666114430121,3.5604056279394225,6.669776753454132,3.45162299984618
2024-04-29,10.395170236284597,12.075257314354957,23.08668129385506,16.541982975654793,12.14638585945571,12.079639284208845,3.560803189120402,6.659355335881988,3.4547245111836427
2024-04-30,4.066075513758644,4.70943326498636,9.038331423111332,6.430026349978779,4.756312152578448,4.724975656516551,1.3943482182536548,2.607569433022491,1.3526914891296264
2024-05-02,10.402552082295552,12.186592978890541,23.106384462530272,16.405855171276983,12.150573278097692,12.06568802730626,3.5621192662378474,6.664837152067683,3.4553975812971682
2024-05-03,10.3055984909713,12.28459521554293,23.065856983746627,16.44165779263589,12.176193301810928,12.07600223326518,3.5696301530068615,6.617782388369377,3.4626834406509053
2024-05-06,10.481264934880667,12.263453884736856,23.02616150300323,16.400073607343,12.15523852666078,12.055219883212219,3.56348695247026,6.598678432284401,3.4564222754085847
2024-05-07,10.489626851672403,12.249162380736928,22.99932742491103,16.386089685296064,12.141073133969895,12.041774377702128,3.5593341592593433,6.679709413654525,3.4539025727976824
2024-05-08,10.4970960643936,12.300168059724118,22.95903153686864,16.39015236240422,12.131576315028646,12.032656658922528,3.5565500271081816,6.682472349963679,3.4502966255863887
2024-05-09,10.889840727914189,12.266279556049168,22.855639533671813,16.29828863617267,12.079798584583285,11.981000977306039,3.5413706238849643,6.652210647111721,3.4355707133061486
2024-05-10,10.73009548033985,12.274301868886567,22.93959652193195,16.31513387160756,12.09333007731736,11.992323474119969,3.5451614097808024,6.673813676814475,3.4362436192014707
2024-05-13,10.734861130643536,12.215198707880486,23.11439344086161,16.29010441715674,12.06255933559271,11.961510039183313,3.5361409625247426,6.6568325644447,3.4283994017121615
2024-05-14,10.620699096610085,12.278060018312921,23.208936975855814,16.273039562219054,12.049549664172316,11.94861185894824,3.532239415840227,6.663647942634444,3.4252154654068954
2024-05-16,4.214490233018647,4.831234739922649,9.206131812368119,6.418171096106036,4.756857430501341,4.717244135307018,1.3945080705248791,2.6254637102764646,1.3522556224180355
2024-05-17,10.679602021786064,12.052475519693271,23.34867114503942,16.27002892137378,12.059273992335044,11.9585493317804,3.5352656985579705,6.661596825793422,3.434536543640629
2024-05-20,10.642446251673645,12.069516847076457,23.161461437343924,16.230771060661095,12.028182670343817,12.268976439549148,3.5261510466951576,6.646513802435247,3.4259804442215143
2024-05-21,11.038269617491133,12.169535597683792,22.855160561176728,16.171131210442553,11.985409711216336,12.225049413981868,3.513611836181712,6.623473967490886,3.4183580843349923
2024-05-22,11.164567402672782,12.128215764481572,22.827238231952414,16.15804179940415,11.971078993877923,12.21043216419057,3.5094106800031213,6.616744142233955,3.4142708211835098
2024-05-23,10.86384103916163,12.374468423037506,22.81241490512693,16.183617844641468,11.992498700998814,12.227442652822926,3.5146421304790114,6.617671381735278,3.413402921996436
2024-05-24,11.102825168531274,12.418111673367727,22.661890366639987,16.14803075598345,11.962241554888768,12.195695568870606,3.505687591121248,6.600216767903707,3.4053005526932343
2024-05-27,11.125195413259005,12.404280888188735,22.66505790687538,16.145398614098532,11.954352905734533,12.187652965559744,3.5033757217844004,6.611036856839831,3.4036487276598373
2024-05-28,11.165604053304264,12.389928753837069,22.66003072728196,16.144017808920673,11.953110708662766,12.186386525883341,3.5030116800753084,6.595208474396552,3.402701267638064
2024-05-29,11.205824208283037,12.482075502148978,22.479396375611994,16.15000302865536,11.96630946366526,11.001862548741586,3.5068797437169072,6.601426933585422,4.606222195591455
2024-05-30,11.183320734162164,12.508519151790273,22.3150421264849,16.15938508277947,11.966636903378523,11.001070622445814,3.5066273146147573,6.600951755536691,4.758446308807409
2024-05-31,4.558055230083667,4.9016751848783935,8.789195882373061,6.426154740496573,4.758039317161673,4.1928670256245555,1.3945080705248791,2.612173394781039,2.075880503789117
2024-06-03,11.665303030118523,12.540875311206593,21.963763750925903,16.135235519936693,11.957152536799104,10.449528998144292,3.504457319829416,6.5669086857940515,5.216774847245431
2024-06-04,11.489610986494474,12.818692560838846,21.963422207956604,16.113448543912327,11.934855692985161,10.410773613029573,3.497922458183017,6.5573046353683395,5.213969301231661
2024-06-05,11.646123135544654,12.756820425527678,21.914741720895723,16.101852659369918,11.92385373336977,10.40117660458624,3.494697953202591,6.5512746961876385,5.209459071315785
2024-06-06,11.645902092937844,12.62039735834177,22.07941612883583,16.113262289870683,11.906099413194529,10.383657115220043,3.489407759166453,6.539583100501598,5.222274741931251
2024-06-07,11.64997634857782,12.710438188602843,22.060205739561685,16.081132721461515,11.91121598133165,10.329242353288695,3.4909073092658067,6.542362377658477,5.224518980251506
2024-06-11,11.704355040520333,12.735271133624057,22.062748679501425,16.050746192324166,11.895503869148394,10.314848389421842,3.4860426742854775,6.533245491400319,5.217238529773985
2024-06-12,11.730336762113229,12.731497200223243,22.06991518169406,16.062868391629944,11.89126813178087,10.280108790279186,3.4842821269216873,6.535119734436219,5.214603680921556
2024-06-13,11.851420767505022,12.632965693154718,22.172367451945078,16.08945806580866,11.883028774160438,10.273280889696187,3.481867897743097,6.534939883333079,5.080670576653717
2024-06-14,11.923498037205952,12.566647331536657,22.30202643532653,16.041774503441346,11.883757646882612,10.272380422823826,3.481562707343893,6.556124272107304,4.972228643331885
2024-06-17,11.849556918787146,12.858621740882818,22.04760696026967,16.140361647708694,11.932910106230278,10.315460644433442,3.4959628133140748,6.6007964537503145,4.758722714623569
2024-06-18,12.295419273062953,12.748125065325553,22.076685371903206,16.095064126491796,11.89284924942446,10.24273634871131,3.484226257485206,6.548563238005239,4.616331069590281
2024-06-19,12.479305471520956,12.632728799908186,22.044194222910544,16.093749559016906,11.902092126490036,10.250992320012072,3.486934126246609,6.564262099176013,4.545741274718677
2024-06-20,12.490357977244813,12.695427627270197,22.170368730079957,16.059000898539544,11.889404858738112,10.240360287285856,3.4832171606557827,6.569716876350987,4.402145583834756
2024-06-21,12.418124040838913,12.69941423049033,22.24677944287653,16.05069016636337,11.891755731927983,9.132634547262974,3.4839058916675345,7.674270478034319,4.402425470538045
2024-06-24,12.400817651885438,12.679718121328326,22.322514940485654,16.048425249763607,11.878007197528511,9.122075943213133,3.479878008731164,7.6712272366828165,4.397335650381354
2024-06-25,12.411389234268475,12.715003733635374,22.225027165263587,16.114013740161223,11.866897979932732,9.113249628496467,3.4766233616036724,7.6845722296937495,4.3932229269447225
2024-06-26,12.424061419274251,13.118757144855685,21.82217305491051,16.051587288404303,11.893469348130775,9.128144705451998,3.484234900153814,7.669673919583392,4.407898219235271
2024-06-27,12.429522374922913,13.33107530499428,21.613133438807335,16.04171114225589,11.885043045435753,9.121382494080532,3.4817663842759075,7.671328158429312,4.425037656798077
