date,HANG SENG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-04-12,38.73221254895564,35.101603980678114,9.852899896477775,4.974722185075196,3.8795979279886086,3.3781626482298592,2.643360871246937,1.4374399413478736
2024-04-15,38.7779700887728,34.99629461764326,9.865434921725964,4.980599232459855,3.8841812152573167,3.3821535488707624,2.6733332818238837,1.4400330934461647
2024-04-16,38.77866421630283,34.942325906277894,9.865611513485646,4.980688385425712,3.884250742287921,3.3822140895819883,2.722606266909051,1.4436388797289619
2024-04-17,38.795330735177345,34.89018959161193,9.873433161392185,4.982829014523216,3.8859201380656767,3.383667717139845,2.7416841456891707,1.4469454964006323
2024-04-18,38.78838461160972,34.90184720040121,9.871665369096668,4.981936862158606,3.885224382134707,3.383061887169339,2.741193259891873,1.446686427537881
2024-04-19,38.7779700887728,34.89247619698462,9.869014867265916,5.020873619784329,3.8841812152573167,3.3821535488707624,2.7252424921532046,1.4480879709110595
2024-04-23,38.76721428879135,34.88279811187668,9.866277510212848,5.019480985970262,3.8831038644793527,3.38121544491651,2.75132873915658,1.4485810545964088
2024-04-24,38.76790803131267,34.89236988399851,9.866454068068796,5.019570809999633,3.8831733529457,3.381275952047881,2.7406409245520456,1.4486069770747603
2024-04-26,38.78873185871319,34.911112001511604,9.871753743676846,5.022267026573602,3.8852591640140393,3.383092173515444,2.688398948925275,1.4493850830699933
2024-04-30,38.78525966743432,34.916938463435734,9.870870069073076,5.021817456017045,3.8849113732423635,3.3827893344542628,2.6881582956495094,1.4492553406936892
2024-05-02,38.79394131144793,34.92475422726932,9.877556327268595,5.022941533355403,3.8857809669451293,3.3835465337878916,2.661899359729224,1.4495797401965058
2024-05-08,38.79428865805,34.925066930601304,9.877644767254607,5.0229865069160935,3.8849203957769904,3.383576828812106,2.6619231933915537,1.4495927191973539
2024-05-09,38.79012090930285,34.92131486015539,9.876583591936601,5.022446877335418,3.884503030936125,3.3832133243227354,2.672380419485739,1.4494369865251413
2024-05-13,38.79637286828994,34.92694326819235,9.878175440430544,5.023256365193561,3.885129111831604,3.383758610350528,2.656693737627976,1.4496705980834892
2024-05-14,38.80784002884549,34.937266729809004,9.881095162440534,5.024741104177973,3.8862774511223837,3.3847587580550016,2.6279216839695567,1.4500990815800603
2024-05-16,38.81409770132061,34.92677551785702,9.882688465679676,5.025551331804114,3.8869041041754397,3.3853045424042327,2.628345430129517,1.4503329066293869
2024-05-17,38.818270604241114,34.930530494842024,9.88375095333244,5.026091628734136,3.8873219851632412,3.394627661546104,2.608917840247788,1.450488831893149
2024-05-21,38.83601545625731,34.92857163747942,9.888269075734643,5.02838918735237,3.889098982239418,3.387216174510625,2.5912875979550045,1.4511518884712098
2024-05-23,38.83079469828412,34.92387616044024,9.886939787469313,5.02771321679685,3.8885761674171073,3.3867608282130655,2.604382332467703,1.4509568089116043
2024-05-27,38.84123761826969,34.906374979753416,9.88959872149075,5.029065339699339,3.889621937664398,3.3876716432662746,2.605082739361796,1.4513470204943368
2024-05-28,38.84471983991278,34.911297484262086,9.89048535067203,5.029516208962118,3.88997065275499,3.3861823032531055,2.5963510225162896,1.4514771376666078
2024-06-06,38.84820268599296,34.91442765680801,9.901234819549028,5.029967159075436,3.890319430377684,3.3864859108427665,2.5777550591824365,1.4516072781716811
2024-06-21,38.84750606681389,34.91380157739506,9.90105727233719,5.029876962583685,3.8902496698497697,3.3747694986033854,2.591157704213276,1.4515812482037411
2024-06-25,38.84750606681389,34.91380157739506,9.90105727233719,5.029876962583685,3.8902496698497697,3.3362160744695,2.6297111283471617,1.4515812482037411
2024-06-26,38.84820268599296,34.91442765680801,9.901234819549028,5.029967159075436,3.890319430377684,3.3344826853122185,2.629758284712985,1.4516072781716811
2024-06-28,38.83636355670398,34.903787359587035,9.898217382678224,5.028434258518956,3.889133841559485,3.3334664897383246,2.659432215573677,1.4511648956403191
2024-07-02,38.8419340126514,34.908793750301264,9.899637123839305,5.029155507084895,3.889691675680756,3.3339446222546747,2.64547026612524,1.451373042062468
2024-07-04,38.83009870327357,34.893675938681184,9.896620660548606,5.027623101120862,3.8885064693943985,3.3329287545576625,2.6796155701572886,1.4509308022664307
2024-07-05,38.81548856927265,34.88054691510738,9.892896978177575,5.025731417873422,3.8870433878551167,3.3316747135599387,2.716233140161567,1.4503848779923474
2024-07-08,38.81062096749011,34.87617276915177,9.891656373338103,5.025101173089446,3.886555938642934,3.331256909575695,2.728432874196468,1.4502029945154749
2024-07-09,38.78873185871319,34.856502680901805,9.886077499902369,5.022267026573602,3.884363929249944,3.329378087669737,2.7841890686834523,1.4484898483058979
2024-07-10,38.8047119492011,34.8708627808649,9.893732757173757,5.0512041957508815,3.8859642003622725,3.3307497170208387,2.7127922022998896,1.4499821973263614
2024-07-11,38.809925695464656,34.875547980713016,9.895062065126432,5.051882868408896,3.886486313021078,3.331197231846221,2.699720830534237,1.4501770148854616
2024-07-12,38.80262684290839,34.86898905337758,9.893201133992083,5.050932777741952,3.8857553945755416,3.3305707447557307,2.7180197676905324,1.4499042849581951
2024-07-16,38.80436441592388,34.87055047896616,9.893644149342483,5.0511589573903874,3.8859293978394382,3.330719886974264,2.7136635022132,1.4499692113501839
2024-07-24,38.80784002884549,34.87367374970265,9.89453029908272,5.051611377462346,3.8862774511223837,3.3310182114862528,2.704949800718096,1.4500990815800603
2024-07-25,38.801236896530675,34.86774001358382,9.892846750276366,5.067766792777582,3.885616203183752,3.3304514405972485,2.704489555019655,1.4498523480309076
2024-07-26,38.800541960683034,34.86711552724267,9.892669567939102,5.067676028330532,3.885546611227264,3.3303917917231396,2.7062321318917038,1.4498263809625607
2024-08-01,38.79012090930285,34.88460892041015,9.89001259428242,5.066314951665086,3.884503030936125,3.329497314939469,2.7055052919387537,1.4494369865251413
2024-08-08,38.78838461160972,34.87678085140921,9.894046037839518,5.070564310380296,3.8843291553849935,3.3293482821864973,2.7071746434027397,1.449372107787023
2024-08-19,38.779358368683134,34.88388017066208,9.891743645926098,5.069384365773201,3.8834252533814837,3.328573526890985,2.714599836729128,1.4490348319538866
2024-08-28,38.779358368683134,34.88388017066208,9.891743645926098,5.114135287081227,3.8834252533814837,3.282927587156798,2.715494855155288,1.4490348319538866
2024-08-30,38.77415283149669,34.87919754198861,9.895785219966083,5.113448792447658,3.8829039627924278,3.2824869042173623,2.7231844259548734,1.4488403211362895
2024-09-03,38.79498336991454,34.89793560359216,9.901996886260267,5.11619587739318,3.884989965303462,3.2842503462159924,2.670029273424087,1.4496186778963174
2024-09-09,38.78005254591506,34.88450461615046,9.898185956085548,5.143762970397291,3.8834947693690136,3.2829863538223885,2.6779520175845484,1.4490607706756942
2024-09-16,38.78352380489555,34.8876271789625,9.899071957125646,5.144223396111862,3.8838423866415255,3.2832802187120778,2.6692405793352245,1.449190478215609
2024-09-24,38.78734290760208,34.89106264377621,9.900046741487524,5.144729959610164,3.8842248375256996,3.2836035308595926,2.65965619580675,1.449333183331974
2024-09-25,38.790815471905475,34.89418638078838,9.90093307569707,5.145190558461983,3.8845725855152757,3.2838975062534455,2.6509414817316017,1.4494629396467635
2024-09-30,38.93232858357337,34.60276035870516,9.892125308727826,5.253815667193351,3.8987439285867875,3.304863010764006,2.66061240443239,1.4547507380171087
2024-10-02,38.9449263956486,34.58968852735383,9.895326225297623,5.232145876778769,3.900005493079041,3.305932405908317,2.676753606340138,1.4552214695936827
2024-10-03,38.951578528407296,34.55064708619983,9.922188243584548,5.218655681254717,3.9006716479983243,3.306497087968104,2.694291690487028,1.4554700341001525
2024-10-04,38.963838407793105,34.518356530367775,9.925311219230347,5.245477968811326,3.901899371385535,3.298545035076281,2.690643328898196,1.4559281384374316
2024-10-08,38.970146494211384,34.52394491141308,9.926918086609374,5.025069434618699,3.902531072969258,3.4501819135846303,2.745044239332489,1.4561638472610834
2024-10-09,38.96138581455382,34.51618375963171,9.9246864668397,5.023939774416364,3.9016537648844904,3.470088346066359,2.7462255791060173,1.455836494501538
2024-10-10,38.978911114528024,34.53170955425389,9.929150710188464,5.0261996029557805,3.9034087756777547,3.471649233543289,2.7024796615849644,1.4564913472678376
2024-10-14,38.98031381964951,34.532952221236116,9.929508023159887,5.026380477067526,3.9035492447499873,3.4717741652055816,2.6989782879912925,1.4565437609400977
2024-10-18,38.92183663102909,34.48114684147432,9.914612049867708,5.027823108010289,3.897693248142816,3.4854303482365414,2.8170990789621846,1.4543586942770517
2024-10-21,38.67171536644985,34.466630438055006,9.86339379880533,4.995513084056957,3.8726457157406515,3.6379687923201995,3.0471201758265662,1.4450126287454372
2024-10-22,38.688290062254524,34.48140283461176,9.86762124903007,4.997654160783757,3.8743055315540813,3.6395280256127553,3.005566175047299,1.4456319611057533
2024-10-23,38.706953586021875,34.478383282659706,9.876848200864519,5.000065066953574,3.87617452584806,3.644857150825546,2.982002357359603,1.4347158294671143
2024-10-24,38.698656463978345,34.48438992364333,9.874731025335686,4.998993265991663,3.8753436391436455,3.644075848712879,2.9894015456863956,1.43440828750806
2024-10-25,38.70729937665159,34.49209162695641,9.876936436213532,5.000109735300935,3.876209153859463,3.64488971235087,2.9677353120898804,1.4347286465773275
2024-10-29,38.77103017994419,34.54888217401157,9.89319861681737,5.00834231714244,3.8825912556098787,3.6508909512133565,2.807973606327702,1.4370908989334927
2024-10-30,38.80540703443099,34.571454827669335,9.916300468178083,5.012783031104835,3.8860338072781317,3.6541280626956807,2.7155276537681203,1.4383651148748196
2024-10-31,38.80679727959729,34.572693386974315,9.916655730236828,5.012962619412529,3.886173028591075,3.6533633240278194,2.706668423350162,1.4446862078099714
2024-11-01,38.80679727959729,34.572693386974315,9.916655730236828,5.012962619412529,3.886173028591075,3.65246767231808,2.706668423350162,1.445581859519711
2024-11-04,38.807144856453704,34.57300304066716,9.916744549728937,5.013007518500078,3.8862078354779976,3.6516047262685043,2.7049013464258387,1.4473861264777783
2024-11-07,38.81374999990706,34.578887514919046,9.89155805712181,5.013860754003873,3.8868692848151714,3.6611843669133157,2.7062575444797643,1.4476324778399605
2024-11-08,38.831490718245306,34.594692591827446,9.896079221539528,5.016152454533303,3.888645867938411,3.6162542708668712,2.7083907234454507,1.4482941516036838
2024-11-11,38.836711663391,34.59934389387672,9.897409762443763,5.0168268828471065,3.889168701504468,3.6167404810234185,2.6953097382508626,1.448488876662663
2024-11-12,38.834971192357656,34.597793320894596,9.896966209056805,5.016602053259458,3.8889944080285574,3.6165783964448655,2.699670457466146,1.4484239624919215
2024-11-14,38.83218676315846,34.595312693177036,9.896256606323757,5.016242367831377,3.888715570958444,3.616319091334573,2.7066467952964866,1.4483201119198688
2024-11-19,38.839148584943786,34.601514929560125,9.898030803982397,5.0171416781280085,3.8894127386184563,3.6169674238425076,2.689204074647277,1.4485797662774456
2024-11-20,38.84471983991278,34.61096095484991,9.899450620206721,5.017861358567019,3.88997065275499,3.6156932033412166,2.6725558135611704,1.4487875568062003
2024-11-28,38.84471983991278,34.61096095484991,9.899450620206721,5.017861358567019,3.88997065275499,3.624658472875909,2.663590544026478,1.4487875568062003
2024-12-02,38.85203453810649,34.616581714590694,9.901314747271321,5.018806252533743,3.8907031580073013,3.625341018222963,2.6461581989082723,1.4490603723592155
2024-12-04,38.89737738625429,34.65698151415695,9.912870224774279,5.02466352545387,3.8952438613341425,3.629572026694657,2.532539941386568,1.4507515199452303
2024-12-09,38.909952585652604,34.668185828750104,9.916074973476183,5.026287957484713,3.8965031613577636,3.6262552746691568,2.5055196827339508,1.451220535875522
2024-12-12,38.909253750156594,34.66307309487039,9.915896877520982,5.026197683706298,3.8964331788844238,3.6261901459363997,2.5117607974456586,1.4511944714792526
2024-12-13,38.92183663102909,34.67428280149258,9.919103583821622,5.027823108010289,3.897693248142816,3.6273628211801947,2.4802340324187044,1.451663773904704
2024-12-19,38.92323523129019,34.675528772011376,9.919460012553229,5.028003775607718,3.8978333061479464,3.6059330275664427,2.498289937467004,1.4517159373560966
2024-12-20,38.913796629642555,34.66712020830758,9.917054615595298,5.026784521235907,3.896888109900846,3.6302060094399744,2.496785999085409,1.451363906792429
2024-12-23,38.90506126427892,34.659338136462814,9.91482843611909,5.025656109125026,3.8960133368288385,3.629391101140496,2.5186735112840433,1.4510381047607723
2025-01-03,38.90506126427892,34.659338136462814,9.91482843611909,5.025656109125026,3.8960133368288385,3.6338806992369093,2.5141839131876296,1.4510381047607723
2025-01-06,38.899821927284655,34.6546705701721,9.91349320811201,5.024979304999358,3.895488661474464,3.6333913252335903,2.5273123089809264,1.4508426937428915
2025-01-07,38.90331466180443,34.65778214133554,9.914383320154275,5.025430487493523,3.895838429340875,3.63371755992251,2.51856043804256,1.450972961906295
2025-01-08,38.90191749273392,34.656537445821,9.914027256156942,5.025250004773628,3.8956985146573975,3.6335870590171293,2.522061375006105,1.4509208518338723
2025-01-15,38.90261606472451,34.65715978240261,9.91420528495864,5.025340244513088,3.895768470742894,3.6336523082981,2.5203109379579565,1.4509469064022067
2025-01-17,38.904013283975026,34.658404522621,9.91456136174419,5.025520733715108,3.8959083904514773,3.633782813890485,2.516809875256528,1.4509990183461883
2025-01-21,38.90296536012821,34.657470959075084,9.923273014220298,5.025385365598173,3.895803449727816,3.6435615175267793,2.5005803996863616,1.4509599340372783
2025-01-22,38.77415283149669,34.54271578735783,9.881466847428602,5.008745693267333,3.8829039627924278,3.6314972348184447,2.832362016553161,1.4461556262855118
2025-01-23,38.7769289440691,34.54518894178105,9.882174330696339,5.009104304374878,3.883181967022601,3.631757239084019,2.825405106298827,1.4462591666731828
2025-01-24,38.801236896530675,34.504157522354326,9.888369133389302,5.012244343378004,3.885616203183752,3.6340338655401005,2.8271762577251733,1.44716577789867
2025-02-04,38.80227934697824,34.505084525649295,9.888634798498284,5.012379004455253,3.8857205957927006,3.6314448567207522,2.827252213838713,1.447204658066766
2025-02-05,38.805754586384005,34.508174896407425,9.8895204519676,5.012827926975427,3.8860686116711887,3.631770098961114,2.818549153916551,1.4473342737166854
2025-02-20,38.84889933015623,34.54654153506249,9.900515749713467,5.018401254405567,3.8903891934075547,3.6313248312207516,2.7149846672061106,1.4489434388278357
2025-02-21,38.878878683319826,34.5732007966405,9.908155890445382,5.022273910416845,3.893391372454684,3.6341270925832094,2.639910678432279,1.4500615757072757
2025-02-26,38.868415515773776,34.56389638239838,9.905489386197702,5.020922305248011,3.892343574585199,3.633149068474977,2.6661124353082264,1.4496713320137193
2025-02-27,38.8628374621748,34.558936075577236,9.90406783736462,5.020201746579403,3.891784979623286,3.6326276708319782,2.680080939931521,1.4494632879171547
2025-02-28,38.86771817150677,34.56327626617631,9.905311670277367,5.020832224102737,3.8922737414458517,3.6330838855844356,2.667858717670856,1.449645323235666
2025-03-12,38.86074610481763,34.58488012946433,9.903534861738281,5.019931590395686,3.8915755478452385,3.632432185296145,2.6575142936677363,1.4493852867749557
2025-03-13,38.857609490787446,34.59016005852741,9.902735505845527,5.019526410633709,3.8912614424384624,3.632138996438542,2.6572997945277446,1.4492683008011567
2025-03-17,38.85726100937262,34.589849848298975,9.902646696489393,5.019481394697621,3.891226544967653,3.632106422820326,2.658172779828068,1.449255303525345
2025-03-25,38.84855100495148,34.608994861768956,9.900426980166966,5.018356258648298,3.8903543115798667,3.6312922722039676,2.653093863302287,1.4489304473781757
2025-04-03,38.86667220202186,34.60360967956782,9.905045108353152,5.020697108445263,3.8921689964350294,3.6069721409788107,2.6552284523796787,1.4496063118183928
2025-04-14,38.86632355803704,34.603299276343556,9.904956257566583,5.0206520715088,3.892134082684209,3.606939785516685,2.6561016598639045,1.449593308479225
2025-04-16,38.853079719879375,34.625583434996635,9.901581108449689,5.018941266436597,3.8908078241354156,3.6057107079402453,2.6551965837647717,1.4490993543972737
2025-04-30,38.853776538969704,34.6244109631666,9.901758690530453,5.019031279740894,3.8908776046827547,3.605775375350747,2.6552442039709816,1.4491253435878655
