date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,HANG SENG SECURITIES LTD,DBS BANK (HONG KONG) LTD
2024-03-01,64.26458809192322,10.874758947875844,7.430869136366789,0.0,5.112283890766216,4.409057657250994,0.9083454870520615,2.585093879074395,2.7650126355116402,1.6499902741788413
2024-03-04,64.44882661379006,10.894077058156933,7.417778463235981,0.0,5.113257536903819,4.259075838479342,0.90292450602874,2.553627485300225,2.762785024413795,1.647647473691094
2024-03-05,64.49006279747624,10.93846479298845,7.4242512223116215,0.0,5.101258146431664,4.210044158790217,0.9093626024141339,2.515297775560329,2.7631738052605113,1.648084698766828
2024-03-06,64.40243895027089,10.984857044904448,7.423173345939856,0.0,5.1038292763422515,4.246730806665604,0.9130643222416175,2.518194782703982,2.761622088404267,1.6460893825270895
2024-03-07,64.39643927707343,10.957397562156673,7.423999895747377,0.0,5.063498020235098,4.259166764098659,0.9146621859352894,2.5712932666661628,2.7668470920579247,1.6466959360293922
2024-03-08,64.44151844808161,11.402269202633866,7.433307657934376,0.0,5.070452293067315,3.8036799220915913,0.9201254913663183,2.508829254340702,2.7708200599868613,1.6489976704973728
2024-03-11,64.42024139729754,11.40935602525984,7.421033137345022,0.0,5.078987521773218,3.7954761020967007,0.921532105550612,2.5325214232531157,2.7726247943189666,1.6482274931049736
2024-03-12,64.38021661061856,11.464678260787181,7.413730250463635,0.0,5.0743783467958625,3.7995251859199373,0.9224346074519496,2.5309202214904913,2.7672366251176013,1.6468798913547713
2024-03-13,64.27274471066143,11.568063329785263,7.409713981979207,0.0,5.047850986804128,3.772656188219699,1.0148048123633284,2.4990417027446767,2.766656731745023,1.6484675556972421
2024-03-14,60.79909487949185,10.910338815413882,7.002575705198118,5.4466690163496345,4.79632959626762,3.541773579597076,0.9561697466219747,2.374739226556083,2.6120365181258607,1.5602729163779032
2024-03-15,60.68102364243276,11.032716127062676,6.992174852500104,5.438818305022981,4.788012996973869,3.5507271796463846,0.9543580002664453,2.397173970156995,2.60805481304089,1.5569401128968885
