date,GET NICE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,SUNHIGH FINANCIAL HOLDINGS LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,BNP PARIBAS,HANG SENG SECURITIES LTD
2024-03-01,0.0,53.162904959312144,13.054659910947336,21.26516198372486,0.0,12.517273146015661,0.0,0.0,0.0,0.0
2024-03-04,0.0,49.865143019376816,12.069699765774718,19.660728227695365,0.0,11.427354673859039,0.0,0.0,0.7665554688054511,6.2105188444886075
2024-03-05,0.0,49.86158432708688,12.070556501987507,19.662123793299262,0.0,11.42816581487791,0.0,0.0,0.7666098807495741,6.210959681998864
2024-03-06,0.0,42.37043279359538,10.235959790525492,16.763980015650397,0.0,9.691205682296996,15.021368807560345,0.0,0.6500933004273761,5.26695960994402
2024-03-07,0.0,42.73975076756366,9.791704292336403,16.84124977424598,0.0,9.692372524230931,15.017157305400037,0.0,0.6501715730540003,5.267593763168985
2024-03-11,0.0,42.75913946141116,9.787874228975477,16.834662253648265,0.0,9.691590191063638,15.011283285692794,0.0,0.6499172559049196,5.265533323303746
2024-03-12,0.0,42.887237051972676,9.789641578139577,16.717325227963524,0.0,9.693340154684162,15.013993800595864,0.0,0.6319780914261639,5.266484095218033
2024-03-13,0.0,43.16717837577509,9.791704292336403,16.747938113298417,0.0,9.695382577809886,14.713141893925712,0.0,0.6321112515802781,5.252543495274216
2024-03-14,0.0,43.148310067235506,9.80794162872735,16.62495854313022,0.0,9.666234510205927,14.707389875478638,0.0,0.7839117194802063,5.261253655742153
2024-03-15,0.0,43.18983981417237,9.81326736854807,16.573652297203537,0.0,9.704666807445172,14.670125795649943,0.0,0.7843373857431597,5.264110531237744
2024-03-18,0.0,42.99192597296562,9.837007469231002,16.568387311379237,0.0,9.728144183374157,14.811454836856269,0.0,0.7862348422994344,5.2768453838942815
2024-03-19,0.0,43.15228257247584,9.854290993911121,16.35818363575778,0.0,9.730089970009995,14.83141982975372,0.0,0.7876162491290781,5.286116748962467
2024-03-20,0.0,43.12751718499228,9.850710111134664,16.35223934833298,0.0,9.726554219786209,14.826030342488568,0.0,0.7873300426975139,5.3296187505677866
2024-03-21,0.0,43.06291040033891,9.843556147305353,16.34036372439253,0.0,9.719490422731262,14.815263110115895,0.0,0.7867582533966775,5.4316579417193696
2024-03-22,0.0,43.07087804140849,10.074051685053648,16.32159588937585,0.0,9.735529696236965,14.798246939700771,0.0,0.5742783738854466,5.425419374338824
2024-03-25,0.0,43.05883064272326,10.076183566116452,16.325049882096863,0.0,9.73758993893222,14.801378559767823,0.0,0.5743999032589636,5.42656750710442
2024-03-26,0.0,43.104176726219215,10.058546595847417,16.296475132786092,0.0,9.72054563013037,14.775470787059392,0.0,0.573394495412844,5.471390632544664
2024-03-27,0.0,43.30173871045641,10.060975609756099,16.08910891089109,0.0,9.722893021009419,14.779038879497705,0.0,0.5735329630524028,5.472711905336875
2024-03-28,0.0,43.28156448075941,10.012316380786446,16.011295022379766,0.0,9.762984769743758,14.707561056204751,0.0,0.570759109615789,5.653519180510078
2024-04-02,0.0,43.25557657089675,10.006304602359723,15.998679035696059,0.0,9.757122699570687,14.698730072953255,0.0,0.5704164039749017,5.713170614548621
2024-04-03,0.0,43.22359726060315,10.011414153550401,15.865673435059474,0.0,9.810164604109096,14.706235732308063,0.0,0.570707677520125,5.812207136849694
2024-04-05,0.0,43.25665313486694,9.986468200270636,15.82318448353631,0.0,9.818072470305218,14.722598105548037,0.0,0.5713426552398135,5.8216809502330475
