date,EMPEROR SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,THE HONGKONG AND SHANGHAI BANKING,ZHESHANG INTERNATIONAL FINANCIAL,HANG SENG SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,90.59792197974738,0.0,0.0,0.0,0.0,9.402078020252617
2024-03-04,0.0,0.0,77.0933860462226,0.0,0.0,0.0,14.908880296592653,7.997733657184732
2024-03-05,0.0,0.0,76.92189685858506,0.0,0.0,0.0,15.072294401457464,8.005808739957482
2024-03-07,0.0,0.0,76.93184135624726,0.0,0.0,0.0,15.065799656394537,8.0023589873582
2024-03-08,0.0,0.0,76.92720057920296,0.0,0.0,0.0,15.064890838719474,8.007908582077567
2024-03-12,0.0,0.0,76.89473081028841,0.0,0.0,0.0,15.058532183775931,8.046737005935656
2024-03-13,0.0,0.0,74.45874984817668,0.0,3.167942635915697,0.0,14.581486522383006,7.791820993524615
2024-03-14,0.0,0.0,74.46496103103429,0.0,3.1682068986253746,0.0,14.574361100485426,7.792470969854907
2024-03-15,0.0,0.0,74.46371871156447,0.0,3.184837318188634,0.0,14.559103004333036,7.792340965913862
2024-03-20,0.0,0.0,74.46691352795962,0.0,3.184438866653536,0.0,14.557281530781282,7.791366074605556
2024-03-21,0.0,0.0,74.47117203984944,0.0,3.183907753002594,0.0,14.554853608228715,7.790066598919259
2024-03-22,0.0,0.0,74.46913150927003,0.0,3.1878115164873417,0.0,14.553639950631197,7.78941702361143
2024-03-25,0.0,0.0,74.47338858621703,0.0,3.1997856493773846,0.0,14.551213242540515,7.77561252186508
2024-03-26,0.0,0.0,74.50569603491736,0.0,3.216552293169682,0.0,14.511980260510676,7.765771411402287
2024-03-27,0.0,0.0,74.45446138333713,0.0,3.284541776670268,0.0,14.494778780692469,7.7662180593001295
2024-03-28,0.0,0.0,74.48624431497831,0.0,3.280455256189061,0.0,14.476744846468037,7.756555582364602
2024-04-02,0.0,0.0,74.4973667802417,0.0,3.2867520841436404,0.0,14.458167325703183,7.757713809911474
2024-04-03,0.0,0.0,74.4778805731657,0.0,3.306606877197287,0.0,14.457927448756314,7.757585100880688
2024-04-09,0.0,0.0,74.47999759813932,0.0,3.3063325986697136,0.0,14.456728183406764,7.756941619784202
2024-04-10,0.0,0.0,74.51232818160463,0.0,3.302251231901881,0.0,14.438882667803437,7.746537918690049
2024-04-11,0.0,0.0,74.53735014083702,0.0,3.3249140068074516,0.0,14.40784812966705,7.729887722688482
2024-04-12,66.10951887214803,0.0,25.247732793464255,0.0,1.146040394893,0.0,4.879845738652952,2.6168622008417572
2024-04-15,66.08386735752126,0.0,25.24093785477953,0.0,1.1540616389441196,0.0,4.878262052443426,2.642871096311667
2024-04-16,66.08109420639823,0.0,25.244075052789178,0.0,1.1540132097668026,0.0,4.878057340485272,2.642760190560509
2024-04-17,66.07895595050223,0.0,25.239596199154413,0.0,1.1553990842435546,0.0,4.883597906481763,2.642450859618038
2024-04-23,49.863064763683944,24.51589760165463,19.063699108615754,0.0,0.8781952702142248,0.0,3.6851544517909516,1.9939888040404954
2024-04-24,49.8489443508473,24.512068389378953,19.07423007791913,0.0,0.8865009686036226,0.0,3.6845788563592095,1.9936773568917896
2024-04-25,49.84577827595943,24.512068389378953,19.07423007791913,0.0,0.8896670434914927,0.0,3.6845788563592095,1.9936773568917896
2024-04-26,49.845672414388034,24.51212012751761,19.07427033829801,0.0,0.8896689213304462,0.0,3.6845866334773514,1.993681564988548
2024-04-30,24.295490867227578,11.947758936783561,9.297537227596054,0.0,0.43364465212748227,0.0,1.7960533192591726,0.9717652578102334
2024-05-06,49.839137328011645,24.510878472467844,19.07372625893637,0.0,0.8949003907059124,0.0,3.6846110531156557,1.9967464967625672
2024-05-07,49.81716206353275,24.500071041482478,19.05455681216088,0.0,0.883957390232724,0.0,3.677712211439705,2.0665404811514674
2024-05-13,49.8029778131995,24.49309522980554,19.04913148095738,0.0,0.8910874943140181,0.0,3.6766650704846624,2.0870429112389033
2024-05-14,49.789956431584564,24.48669131674808,19.0492114105251,0.0,0.890854512455799,0.0,3.6757037773842245,2.107582551302235
2024-05-16,49.79006141549199,24.486742947814236,19.04925157647001,0.0,0.9013990700361734,0.0,3.675711527737363,2.096833462450228
2024-05-17,49.792476167560714,24.487930522432716,19.024450055164923,0.0,0.9269573076780566,0.0,3.6758897948807108,2.0922961522828745
2024-05-20,49.793736131189014,24.48855017231088,19.024931455508167,0.0,0.9311981465917933,0.0,3.6759828106895167,2.0856012837106275
2024-05-21,49.793841131036324,24.488601811216267,19.024971573303155,0.0,0.9312001102055087,0.0,3.6755688230390584,2.0858165511996805
2024-05-22,49.787331977776546,24.4854006108532,19.022484589914836,0.0,0.9730359447616497,0.0,3.6462029877208897,2.0855438889728837
2024-05-23,49.76726084766606,24.478639535890483,19.017231972392516,0.0,1.00438483433451,0.0,3.645196173410555,2.087286636305873
2024-05-24,49.74636217221308,24.471469652478095,19.011661755311273,0.0,1.0592998277212247,0.0,3.6308529918828936,2.0803536003934333
2024-05-27,49.737701564105265,24.473429347287464,19.01318422434924,0.0,1.0652853476493298,0.0,3.6298793198395614,2.0805201967691414
2024-05-28,49.70816080870703,24.458893822577455,19.050332876337944,0.0,1.0756045582111922,0.0,3.6277234225274535,2.079284511638926
2024-05-29,49.6983026278353,24.455597383710685,19.047765374382458,0.0,1.09693930390763,0.0,3.6272344973710395,2.0741608127928974
2024-05-30,49.70877056874253,24.46074845999956,19.051777400383568,0.0,1.0971703519556513,0.0,3.6069355261586264,2.0745976927600664
2024-05-31,24.232218871721432,11.947758936783561,9.350109568577583,0.0,0.5464025498099783,0.0,1.7608679168801453,1.013329300386628
2024-06-04,49.587066473276536,24.449032907025856,19.10181110235255,0.0,1.2275938128833932,0.0,3.602786891010941,2.0317088134507264
2024-06-05,47.92238393416521,23.632771955784605,18.474248714664874,0.0,1.2112325999477314,3.336384152577798,3.4825034317036,1.9404752111561816
2024-06-06,47.917605827733404,23.63041564772117,18.482580728254568,0.0,1.2090770357634162,3.336458457659498,3.4821562083253004,1.9417060945426456
2024-06-07,47.91741082321964,23.630319481862422,18.490644671228914,0.0,1.2009329560192712,3.3364448796760406,3.482142037413241,1.9421051505804703
2024-06-11,47.910879089070974,23.6270983778409,18.488124168281132,0.0,1.2144004875277794,3.3359900810844363,3.481667378501886,1.9418404176928952
2024-06-12,47.90395934371616,23.623685927321176,18.485453937348932,0.0,1.230498841178886,3.3355082656323676,3.481164522947418,1.9397291618550614
2024-06-13,47.90386189678848,23.62363787167723,18.48541633397089,0.0,1.2306997595281832,3.335501480493161,3.4811574415121433,1.9397252160299159
2024-06-14,47.9049338347985,23.624166494514025,18.48582997954381,0.0,1.2256416487296469,3.335576118542742,3.4812353388847694,1.9426165849865167
2024-06-17,47.905226189854474,23.624310668484537,18.48594279518566,0.0,1.2250388468728457,3.335596474954176,3.481256584227804,1.942628440420498
2024-06-18,47.8802913915478,23.612014151621878,18.469611207762853,0.0,1.2910906159207358,3.333860288071229,3.4794445808685563,1.9336877642069539
2024-06-19,47.82214627481616,23.583340071343464,18.44718198545756,0.0,1.3445559095711763,3.329202474174576,3.4478041446389787,2.0257691399980775
2024-06-20,47.81758232615855,23.581089374508526,18.440345085749016,0.0,1.3635147668791392,3.3288847488036644,3.4474751004131665,2.0211085974879395
2024-06-21,47.8029566797418,23.577881676937178,18.437836675335614,0.0,1.3718564428347564,3.3284319259779473,3.447006145933106,2.034030453239604
2024-06-24,47.79259644456641,23.57577560396853,18.43882885326164,0.0,1.3435156090041354,3.328134616804743,3.4466982452248844,2.074450627169652
2024-06-27,47.7924023985144,23.57567988231874,18.439160005457516,0.0,1.3435101541027665,3.328121104013411,3.4466842510450997,2.074442204548069
2024-06-28,47.779307931872005,23.569220467468313,18.43410792702062,0.0,1.414987364317081,3.3272092442074332,3.4012932294470124,2.07387383566754
2024-07-02,47.76399166644024,23.561665053789778,18.429821741476594,0.0,1.444966942759637,3.326142664925792,3.4002029016007453,2.0732090290072103
