date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,39.58170902182944,27.406238911168142,11.483639652512874,11.873970729186308,0.0,2.514073388425469,3.9515921738910915,0.8602568571819664,1.1327941787590834,1.1957250870456249
2024-03-04,39.77044424614625,27.350376353402446,11.441748560927973,11.855421080352066,0.0,2.4567987771825175,3.9101884495767325,0.8572448933986432,1.1297135823568303,1.2280640566565426
2024-03-05,39.833600082050495,27.346205629786986,11.401985325635813,11.851852144427983,0.0,2.4449976882424314,3.8982610554018824,0.8671618465196214,1.1292391240970967,1.2266971038376884
2024-03-06,39.94279368786827,27.37193965588621,11.497397707488139,11.863102377975917,0.0,2.4251532297406624,3.482576401288335,1.1963602373191766,1.1311563502280222,1.0895203522052748
2024-03-07,40.05770903390509,27.162051373660052,11.73573687760875,11.856218651939841,0.0,2.3935306614396676,3.1081432620587317,1.66129230004364,1.1320058273279825,0.8933120120162468
2024-03-08,36.76845539308182,24.749461891013834,10.83401577974316,10.889567716686225,8.085937485803314,2.1239006916489145,2.9028232046163978,1.8076531992440752,1.030231799048747,0.8079528391135127
2024-03-11,37.0281527012492,24.493533795865346,10.734888665809667,10.84969314521894,8.065341101678419,2.0761373671673398,3.121257122924136,1.8115900291664517,1.0160582453071256,0.8033478256133734
2024-03-12,37.127694022783615,24.44425276248958,10.749357851672729,10.829129382375164,8.051368351263335,2.0327714958335954,3.085053765135287,1.8452095848906336,1.0060710863850248,0.8290916971710363
2024-03-13,37.0907700378026,24.440488706699345,10.799878855356894,10.824528516264852,8.047651364377483,2.026305457316394,3.082713843757438,1.842305617208597,1.0058038038197528,0.8395537973966392
2024-03-14,37.103543430951134,24.29557201835901,10.896323902515727,10.840006587603176,8.057655622138665,2.0309752203292306,3.0475544116796325,1.8878975797271633,1.0060158477714125,0.8344553789248467
2024-03-15,37.08813103806869,24.2140388857668,10.805240334627214,10.842572353922714,8.060117382741907,2.0256931229015653,3.1973305028151064,1.9439236736513137,1.0124452287156562,0.8105074767890293
2024-03-18,37.03067969020869,24.132713001530345,10.846892515721882,10.835741044192186,8.055691255912606,2.0200118485429455,3.1560219972985206,2.0871601389416243,1.0129642320055758,0.8221242756456255
2024-03-19,37.005066437732495,24.11283151088832,10.760354754324338,10.840773156835613,8.057328659939254,2.019947190268574,3.22671997132525,2.142986464975883,1.0115907969077764,0.8224010568024954
2024-03-20,37.04260872250976,24.152127465968253,10.796620084662347,10.831415375053767,8.05241020345801,2.0247426323374835,3.0723006847910592,2.1987168921186644,1.0097237485822521,0.8193341905184006
2024-03-21,37.089370741956316,24.20897442331186,10.954057775768185,10.841812484260025,8.060009235417832,2.0252271159967647,2.7924831862140262,2.203600446905498,1.010347484728733,0.8141171054407623
2024-03-22,36.854103154901644,24.13385472995555,11.047694686648715,10.72356941385373,8.032665773936872,2.015894098159925,3.196909509675743,2.190235639268676,1.0051537337445533,0.7999192598545949
2024-03-25,36.71336039183101,24.107132439939146,11.05467405873358,10.68652947598746,8.045275176121958,2.011547394243728,3.3344788748864915,2.201066304309924,1.0020932947476322,0.8438425891990677
