date,CITIC SECURITIES BROKERAGE (HK) LTD,TIGER BROKERS (HK) GLOBAL LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,0.0,0.0,55.68150656540981,0.0,8.802185839514785,21.93464927907058,13.58165831600483,0.0,0.0
2024-03-04,0.0,0.0,39.800386598023856,28.518833691363092,6.292183893053946,15.6798378732212,9.708757944337904,0.0,0.0
2024-03-05,0.0,0.0,39.792177868427956,28.515221006216397,6.291386817004599,15.677851595731726,9.723362712619316,0.0,0.0
2024-03-06,0.0,0.0,39.794665892328595,28.52154380601501,6.292781832645224,15.678160280188408,9.712848188822765,0.0,0.0
2024-03-07,0.0,0.0,36.639067194441836,26.256127251709678,5.794244159764174,14.430244523649154,8.940443409424942,7.939873461010218,0.0
2024-03-08,0.0,0.0,36.63537090767035,26.210989354984992,5.794582178588868,14.431086340831767,8.987634568511396,7.940336649412624,0.0
2024-03-11,0.0,0.0,36.63227561671681,26.210861678220155,5.797957899908546,14.43101604533883,8.987590788702487,7.940297971113175,0.0
2024-03-12,0.0,0.0,36.627510309419385,26.214543149223314,5.798127021754338,14.43143698666203,8.987852949616668,7.940529583324267,0.0
2024-03-13,0.0,0.0,36.632073088692565,26.219896844781637,5.7963936343755345,14.413961647376922,8.995523537561247,7.942151247212094,0.0
2024-03-14,0.0,0.0,36.620608273441455,26.213778514038992,5.795041064089709,14.433932881157666,8.996341296158999,7.940297971113175,0.0
2024-03-15,0.0,0.0,33.27414470474582,23.819455774396854,5.266317682779505,13.12497324437721,8.164937364341537,7.215847333841122,9.134323895517952
2024-03-18,0.0,0.0,33.25650180453138,23.810619661542223,5.264364079061011,13.10155627831318,8.22285223934521,7.21317052871226,9.130935408494738
2024-03-19,0.0,0.0,33.2644345594829,23.81629926705603,5.26561980073794,13.070226737023138,8.219512935283628,7.214891103971924,9.149015596444436
2024-03-20,0.0,0.0,33.26618722963074,23.821350080448873,5.266736500805947,13.049140285899357,8.215954233410825,7.216421193437429,9.164210476366826
2024-03-21,0.0,0.0,33.25207051758666,23.815036898352,5.265340699708462,13.045681976502355,8.219077264914544,7.214508682982393,9.188283959953585
2024-03-22,0.0,0.0,33.24941362530833,23.81693050159536,5.2657593623487475,13.052020138503565,8.211779495286407,7.215082329670394,9.189014547287199
2024-03-25,0.0,0.0,33.238841955115184,23.80935789483864,5.264085111129687,13.050519829318832,8.209168555271004,7.212788290092275,9.215238364234375
2024-03-26,0.0,0.0,33.21154355098133,23.796244920957516,5.260600504968462,13.044528760311824,8.203734425935643,7.20536588898452,9.277981947860702
2024-03-27,0.0,0.0,33.20360004834945,23.796244920957516,5.260600504968462,13.044528760311824,8.203734425935643,7.20536588898452,9.285925450492583
2024-03-28,0.0,34.77201346192425,21.677539751349535,15.539504226900217,3.4145459370580102,8.469967493310207,5.358959459473011,4.703543270339885,6.063926399644885
2024-04-02,0.0,34.76434750006371,21.669729622949845,15.537623602120268,3.417590478002022,8.48450243474164,5.356582018101669,4.702974037248624,6.0666503067722255
2024-04-03,0.0,34.73432161755216,21.64755873981273,15.52593118949086,3.4146387134056955,8.47371960030702,5.443507493802883,4.698912089993694,6.061410555634958
2024-04-05,0.0,34.73432161755216,21.64410394952662,15.52593118949086,3.4146387134056955,8.475446995450076,5.445234888945939,4.698912089993694,6.061410555634958
2024-04-08,0.0,34.73739463895164,21.64191249485986,15.528077039479578,3.415110653050101,8.476618393005404,5.439076943181266,4.699561529974603,6.062248307497548
2024-04-09,0.0,34.74050901866867,21.643852799652784,15.52601363104401,3.4154168346581297,8.47877960058534,5.432653428291453,4.699982868974261,6.06279181812535
2024-04-10,0.0,34.7423098398611,21.64497473798669,15.530274199605715,3.4155938774013297,8.475763352892628,5.427751402194872,4.700226498932301,6.063106091125366
2024-04-11,0.0,34.74891444849162,21.649089507200962,15.529770133803819,3.42315601844999,8.473918205181182,5.413229371324158,4.70112002491383,6.060802290634442
2024-04-12,0.0,34.726109167051014,21.634881478346525,15.523032283563909,3.420909443624421,8.473538095638201,5.466670132325714,4.698034738165862,6.05682466128436
2024-04-15,0.0,34.723224032995674,21.63308399700371,15.525196448549531,3.394721288836218,8.491503923168509,5.4783044512496195,4.697644413411912,6.056321444784826
2024-04-16,0.0,34.738821818618085,21.644529353843907,15.525259598022512,3.3962462087244396,8.47804128578837,5.458305160225967,4.699754610622317,6.059041964154408
2024-04-17,0.0,34.7442243175092,21.64962343309086,15.527674049445203,3.396774384851782,8.465535982146301,5.455698075742473,4.700485505273982,6.059984251940203
2024-04-18,0.0,34.736421247255905,21.641306057384586,15.512093651164834,3.3960115164994087,8.425627859845,5.530486562701955,4.699429841509926,6.058623263638388
2024-04-19,0.0,34.74002222872783,21.64182175772539,15.503335138501754,3.3963635670017425,8.426501309921985,5.5327876499941535,4.699917012012249,6.059251336114896
