date,EMPEROR SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA INDUSTRIAL SECURITIES,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SUNRISE SECURITIES (INTL) LTD
2024-11-05,0.0,47.79323730229009,12.201419227307769,8.391029591315965,4.827456948051065,1.5224960982838274,5.31705231469188,0.0,3.0156170556654383,16.931691462393967
2024-11-29,0.0,54.78965092330239,13.987575187777246,9.619385673488857,5.534144493248522,1.7453730792382156,6.095411332367437,0.0,3.4570708142917392,4.77138849628559
2024-12-18,0.0,55.935460592562855,14.280095739187557,9.82055477990383,5.649879420640656,1.7818738657363369,6.222883968623565,0.0,3.5293681386875204,2.77988349465768
2024-12-19,0.0,55.92695941979632,14.280095739187557,9.82055477990383,5.649879420640656,1.790375038502874,6.222883968623565,0.0,3.5293681386875204,2.77988349465768
2024-12-20,0.0,55.92220537650241,14.27888186677093,9.819719988542413,5.649399155458179,1.7987232986941974,6.222354995475253,0.0,3.529068126509037,2.7796471920475843
2024-12-27,0.0,52.1636729395611,15.286845750048084,9.189068886651953,5.501350451877156,3.401381734643093,5.822737181644641,2.367074554363369,3.6667383714190622,2.601130129791541
2024-12-30,0.0,52.16035365228365,15.45608904786536,9.188484166333613,5.349874004740294,3.1864067512387413,5.822366668290082,2.568956046060363,3.6665050489296727,2.6009646142582157
2025-01-02,0.0,52.25595197905992,15.508322415888994,9.205324614114458,5.351710535698814,3.168340931564348,5.833037771386448,2.478041192982977,3.593538955412562,2.605731603891471
2025-01-03,0.0,52.176954314283805,15.405312272892663,9.191408512302504,5.486838045432658,3.4022477592699456,5.824219706744261,2.339033648312793,3.5721933381272617,2.6017924026341057
2025-01-06,0.0,52.156205137177366,15.438952989967508,9.187753370572102,5.484656097945396,3.400894789510694,5.821903592900702,2.3381034862505454,3.5707727862149214,2.6007577494607665
2025-01-07,0.0,52.152057281913564,15.437725167846276,9.187022691047385,5.484219916677872,3.40857707977648,5.821440591165824,2.337917542606309,3.570488811400071,2.600550917566218
2025-01-08,0.0,52.16035365228365,15.440181007411184,9.188484166333613,5.485092348600813,3.393211277143064,5.822366668290082,2.338289459474772,3.5710568062046004,2.6009646142582157
2025-01-10,0.0,52.16450282738991,15.441409220223907,9.189215078359656,5.485528668660681,3.393481195323743,5.822829817351543,2.330520809344254,3.5713408713798884,2.601171511966419
2025-01-16,0.0,52.147910086334846,15.476258154434626,9.186292127731734,5.475831682094938,3.3924017801717268,5.820977663067878,2.3297795058482573,3.5702048817492718,2.600344118566722
2025-01-17,0.0,52.144104526813976,15.47748894334423,9.187022691047385,5.4762671615782805,3.392671569577298,5.821440591165824,2.329964787506718,3.570488811400071,2.600550917566218
2025-01-20,0.0,52.14825174956433,15.478719928032659,9.187753370572102,5.476702710332366,3.384988014284634,5.821903592900702,2.3301500986375157,3.5707727862149214,2.6007577494607665
2025-01-23,0.0,52.123378303683346,15.471336955650653,9.183371036005484,5.474090456538588,3.4310710216970097,5.819126686694185,2.3290386737972084,3.569069614571167,2.599517251362356
2025-01-24,0.0,52.07783855942532,15.457819782527583,9.175347604255343,5.469307791109963,3.4360159732063327,5.814042566099138,2.406430298370279,3.565951349355514,2.5972460756505344
2025-01-27,0.0,52.07783855942532,15.457819782527583,9.175347604255343,5.469307791109963,3.356589487712433,5.814042566099138,2.485856783864179,3.565951349355514,2.5972460756505344
2025-02-03,0.0,52.081975247676816,15.459047640350738,9.176076427756625,5.771586852846228,2.967635417643773,5.814504391747864,2.5654870369770064,3.566234602836464,2.5974523821644877
2025-02-07,0.0,52.08652636385971,15.460398509275228,9.176878267351364,5.763352824587444,2.9678947406343075,5.815012484709142,2.565711218750364,3.5665462336441625,2.5976793571882757
2025-02-11,0.0,52.07386141296042,15.461921590071126,9.17778232729826,5.763920601155547,2.8728500486779183,5.815585350527449,2.6692458099375824,3.5668975918625736,2.5979352675091163
2025-02-12,0.0,52.06476129262329,15.572015378646004,9.176178472286548,5.762913332447965,2.777027592884639,5.814569053193533,2.668779348311332,3.566274261914776,2.5974812676919155
2025-02-13,0.0,52.06062592563166,15.570778534439075,9.175449632575743,5.77039833627621,2.7768070208901205,5.814107217273495,2.6685673741900464,3.5659910021340786,2.597274956589567
2025-02-14,0.0,52.03995894060133,15.532838924336618,9.17180717002691,5.847503445918298,2.7677651025234087,5.811799137708801,2.667508008479507,3.5645753779200193,2.59624389248511
2025-02-17,0.0,52.035827512486044,15.523666826035864,9.171079024525229,5.847039215341787,2.7357895571435034,5.811337741680697,2.714929956955709,3.5642923879401036,2.5960377778910577
2025-02-19,0.0,51.46787206624152,15.354230659821019,9.070979448350174,6.8197244207861205,2.7608953499585365,5.747908733665749,2.6852973109704896,3.5253892058344145,2.5677028043719763
2025-02-21,0.0,51.45171149084277,15.38865871467231,9.068131220097667,6.817583071896488,2.7521786102833,5.746103927895734,2.6844541451678285,3.524282256668195,2.566896562475707
2025-02-25,0.0,51.43152503750612,15.421854945528718,9.0645734490844,6.814908276081892,2.751098826472795,5.743849513893809,2.6834009322276633,3.5228995473810207,2.565889471823579
2025-02-27,0.0,51.406515823012334,15.51631411377976,9.060165688250601,6.811594442733419,2.696429070435706,5.741056496101544,2.6820960953705413,3.521186493950147,2.564641776365951
2025-02-28,0.0,51.408359220215836,15.513284595287566,9.060490578662364,6.811838701149813,2.696525762260241,5.741262365869622,2.68219227322587,3.5213127609268544,2.5647337424018293
2025-03-06,0.0,51.40997209960593,15.513771307125404,9.060774841353103,6.801071558983099,2.7044538312461275,5.741442491512289,2.682276423988574,3.5214232381500974,2.564814208035375
2025-03-07,0.0,51.3938478584814,15.508905562619216,9.057933016851935,6.7989384685875285,2.7349696394190706,5.739641743537627,2.6814351538991983,3.5203187777686864,2.5640097788353384
2025-03-14,0.0,51.3938478584814,15.508905562619216,9.057933016851935,6.7989384685875285,2.836902749892647,5.739641743537627,2.6814351538991983,3.4183856672951105,2.5640097788353384
2025-03-17,73.38293518175155,13.678461267773592,4.127691793538995,2.410766873853562,1.8095359732673333,0.7571279236190754,1.5276043836231206,0.7136633745668031,0.9098025911031713,0.6824106369028001
2025-03-18,73.36180176827601,13.685029849685593,4.129673966907957,2.4119245566785263,1.8291959003688167,0.7470520825230382,1.5283379598877695,0.7140060853616556,0.9102394905998633,0.682738339710767
2025-03-19,73.36333351018783,13.68531558331372,4.129760191544549,2.4119749159369217,1.8292340926699597,0.7449797520113541,1.5283698704904558,0.7140209932976642,0.9102584957489182,0.6827525947986266
2025-03-21,73.32936979172736,13.685601328873922,4.129846419781835,2.4120252772982917,1.8292722865659916,0.7784028592972804,1.528401782425711,0.7140359018562198,0.9102775016916176,0.6827668504817707
2025-03-24,73.3048804254482,13.681030831341417,4.188998166602598,2.411219747799564,1.8265741008478176,0.7781429008005932,1.502844054774004,0.7137974396031459,0.9099735018179255,0.6825388309647312
2025-03-25,73.30494162846858,13.681042253778832,4.189001664041496,2.4112217609524476,1.8264921348156584,0.7781435504803355,1.5028453095144085,0.7137980355601817,0.9099742615644316,0.6825394008236239
2025-03-26,73.30647173719323,13.681327820913186,4.189089101912004,2.411272090867069,1.8265302595517114,0.7781597928264743,1.5028766787054728,0.7117256147862461,0.9099932556393997,0.6825536476052039
2025-03-27,73.29576231733189,13.679329101285537,4.188477113461792,2.4109198255812205,1.8262634198174366,0.7926552162319702,1.5026571218645737,0.7116216380396616,0.9098603137638096,0.682453932622108
2025-04-01,73.29698609265687,13.679557496828295,4.188547045948727,2.4109600792616486,1.826293911840978,0.7909988107759922,1.502682210828103,0.7116335195587811,0.9098755051550436,0.6824653271455671
2025-04-02,73.28780877368612,13.677844716136764,4.188022609211097,2.4106582094187994,1.8260652464802758,0.8034205036342874,1.502494064020225,0.7115444178351303,0.9097615820842653,0.6823798774930292
2025-04-07,73.28756407663906,13.677799047856206,4.188008626029135,2.410650160591099,1.8243062529362455,0.8055046027819375,1.5024890474169608,0.711542042094597,0.9097585445262266,0.68237759912854
2025-04-08,73.28786994820321,13.67785613325455,4.1876087469495635,2.410660221634122,1.824313866825643,0.8493305621397327,1.5024953181762752,0.7115450117727425,0.865939743957626,0.6823804470865288
2025-04-09,73.28328214280573,13.67699990230885,4.187346603514022,2.4105093148062378,1.8241996651574697,0.8805772901047189,1.502401262282233,0.686460552498125,0.8658855363099753,0.6823377302126383
2025-04-10,73.25912917665491,13.672492187779342,4.227685962781658,2.4097148505275596,1.8210952725134781,0.8740291503030246,1.5019060955024188,0.6862343063748133,0.8656001546589702,0.6821128429038364
2025-04-14,73.25912917665491,13.672492187779342,4.227685962781658,2.4097148505275596,1.8023215245436475,0.8740291503030246,1.5019060955024188,0.7050080543446435,0.8656001546589702,0.6821128429038364
2025-04-16,73.27860317300046,13.676126657174375,4.272626837394973,2.4103554093046076,1.7657856438593345,0.8596558022908145,1.502305337400922,0.6864167235632883,0.8658302515006606,0.6822941645105667
2025-04-17,73.25261977253867,13.67127732516868,4.2794549800274355,2.4095007364923084,1.7630737383502584,0.892723568707703,1.5017726443703874,0.68617333136093,0.8613516688830548,0.6820522341005756
2025-04-22,73.2724877735109,13.674985328405038,4.280615678661394,2.4101542552759905,1.763551929449177,0.9430381552058432,1.5021799638690088,0.6091644016686387,0.8615852896852589,0.6822372242687403
2025-04-23,73.27401652768971,13.675270642737894,4.280704989251295,2.4102045406354926,1.7635887241242807,0.9409714348178595,1.502211305290146,0.6091771112497234,0.8616032657653953,0.6822514584381978
2025-04-25,73.32603215279194,13.684978418899657,4.283743768295296,2.411915492235341,1.7648406572686022,0.8706515924370338,1.5032776923094895,0.6096095527854982,0.8622148991189725,0.6827357738581687
2025-04-28,72.45318499604748,13.522077275167296,4.222436479146408,2.383204903132159,1.826353563577595,1.747387826808448,1.4853832062585388,0.8457897651709916,0.8395732560516977,0.6746087286393836
2025-04-29,72.46514478055907,13.524309352754619,4.2231334730798995,2.383598296701951,1.8266550381789328,1.7311693531919286,1.4856283971782331,0.8459293789551764,0.839711843682105,0.6747200857180904
2025-04-30,72.45916439479618,13.523193221856781,4.241353692377721,2.3834015836841105,1.8265042884382527,1.7207105142120624,1.4855057916008578,0.8458595663020778,0.8396425441482385,0.6746644025837121
2025-05-02,72.44421774804157,13.520403700423985,4.240478799382046,2.3829099431601923,1.826127522923178,1.7409832545273674,1.485199366174834,0.8456850850718962,0.8394693453456803,0.6745252349492581
