date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-03-01,51.523754309453565,13.032212071591905,11.453167407900256,10.163400881101813,5.5535897828075305,1.5986294809674968,2.635610341939366,1.2974192997301421,0.6925997823514514,2.049616642156473
2024-03-04,51.27171618611667,13.073014108798967,11.443102351223693,10.333614489997233,5.583272536066926,1.6079577045876388,2.64585928964468,1.3011763561101974,0.6924715407574501,2.04781543669655
2024-03-05,51.22282051393153,13.091344765166435,11.449748616897287,10.44145739903686,5.583091901917081,1.6054067014820002,2.606606229563029,1.2766365214217688,0.6925385186119264,2.030348831972076
2024-03-06,51.121390532847585,13.136569022980197,11.447933725706497,10.559754709885384,5.558090022764791,1.5633406888711705,2.605874284721178,1.289772901978414,0.6857491896335534,2.0315249206112287
2024-03-07,51.079578872391686,13.210099186273478,11.450784692525136,10.569357205868407,5.557296731266482,1.561707913103532,2.604520215574607,1.2524624349755744,0.690555550789192,2.0236371972319063
2024-03-08,51.123895271918904,13.264739662950825,11.494230903002467,10.409068270634675,5.567352312422777,1.5797736711789296,2.6312847554341703,1.2035174972867058,0.6948224367408367,2.031315218429709
2024-03-11,51.11604804855413,13.258644983157957,11.494541690137925,10.420624906011044,5.570088010888512,1.59632314594218,2.6284124130050857,1.1898809477012102,0.6940657123897556,2.0313701422121944
2024-03-12,51.000640556879,13.282302403707224,11.493057283869152,10.414544271826784,5.665252193341893,1.5983954777820826,2.6379600560936334,1.1920884055504188,0.6948951319027054,2.020864219047111
2024-03-13,50.88218846565168,13.34619446280533,11.497311857997857,10.553251757231727,5.720348479208784,1.5625754499550404,2.6328647788124755,1.1039737246137076,0.6943698173128278,2.0069212064105653
2024-03-14,50.69055265694854,13.523826287828225,11.486020071461903,10.219961717606287,5.763267299436173,1.5456449498238405,2.6614989769016,1.412988690131096,0.6912891890437505,2.00495016081859
2024-03-15,50.829929611607696,13.479975339366057,11.467809882640916,10.086290137424859,5.881687485898789,1.5476649827950164,2.6530704670992784,1.3749425985064185,0.6887794458302813,1.98985004883069
2024-03-18,50.85046862200549,13.490312791569965,11.469224462647851,9.866660427326384,6.095637392183963,1.617618060225203,2.6255104324582508,1.3040538754973054,0.6863294948072872,1.994184441278303
2024-03-19,50.73456019259858,13.494933166759884,11.4622591173813,9.769749442356957,6.367302156291315,1.610591722840304,2.589916773075518,1.2956968894736784,0.6855880567348287,1.9894024824876442
2024-03-20,50.71847702950304,13.50902016329215,11.46196277213775,9.637033774473954,6.440159599033726,1.6220158873083905,2.5892778769752876,1.3524017644671558,0.6803000843320517,1.9893510484764991
2024-03-21,50.696659623817716,13.456790983957493,11.459390087367787,9.602200365825405,6.612370448337673,1.6288145393246314,2.587487872632879,1.2875396131259425,0.679841935173362,1.9889045304371133
2024-03-22,50.6806755590888,13.48372554265799,11.455446657887624,9.535809254169452,6.692806094813476,1.6281480343449901,2.559116150871906,1.293772821190694,0.682279780558778,1.9882201044162908
2024-03-25,50.643110012286684,13.482491457030827,11.455743964939973,9.408409422076232,6.804740443041216,1.6302179291576628,2.5671578897773815,1.3381703999619188,0.6816867763680557,1.988271705360044
2024-03-26,50.65259171406618,13.493529326627405,11.45288267477942,9.364133163183286,6.835629420990876,1.641377869472746,2.560029502886845,1.3274437638358676,0.6846074675103411,1.9877750966470296
2024-03-27,50.697586074501025,13.543488190413106,11.478471219638333,9.356262641829543,6.893201084429082,1.6799247336570586,2.563307126666777,1.0821941464867328,0.7133485093328139,1.9922162730455266
2024-03-28,50.60632750529168,13.568910326453523,11.48108317545134,9.346086511851698,6.886894739620848,1.686408502655587,2.6386733926900425,1.079941848785999,0.7130043901883195,1.992669607010963
2024-04-02,50.51661863212647,13.592659062522275,11.468779914129726,9.34621460205193,6.8782854689673405,1.6850087156753142,2.7783990252439663,1.031584823331583,0.7119155167039062,1.9905342392474827
2024-04-03,50.295725800790535,13.696962720854744,11.446839418782801,9.416958943205982,6.9663984503882945,1.6863158411035135,2.7533727125141425,1.0494217800275705,0.7014104928688851,1.986593839463531
2024-04-05,50.35294538267867,13.62765978568701,11.413916821073752,9.424844668626806,6.958784462054207,1.6959542849853557,2.7744116557594425,1.073589574542239,0.6986674268349172,1.979225937757603
2024-04-08,50.247886443528934,13.621907314079268,11.401351824030712,9.624234628993394,6.903337861789048,1.6942202456907056,2.752175573090276,1.0793519214025369,0.6984870782066543,1.9770471091884727
2024-04-09,50.184163915050085,13.615878401445,11.396305705856895,9.725862419148788,6.88570245816211,1.6934704016630695,2.7464961429942205,1.0767263866694714,0.6992220800389715,1.976172088971384
2024-04-10,50.031386106129204,13.640743203070032,11.39568677464374,9.841559246233128,6.884281590985747,1.712712914517528,2.7510675023055415,1.0668844538605622,0.6998010603384149,1.9758771479160977
2024-04-11,49.754110180118346,13.681640427292386,11.410148768312636,9.888172579439287,6.886750261844769,1.858493604021201,2.7659690449000305,1.0748050354319205,0.7015254122687584,1.97838468637067
2024-04-12,49.28210576666181,13.617945080352062,11.383262095243705,10.283071800274291,6.852035545342821,2.0402915841511162,2.780057223056494,1.0921673596763257,0.7013702630818985,1.9676932821594761
2024-04-15,49.102013015094094,13.745150356691004,11.367812902663074,10.258750192345074,6.88708227901899,2.1278812547733934,2.7760758840075606,1.0729380045225116,0.6999432142380448,1.9623528966462516
2024-04-16,49.16959089079679,13.795016376507107,11.455233992286587,9.956052756110186,6.885741448494394,2.279780207474291,2.7554476126314427,1.0398080749454415,0.7012194515869522,1.9621091891668014
2024-04-17,48.8916297544681,13.83489658954328,11.584735530419298,10.014150758336939,6.880655001712989,2.324515220877585,2.766812649534415,1.038495570835282,0.7021919586984713,1.9619169655736364
2024-04-18,48.3598661940975,14.026422642406065,11.543708954195711,10.059161810531835,6.830989440865348,2.359795214865078,2.7747284270858614,1.3510183252612071,0.740329872881127,1.9539791178102708
2024-04-19,48.21322076159531,14.216027490042615,11.539934797526142,10.05632769692958,6.831753607139099,2.309903822860535,2.769495852340118,1.367003561489997,0.7407626956097596,1.955569714466847
2024-04-22,47.94666866991088,14.292909344109772,11.516980658498865,10.10309301609257,6.944773020353168,2.4027470007268477,2.7593707724058207,1.3418669327079433,0.7399107037195032,1.951679881474634
2024-04-23,47.83707843493748,14.368083779420932,11.50104466886938,10.150322771222687,6.948459167200981,2.4424505328892163,2.785085951996163,1.2852189426959943,0.7385330585108871,1.9437226922562798
2024-04-24,47.525994393014095,14.398790907445381,11.591524597703241,10.153720466686014,6.950810405907787,2.5315173000168136,2.873251085527209,1.2921587674749522,0.7384038033075465,1.943828272916966
2024-04-25,47.57464160502411,14.474370989268277,11.61317246824098,10.134309525141356,6.948840437382955,2.532043994551046,2.7466194768198138,1.2930919714212181,0.7374449970448537,1.9454645351053894
2024-04-26,47.514732434808984,14.550077705874658,11.608324172417676,10.12666516269384,6.957103726904672,2.525492927943588,2.7476137990185676,1.3028665078498138,0.7305712998647338,1.9365522626234644
2024-04-29,47.39482642517962,14.576328321433135,11.610331924658194,10.166189304132189,6.948838919053607,2.454598559668365,2.882811839807016,1.3061700340628741,0.7259507572768631,1.9339539147281377
2024-04-30,18.911284873123726,5.800859003152176,4.620933441688104,3.923368039008556,2.7646788528704906,1.0134873304131482,1.1409324110591872,0.5373712198551709,0.29457202453022585,0.7654503723356563
2024-05-02,47.430336015761064,14.700955162839985,11.59689283118802,9.702247664780842,7.0437359347381365,2.6742070097089305,2.909590516195212,1.2793859953391507,0.7367948832722498,1.9258539861764064
2024-05-03,47.21366160048594,14.934180070624095,11.602090375108656,9.594816252815711,7.060852073711307,2.7137957648469433,2.894228588000378,1.325432210604558,0.7356980147567009,1.92524504904571
2024-05-06,47.155003766536566,14.96016231462917,11.622410958074909,9.520881059985703,7.123882091707722,2.718517182655537,2.9067962442682673,1.3260777671191926,0.7367710258252074,1.929497589197728
2024-05-07,47.002843240519425,14.906621331083315,11.599561262138335,9.47987424607571,7.187785104228548,2.7087878708549984,2.8948169532519303,1.566130365371408,0.73098752376346,1.9225921027128663
