date,SFGHK LTD,FUTU SECURITIES INTERNATIONAL,CLSA LTD,BANK OF CHINA (HONG KONG) LTD,ZHONGRONG PT SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-05-14,0.0,43.048308482174605,0.0,16.177398451835888,13.00687237991996,14.843086053352831,0.0,6.995971224901079,5.9283634078156355
2024-05-16,0.0,42.97653652808483,0.0,16.177398451835888,13.00687237991996,14.914858007442607,0.0,6.995971224901079,5.9283634078156355
2024-05-17,0.0,42.750546745900834,0.0,16.241511126335826,13.05841993731238,14.973967105823965,0.0,7.02369697000703,5.951858114619961
2024-05-22,0.0,42.6058000787256,0.0,16.28257535440788,13.091436196107223,15.011826538705177,0.0,7.041455335718314,5.966906496335807
2024-05-23,0.0,42.325080501578,0.0,16.189017626134103,13.159861377765841,14.925570380964071,0.0,7.467848747459153,5.932621366098832
2024-05-27,0.0,41.60109565441799,0.0,17.06145250357135,13.112771119827432,14.872161842762827,0.0,7.441126359307177,5.9113925201132265
2024-05-28,0.0,41.285948738449704,0.0,17.15352382235195,13.183533566906188,14.952418758385638,0.0,7.4812820445849155,5.943293069321606
2024-06-05,0.0,41.22251075216421,0.0,17.172057460988853,13.197777803228533,14.968574198450641,0.0,7.489365245412399,5.949714539755366
2024-06-12,0.0,41.33055641571909,0.0,17.064011797433974,13.197777803228533,14.968574198450641,0.0,7.489365245412399,5.949714539755366
2024-06-13,0.0,41.20984758081916,0.0,17.088629828755195,13.216818068272143,15.026236348662584,0.0,7.5001700567531495,5.958298116737776
2024-06-17,0.0,41.630889422982236,0.0,16.966244907351342,13.12216219142866,14.918621825265724,0.0,7.44645552655912,5.91562612641292
2024-06-24,0.0,41.38320725827547,0.0,17.03823908756166,13.17784447791678,14.981927167964889,0.0,7.4780536476539625,5.940728360627241
2024-06-27,0.0,41.277621999076445,0.0,17.068929727670234,13.201581466240517,15.008913814441785,0.0,7.491523716481691,5.951429276089327
2024-07-05,0.0,41.298769470136854,0.0,17.06278275764388,13.196827229925285,15.003508710266097,0.0,7.488825821975611,5.949286010052276
2024-07-08,0.0,41.33478209731635,0.0,17.06278275764388,13.196827229925285,15.003508710266097,0.0,7.488825821975611,5.9132733828727835
2024-07-09,0.0,41.228957114497064,0.0,17.09356196134806,13.220632715778802,15.030573231770589,0.0,7.5023347612121745,5.923940215393312
2024-07-12,0.0,41.33478209731635,0.0,17.06278275764388,13.196827229925285,15.003508710266097,0.0,7.488825821975611,5.9132733828727835
2024-07-16,0.0,41.41916808370299,0.0,17.03823908756166,13.17784447791678,14.981927167964889,0.0,7.4780536476539625,5.904767535199714
2024-07-18,0.0,41.44022666156398,0.0,17.032114198708047,13.17310731979013,14.976541480028175,0.0,7.475365444536383,5.902644895373283
2024-07-19,0.0,41.51484523321381,0.0,16.52259334995148,13.196827229925285,15.003508710266097,0.0,7.848952093770543,5.9132733828727835
2024-07-22,0.0,41.49377560474555,0.0,16.528545713497476,13.201581466240517,15.008913814441785,0.0,7.8517797259301965,5.915403675144475
2024-07-25,0.0,41.367038344015555,0.0,16.564350153610157,13.23017897513174,15.041426399949339,0.0,7.868788395770126,5.928217731523078
2024-07-29,0.0,41.38819933767956,0.0,16.55837197855727,13.225404122803644,15.035997857372651,0.0,7.865948502019522,5.926078201567357
2024-08-05,0.0,41.38819933767956,0.0,16.55656744804522,13.225404122803644,15.0378023878847,0.0,7.865948502019522,5.926078201567357
2024-08-07,0.0,41.17589956953841,0.0,16.616537546058144,13.273308302458872,15.092271316056577,0.0,7.894440017794818,5.947543248093182
2024-08-20,0.0,41.06917190548906,0.0,16.64668580542635,13.297390764901332,15.119654018910925,0.0,7.908763316169315,5.958334189103012
2024-08-22,0.0,41.09054840971998,0.0,16.640647404795363,13.292567283895936,15.11416953212267,0.0,7.9058945000003265,5.956172869465719
2024-09-26,0.0,41.04777988181954,0.0,16.652728589963466,13.302217747775721,15.125142487461357,0.0,7.911634215111799,5.960497077868123
2024-10-03,0.0,40.64168321767065,0.0,16.664827329866373,13.3118822343968,15.13613138720602,0.0,8.280648261238232,5.964827569621925
2024-10-04,0.0,39.908152835779205,0.0,17.52207092731472,13.273308302458872,15.092271316056577,0.0,8.256653370297446,5.947543248093182
2024-10-07,0.0,39.9299110240923,0.0,17.515726497298616,13.268502273767602,15.086806673232905,0.0,8.253663783068154,5.945389748540428
2024-10-08,0.0,39.30497745876109,0.0,17.637303606889958,13.037195979313818,14.823802358599345,0.0,8.109779843047031,7.086940753388764
2024-10-09,0.0,40.46379801106488,0.0,17.81274222933099,13.009425789613035,14.79222656544272,0.0,8.09250541340508,5.8293019911432955
2024-10-10,0.0,40.93193094202746,0.0,17.940121505841773,13.102456454042288,14.004128569905404,0.0,8.150375081727221,5.870987446455843
2024-10-15,0.0,41.039196242510826,0.0,17.940121505841773,13.102456454042288,13.896863269422044,0.0,8.150375081727221,5.870987446455843
2024-10-16,0.0,41.05387509667166,0.0,17.946538308589467,13.107142926123785,13.866065995045862,0.0,8.153290298839998,5.873087374729228
2024-10-22,0.0,41.18010690113276,0.0,17.90810619929918,13.079074273509086,13.836372125699882,0.0,8.135830210523663,5.860510289835426
2024-10-23,0.0,41.125410874682984,0.0,17.946538308589467,13.107142926123785,13.794530217034543,0.0,8.153290298839998,5.873087374729228
2024-10-24,0.0,41.1580329953258,0.0,17.93659421986593,13.099880322610606,13.786886735599909,0.0,8.148772600734308,5.86983312586345
2024-10-28,0.0,41.179060346122064,0.0,17.930184524916044,13.09519904166514,13.78195995088255,0.0,8.145860612764547,5.867735523649655
2024-10-29,0.0,41.04704579807505,0.0,18.193289353126776,13.053217588748522,13.73777683454077,0.0,8.119746075467937,5.848924350040953
2024-10-31,0.0,42.91903922564244,0.0,18.007273986764275,12.919756343513985,12.328081214691904,0.0,8.036726588904388,5.789122640483003
2024-11-13,0.0,42.939156900348486,0.0,18.00092748391124,12.915202890806215,12.323736292597703,0.0,8.033894116412272,5.787082315924084
2024-11-14,0.0,43.04535355261947,0.0,18.0454471804903,12.69982572496767,12.354215222139366,0.0,8.053763455296648,5.801394864486554
2024-11-15,0.0,43.13541884736145,0.0,17.994585453018576,12.66403081955463,12.389857811242559,0.0,8.031063639775986,5.7850434290467945
2024-11-18,0.0,43.26727765641054,0.0,18.049592328356063,12.702742951400072,12.122046130764641,0.0,8.0556134532526,5.8027274798160855
2024-11-20,0.0,43.26727765641054,0.0,18.049592328356063,12.420027848851177,12.404761233313536,0.0,8.0556134532526,5.8027274798160855
2024-11-25,0.0,43.591678532807585,0.0,18.08154185936239,12.442012504107511,12.391316923211559,0.0,7.6804513096205,5.812998870890463
2024-11-27,0.0,43.55171095174775,0.0,18.094353364316866,12.45082817403654,12.400096673267665,0.0,7.685893220535572,5.8171176160956035
2024-12-09,0.0,43.622565003100924,0.0,18.094353364316866,12.45082817403654,12.400096673267665,0.0,7.685893220535572,5.746263564742429
2024-12-13,0.0,43.76427310580728,0.0,18.094353364316866,12.30912007133019,12.400096673267665,0.0,7.685893220535572,5.746263564742429
2024-12-18,78.5511007761139,6.931374877085353,5.610923667140022,2.865779262991766,1.9495154281478004,1.963924280125016,0.0,1.2172898895860278,0.9100918188101116
2024-12-20,78.55220265214632,6.931472106987585,5.611002374405069,2.865819462727389,1.949542774987041,1.9639518290845135,0.0,1.2159042145335786,0.9101045851285022
2024-12-30,78.5301710033482,6.957575170319573,5.609428648531771,2.865015682237602,1.948995983932364,1.9634009967017936,0.0,1.2155631881368347,0.9098493267918532
2025-01-07,78.52136180381973,6.968012296260677,5.608799405330409,2.864694296272506,1.9487773533820505,1.9631807502549388,0.0,1.2154268311350995,0.9097472635445922
2025-01-22,78.50815170958107,6.983663595430036,5.60785580518125,2.8642123524963234,1.9484494995102253,1.9628504732179308,0.0,1.2152223529827768,0.9095942116003987
2025-01-27,78.5301710033482,6.951965741671041,5.609428648531771,2.865015682237602,1.948995983932364,1.9690104253503253,0.0,1.2155631881368347,0.9098493267918532
2025-02-03,78.53898217968151,6.941525644230243,5.610058032936768,2.8653371403224543,1.94921466354388,1.9692313506053987,0.0,1.2156995757373978,0.9099514129423438
2025-02-04,78.5654275761666,6.927027131583667,5.611947033849028,2.866301947538391,1.949870996910845,1.964282476893769,0.0,1.2161089222350845,0.8990339148226143
2025-02-14,78.40482621401901,6.912867086544937,5.600475240647591,2.860442729160757,1.9458851223630054,1.9602671427809883,0.0,1.213622984648333,1.1016134798353812
2025-02-20,78.26018911104222,6.900114592636817,5.5901437782464205,2.8551659347393588,2.1267702004338505,1.9566509449742555,0.0,1.2113841567459993,1.0995812811810708
2025-02-21,78.1727896842659,6.892408681535174,5.583900816564807,2.8519773420604753,2.2360730819933767,1.9544657960123808,0.0,1.2100313069495936,1.0983532906182976
2025-02-27,78.18152084142723,6.893178498036052,5.584524485181466,2.8411268318360707,2.2363228300909177,1.954684091254246,0.0,1.2101664559388237,1.0984759662351942
2025-02-28,78.22957709018704,6.981234921823125,5.587957154372047,2.6975863162731053,2.237697442468286,1.955885587258995,0.0,1.2109103153524223,1.0991511722649816
2025-03-05,78.23066996426682,6.981332450289655,5.588035218625493,2.697624001791457,2.237728703298579,1.9545159023482017,0.0,1.2109272318761446,1.0991665275036346
2025-03-12,76.9801718457975,6.886233694741943,5.498711842895446,2.6545031421577767,2.2019591574874813,1.9232734438658545,1.58197939720102,1.191570856355443,1.0815966194975344
2025-03-19,76.97382299271625,6.924153568763752,5.4982583428214715,2.626792923282958,2.201777553382858,1.9203656948805696,1.5818489252297372,1.191472582889413,1.0815074160329836
2025-03-21,76.9746694459532,6.924229711171306,5.4983188051759555,2.6257221454117774,2.201801765532711,1.9203868124461958,1.5818663202491225,1.1914856850816296,1.0815193089781105
2025-03-27,76.97043736592107,6.929347032385524,5.498016506700456,2.6255777827748026,2.2016807101081977,1.9202812292622546,1.5817793489777212,1.191420177001989,1.0814598468679797
2025-03-28,76.98313500233049,6.957984768372323,5.498923501865926,2.626010918316073,2.158052528307283,1.9205980136497083,1.5820402914868268,1.1916167228543462,1.0816382528170279
2025-03-31,76.93236957651625,6.947901127654517,5.495297315518961,2.695718098127826,2.156629431475416,1.9193315027966764,1.5809970376748048,1.1908309282729588,1.0809249819625797
2025-04-01,76.95351369837859,6.905836230295254,5.496807645133773,2.6964589903203717,2.157222160332749,1.9363494355359838,1.5814315595049862,1.1911582167004884,1.081222063797813
