date,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,47.46397419626767,32.8325542027159,7.819950378631879,0.9360566769370723,1.4777607700680213,3.9158007591694424,0.9810939635902842,0.9324938183985318,1.1811015514096765,2.4592136828115247
2024-03-04,47.89361463806703,33.05407866019584,7.82971803616635,0.9417878507926919,1.4954124625435519,4.1028394796549135,0.9913500346890832,0.8817113217082537,1.1938979298293493,1.615589586352939
2024-03-05,47.87473355932576,32.95219765553425,7.869286257566054,0.9039514851502842,1.499406813923694,4.1315570255435805,1.0020159198734993,0.8960052928100414,1.1760864472412411,1.6947595430315945
2024-03-06,47.73058402913194,32.78463364629058,8.247495801748107,0.8374878225813691,1.520574210878189,4.101487210197238,1.0261268135215575,0.8590740114743833,1.1935738341228341,1.6989626200538022
2024-03-07,47.69620612164277,32.65438875335619,8.310040696527937,0.8266034099632379,1.5256686996566717,4.073073771791868,1.0300143326673965,0.8649517053086144,1.1910807481486365,1.827971760936684
2024-03-08,48.0738426866034,32.6652086385738,7.972213677995903,0.829132739454682,1.540537894848264,4.101627513225652,1.0361704982867883,0.7863730853769069,1.2002203464564658,1.7946729191781334
2024-03-11,48.125356558870756,32.689535355239386,7.934300720597472,0.8310604462489493,1.5434913067977214,4.112083268011979,1.0341540961960944,0.7459082764073021,1.197019420205675,1.787090551424663
2024-03-12,48.30677586755322,32.514604696042184,7.924017914661271,0.8302785220561304,1.5425504777087853,4.078109154200369,1.0386251079474391,0.7411274954888555,1.1991583690152585,1.8247523953264808
2024-03-13,48.338870745153265,32.49010082476031,7.830198610865197,0.8298482075777922,1.5373409876536952,4.162183916686407,1.0340739195467525,0.7443347818980477,1.1957230859840107,1.8373249198745205
2024-03-14,48.37164161788779,32.49622115177654,7.76010092730139,0.8396663095258435,1.5403075712212615,4.137677512184648,1.0317949775009871,0.7668795007471128,1.1933246416793177,1.8623857901751115
2024-03-15,48.43910518344525,32.43510132967814,7.765975965680802,0.8401905923213332,1.5369432364570335,4.143636913367456,1.0303912780583695,0.7461171136318275,1.193379592691071,1.8691587946687218
2024-03-18,48.440305125841284,32.28603440698065,7.851014228658751,0.8499918329139152,1.5321223402212296,4.1409077266144765,1.0293893171352924,0.7429550176757398,1.1919924099147101,1.935287594043962
2024-03-19,48.778285295047084,31.877915188877786,7.909770325147653,0.8488900550577936,1.532765314456003,4.1331997300186085,1.0483763805844553,0.7397642076613374,1.1962599908791895,1.9347735122700878
2024-03-20,48.716065136054304,31.778600883242326,7.98858440461369,0.8486349050629971,1.534390002404794,4.182743236148913,1.046692611873089,0.7395673253060163,1.1977812181828345,1.9669402771110396
2024-03-21,48.71189585326267,31.751276077475833,8.042767384016313,0.8483353706913555,1.5354007298269938,4.148529732081776,1.0455575871216083,0.7293240948189501,1.198612988173065,1.9883001825314373
2024-03-22,48.76830998376999,31.813292351415434,8.105616587099467,0.846363243096342,1.539016244924559,4.154449164481397,1.0472949449280184,0.7309193216526294,1.1995221806119492,1.7952159780202128
2024-03-25,48.764128793947656,31.842939761515375,8.118208320203953,0.8465734511454499,1.5342321903608114,4.151451646974462,1.0482733369276314,0.7419244544575935,1.193313973409987,1.758954071057082
2024-03-26,48.77786556267855,31.866622444117187,8.030261573287914,0.8429127907540327,1.5198940241961287,4.180626984779255,1.046697128929922,0.7355891049199841,1.1899413593748802,1.809589026962147
2024-03-27,48.74395224156087,31.895745297691764,8.052208872175413,0.8358522712761652,1.5188119972235206,4.075905286211082,1.0473929235536157,0.7787973735611595,1.2108559286845066,1.8404778080619026
2024-03-28,48.71860516553674,31.897521953007708,8.175211951574077,0.8355967211492898,1.5137096367411054,3.937765961113493,1.0535100996362965,0.8010362072288049,1.2114443345304644,1.855597969482023
2024-04-02,48.66764269282125,31.842449424271184,8.256270612087441,0.8252227388586111,1.5137794557088,3.972291785821501,1.0885402074096364,0.7861175604436709,1.2114632967957062,1.8362222257821903
2024-04-03,48.399426642116126,31.621982430519637,8.570286770814983,0.828915879648049,1.5033246317628708,3.948196520895522,1.0814277291219196,0.7776568630619439,1.203588369146422,2.0651941629125345
2024-04-05,48.35224666161953,31.546514417136322,8.651637602949586,0.8269872689815055,1.4840539920997178,3.9406742374793615,1.0928545370582499,0.8214091646379559,1.187199556026892,2.0964225620108787
2024-04-08,48.52635600726295,31.64263769019572,8.256602276702864,0.830581513514875,1.486481216069934,3.9641529558061253,1.095652952543264,0.8445457641992546,1.1912345491070144,2.1617550745980045
2024-04-09,48.38163527537772,31.583070763404287,8.526591363122051,0.827940573658235,1.4809270447631817,3.9414217210648985,1.0921691842383665,0.8109599642489428,1.1877008684310821,2.167583241691241
2024-04-10,48.41806417674732,31.594690043652378,8.457112524958815,0.8406558732351651,1.4894230494663494,3.9498959052965903,1.108691517325386,0.8156967032817678,1.1917953100823204,2.1339748959539047
2024-04-11,48.39867172380462,31.51544384114192,8.457569500695712,0.8270659407781976,1.4909052514101255,3.9681872747799725,1.1128527271883513,0.7979047708571554,1.1925432804577263,2.23885568888622
2024-04-12,48.490428974263,31.571211253514104,8.567434342523901,0.8293170656957313,1.4964104526671527,3.966508401475995,1.1198317840943475,0.8315567371539717,1.1972409157294486,1.9300600728823483
