date,YUANTA SECURITIES (HONG KONG) CO LTD,GRAND CHINA SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-06-05,0.0,0.0,23.87775722205026,21.060214831341327,20.272191737841016,15.012890670088222,10.532258632605068,5.3956717453105885,3.8490151607635195
2024-06-06,0.0,0.0,23.865886540135875,21.05595917255241,20.262113540898586,15.042712896991562,10.527022584223095,5.392989319888159,3.8533159453103156
2024-06-07,0.0,0.0,23.87330433275308,21.062503607356277,20.268411239330188,15.016307192933986,10.530294504177757,5.3946655231289,3.8545136003198124
2024-06-11,0.0,0.0,23.870336662446476,21.05988534531483,20.265891690240604,15.014440528464327,10.528985492158128,5.393994916812157,3.866465364563481
2024-06-12,0.0,0.0,23.870336662446476,21.05988534531483,20.265891690240604,15.014440528464327,10.528985492158128,5.375348543449421,3.885111737926217
2024-06-13,0.0,0.0,23.867369729865345,21.057267734140364,20.263372767479197,15.01257432802395,10.527676805542406,5.374680421463795,3.897058213484941
2024-06-14,0.0,0.0,23.822954081496405,21.0180815058347,20.225663926924266,15.034261848401389,10.508085472419857,5.501147127494805,3.8898060374285723
2024-06-21,0.0,0.0,23.822954081496405,21.0180815058347,20.225663926924266,15.059074328855745,10.508085472419857,5.501147127494805,3.8649935569742158
2024-06-28,0.0,0.0,23.819998915208874,21.015474275611187,20.22315499373423,15.069610996941341,10.506781975807794,5.500464726627209,3.8645141160693632
2024-07-02,0.0,0.0,23.827388206027457,21.021993564367907,20.229428494167625,15.043264423798616,10.510041323881783,5.502171046331383,3.8657129414252256
2024-08-08,0.0,0.0,23.827388206027457,20.848273873064077,20.229428494167625,15.043264423798616,10.510041323881783,5.663482188256369,3.8781214908040704
2024-09-09,0.0,6.2312763305308385,22.598877943907024,19.773363010862333,19.186424523819344,14.26765257072305,9.968156770272484,4.296078440920261,3.6781704089646685
2024-09-11,0.0,28.68725807732092,17.18683893188891,15.03798578199264,14.591608874927916,10.850797427988299,7.580956244098915,3.2672422226504474,2.7973124391319475
2024-09-25,24.214049772515374,22.060683402614107,12.94814198131614,11.329248839178724,10.992959449794213,8.174724058617286,5.71130608669466,2.461459978410319,2.107426430859178
2024-10-02,24.202625920884305,22.050275479262204,12.942033228163229,11.323903857275814,10.987773124544178,8.170867337595897,5.708611571982458,2.5074773038881304,2.1064321764037808
2024-10-03,24.20181034393866,22.049532431942264,12.941597109207988,11.323522265834006,10.987402859992157,8.170591996769318,5.7084192039309505,2.51076259425884,2.1063611941258142
2024-10-04,24.200994821957575,22.04878943469886,12.941161019644321,11.323140700108969,10.987032620393547,8.17031667449891,5.708226848843794,2.5140476632224336,2.1062902166315896
2024-10-09,24.147291620002186,21.999862082720377,12.91244394462786,11.298014092039308,10.962651852741464,8.239603434362168,5.695560011735409,2.642956707086763,2.1016162546844637
2024-10-10,24.14728309527285,21.999854316099064,12.912439386141905,11.298010103496257,10.962683285636958,8.239600525531221,5.695558001029269,2.642955774042555,2.101615512749922
2024-10-17,24.147291620002186,21.999862082720377,12.91244394462786,11.298014092039308,10.962651852741464,8.239603434362168,5.695560011735409,2.642956707086763,2.1016162546844637
2024-10-22,24.147291620002186,21.999862082720377,12.91244394462786,11.298014092039308,10.962651852741464,8.242965630354927,5.695560011735409,2.642956707086763,2.098254058691704
2024-10-24,23.950345152002196,22.56684339328003,12.807129432832435,11.20586694751242,10.93993541393592,8.175735607531209,5.64910675125198,2.621400625488508,2.0836366761652974
2024-10-25,23.950345152002196,22.56684339328003,12.807129432832435,11.20253217375135,10.93993541393592,8.179070381292279,5.64910675125198,2.621400625488508,2.0836366761652974
2024-10-29,23.95354033751429,22.569854007557456,12.808838015909444,11.200691470871197,10.944730115649456,8.180161540814984,5.649860391499471,2.621750343258619,2.0705737769250847
2024-10-30,23.954339267104782,22.57060678664421,12.809265232912297,11.197729720992067,10.94509515850434,8.180434376187872,5.65004883298183,2.6218377872814482,2.0706428373911527
2024-10-31,23.952741461214114,22.569101278682684,12.80841082740288,11.196982808363385,10.944365097143717,8.186558938472663,5.649671962586565,2.6216629050684936,2.070504721065498
2024-11-01,23.946352368624588,22.563081254713175,12.804994344874837,11.220669896540137,10.94144582537466,8.184375276818225,5.648164983632699,2.6209636094548316,2.0699524399668454
2024-11-04,23.939168712366463,22.5563125653795,12.80115297996277,11.217303812458447,10.934830288018249,8.22191866054118,5.646470592975326,2.6201773476749355,2.062665040623131
2024-11-06,23.932786857481045,22.55029936102508,12.79774036770101,11.240972064694468,10.93191521185444,8.219726809504005,5.644965321160247,2.61947884423867,2.06211516234103
2024-11-08,23.932786857481045,22.55029936102508,12.79774036770101,11.247636722688755,10.93191521185444,8.213062151509721,5.644965321160247,2.61947884423867,2.06211516234103
2024-11-18,23.860251483794855,22.481954023700684,12.758953038609839,11.516626952459678,10.898782816545879,8.188170042796461,5.627856587795668,2.611539740532888,2.0558653137640515
2024-11-20,23.848367021918897,22.470756072762356,12.752597980237235,11.510890679560413,10.893354283281443,8.23390024784603,5.625053430121222,2.610238968640145,2.0548413156322574
2024-12-11,23.84757514538778,22.47000993931204,12.752174534764341,11.510508464536088,10.899633502084313,8.230306379746004,5.6248666522259665,2.6101522965850736,2.0547730853583976
2024-12-12,23.84757514538778,22.47000993931204,12.745533606013188,11.510508464536088,10.899633502084313,8.230306379746004,5.6248666522259665,2.6101522965850736,2.0614140141095496
2024-12-30,23.84757514538778,22.47000993931204,12.745533606013188,11.510508464536088,10.899633502084313,8.236947308497157,5.6248666522259665,2.603511367833921,2.0614140141095496
2025-01-02,23.844550463200395,22.467159979163075,12.743917039623032,11.521731936406333,10.898251058498257,8.252502800062206,5.624153228162276,2.586580938059788,2.0611525568246356
2025-01-03,23.844550463200395,22.467159979163075,12.743917039623032,11.521731936406333,10.848450410078875,8.285703232341795,5.624153228162276,2.586580938059788,2.0777527729644296
2025-01-07,23.050016144823747,22.701561190743842,12.876875081366752,11.641938848535286,10.961632936141568,8.372148465217728,5.682830352107615,2.613566890280506,2.0994300907829633
2025-01-09,23.045377550808816,22.696992719936386,12.874283734128285,11.636242013995615,10.956073006622427,8.37046365087665,5.681686737166371,2.6130409350855635,2.1258396513798856
2025-01-14,23.036105961360175,22.68786129226704,12.869104167294765,11.631560534664633,10.951665172094103,8.367096055692125,5.6794008875773745,2.611989659500723,2.16521626954906
2025-02-03,23.035333665643137,22.68710067160771,12.8686727248432,11.63117058141479,10.951298012639244,8.366815545068555,5.679210483131928,2.611902091383509,2.168496224267932
2025-02-06,23.035333665643137,22.68710067160771,12.8686727248432,11.627818036855679,10.951298012639244,8.370168089627663,5.679210483131928,2.611902091383509,2.168496224267932
2025-02-10,23.033017089159475,22.684819115600696,12.867378571042648,11.626648671123387,10.950196681970024,8.379382955662892,5.678639346388612,2.6116394222574453,2.1682781467948216
2025-02-11,23.033017089159475,22.684819115600696,12.86402636363628,11.626648671123387,10.950196681970024,8.379382955662892,5.678639346388612,2.6116394222574453,2.1716303542011905
2025-02-18,23.033789229547992,22.685579583279665,12.864457606936968,11.627038433566899,10.95056376757968,8.379663859375414,5.67882971253883,2.6117269727624604,2.168350834412089
2025-02-19,23.01835625134092,22.670379910666767,12.85583823077115,11.632648441199409,10.94322672848915,8.374049361107867,5.675024812948846,2.6099770772046007,2.220499186271291
2025-02-20,23.01758514527933,22.669620461678456,12.701309338296435,11.789706940263379,10.942860134612003,8.373768833682194,5.67483470180515,2.6098896439785753,2.220424800404481
2025-02-21,23.021441192308952,22.673418215530226,12.696736094214822,11.838589341506621,10.897786032423227,8.37517165879326,5.675785384917969,2.610326868698101,2.210745211606824
2025-02-26,23.02375544073817,22.675697478676785,12.687959865147677,11.83977942498397,10.898881540910153,8.376013579492051,5.676355947694725,2.6105892738535896,2.2109674485028816
2025-02-27,23.029929045210935,22.681777754665543,12.677954990901274,11.987079743911277,10.901803973959892,8.234133936198399,5.677878009399988,2.6112892789270057,2.1981532668256847
2025-02-28,23.040845708691947,22.69252938722215,12.63366440255399,12.052666893218774,10.863378146789,8.23803708627162,5.68056944120567,2.612527084143586,2.1857818499032593
2025-03-03,23.039300533407925,22.691007570879798,12.632817158219806,12.058564855781892,10.862649622166872,8.237484623421274,5.680188488370401,2.612351881708298,2.1856352660437324
2025-03-04,23.03312190418047,22.684922346097277,12.629429316943735,12.082148797520857,10.859736500549062,8.23527551281129,5.678665187844814,2.6116513068941747,2.1850491271583206
2025-03-06,23.03312190418047,22.684922346097277,12.612668203638409,12.082148797520857,10.859736500549062,8.23527551281129,5.678665187844814,2.6116513068941747,2.2018102404636473
2025-03-10,23.088592239127642,22.742864095840982,12.644883436889199,12.113008979950028,10.635415534502254,8.256310024878546,5.69316961471357,2.6183219775772466,2.207434096520532
2025-03-12,23.088592239127642,22.742864095840982,12.641522651992673,12.113008979950028,10.635415534502254,8.256310024878546,5.69316961471357,2.6183219775772466,2.2107948814170575
2025-03-19,23.088592239127642,22.742864095840982,12.641522651992673,12.133173689329178,10.635415534502254,8.256310024878546,5.69316961471357,2.598157268198096,2.2107948814170575
2025-03-20,23.08704042759215,22.74133552110206,12.64403355934885,12.132358204404927,10.63470071567137,8.255755108536983,5.6927869700642075,2.5979826429815365,2.214006850297917
2025-03-21,17.27999584676432,17.02124551594169,9.463700991781211,34.23355886368961,7.9597722702800615,6.179198864178578,4.2608898055922495,1.9445164234664456,1.657121418305839
2025-03-28,17.279561216857388,17.020817394174763,9.46346295888365,34.235213034352824,7.959572064498088,6.179043443734555,4.260782634840817,1.9444675146009778,1.657079738056943
2025-03-31,17.279561216857388,17.020817394174763,9.46346295888365,34.24024347429951,7.959572064498088,6.179043443734555,4.260782634840817,1.9394370746542944,1.657079738056943
2025-04-01,17.275216119994504,17.016537360710082,9.461083288318026,34.25677934047097,7.9575705604567935,6.177489669194448,4.259711223765748,1.9389493862319394,1.656663050857482
2025-04-02,23.078509191461393,22.732932031539686,12.639361274207827,12.17154611969637,10.63077092903328,8.252704401518491,5.690683343571412,2.590303989316834,2.2131887196546995
2025-04-07,23.068434946711243,22.723008638339792,12.633843932602023,12.20988504935067,10.626130378496269,8.249101926016204,5.6881992430464114,2.5891732682572894,2.2122226171800943
2025-04-08,23.05063281200877,22.705473072465484,12.624094272860575,12.277633531443513,10.617930090752388,8.242736014154364,5.683809604591391,2.5871751781659578,2.210515423557559
2025-04-25,23.05450050360828,22.709282849324175,12.609433371386123,12.279693609379711,10.619711685181969,8.244119072098973,5.6847632973962785,2.5876092831983297,2.210886328426159
2025-05-02,23.061465620255742,22.716143670446755,12.61324287375536,12.256548801653068,10.622920062246488,8.24660974635946,5.68648075119552,2.5883910394759253,2.2081974346116815
