date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,HANG SENG BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,87.52449408931463,41.91636645480367,26.32502126062839,23.528359909759587,20.876561637368265,1.3746863192277585,3.7474024356298914,8.809781580683508,8.103176945328276,6.916712622431231,229.1225632551752
2024-03-04,87.33147903233,41.94420134622453,26.297052269620135,23.716689247273795,20.899138271745432,1.3357020928455101,3.7503243303094282,8.782261946320181,8.103176945328276,6.9167422258378535,229.07676770783513
2024-03-05,87.33753804229981,41.982339760989014,26.37777122487363,23.791227857036308,20.9186550672574,1.2381261889420128,3.7388674274870324,8.78229270310628,8.103176945328276,6.914778712613204,229.18477392993296
2024-03-06,87.22986014889361,41.977987675755806,26.607131652885062,23.813192277586147,20.979456619859967,1.1702305836253946,3.8357513037032707,8.746537939264574,8.103176945328276,6.917162363535985,229.38048751043806
2024-03-07,87.17210536352215,41.983293221358124,26.63739510013641,23.83107965546248,20.944280544948736,1.1703843675558967,3.840672389479334,8.720553068527657,8.103176945328276,6.9150535244970115,229.31799418081607
2024-03-08,87.16452012493406,41.987829847307935,26.63471003270984,23.83777310103758,20.944911059063795,1.1715377470346613,3.8432098243326163,8.738398155823106,8.103176945328276,6.917026572325352,229.34309340989722
2024-03-11,87.07960425243326,41.987829847307935,26.691882976580246,23.830680509270863,20.934810530508425,1.1709995032779044,3.849130505656942,8.725341900123489,8.103176945328276,6.917498919667889,229.2909558901552
2024-03-12,87.0545138659281,41.98958452195497,26.52670934683351,23.828873855655328,20.928833794941433,1.386681465806912,3.8644320067418874,8.720574598277928,8.103176945328276,6.914807700884104,229.31818810235245
2024-03-13,86.79994186967427,41.97928099861133,26.60394186659859,23.90662316631886,20.925227715555092,1.3982921525598104,4.0869573541782325,8.720574598277928,8.105299163569201,6.928033426475134,229.45417231181847
2024-03-14,86.67991243542997,41.97428655790042,26.639443502090693,23.919851044884915,20.881467806103068,1.4876406161814526,4.077807210313365,8.736502768879669,8.10559404425594,6.914808162235896,229.41731414827538
2024-03-15,86.49321182352371,41.98251399818228,26.641787938111193,23.97225307298739,20.85601579668534,1.4811047991351192,4.176228925834624,8.719217455091249,8.103671745124664,6.927956688293814,229.3539622429694
2024-03-18,86.38532378437648,41.97197979894289,26.597100634666283,23.98326400241133,20.859979193034203,1.7004006840309227,4.176305817799875,8.71877148169279,8.103671745124664,6.914760873677266,229.4115580157567
2024-03-19,88.15683254314024,41.52390724983584,25.818800316179765,23.996380925871534,20.79300283116216,1.795516045046389,4.184917717907985,8.718796087121671,8.103671745124664,6.914713431334706,230.00653889272496
2024-03-20,88.10609322689434,41.447230582087556,25.766961829290608,24.085319093966596,20.76452281615285,1.9439175379807863,4.008450657656979,8.718796087121671,8.103671745124664,6.914713431334706,229.85967700761077
2024-03-21,88.08639950297034,41.41582313617721,25.756585566147848,24.097975895906735,20.74745279986713,1.9439175379807863,4.010603632684006,8.718842222300822,8.103671745124664,6.914713431334706,229.79598547049426
2024-03-22,88.0217496612909,41.381452427710016,25.717086163598417,24.121550818668755,20.748191731653193,1.9458398371120609,4.011218768406014,8.721841008945612,8.103671745124664,6.916430352026795,229.68903251453642
2024-03-25,88.13807459443332,41.25764852067548,25.784761857894424,24.151415581080272,20.74269395613775,1.9392271281004763,3.8099924953441917,8.721844084624221,8.103671745124664,6.9196475118528955,229.5689774752677
2024-03-26,88.044881840117,41.14046516563298,25.813952585338544,24.184483970332003,20.70269698568118,1.9398422638224844,3.8199115588615684,8.719644974418044,8.103671745124664,6.922723190462936,229.39227427979142
2024-03-27,88.00583348583572,41.111400002768114,25.753012627198537,24.25818637997241,20.70592644822172,1.9471470005213276,3.8409799573403376,8.719648050096653,8.103671745124664,6.921223643356611,229.3670293404361
2024-03-28,87.8455861705187,41.10300263124305,25.768261764855144,24.298526903729723,20.706019487499674,1.9480697041043393,3.8492842895874437,8.719696799602621,8.103671745124664,6.914713431334706,229.25683292760007
2024-04-02,87.80987615780077,41.13714266381449,25.7797444264859,24.335511939015444,20.738775387804626,1.9477621362433355,3.739636347139542,8.719696799602621,8.103671745124664,6.928169525253629,229.23998712828504
2024-04-03,87.70872354724165,41.23579790023421,25.828625955959357,24.35747951213586,20.69313500845043,1.918081837656456,3.735176613154985,8.72866509396967,8.103813226340726,6.914713431334706,229.22421212647808
2024-04-05,87.51270916536848,41.2430257449678,25.859969812214445,24.35371219029839,20.739808431357773,1.9159288626294284,3.7510163579966873,8.719828669323029,8.097661869120648,6.914713431334706,229.10837453461136
2024-04-08,87.55615235681563,41.217282315001775,25.85800476115049,24.385263116615892,20.703207855898306,1.9160057545946791,3.780773548548818,8.71988580005321,8.097661869120648,6.926473519176088,229.16071089697553
2024-04-09,87.56741933648385,41.22066556147282,25.85713111464131,24.382407733486296,20.695003483206026,1.9160057545946791,3.780773548548818,8.71988580005321,8.09772338269285,6.922577249512889,229.15959296469276
