date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG BANK LTD
2024-03-01,42.69344864635674,3.5254968143844594,6.569361302009481,12.975128823610863,14.33997485106279,7.32706301781694,8.566072856449235,3.7635098653986017,0.23994382291089053,0.0
2024-03-04,42.68231072554289,3.5209406424371195,6.560061547118505,12.957864385121423,14.235971521422853,7.330138087353445,8.702037790248248,3.771384115411954,0.2392911853435604,0.0
2024-03-05,42.6392030173149,3.5186720185509937,6.560843445939085,12.96515226470728,14.214010646264171,7.3286322917201625,8.761370049703428,3.775328262399476,0.2367880034005043,0.0
2024-03-06,42.70532148257759,3.5159843481764548,6.560529174426883,12.966783385283465,14.238360547689974,7.338499631859335,8.647009387526406,3.7914557421822086,0.2360563002776833,0.0
2024-03-07,42.241224287421566,3.4845742288868093,6.602582117724517,12.87188255980117,14.112676475309053,7.279652279699247,8.527130290051941,3.7726178800240895,0.23343454875963227,0.8742253323219737
2024-03-08,42.1995874920495,3.4926105510408942,6.582094582866777,12.798340405272862,14.14036096715344,7.295853168965176,8.599679166414118,3.7836895966225677,0.23203485050040046,0.8757492191142588
2024-03-11,42.444391395328964,3.5033507745140358,6.608037228838453,12.712888615506305,13.953439814813898,7.304276760730632,8.59283039764424,3.7795220811689885,0.22539747045237346,0.8758654610021103
2024-03-12,42.45387501624974,3.498332351798895,6.622482912717577,12.680156863405395,13.912636798780175,7.307587387122654,8.642674416030726,3.782468919503559,0.22356719074179865,0.8762181436494783
2024-03-13,42.46082499629139,3.5054645939165083,6.611084411474658,12.678980410811253,13.922279187809858,7.309105986416216,8.623563774954468,3.7851882610985044,0.22728575360778316,0.876222623619358
2024-03-14,42.506804126101784,3.508491744825911,6.554560122906264,12.620728540211193,13.946096578155254,7.306988598737416,8.64224636776133,3.775880501619036,0.22675810622061893,0.9114453134611915
2024-03-15,42.473218331899886,3.509115781221756,6.555542877408958,12.627667309286508,13.914447736437083,7.290528868844186,8.736575192642341,3.758004733205996,0.22547543453121677,0.9094237345220669
2024-03-18,42.53432428743037,3.4920851380130404,6.749372083905075,12.745708422379181,13.89529547993336,7.283412498389502,8.431440139461815,3.751557476173214,0.2081418886691602,0.9086625856452764
2024-03-19,42.68031978609708,3.4415449869171546,6.788321419541702,12.708965427078104,13.82423763887889,7.277787896440949,8.412674523474935,3.7494595512765843,0.2087707965043523,0.9079179737902522
2024-03-20,42.66490696667946,3.42576112239586,6.832045003213888,12.773519183988713,13.76895999346243,7.276380150689997,8.40019024778998,3.7462080528859896,0.20444565651209307,0.9075836223815892
2024-03-21,42.65114543610086,3.4296308130159727,6.811708964644889,12.888842220383006,13.691963840539117,7.275096292622964,8.39006311811721,3.7466737483159798,0.2077567389042541,0.9071188273557472
2024-03-22,42.60542910783856,3.4235016385148462,6.854031139073889,12.969215266483026,13.621914666295625,7.265992960387292,8.400502100319644,3.743350915833637,0.2100980884861523,0.9059641167673277
2024-03-25,42.71667397267147,3.4282711731612077,6.891267364951942,13.049598460846394,13.542235337003476,7.282442262263672,8.218456146567181,3.751250221051356,0.21163120512874703,0.9081738563545553
2024-03-26,42.62181765246485,3.4344671595422405,6.913257040602659,13.242868466230941,13.410688556731355,7.288497273258045,8.208398283738669,3.757884460711628,0.2134883608250647,0.9086327458945482
2024-03-27,42.716527835415334,3.446091338894964,6.925190667580827,13.345704121476643,13.104115023029022,7.307712930722062,8.260168721975901,3.7669976132449414,0.21648450359605032,0.911007244064251
2024-03-28,42.70482156049062,3.4494785210294276,6.906759141644729,13.383558257331549,13.012300065366556,7.315964085982103,8.324857100738967,3.7707857297618115,0.2200820782532184,0.9113934594010189
2024-04-02,42.622182526429256,3.500509196884835,6.924031515150109,13.411572365386132,12.929352425334981,7.315765916744904,8.408760876622443,3.7726109044782845,0.20405329296362676,0.9111609800054342
2024-04-03,42.567109159227,3.508885261202143,6.9301999583545655,13.385472727403098,12.915541223780183,7.312283808989541,8.486013996373694,3.774084294402836,0.2094535474893875,0.9109560227775504
2024-04-05,42.52826690146236,3.495966994404505,6.950236994020684,13.459534035518308,12.919720053506326,7.322900786274307,8.409572587653273,3.7834855807495087,0.21851204655065534,0.9118040198600741
2024-04-08,42.47971343612047,3.507699582373929,6.992089555994495,13.4954524854825,12.911203618059231,7.3219038634726035,8.36396946177981,3.7962566110125864,0.22013646018362848,0.9115749255207459
2024-04-09,42.37253322609032,3.4899224477656245,6.990732066058869,13.492832390190662,12.88948888914265,7.3221024606091145,8.513674543543285,3.8002529377782777,0.2170630924104962,0.9113979464107023
2024-04-10,42.23556997813532,3.4897607115912437,7.035242425611201,13.553006918755925,12.887539964799291,7.394863368824746,8.469891405529866,3.8022319511523883,0.22053756680904144,0.9113557087909853
2024-04-11,42.12487656065463,3.4998183484527656,7.052024961858066,13.595959881070899,12.817828090206342,7.399528623962562,8.567674894087205,3.8075777861727262,0.22278796966162978,0.9119228838731782
2024-04-12,42.142664978484326,3.499959250227538,7.0729233166151175,13.534685008907985,12.806617307645721,7.400695599263106,8.590309733429658,3.8146797715723055,0.2255068237926189,0.9119582100616286
2024-04-15,42.09542415305611,3.4975947255499658,7.180746506822441,13.495458466776727,12.780447891031516,7.396346913331688,8.587464488695943,3.8273389032504115,0.2278358479375211,0.9113421035476841
2024-04-16,42.12569814868507,3.4717790594115887,7.192222562556045,13.456268993380222,12.754294271113825,7.468981204685532,8.566922278141048,3.828271914517413,0.22531547493755247,0.9102460925717063
2024-04-17,42.05323994976744,3.4690036405844884,7.31899764818292,13.490900217256138,12.727722292754489,7.52170910520867,8.449013215225106,3.837795074204687,0.22210043559076934,0.9095184212252913
2024-04-18,42.0574544628424,3.468387436550961,7.354226423809615,13.384128937621998,12.680118398011524,7.520441458770749,8.557432894590127,3.8498851921610533,0.21856397218773604,0.9093608234538336
2024-04-19,41.09338436775536,3.4032616369723336,7.310842349050542,13.18006354060714,12.387909925096247,9.33591061741724,8.409097503523457,3.769188167475538,0.21793276113157944,0.8924091309705664
2024-04-22,40.97102892736642,3.402230475836222,7.35739433815668,13.171976102707875,12.35836730727053,9.336784197748559,8.510407824398314,3.7780961126292216,0.22166002751633318,0.8920546863698517
2024-04-23,40.947711804305484,3.4107659253784943,7.379395499654412,13.238489712926981,12.365285585833151,9.105822073681638,8.612698707926736,3.825931332808737,0.21961367554669964,0.8942856819376692
