date,CHINA CONSTRUCTION BANK (ASIA),FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA RENAISSANCE BROKING SERVICES (HONG,CLSA LTD,CITIBANK N.A.
2024-03-01,0.0,59.55141191362099,0.0,24.639310524681793,5.903780284025402,7.547329318799721,0.0,0.0,0.0,2.358167958872095
2024-03-04,0.0,52.005802877094766,0.0,21.50122268574752,5.204169310349392,6.598266779154765,4.852295649923985,7.872267767006005,0.0,1.9659749307235606
2024-03-05,0.0,51.954461436632535,0.0,21.449463888301757,5.283495766498794,6.582251463156465,4.806231732576041,7.86470532207828,0.0,2.0593903907561217
2024-03-06,0.0,51.97793283663693,0.0,21.49027191862584,5.226413046825307,6.621183504015919,4.808727354662101,7.8682583498535035,0.0,2.0072129893804034
2024-03-07,0.0,51.964229902155054,0.0,21.480319872303998,5.239890024101628,6.630558633584872,4.821015385902694,7.864614595513563,0.0,1.999371586438186
2024-03-08,0.0,51.9479107591277,0.0,21.471860459715895,5.258553891876049,6.618965482088102,4.826025915985886,7.861517340905374,0.0,2.0151661503009946
2024-03-11,0.0,51.945515409619546,0.0,21.46484659267075,5.272188874176912,6.60957850473332,4.839041807580456,7.860213963412957,0.0,2.0086148478060615
2024-03-12,0.0,51.93129915835327,0.0,21.425866271936684,5.336018277388953,6.628238080261685,4.80419696416198,7.85858534917378,0.0,2.0157958987236437
2024-03-13,0.0,52.241329026872286,0.0,21.55349204933968,5.083641464975548,6.710795805685228,4.64074422676851,7.905395968251981,0.0,1.8646014581067614
2024-03-14,0.0,34.826840392538045,33.379987531972034,14.312517516343407,3.5080167563225206,4.402507758099727,3.0515196892570686,5.270787069905126,0.0,1.2478232855620786
2024-03-15,0.0,34.76018286618146,33.30234840501387,14.279425929645594,3.532256872005051,4.414050161522995,3.044233274772954,5.258600624921543,0.0,1.4089018659365296
2024-03-18,0.0,34.76933618132557,33.31067494831979,14.282996196130737,3.532215494915466,4.416078343531925,3.02220120633873,5.25991542606708,0.0,1.4065822033706932
2024-03-19,0.0,34.73107539913507,33.27401930231696,14.267278938727893,3.5375638370156373,4.419992304909761,3.098298703310847,5.2541273236596115,0.0,1.4176441909242181
2024-03-20,0.0,34.744454360057794,33.28462432431193,14.2718261743828,3.5460818790721595,4.426943953240533,3.0623333986458454,5.255801907524144,0.0,1.4079340027647984
2024-03-21,0.0,34.742270526181166,33.280320022223485,14.269980569919621,3.5839568660076253,4.42498591922926,3.0623992338313077,5.255122237568834,0.0,1.3809646250386967
2024-03-22,0.0,34.73571833035386,33.27315890136073,14.259983753854574,3.573950670421199,4.452200563850284,3.128047684702637,5.253991462219719,0.0,1.3229486332369942
2024-03-25,0.0,34.732671141448286,33.27024001539748,14.25827108736909,3.581024509411762,4.454118545938019,3.1277732768982465,5.253530556118932,0.0,1.3223708674181867
2024-03-26,0.0,34.72074452787999,33.2499755684878,14.249586569994399,3.648519136127568,4.441254165325389,3.1281753381119874,5.250330702706584,0.0,1.3114139913662848
2024-03-27,0.0,34.72923781902023,33.25810908425047,14.253072263893326,3.6761810555493204,4.392032507797531,3.1086327009721915,5.251615023876739,0.0,1.3311195446401989
2024-03-28,0.0,34.72369257365638,33.25058927993981,14.249849581750492,3.712726294093799,4.380426387003782,3.107929825486221,5.250427610689944,0.0,1.3243584473795778
2024-04-02,0.0,34.73055334290523,33.23816603701902,14.24452548534281,3.745472746305113,4.359877881536445,3.108152421349189,5.248465921015923,0.0,1.324786164526265
2024-04-03,0.0,41.28909588064876,29.905866871392593,12.816437655927498,3.3782700242763983,3.899951279867974,2.795713919926733,4.722279891680213,0.0,1.1923844762798297
2024-04-05,0.0070540962207272856,41.28255867904297,29.90053085310646,12.814150855615397,3.385551239112584,3.898840475879622,2.797289822871146,4.721437308786274,0.0,1.192586669364817
2024-04-08,0.007054418213664617,41.284443072438485,29.901895699779363,12.814735773363086,3.394420058104504,3.8948687854974176,2.797417508621163,4.721652824625569,0.0,1.1835118593567446
2024-04-09,0.00705450603502202,41.284957027766964,29.90226795231526,12.814895305652824,3.3944623156753013,3.8949172732186286,2.7144581453833103,4.721711605087358,0.0,1.265275868865331
2024-04-10,0.007053335263347143,41.27769043996913,29.897305347115203,12.812768534995048,3.4042715197507825,3.902983813076857,2.7152523578801904,4.7209279859116515,0.0,1.2617466660377858
2024-04-11,0.0062230405437563386,41.29103149336444,29.8949486866331,12.81175856620615,3.383674578325113,3.9292277993277525,2.7108896339278976,4.720555857912352,0.0,1.2516903437594322
2024-04-12,0.006225545848389332,41.323426038406936,29.90698395346466,12.816916391848936,3.3966578148812197,3.9345449761820577,2.722356907986864,4.72245628430006,0.0,1.1704320870808769
2024-04-15,0.006224951624655934,41.33525162549257,29.904129354029962,12.81569302668635,3.3884486676877135,3.9362444106574355,2.7258320320141127,4.72200552935063,0.0,1.1661704024565684
2024-04-16,0.006639259581804326,41.35378602615782,29.90102714657138,12.814363546800026,3.385192479272481,3.9300267187042977,2.731358610610114,4.721515675906004,0.0,1.1560905363960725
2024-04-17,0.006638240393652965,41.36278876594646,29.896437060552632,12.812396422705358,3.3813537005169794,3.9223702925996964,2.7612262934329284,4.7207908792966755,0.0,1.1359983445556106
2024-04-18,0.006225460402367692,41.426201514376444,29.906573478164933,12.816740478837927,3.3575983103436418,3.9153995623957867,2.7286724182865263,4.722391468280438,0.0,1.1201973089119313
2024-04-19,0.006225863494580914,41.429298876250314,29.908509898303215,12.81757034971526,3.338723063360592,3.986212866797007,2.715152197355224,4.722697238312794,0.0,1.0756096464110065
2024-04-22,0.006225442316120199,41.4161204550043,29.906486593395837,12.816703243561278,3.326046314759152,4.038651945211044,2.7022271125607906,4.722377748758455,0.0,1.0651611444330218
2024-04-23,0.006643548915734409,41.45731892483212,29.92034488655486,12.822642344108138,3.3632966385905445,4.028481973778452,2.7225794940592865,4.724566039751633,0.0,0.9541261494092214
2024-04-24,0.006630105612278319,41.46698197459927,29.85980069836228,12.79669556862305,3.346960189398249,4.048922621098216,2.8030781226670314,4.715005821895738,0.0,0.9559248977438811
2024-04-25,56.132018648872126,18.210381602248084,13.097117865724178,5.612891788766651,1.4502329226021904,1.7783029094798632,1.2289419918136197,2.068097761628099,0.0,0.42201450886517994
2024-04-26,56.136108250261664,18.241049216991666,13.098072080318838,5.6133007263144385,1.4307074794864068,1.7787960099420626,1.2273956034328255,2.068248436691694,0.0,0.40632219656041274
2024-04-29,56.13786724168016,18.27252256712294,13.098482500583197,5.5952990994156755,1.4345695882786371,1.7672181370051838,1.2246641732034318,2.068313244020967,0.0,0.401063448689803
