date,GRANSING SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,KINGSTON SECURITIES LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-18,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,43.663960803619986,37.58429299362745,0.0,0.0,18.751746202752567
2024-03-28,0.0,0.0,42.89067305864315,38.72581654439554,0.0,0.0,18.383510396961306
2024-04-09,0.0,0.0,43.314721793309836,38.27515206180778,0.0,0.0,18.410126144882383
2024-04-15,0.0,0.0,43.158508973954866,38.49776026801289,0.0,0.0,18.343730758032248
2024-04-19,0.0,30.25102870099678,30.10261603732151,26.851791760095374,0.0,0.0,12.794563501586339
2024-04-24,0.0,30.2662554657193,30.14293544926992,26.890474879377084,0.0,0.0,12.700334205633695
2024-05-03,0.0,30.25102870099678,30.178080103597072,26.902101137612416,0.0,0.0,12.668790057793736
2024-05-06,0.0,30.258640167753537,30.185673215744153,26.908869980104345,0.0,0.0,12.646816636397961
2024-05-07,0.0,30.31202787113582,30.23893217778284,26.779909539458487,0.0,0.0,12.669130411622852
2024-05-10,0.0,30.304389525053153,30.256511311102052,26.773161253992583,0.0,0.0,12.66593790985221
2024-05-21,0.0,30.304389525053153,30.281710371076315,26.773161253992583,0.0,0.0,12.640738849877945
2024-05-27,0.0,30.2967550275835,30.324467010396024,26.766416368678875,0.0,0.0,12.6123615933416
2024-05-30,0.0,30.16805911795679,30.697367323003267,26.575787318778836,0.0,0.0,12.558786240261105
2024-06-11,0.0,30.26422434482459,30.744888476693998,26.39206791775795,0.0,0.0,12.598819260723465
2024-06-13,0.0,30.284547829489888,30.765534744127553,26.34263761807893,0.0,0.0,12.607279808303632
2024-06-18,0.0,30.24941786373501,30.78103765127858,26.35591180520107,0.0,0.0,12.613632679785331
2024-06-25,0.0,30.25805793639339,30.78982956929186,26.36007945827508,0.0,0.0,12.592033036039668
2024-07-15,0.0,30.25805793639339,30.99144914574625,26.36007945827508,0.0,0.0,12.390413459585272
2024-07-16,0.0,30.334508320387254,30.766559038593666,26.47721340930464,0.0,0.0,12.421719231714443
2024-07-17,0.0,30.242814077980412,30.975835808506176,26.39717888232407,0.0,0.0,12.384171231189345
2024-07-18,0.0,30.33593153336894,30.89248481818336,26.39053117344769,0.0,0.0,12.381052475000013
2024-07-23,0.0,30.32065998322287,30.9272745487182,26.3772457953556,0.0,0.0,12.374819672703333
2024-07-24,0.0,30.297781465953854,30.979393517861002,26.357342789491874,0.0,0.0,12.36548222669327
2024-07-31,0.0,30.313029972639594,30.994985071642194,26.320279331492753,0.0,0.0,12.371705624225461
2024-08-02,0.0,30.328293835831765,31.010592327406595,26.33353267974789,0.0,0.0,12.327581157013752
2024-08-05,0.0,30.32065998322287,31.053128193011837,26.301733608779415,0.0,0.0,12.32447821498588
2024-08-06,0.0,30.28254829261164,31.190069455954887,26.268673525839546,0.0,0.0,12.258708725593923
2024-08-12,0.0,30.28254829261164,31.21520854635221,26.268673525839546,0.0,0.0,12.233569635196604
2024-08-13,0.0,30.274937448718674,31.232496071328818,26.262071479949995,0.0,0.0,12.230495000002513
2024-08-14,0.0,30.267330429496585,31.249774908820278,26.25547275178092,0.0,0.0,12.227421909902219
2024-08-16,0.0,30.26175437785541,31.269139692940918,26.250635791604722,0.0,0.0,12.218470137598953
2024-08-19,0.0,30.269358594150873,31.27699704643831,26.257232088367964,0.0,0.0,12.19641227104285
2024-08-20,0.0,30.26175437785541,31.29426152124729,26.250635791604722,0.0,0.0,12.193348309292581
2024-09-12,0.0,30.223790534027227,31.430634569131588,26.21770395873279,0.0,0.0,12.127870938108387
2024-09-17,0.0,30.223790534027227,31.45572488171172,26.21770395873279,0.0,0.0,12.102780625528256
2024-10-03,0.0,30.22454887740616,31.45651413548406,26.218361785625333,0.0,0.0,12.100575201484446
2024-10-04,0.0,30.224801666989226,31.456777228876305,26.217744696859572,0.0,0.0,12.100676407274895
2024-10-07,0.0,30.10152386672031,31.4545418471038,26.38260013875312,0.0,0.0,12.061334147422771
2024-10-10,0.0,30.27305767885219,31.350844549791002,26.316171154222218,0.0,0.0,12.059926617134593
2024-10-17,0.0,30.275076554646606,31.35293530196634,26.31792614975351,0.0,0.0,12.054061993633548
2024-10-18,0.0,30.259941546438153,31.387253097523864,26.304769386050964,0.0,0.0,12.048035969987017
2024-11-18,0.0,30.219906862310292,31.34572695110113,26.269967496833473,0.0,0.0,12.164398689755105
2024-11-19,0.0,30.212365024732748,31.362860669570164,26.263411426726073,0.0,0.0,12.161362878971019
2024-12-12,63.89754554900361,10.918304637835345,11.334076853103978,9.47317301180763,0.0,0.0,4.376899948249437
2024-12-16,64.0085988071743,10.903422956679984,11.318628473203152,9.460261049285284,0.0,0.0,4.3090887136572835
2024-12-17,64.05475218933228,10.88424550228714,11.29073728114864,9.45806924637025,0.0,0.0,4.312195780861694
2024-12-23,64.0825616656641,10.88437630522834,11.290872969161594,9.431143220642122,0.0,0.0,4.311045839303847
2024-12-27,64.24862918916669,10.831045967262202,11.292037512262285,9.439651395366978,0.0,0.0,4.188635935941842
2024-12-30,64.36329277458333,10.816961384667161,11.22329568289179,9.413261081709352,0.0,0.0,4.183189076148369
2025-01-03,64.38131203392811,10.816961384667161,11.22329568289179,9.395241822364579,0.0,0.0,4.183189076148369
2025-01-09,59.56299557454236,10.007416791155064,10.383340910163136,8.692099141942778,7.484029615374335,0.0,3.870117966822321
2025-01-20,59.56316106773416,10.007444596327225,10.383369759824108,8.691845446912783,7.484050409425014,0.0,3.8701287197767145
2025-01-24,59.568126291152154,10.008278823345625,10.384235324205935,8.684233940419258,7.484674284680931,0.0,3.870451336196086
2025-02-04,59.568126291152154,10.008278823345625,10.392571388526562,8.684233940419258,7.484674284680931,0.0,3.8621152718754583
2025-02-06,59.568126291152154,10.283368945926341,10.392571388526562,8.409143817838544,7.484674284680931,0.0,3.8621152718754583
2025-02-10,59.53834736156317,10.278228147669877,10.38737599845982,8.454931352667371,7.480932592564738,0.0,3.860184547075024
2025-02-17,59.22712954235131,10.747220241154361,10.333079286360263,8.41073588178566,7.441828391149971,0.0,3.8400066571984306
2025-02-27,59.228274985850135,10.74742809072686,10.333279126510932,8.410898544113053,7.441972314956778,0.0,3.838146937842236
2025-03-06,59.22483878826215,10.746804566126636,10.340967653333832,8.40792416877887,7.44154056023617,0.0,3.837924263262344
2025-03-11,59.229747764023486,10.747695337705022,10.333536075205796,8.408621077319141,7.442157368031426,0.0,3.838242377715126
2025-03-17,59.18069459625529,10.73879426143128,10.324977999274841,8.492757497652233,7.435993887555603,0.0,3.826781757830748
2025-03-19,59.195402013198695,10.741463035864392,10.327543933274141,8.494868093453269,7.437841859486974,0.0,3.8028810647225337
2025-04-23,54.19088206114358,10.265773757230443,9.893936347874718,8.118670022299161,7.108454548194325,6.787814056805249,3.6344692064525215
2025-04-24,54.189673119108875,10.266044679832152,9.89419745736728,8.118884280986023,7.108642146425677,6.787993193058169,3.63456512322183
2025-04-28,54.198255150609306,10.267670515784946,9.879927379854662,8.120170070632598,7.109767943783633,6.789068209164643,3.6351407301702117
