date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,HANG SENG BANK LTD,BNP PARIBAS,FUTU SECURITIES INTERNATIONAL
2024-03-01,44.65409675819472,20.907182724829536,15.205458379284511,10.258090070086975,3.0341772756977523,2.124800317684695,2.778060032587706,0.0,0.4747308949762867,0.5634035466578241
2024-03-04,44.57388371031719,20.694976156751693,14.89021758093638,10.083467432064001,3.0032217454567833,2.119330375939037,2.7436054087255113,0.787376559572159,0.5359927507317018,0.5679282795055464
2024-03-05,44.73918143314701,20.68379039706084,14.761561743939813,9.99007419494446,3.0149869701075183,2.149337134929426,2.7457665135595657,0.788029059538402,0.5515595383856032,0.5757130143873654
2024-03-06,44.85828848852936,20.739857282228314,14.714067937139808,9.888929272447562,2.913000682529218,2.207413563119694,2.749180478462799,0.7883871573494541,0.5549051560847537,0.585969982109044
2024-03-07,44.98370036442737,20.65326380829753,14.663957612477137,9.792383637703423,2.9178092977324277,2.2371518194896125,2.7551583202550223,0.7886726155836835,0.6062953422511858,0.6016071817826039
2024-03-08,45.2527775239126,20.493014307001257,14.602425389703416,9.668347852005052,2.9297164718007886,2.2450851826781504,2.756763281368666,0.7890440807528792,0.6607988027265717,0.6020271080506264
2024-03-11,45.42439173459587,20.456333481267453,14.595161096417023,9.537864643311329,2.9313110436520526,2.22994027184413,2.7571837565792405,0.7889494662581634,0.6721899870139935,0.606674519060748
2024-03-12,45.58407633225639,20.37449591921621,14.59645697351419,9.336727139275071,2.9674533091894153,2.2174733524362034,2.7637750233327627,0.7897417608889151,0.758039834328989,0.611760355561862
2024-03-13,45.637381615617706,20.43310810076532,14.561690176371414,9.212627492238083,2.974657645986578,2.261362726295152,2.7687004828932658,0.7894189377196197,0.7449669722235766,0.6160858498892837
2024-03-14,45.63449138118372,20.4778909951203,14.411780219338102,9.19586291649436,2.993943584603962,2.194687468751718,2.7966905218360183,0.7906665938279908,0.8607000750534366,0.643286243790387
2024-03-15,45.861548600954,20.365091205151316,14.337798250898098,9.106953094771452,3.006720677140803,2.2192740613788318,2.810536025064364,0.7899914233066309,0.8590078667834117,0.6430787945510926
2024-03-18,46.08361187773902,20.26445166841905,14.283038011198087,9.05155266866727,3.0079526890966113,2.2299079767867624,2.8120367356031033,0.7903555636020295,0.825919376744234,0.6511734321438334
2024-03-19,46.113266438458375,20.285218868939765,14.22397737713392,9.014074388489233,3.0224281602161467,2.2360330608328716,2.818421556240121,0.7910916694665262,0.8394923287744429,0.6559961514485925
2024-03-20,46.298518962317495,20.294263932598696,14.185658102781575,8.90002245243937,3.036189058790508,2.2535876098001912,2.7679571048933522,0.7909441549203025,0.8155129819984239,0.6573456394600832
2024-03-21,46.363028763000905,20.426137998993486,14.191720290780745,8.751854277959758,3.022978671894568,2.2632440539314103,2.7914755222611904,0.7895365995087966,0.7430279729770004,0.6569958486921409
2024-03-22,46.54877989622562,20.743523648903846,14.091618817136794,8.395047810362065,2.9867621727924756,2.2494741070656814,2.791634996144744,0.7896203642129654,0.7405952434588668,0.6629429436969394
2024-03-25,46.74325769726465,20.999747918402576,14.074590201507917,8.17962406715273,2.9023672692445204,2.185764795763684,2.7895324888089124,0.7897059957629498,0.6843900094837178,0.6510195566083413
2024-03-26,46.802026257605746,21.170462187060117,14.058722859978296,7.9426218665505015,2.9378389889899155,2.1947948786075475,2.794140263155492,0.7892603074307438,0.6623834522322912,0.6477489383893551
2024-03-27,46.843258339846834,21.200107831748664,13.995088823210352,7.8324783075792315,2.921270763553925,2.1672439147470524,2.7832134525883223,0.7867941545818786,0.8665970616496007,0.6039473504941396
2024-03-28,46.85623440078408,21.271781907726172,13.989913567142345,7.7824411953380315,2.908945584973796,2.160342241188163,2.7785546373236634,0.7861455473211536,0.8636543240343842,0.6019865941682109
2024-04-02,46.872408912742195,21.348190531496858,13.964346906077974,7.767903770458718,2.9028936416533773,2.1440032836945693,2.755930177435817,0.7847164941082257,0.8818143619387739,0.5777919203934918
2024-04-03,47.02144191623914,21.310978852066157,13.927632362795311,7.76881693555653,2.898734717548518,2.140073949255172,2.7479367746663277,0.7843395787515597,0.8379403482407547,0.5621045648805338
2024-04-05,47.16916494873032,21.342336582006354,13.914420023019385,7.63141880447986,2.8928927751624944,2.1215783182911054,2.748845957288767,0.7850479226676038,0.8297421967801066,0.5645524715740055
2024-04-08,47.23557264882815,21.395594341937592,13.903958456537088,7.505752071134393,2.8893814668396396,2.1247513159047835,2.7488644920912733,0.7845831083030469,0.8496657389697891,0.5618763594542447
2024-04-09,47.25677002899112,21.405195803752193,13.913317603601186,7.477232279072683,2.8940736102820757,2.098710528170074,2.7509002580619106,0.7849351968982202,0.8559552178992184,0.5629094732713207
2024-04-10,47.359628944027726,21.41514506466928,13.902704751800801,7.374899006225945,2.8903948991084882,2.0863222384521993,2.7553435934618524,0.7846993349336729,0.8721612807789346,0.558700886541103
2024-04-11,47.43377393007307,21.476852335064855,13.894546014196276,7.296635234127971,2.8793553044926785,2.0621828324629097,2.7518583502335705,0.7846371626918413,0.8643194179196961,0.5558394187371326
2024-04-12,47.65394503175828,21.443904058704966,13.869044153406,7.174303359386503,2.864287255542728,2.050209375413261,2.7517078154895556,0.7835746014371092,0.8607677407334511,0.5482566081281444
2024-04-15,47.74080431748186,21.480905649538748,13.787016673850461,7.161794651733904,2.848727428563747,2.0525823682388884,2.7454974245759387,0.782374746135456,0.8558748765917676,0.544421863289231
2024-04-16,47.8039615717684,21.477283727158177,13.788366719107218,7.158263720580512,2.8457333253421577,2.0514065158354375,2.7359329419247245,0.7820426045647604,0.8142728217493853,0.5427360519692244
2024-04-17,48.11326409197347,21.408378905557747,13.722105241305913,7.02284925031175,2.746528671952686,2.0608615569073496,2.81331615807001,0.7816339066422142,0.7911626273630155,0.5398995899158465
2024-04-18,48.86975251355801,21.147867357285133,13.674269298962848,6.912027108997264,2.70533247802161,2.037737568145585,2.7899714436558534,0.780069096293035,0.5701714810676597,0.5128016540129992
2024-04-19,49.53710003005279,20.753261006455954,13.567906893459266,6.899825744454691,2.6593645126641428,1.9327658806755539,2.825241493519168,0.7776735350846523,0.5459089097463508,0.5009519938874251
