date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE CORE SECURITIES COMPANY LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA INTERNATIONAL CAPITAL CORPORATION,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-03-01,50.02483564254392,12.40497471571331,0.3113179155255996,8.879816725572477,10.170515326840917,8.511294907762252,3.1122893962518194,6.584955369789706,0.0,0.0
2024-03-04,49.99071875268083,12.364532148777144,0.32841543444844434,8.861985049368142,10.151265131612243,8.621810581891422,3.111434451461967,6.569838449759809,0.0,0.0
2024-03-05,45.90495293215113,11.34217272957159,0.2775933949900559,8.136047536958422,9.313939684574477,7.820785059330553,2.865489167591813,5.9676524710549055,4.789204461180755,3.5821625625962956
2024-03-06,46.00447374924893,11.291960935913687,0.2753011603255431,8.115346712721,9.297206310885683,7.808878551665914,2.821631632190323,6.016994341660647,4.792400319187933,3.5758062862003412
2024-03-07,46.18221121022823,11.298051797177937,0.2757866603256146,8.125066248724433,9.312033924140774,7.516739992240357,2.9276517250005836,5.980350523268708,4.800576693381297,3.581531225512067
2024-03-08,46.1517447094203,11.28811475061383,0.2769160648846835,8.155734851270537,9.351737591280418,7.540427949695244,2.9199438182463346,5.901168291735178,4.8174101926176585,3.5968017802358134
2024-03-11,46.29140304004515,11.240468109763828,0.2743966283692942,8.13965806321269,9.333235800300827,7.495481758041318,2.9117539357830102,5.899128482179267,4.824765437517038,3.589708744787582
2024-03-12,46.31892123634815,11.219711552331086,0.276312053815425,8.138334718078791,9.328429099948316,7.523550524987059,2.945812565084296,5.857771050041876,4.8032823735901475,3.5878748257748465
2024-03-13,45.976423985192575,11.169352849020974,0.27586642902819203,8.124428509448139,9.3099870315884,7.701014637926866,2.907982199226344,6.158242340289376,4.795818368465763,3.5808836498133685
2024-03-14,45.853066809634306,11.102752019859395,0.27393155089901733,8.141463074942504,9.3054393987213,7.769022948575159,2.825141334457127,6.336089660154235,4.813071158656966,3.5800220440999913
2024-03-15,45.8266449839659,11.064949370839777,0.27290273465132114,8.129358056628218,9.280783597404662,7.7489379110953704,2.92216908390917,6.412575831107527,4.771130969852972,3.5705474605450864
2024-03-18,45.7474658314007,11.043263700673766,0.27276145722464834,8.117304275793709,9.275932848077979,7.865380593335345,2.9482583431870806,6.392272874813747,4.768661030859502,3.5686990446335223
2024-03-19,45.830361419857894,11.063192828769687,0.2727142805627346,8.123327008618991,9.271582041457274,7.908592397419717,2.9469336743328816,6.2540206598755645,4.762239842535672,3.5670358465695813
2024-03-20,45.709416373598835,11.069021827646417,0.2727160560514777,8.171092157729756,9.269267821692493,7.930530436274309,2.910827100869896,6.277450251248612,4.8232336234894895,3.566444351398718
2024-03-21,45.57954303665908,11.104467476089647,0.27258953435072414,8.15960621538764,9.260849964483633,7.96021173929341,2.9802519300201005,6.300280269251559,4.818962468345551,3.563237366118656
2024-03-22,45.489426734727594,11.146386488443216,0.27229224944724634,8.156983319142999,9.245851254421062,7.977459466950614,3.0247887618563047,6.306251578468239,4.8180198047596825,3.5625403417830417
2024-03-25,45.40660972041773,11.136517478449377,0.2722423201476501,8.087426724283798,9.236245038358332,8.054709484697103,3.1191048162433397,6.3080550619124365,4.817202264559577,3.561887090930659
2024-03-26,44.751410595120554,11.417662975364967,0.3897258533281958,8.08041560749359,9.244587287188724,7.814865488923125,3.428038250504949,6.5223190365631565,4.785870181356895,3.5651047241558445
2024-03-27,44.87605929236891,11.370933142800693,0.27142759160999264,8.050006557548686,9.149711568251579,7.695958231155807,3.414533437935552,6.850443192027589,4.768649983452645,3.55227700284855
