date,PHILLIP SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,IFAST SECURITIES (HK) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-05,99.99023055881203,0.0,0.0,0.0,0.009769441187964049,0.0,0.0,0.0,0.0
2024-03-06,99.88897158404608,0.0,0.1012676760898476,0.0,0.009760739864081698,0.0,0.0,0.0,0.0
2024-03-07,99.88896481038606,0.0,0.10127385426326321,0.0,0.009761335350675972,0.0,0.0,0.0,0.0
2024-03-08,99.7319916673773,0.0,0.10111223458038424,0.0,0.009745757549916552,0.0,0.1571503404924044,0.0,0.0
2024-03-11,99.73686454615225,0.0,0.10111223458038424,0.0,0.009745757549916552,0.0,0.15227746171744613,0.0,0.0
2024-03-15,99.71006371288999,0.0,0.10111223458038424,0.0,0.009745757549916552,0.0,0.17907829497971664,0.0,0.0
2024-03-19,99.71004251897516,0.0,0.1011196257355539,0.0,0.009746469950414834,0.0,0.17909138533887256,0.0,0.0
2024-03-22,99.70968883033873,0.0,0.10124297093228919,0.0,0.009758358644076067,0.0,0.17930984008489773,0.0,0.0
2024-03-25,99.69630545792974,0.0,0.11388545327634979,0.0,0.009796598131298906,0.0,0.1800124906626174,0.0,0.0
2024-03-26,99.68612449577617,0.0,0.1238336950258089,0.0,0.009808609506994765,0.0,0.1802331996910288,0.0,0.0
2024-03-27,99.68610525283242,0.0,0.12384128696846339,0.0,0.009809210848987199,0.0,0.18024424935013977,0.0,0.0
2024-03-28,99.68733206311984,0.0,0.12335727197225071,0.0,0.009770873027505008,0.0,0.17953979188040453,0.0,0.0
2024-04-02,99.68714100652605,0.0,0.12343264976902206,0.0,0.009776843546061155,0.0,0.1796495001588737,0.0,0.0
2024-04-03,99.67491995209346,0.0,0.12343264976902206,0.0,0.009776843546061155,0.0,0.19187055459145014,0.0,0.0
2024-04-09,99.71282978749404,0.0,0.08554006329964683,0.0,0.009776007234245354,0.0,0.19185414197206505,0.0,0.0
2024-04-12,99.71301215118764,0.0,0.08548574219942602,0.0,0.009769799108505832,0.0,0.19173230750442694,0.0,0.0
2024-04-18,99.71299462628237,0.0,0.08549096238397655,0.0,0.009770395701025891,0.0,0.19174401563263313,0.0,0.0
2024-04-24,99.67675042693341,0.0,0.08538667967797023,0.0,0.009758477677482313,0.0,0.2281044157111491,0.0,0.0
2024-04-30,99.7011466211271,0.0,0.08538667967797023,0.0,0.009758477677482313,0.0,0.20370822151744328,0.0,0.0
2024-05-07,99.534979974923,0.178947496561043,0.08521309360049667,0.0,0.009738639268628191,0.0,0.19112079564682824,0.0,0.0
2024-05-08,99.60436777971198,0.178947496561043,0.07060513469755439,0.0,0.009738639268628191,0.0,0.13634094976079467,0.0,0.0
2024-05-09,99.60434369749946,0.17895838913101703,0.0706094324462516,0.0,0.009739232061551946,0.0,0.13634924886172725,0.0,0.0
2024-05-10,99.59111154379731,0.17888869958867767,0.07058193589213134,0.0,0.009735439433397426,0.0,0.13629615206756396,0.0,0.01338622922092146
2024-05-14,99.59108666285339,0.17889958500164294,0.07058623081697477,0.0,0.009736031836824106,0.0,0.1363044457155375,0.0,0.013387043775633147
2024-05-17,99.59824200440717,0.17896492530953628,0.07061201134661976,0.0,0.009739587771947552,0.0,0.13635422880726572,0.0,0.00608724235746722
2024-05-20,99.64463483795592,0.17889958500164294,0.024340079592060266,0.0,0.009736031836824106,0.0,0.1363044457155375,0.0,0.0060850198980150665
2024-05-21,99.644608887212,0.178912649246011,0.024341857040273602,0.0,0.00973674281610944,0.0,0.13631439942553217,0.0,0.0060854642600684005
2024-05-22,99.65067309330801,0.1728377029625843,0.024343338445434407,0.0,0.009737335378173763,0.0,0.13632269529443267,0.0,0.006085834611358602
2024-05-23,99.65057527241737,0.17288610214890118,0.024350155232239604,0.0,0.009740062092895843,0.0,0.13636086930054178,0.0,0.006087538808059901
2024-05-27,99.65068159688413,0.17283349561830574,0.024342745861733205,0.0,0.009737098344693282,0.0,0.13631937682570594,0.0,0.006085686465433301
2024-05-29,99.6445959104187,0.17891918208373905,0.024342745861733205,0.0,0.009737098344693282,0.0,0.13631937682570594,0.0,0.006085686465433301
2024-06-03,99.64218341142822,0.1813424207387574,0.024341264528692265,0.0,0.009736505811476906,0.0,0.13631108136067668,0.0,0.006085316132173066
2024-06-04,98.8976397092783,0.7887892267677874,0.024307834415031968,0.0,0.009723133766012786,0.0,0.136123872724179,0.1373392644449306,0.006076958603757992
2024-06-05,99.50541371474402,0.18106475799297614,0.02430399436147331,0.0,0.009721597744589324,0.0,0.13610236842425052,0.1373175681423242,0.006075998590368327
2024-06-11,99.53579370769586,0.1506847650411345,0.02430399436147331,0.0,0.009721597744589324,0.0,0.13610236842425052,0.1373175681423242,0.006075998590368327
2024-06-13,99.5657092806832,0.12043356081894822,0.024330012286656204,0.0,0.009732004914662482,0.0,0.13624806880527474,0.13746456941960755,0.006082503071664051
2024-06-25,99.56574097726526,0.12042477101047332,0.024328236567772384,0.0,0.009731294627108955,0.0,0.13623812477952535,0.13745453660791396,0.006082059141943096
2024-06-26,99.56575682382135,0.1204203765873595,0.024327348805527175,0.0,0.00973093952221087,0.0,0.13623315331095218,0.13744952075122852,0.006081837201381794
2024-06-27,99.56451926819774,0.12042623588945116,0.024328532502919425,0.0,0.010947839626313741,0.0,0.13623978201634876,0.13745620864149474,0.006082133125729856
2024-07-03,99.56450337570708,0.12043063074022262,0.024329420351560122,0.0,0.010948239158202056,0.0,0.1362447539687367,0.1374612249863147,0.0060823550878900305
2024-07-04,99.56328690468949,0.12043063074022262,0.024329420351560122,0.0,0.012164710175780061,0.0,0.1362447539687367,0.1374612249863147,0.0060823550878900305
2024-07-08,99.5633028415726,0.12042623588945116,0.024328532502919425,0.0,0.012164266251459712,0.0,0.13623978201634876,0.13745620864149474,0.006082133125729856
2024-07-10,99.56301048044503,0.12050685915304371,0.02434482003091792,0.0,0.01217241001545896,0.0,0.13633099217314038,0.13754823317468626,0.00608620500772948
2024-07-16,99.56422772144657,0.11807237714995193,0.02434482003091792,0.0,0.013389651017004857,0.0,0.13633099217314038,0.13754823317468626,0.00608620500772948
2024-07-25,99.56946876824286,0.1179704222611403,0.024323798404358825,0.0,0.013378089122397354,0.0,0.13621327106440942,0.13742946098462736,0.0012161899202179412
2024-07-26,99.54514496983849,0.1179704222611403,0.024323798404358825,0.0,0.013378089122397354,0.0,0.16053706946876825,0.13742946098462736,0.0012161899202179412
2024-07-29,99.54392877991826,0.1179704222611403,0.024323798404358825,0.0,0.014594279042615295,0.0,0.16053706946876825,0.13742946098462736,0.0012161899202179412
2024-08-07,99.50278392375209,0.12156872279899827,0.024313744559799656,0.0,0.014588246735879794,0.03768630406768946,0.16047071409467772,0.13737265676286803,0.0012156872279899828
2024-08-16,99.5392545405918,0.12156872279899827,0.024313744559799656,0.0,0.014588246735879794,0.0012156872279899828,0.16047071409467772,0.13737265676286803,0.0012156872279899828
2024-08-20,99.5623579182825,0.12156724492152833,0.02431344898430567,0.0,0.015803741839798685,0.0012156724492152836,0.13615531431211175,0.13737098676132703,0.0012156724492152836
2024-08-22,99.59031838461445,0.11792022757388249,0.02431344898430567,0.0,0.015803741839798685,0.0012156724492152836,0.11184186532780607,0.13737098676132703,0.0012156724492152836
2024-08-23,99.59026857469392,0.11793456455397634,0.024316405062675534,0.0,0.015805663290739097,0.0012158202531337768,0.11185546328830746,0.13738768860411676,0.0012158202531337768
2024-09-03,99.59027853764695,0.11793169687906531,0.024315813789498,0.0,0.0158052789631737,0.0012157906894749001,0.1118527434316908,0.1373843479106637,0.0012157906894749001
2024-09-10,99.61459435143645,0.11793169687906531,0.024315813789498,0.0,0.0158052789631737,0.0012157906894749001,0.0875369296421928,0.1373843479106637,0.0012157906894749001
2024-09-11,99.61216277005751,0.12036327825801509,0.024315813789498,0.0,0.0158052789631737,0.0012157906894749001,0.0875369296421928,0.1373843479106637,0.0012157906894749001
