date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,39.833208486700165,39.24124980788786,2.4728057394817338,11.93641742558195,3.6545073177110616,0.1918986925820105,0.4236407577763876,1.1286245139992819,1.1176472582795483
2024-03-04,0.0,40.75342260487586,40.05914511631562,2.4700087109348208,9.06757617572646,4.958897773716819,0.01997920830389175,0.4337153135969834,1.1554642135750728,1.081790882954472
2024-03-05,0.0,40.86945475769153,40.49564495746874,2.433801847450546,7.716830333265897,5.790087102517559,0.020003200011921907,0.43423613359213803,1.1568517340228168,1.083089933978855
2024-03-06,0.0,40.6912106618754,40.14979312773106,2.5390401576834245,8.05715851027463,5.875197573703697,0.025040873070356278,0.4336334132040026,1.1556621770321642,1.0732635054252617
2024-03-07,0.0,41.00569670950453,40.053767615634946,2.9074117681448577,7.895590887246801,5.33903939862424,0.020855976636517424,0.5578553903812162,1.1477188769318465,1.0720633768950498
2024-03-08,0.0,41.10143183056461,40.054250971916815,2.9098413048267027,7.799653991767974,5.320868512794828,0.022582755364119335,0.5652775654165587,1.150981827518524,1.0751112398298708
2024-03-11,0.0,41.22197232546554,39.958868871568264,2.9427572714625856,7.470760399479179,5.59148314022369,0.0009009723158833828,0.598159336788139,1.14529676066023,1.0698009220364844
2024-03-12,0.0,41.60315669066906,40.52605364946386,2.6471121030224602,6.836093692290109,5.610134431480229,0.0008987582810210083,0.5884135707236988,1.1453788774706035,1.04275822659896
2024-03-13,0.0,41.947204866900236,40.56458168339953,2.585917641384777,6.347105801116235,5.636200939625717,0.0009045354080010655,0.5921958334150622,1.1498260872426067,1.176062611507831
2024-03-14,0.0,41.93321055443908,39.905836609670004,3.5160462624502764,5.658595619652869,5.726182493435195,0.010855243633898573,0.589796593588712,1.4890082777661575,1.1704683453638152
2024-03-15,0.0,41.56703916542955,40.78038876395749,3.6455929780279077,5.089253462538931,5.661403322015508,7.143815683906756e-05,0.5906108082857795,1.4786037113202357,1.187036350267762
2024-03-18,89.71312532281385,4.289903734657535,4.23320709088427,0.3661454739170459,0.47984137126106435,0.5819445126836843,0.001416220683167729,0.061563674940548214,0.15194529758211586,0.12090730057672158
2024-03-19,89.68975986254016,4.239744669790977,4.353108424464298,0.3376664918426272,0.4605606554216304,0.5852502003924177,0.0007329376488140968,0.06205982654179459,0.14861919946253696,0.12249773189473898
2024-03-20,89.67659295780486,4.263959610784487,4.348671213921225,0.33684875504426764,0.4569082696867604,0.5840120342336172,0.003080002932788249,0.06286155739063752,0.14270811127922056,0.12435748692214375
2024-03-21,89.65183893011239,4.259241482080841,4.376098425940721,0.33551851381285897,0.46010994531000315,0.5888851881772368,0.0030791527390489873,0.05823648352272166,0.14266871860804486,0.12432315969612522
2024-03-22,89.65501372129579,4.261312264313031,4.380861279247452,0.37418543015264283,0.4172473095905912,0.588266058024001,0.0029512649753903404,0.05687324657658191,0.13913252594616174,0.1241568998783596
2024-03-25,89.66453944411488,4.187646999306724,4.394341130798896,0.40793459309458063,0.41106180191142594,0.6079994924916611,0.0019274953153931458,0.05687928928139253,0.13914730858711255,0.1285224450979402
2024-03-26,89.6679676693542,4.178547336183818,4.44947037813955,0.43837515914147074,0.3332612860392411,0.6087054869398917,0.0013301642878947948,0.05688146399858082,0.13953667462517574,0.12592438129018155
2024-03-27,89.64784589757491,4.202012429951659,4.464043602546848,0.4405378824716232,0.31420182649959405,0.6085688915289845,7.337896725231589e-06,0.05686869962054482,0.14018795720413374,0.12572547470498543
2024-03-28,89.65114280113899,4.212619584842526,4.481102621579552,0.44042609248582654,0.28331628721321545,0.6085912723561799,7.33816658489887e-06,0.056870791032966245,0.14019311277894006,0.12573009840521496
2024-04-02,89.65328477098538,4.184134832284555,4.556897002465754,0.4377913989975523,0.24044495384255896,0.6062592501666365,7.338341910400158e-06,0.05687214980560122,0.14019646231148208,0.1241118407985701
2024-04-03,89.64836604258315,4.190261977581587,4.528617771717137,0.5001398641094359,0.22002205185573065,0.5819083988808342,0.011056909327663436,0.05686902957794576,0.1384822730757779,0.12427568129073971
2024-04-05,89.67518463410515,4.187973466038663,4.531423478823768,0.5001187817260295,0.22059997455141242,0.5548983759620476,0.010164037828659824,0.056886042127552966,0.13852370048464885,0.12422750835206803
2024-04-08,89.62206039301759,4.1963255591546655,4.529847928019281,0.5032771511320389,0.24196484882193173,0.5863011900229101,0.006831322872862294,0.05770534080227932,0.13844163802231982,0.1172446281341211
2024-04-09,89.62645633831625,4.196531388138428,4.530070116212852,0.4986101155432663,0.24197671715250743,0.5888890686623772,0.008239174319640986,0.05770817123845201,0.13844842855876957,0.11307048185745475
2024-04-10,89.64893973893037,4.212430739680764,4.5250204217650785,0.5006550172374801,0.24101351358344578,0.5629272164400934,0.004145620934556698,0.05772264772213407,0.13848315928015315,0.10866192442592422
