date,BANK OF CHINA (HONG KONG) LTD,PRUDENTIAL BROKERAGE LTD,CITIBANK N.A.,DBS BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,ABCI SECURITIES CO LTD,REALINK FINANCIAL TRADE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.7957650038705294,0.0,0.0,0.0,0.0,0.7957650038705294
2024-03-05,5.431747186029796,0.0,0.0,0.0,0.0,0.7957650038705294,0.0,0.0,0.0,0.0,6.227512189900325
2024-03-19,5.431747186029796,0.0,1.712279866820137,1.284328911864731,0.0,0.7957650038705294,0.0,0.30435405914828484,0.0,0.0,9.528475027733478
2024-03-26,5.431747186029796,0.0,1.712279866820137,1.2705450651563694,0.0,0.8418232233594447,0.0,0.30435405914828484,0.0,0.0,9.560749400514032
2024-04-02,5.431747186029796,4.052921600194669,1.712279866820137,1.2597869408961848,0.0,0.8418232233594447,0.0,0.30435405914828484,0.0,0.0,13.602912876448514
2024-04-03,5.431747186029796,4.052921600194669,1.712279866820137,1.2597869408961848,1.0719126059741428,0.8418232233594447,0.7602215060804121,0.30435405914828484,0.0,0.0,15.435046988503071
2024-04-09,5.434772908477973,4.052921600194669,1.712279866820137,1.2587783667467927,1.0719126059741428,0.8418232233594447,0.7602215060804121,0.30435405914828484,0.0,0.0,15.437064136801853
2024-04-10,5.434772908477973,4.052921600194669,1.712279866820137,1.2587783667467927,1.0719126059741428,0.8418232233594447,0.7604904591869166,0.30435405914828484,0.0,0.0,15.437333089908359
2024-04-12,5.434772908477973,4.052921600194669,1.712279866820137,1.2574336012142695,1.0719126059741428,0.8418232233594447,0.777300028343455,0.30435405914828484,0.0,0.0,15.452797893532374
2024-04-18,5.432419568796057,4.052921600194669,1.712279866820137,1.2550802615323542,1.0719126059741428,0.8418232233594447,0.777300028343455,0.30435405914828484,0.0,0.0,15.448091214168544
2024-05-03,5.432419568796057,4.086540738507745,1.712279866820137,1.2550802615323542,1.0719126059741428,0.8418232233594447,0.777300028343455,0.30435405914828484,0.0,0.0,15.48171035248162
2024-05-09,5.432419568796057,4.086540738507745,1.712279866820137,1.2550802615323542,1.0719126059741428,0.8418232233594447,0.777300028343455,0.30435405914828484,0.4560099920785746,0.0,15.937720344560194
2024-05-10,5.429393846347881,4.086540738507745,1.712279866820137,1.2550802615323542,1.0719126059741428,0.8418232233594447,0.777300028343455,0.30435405914828484,0.4560099920785746,0.0,15.93469462211202
