date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,MIRAE ASSET SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,99.46541854047805,0.0,0.534581459521943,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,99.45468203268504,0.0,0.5453179673149567,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,99.46552031399628,0.0,0.5344796860037188,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,99.49666443365153,0.0,0.503335566348462,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,99.52025634424524,0.0,0.47974365575476596,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,99.58306055549842,0.0,0.41693944450158255,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,99.6355789296235,0.0,0.3644210703765006,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,99.56053849059751,0.0,0.4270363456836261,0.012425163718863234,0.0,0.0,0.0,0.0,0.0
2024-03-14,99.93357872823579,0.0,0.053949552591794535,0.012471719172425962,0.0,0.0,0.0,0.0,0.0
2024-03-15,99.73606382299955,0.0,0.24790484701775511,0.016031329982687234,0.0,0.0,0.0,0.0,0.0
2024-03-18,99.7335707730735,0.0,0.2503982976705374,0.01603092925596416,0.0,0.0,0.0,0.0,0.0
2024-03-19,99.51788225924886,0.0,0.43656646921181474,0.034708024431023894,0.010843247108289036,0.0,0.0,0.0,0.0
2024-03-20,99.6621368304091,0.0,0.29231201263379614,0.034707937124524746,0.010843219832580901,0.0,0.0,0.0,0.0
2024-03-21,99.7455147039577,0.0,0.20929691368817213,0.03443151915950777,0.010756863194628024,0.0,0.0,0.0,0.0
2024-03-22,99.762526719527,0.0,0.19228502527802643,0.03443142226993598,0.01075683292504091,0.0,0.0,0.0,0.0
2024-03-25,99.76606064171108,0.0,0.18875479279709925,0.03442861088173451,0.010755954610083903,0.0,0.0,0.0,0.0
2024-03-26,99.80429577749678,0.0,0.15260607861148165,0.03234218928165407,0.010755954610083903,0.0,0.0,0.0,0.0
2024-03-27,97.45723342794685,2.23966907487838,0.27402517670219706,0.018556248114529477,0.010516072358052228,0.0,0.0,0.0,0.0
2024-03-28,97.48895796559754,2.2182465843144117,0.2675689993807772,0.009294767246535733,0.010415485863651215,0.0,0.0,0.0,0.0055161975970867486
2024-04-02,97.52286799111515,2.2182276541539157,0.23367811930215193,0.009294687926483131,0.01041539697956572,0.0,0.0,0.0,0.005516150522741371
2024-04-03,97.52286799111515,2.2182276541539157,0.2336524149660721,0.009294687926483131,0.01041539697956572,0.0,0.0,0.0,0.005541854858821247
2024-04-05,97.49444859886306,2.2182419087627983,0.2620573903371433,0.009294747655312508,0.010415463910211914,0.0,0.0,0.0,0.005541890471475046
2024-04-08,97.52812149551255,2.2182419087627983,0.22838449368764283,0.009294747655312508,0.010415463910211914,0.0,0.0,0.0,0.005541890471475046
2024-04-09,97.52747471657763,2.218227198009457,0.22897931958065953,0.009361517275238119,0.010415394837799246,0.0,0.0,0.0,0.005541853719223884
