date,STANDARD CHARTERED BANK (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,MONMONKEY GROUP SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,BANK OF CHINA (HONG KONG) LTD
2024-12-30,49.692784350889454,44.74520409076359,2.6124890923580746,1.0817858444781958,1.0126015168904048,0.44927773844120267,0.3167344997378562,0.08912286644121704
2025-01-14,49.692784350889454,44.74520409076359,2.6124890923580746,1.0817858444781958,1.0126015168904048,0.44987829684040215,0.3167344997378562,0.08852230804201747
2025-01-15,49.692575447834514,44.745015986797384,2.6136792214874087,1.0817812967682887,1.0125972600238782,0.4490956829641516,0.3167331682205049,0.08852193590387263
2025-01-23,49.692963412048805,44.74536532399341,2.6136996272320587,1.0817897425456922,1.0118244369294298,0.44909918918318353,0.3167356410473536,0.08852262702006053
2025-01-24,49.693291694192546,44.74566092126599,2.6137168938802477,1.0817968890757312,1.011170500270254,0.44910215602666503,0.3167377334694613,0.08852321181910996
2025-01-27,49.69463471176628,44.74687022350613,2.61378753254397,1.0818261258637103,1.008495214872782,0.4491142935218356,0.316746293665975,0.08852560425931875
2025-02-04,49.694694403121105,44.746923971789485,2.613790672128755,1.0818274253131883,1.008376309943287,0.44911483298129246,0.31674667412989255,0.08852571059299613
2025-02-07,49.69511261284257,44.747246464201176,2.6138095097958547,1.0818352220756124,1.0076028157865182,0.44911806976524904,0.31674895693259203,0.08852634860042485
2025-02-10,49.695560309568734,44.747649586252706,2.613833057261568,1.0818449681866829,1.006711006314616,0.44912211581080413,0.3167518104822387,0.08852714612264313
2025-02-12,49.6965154228784,44.74850960423881,2.613883293273129,1.081865760477215,1.0048084257360688,0.44913074761830973,0.3167578982266603,0.08852884755140258
2025-02-14,49.703202957278286,44.75442312289836,2.615550218828502,1.0821288655397068,0.9895637485929022,0.4491901002778756,0.3167997578049633,0.0891412287794019
2025-02-17,49.70580054989316,44.756762082001,2.6156869129151605,1.0821854198416878,0.98438925756013,0.4492135758854367,0.316816314418266,0.08914588748515487
2025-02-18,49.70597970421961,44.75692339853702,2.616176913174356,1.0821893203562725,0.9835518036188314,0.44921519498330315,0.3168174563174566,0.08914620879315617
2025-02-20,49.70526309466241,44.75627813937004,2.615958983723843,1.0821737184666353,0.9835376237831928,0.44920871866186496,0.3168128887700824,0.09076683256192539
2025-02-25,49.7053825281537,44.75638568127249,2.6159652694387763,1.0821763187503342,0.9835399870607395,0.4492097980358034,0.3168136500188322,0.09052676726931744
2025-02-26,49.70508394550165,44.75611682748537,2.6159495552080814,1.0821698180645167,0.9835340788881674,0.44920709961068317,0.3168117469038169,0.09112692833771147
2025-03-10,49.705173519920606,44.75619748328236,2.6159542694574665,1.0821717682620615,0.9835358513324859,0.44920790913481523,0.3168123178359208,0.09094688077428595
2025-03-12,49.70535266972708,44.75635879574843,2.6156032731383756,1.082175668678238,0.9835393962402881,0.4492095281918325,0.3168134597063018,0.09094720856946167
2025-03-13,49.705203378132005,44.756224368612614,2.615595417091416,1.0821724183294719,0.9835364421486784,0.44920817897684095,0.31681250814707934,0.09124728856189107
2025-03-14,49.704516648345376,44.75560601418849,2.6155592798832243,1.082157466976627,0.981900968925892,0.4492019726922684,0.3168081310482781,0.09424951793984611
2025-03-17,49.7030238229676,44.7542618243852,2.6154807241797715,1.0821249654609018,0.9800694386045004,0.44918848136090056,0.31679861603334974,0.0990521270077728
2025-03-18,49.70158864403033,44.753294057721696,2.615424166995031,1.0821015655784183,0.980048245571883,0.4491787681041028,0.31679176557649613,0.10157278642204304
2025-03-20,49.70155878994508,44.75326717591182,2.615422595997037,1.0821009155961285,0.9800476568896161,0.44917849829741047,0.31679157529025714,0.10163279207264223
2025-03-24,49.70158864403033,44.753294057721696,2.615424166995031,1.0821015655784183,0.9799881788738215,0.4491787681041028,0.31679176557649613,0.10163285312010456
2025-03-27,49.70167820650127,44.75337470334506,2.6152486795814305,1.0821035155299725,0.9799899448166249,0.4491795775261246,0.3167923364365848,0.10163303626293163
2025-03-28,49.70137966618673,44.75310588573079,2.615232970712202,1.0820970157187881,0.9799840583653638,0.44917687946406315,0.3167904335776236,0.10223309024442839
2025-04-02,49.70167820650127,44.75337470334506,2.6152486795814305,1.0821035155299725,0.9799899448166249,0.4491795775261246,0.3167923364365848,0.10163303626293163
2025-04-07,49.7014095200568,44.7531327673469,2.6152946080722144,1.0820976656963928,0.976981322928217,0.4491771492688107,0.316790623862491,0.10511634276817582
2025-04-08,49.70078259631689,44.7525682601903,2.6162226708464402,1.0820840163306689,0.9769689994792302,0.44917148343717694,0.31678662792827916,0.10541534547101439
2025-04-09,49.69773776310929,44.74982657084768,2.6160623924514024,1.0820177243092115,0.9769091471490049,0.4491439657165852,0.3167672205388166,0.11153521587800197
2025-04-10,49.69708108328874,44.74923527012848,2.6162080089275044,1.0820034270949515,0.9768962387843123,0.4491380309639771,0.3167630349430349,0.11267490586900522
2025-04-25,49.69737957196492,44.7489034251335,2.6162237222943294,1.0820099257818672,0.9769021061805199,0.4491407285593562,0.31676493747285966,0.11267558261264406
2025-04-30,37.61090909090909,33.86590909090909,1.9799545454545455,0.8188636363636363,0.7374999999999999,0.3399090909090909,0.23972727272727276,0.08527272727272726
