date,STANDARD CHARTERED BANK (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,MONMONKEY GROUP SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-27,99.85723354082542,0.0,0.0,0.0,0.0,0.0,0.0,0.14276645917458541
2024-04-15,94.86272904765016,0.0,5.001645164877622,0.0,0.0,0.0,0.0,0.13562578747221277
2024-04-29,94.86283780375396,0.0,5.001192315982079,0.0,0.0,0.0,0.0,0.13596988026396042
2024-05-24,94.87012503081341,0.0,4.993894643911555,0.0,0.0,0.0,0.0,0.13598032527502765
2024-06-11,94.87010738584378,0.0,4.993911821156594,0.0,0.0,0.0,0.0,0.13598079299962623
2024-07-18,51.163869196498965,46.069556990789835,2.693238768639066,0.0,0.0,0.0,0.0,0.07333504407213547
2024-07-19,50.60030686495679,45.56210774274467,2.663511995435552,1.1015461272823004,0.0,0.0,0.0,0.07252726958068108
2024-07-22,50.60033780850098,45.56207445240655,2.663513624249807,1.1015468009094656,0.0,0.0,0.0,0.07252731393319416
2024-07-29,50.063801942313845,45.07896133221118,2.6352713110285695,1.0898666542430864,1.0603404827408032,0.0,0.0,0.07175827746251598
2024-08-01,49.90455626958255,44.9355717124686,2.626888896260355,1.0863999469254453,1.0569676938804435,0.0,0.31808545606422023,0.07153002481838551
2024-08-02,49.90461646652108,44.935505291479174,2.626892064922321,1.0864012573859665,1.0569689688385646,0.0,0.318085839752045,0.07153011110085805
2024-08-12,49.90458636803366,44.9354781899636,2.627614224954223,1.0864006021553108,1.0569683313591196,0.0,0.3180856479080169,0.07086663562607506
2024-09-10,49.90461646652108,44.935505291479174,2.6276158097226667,1.0864012573859665,1.0569689688385646,0.0,0.318085839752045,0.07080636630051211
2024-09-17,49.90527864242974,44.93610153309277,2.6284347423826357,1.0864156726603582,1.0548720432370882,0.0,0.3180900603792111,0.07080730581820134
2024-09-19,49.90530874175221,44.93612863536025,2.6283760147645987,1.086416327909193,1.054872679461044,0.0,0.3180902522285618,0.07080734852414326
2024-09-25,49.90536894050607,44.93618283999329,2.6282585593160026,1.0864176384092332,1.054873951911258,0.0,0.31809063592795733,0.07080743393618164
2024-09-26,49.905549537639054,44.936345454677046,2.627906191270027,1.0864215699283237,1.0548777692803188,0.0,0.3180917870316982,0.07080769017353312
2024-09-27,49.9066933498354,44.93737537500588,2.6278457925154433,1.0864464702100274,1.046699164160596,0.0,0.31809907754886385,0.07684077072378699
2024-09-30,37.61090909090909,33.86590909090909,1.9804545454545452,0.8187727272727272,0.7888181818181819,0.0,0.23972727272727276,0.05790909090909091
2024-10-02,49.90663314788634,44.93732116749579,2.6279029370750844,1.0864451596404292,1.0466979015377786,0.0,0.31809869382910244,0.07690099253547698
2024-10-03,49.90636224091291,44.937077235318775,2.6284314996818425,1.086439262116364,1.0466922197727964,0.0,0.31809696710163243,0.07690057509567337
2024-10-04,49.90461646652108,44.935505291479174,2.628339554523013,1.0864012573859665,1.0466556054336347,0.003317163668252271,0.318085839752045,0.07707882123684368
2024-10-07,49.90636224091291,44.937077235318775,2.6224000820272804,1.086439262116364,1.0466922197727964,0.003317279710009439,0.31809696710163243,0.07961471304022653
2024-10-08,49.905790335849616,44.936562276086185,2.6229731653240886,1.0864268119980411,1.0466802251381782,0.0033172416954361994,0.31809332184964567,0.0801566220588129
2024-10-09,49.90467666360482,44.93616261600286,2.622914632388463,1.0864025678496492,1.0466568679544113,0.0033171676695570255,0.3180862234407955,0.08178326108944231
2024-10-10,49.90464656504479,44.93613551405815,2.6229130504534868,1.089417517770961,1.0437009436431646,0.0033171656689034413,0.31808603159630455,0.08178321176423757
2024-10-16,49.9061515375225,44.9374906513421,2.6229921495399253,1.0864346751974678,1.0437324184917658,0.0033172657045389842,0.3180956241043383,0.08178567809736115
2024-10-21,49.90551943802612,44.93692148372781,2.622958927342548,1.086420914673166,1.0437191988241346,0.0033172236888371807,0.3180915951804962,0.08305121853688723
2024-10-22,49.90521844389372,44.93665045659801,2.62354623548648,1.0864143621650604,1.0437129038620092,0.00331720368173421,0.318089676681204,0.08305071763178194
2024-10-29,49.90524854314358,44.936677559163876,2.6235478178214766,1.0864150174123142,1.0437135333548047,0.003317205682433647,0.3180898685300919,0.08299045489143088
2024-10-30,49.90747598839047,44.938683239763854,2.6236649159080985,1.0864635079025398,1.0437601179289098,0.00331735374088934,0.3181040659900069,0.07853081037523492
2024-11-18,49.90735558086121,44.938574820018914,2.623899847522727,1.0864608866842949,1.0437575997375075,0.003317345737391674,0.31810329852733976,0.07853062091061744
2024-11-29,49.90705456457989,44.93830377294534,2.6238840214673194,1.0864543336940171,1.0437513043121616,0.0033173257288164624,0.31810137988687315,0.07913329738558543
2024-12-09,49.684517962180585,44.73792293447533,2.6121840676166754,1.0816098110470354,1.0390971953682866,0.4492046297919764,0.31668295916627237,0.07878044035383946
2024-12-10,49.686159241233746,44.73934673804369,2.6122672014939936,1.0816442337427603,1.0359477222300617,0.44921892592181156,0.316693037737152,0.07872289959677782
2024-12-11,49.6861894536598,44.73931987298659,2.6122656328812925,1.0816435842376553,1.0359471001647715,0.4492186561750902,0.3166928475694995,0.07872285232529652
2024-12-12,49.68944173977482,44.74224835412829,2.6124366227547355,1.0817143848856643,1.0234640682621647,0.449248060474638,0.31671357718797494,0.08473319253170888
2024-12-13,49.69141122089696,44.74402174924827,2.6125401687884837,1.0817572595082399,1.0195410533876303,0.44926586678405267,0.3167261303861909,0.08473655100017356
2024-12-20,49.691470904580285,44.74407549068888,2.612543306675218,1.0817585587922836,1.0195422779446288,0.4492664063912215,0.3167265108016712,0.0846165441258162
2024-12-23,49.69224680551043,44.7447741411647,2.6125240446258644,1.0817754497688772,1.0195581974532966,0.4492734214023745,0.31673145628607446,0.08311648378838207
