date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,IFAST SECURITIES (HK) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD
2024-03-06,73.82198952879581,0.0,0.0,0.0,0.0,26.17801047120419
2024-03-07,46.50054965188714,37.41704327999674,0.0,0.0,0.0,16.08240706811612
2024-03-14,46.391416098894375,37.49337032352821,0.0,0.0,0.0,16.115213577577414
2024-03-19,46.96625500805419,37.957952996571805,0.0,0.0,0.0,15.075791995374004
2024-03-20,46.25591226821816,38.466368088401495,0.0,0.0,0.0,15.277719643380353
2024-03-21,46.35292143785915,38.547040812046475,0.0,0.0,0.0,15.100037750094375
2024-03-22,46.15930829956977,38.386032329476635,0.0,0.0,0.0,15.454659370953594
2024-03-25,46.07576960026732,38.386032329476635,0.0,0.0,0.0,15.538198070256046
2024-04-10,35.686325256381224,29.73051664456019,19.31351298890363,0.0,0.0,15.269645110154961
2024-04-16,35.35463606935675,29.45418416076408,19.134002115316818,0.0,0.0,16.057177654562356
2024-04-18,34.23287715137335,29.45418416076408,19.134002115316818,0.0,0.0,17.17893657254575
2024-04-19,32.39102500741326,30.27906823498402,19.669862607492338,0.0,0.0,17.660044150110377
2024-05-02,31.508605493413672,29.45418416076408,19.134002115316818,0.0,0.0,19.90320823050543
2024-05-07,31.508605493413672,29.45418416076408,18.81349956732156,0.0,0.0,20.22371077850069
2024-05-14,30.53010776062855,28.53948635135555,18.229247538896306,0.0,0.0,22.701158349119595
2024-05-22,30.492230389876244,28.504078657609877,18.206631307961914,0.0,0.0,22.797059644551968
2024-05-28,27.077909621550518,25.184292017209724,16.086158230796634,11.509687320161136,0.0,20.14195281028199
2024-06-03,26.831273464689925,25.184292017209724,16.086158230796634,11.31785919815845,0.0,20.58041708914527
2024-06-04,26.845987222724904,25.22552164733624,16.094979572811276,11.324065696032465,0.0,20.509445861095116
2024-06-07,27.602830481238193,23.117476248202756,16.548729948408557,11.643314256716755,0.0,21.087649065433734
2024-06-12,27.295029410944778,23.974798583814223,16.3641939170918,11.513478854785204,0.0,20.852499233364
2024-06-18,27.272220829503357,23.9547644912398,16.35051948413693,11.587420963204368,0.0,20.835074231915545
2024-06-20,27.249450335365005,23.934763852940357,16.336867885669758,11.661239598118616,0.0,20.817678327906265
2024-07-03,27.241868618012855,23.955927770512787,16.33232241729501,11.657995047438858,0.0,20.81188614674049
2024-07-08,24.728706715408308,24.783397138827322,16.89646239313779,12.060677585561729,0.0,21.53075616706485
2024-07-09,25.016743833901167,23.90728283975423,17.093270434757287,12.201158964503072,0.0,21.781543927084243
2024-07-11,25.289217273556858,24.16767242648141,17.27944423184481,12.334049630567248,0.0,20.929616437549676
2024-07-18,25.20019946613476,24.082602446393476,17.218620750344666,12.730632718312751,0.0,20.767944618814347
2024-07-22,29.53147021415558,28.221786806916228,20.17806194355643,14.918703379051939,0.0,7.149977656319824
2024-07-23,30.582748923142645,29.22644263287174,20.896372503648855,15.449788188387739,0.0,3.8446477519490228
2024-07-24,30.57186576990143,29.216042133731897,20.888936336785168,15.479876160990713,0.0,3.8432795985907973
2024-07-26,30.472898328641172,29.2576886069634,20.91871280424789,15.501942197355762,0.0,3.8487580627917755
2024-07-29,30.14381117275008,29.009575633369845,20.74131656125225,15.37048160842373,0.0,4.734815024204092
2024-07-30,30.207853829538617,29.07120852661025,20.785382953861404,15.190680216706207,0.0,4.744874473283524
2024-08-07,30.207853829538617,29.07120852661025,20.785382953861404,14.128394886866612,0.0,5.807159803123119
2024-08-08,27.66123018060374,26.62040789857657,19.0331052819299,12.937323692487274,0.0,13.747932946402516
2024-08-09,28.147595732952883,26.62040789857657,19.0331052819299,12.937323692487274,0.0,13.261567394053369
2024-08-29,24.926114377989702,24.95353584595229,17.884890771152616,12.156850796745985,0.0,20.07860820815941
2024-09-10,24.926114377989702,24.95353584595229,17.884890771152616,12.034977605801163,0.0,20.20048139910423
2024-09-16,24.933711255371673,24.961141080735118,17.890341653713694,12.00816799244156,0.0,20.206638017737955
2024-09-30,20.119528049043467,25.230276331597917,18.08323834755553,12.13764209358923,0.0,24.429315178213855
2024-10-03,19.693836609981176,25.091818153760688,18.11672479244468,12.160118514860653,0.0,24.93750192895281
2024-10-07,19.045708465788096,25.40045060337644,18.11672479244468,12.160118514860653,0.0,25.27699762353014
2024-10-09,19.051588404186347,24.698218640980517,18.122317927819456,12.163872680682905,0.0,25.964002346330773
2024-10-14,19.14616363128665,24.820824671899725,18.212280103006425,11.72783965747262,0.0,26.092891936334585
2024-10-16,18.637310863459273,24.161154903204373,17.72824741022621,11.416145691764067,0.0,28.057141131346082
2024-11-26,18.563525890994832,24.183065808167832,17.744324536743143,11.4264985943593,0.0,28.08258516973489
2024-12-27,94.57512167716135,1.6109512465742115,1.153843830358779,0.7611744640063149,0.0,1.8989087818993517
2025-01-07,94.57490318799954,1.6110161282852142,1.1538903018842848,0.7612051206147638,0.0,1.8989852612161966
2025-02-03,94.67022522531603,1.6126398713113381,1.0542633158697874,0.7619723391946073,0.0,1.9008992483082399
