date,YUET SHEUNG INTERNATIONAL SECURITIES LTD,MIGHTY DIVINE SECURITIES LTD,KGI ASIA LTD,SOOCHOW SECURITIES INTERNATIONAL,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.
2024-10-21,54.977461709471,9.09146738396158,14.612427380031198,8.552882076224867,4.156380117174545,3.2990653057715216,2.611862387462078,2.6984536399032146
2024-10-22,54.94776641583089,9.086556757221247,14.604534685309535,8.548262358674704,4.20814868464664,3.2972833625906874,2.6104516271590086,2.6969961085672898
2024-10-28,54.92147239263804,9.082208588957055,14.597546012269937,8.544171779141104,4.206134969325153,3.343558282208589,2.60920245398773,2.6957055214723926
2024-10-30,55.05658056580566,9.104551045510455,14.633456334563347,8.56519065190652,4.216482164821649,3.105781057810578,2.615621156211562,2.7023370233702337
2024-11-06,55.05590337142225,9.104439059790161,14.633276343464411,8.56508530030381,4.216430302210305,3.105742856791429,2.615588984145336,2.7035337818723018
2024-11-08,55.01665458031687,9.097948598188276,14.68798780712644,8.558979338487445,4.213424452119618,3.103528804434666,2.6137243574773534,2.7077520618493343
2024-11-11,54.97948755742256,9.091802392708871,14.745621146240204,8.553197238804138,4.210578033262093,3.1014321861104968,2.611958631193652,2.70592281425799
2024-11-12,51.63809242289881,10.682086905113804,16.038525963149077,8.976869642329294,4.222090846388807,3.109912306631195,2.6191004039806876,2.713321509508326
2024-11-18,51.33586384229215,10.619566548304151,15.944655320191012,8.924329619199217,4.197379698787804,3.09171054242684,3.189053508020081,2.6974409207787438
2024-11-19,51.32706527594143,10.617746437490819,15.941922530728172,8.922800058763038,4.196660300670878,3.0911806473728025,3.2056461485725483,2.6969786004603105
2024-11-21,51.32895042910835,10.61813640871194,15.951077974069857,8.923127777573733,4.196814436649894,3.0912941810212904,3.193521137106549,2.697077655758377
2024-11-29,51.30508204946218,10.613198888875292,15.990161406771989,8.918978450543937,4.194862883784676,3.0898567040712686,3.192036123790061,2.6958234927005957
2024-12-04,51.33334965839802,10.61904645297157,15.998971520924652,8.923892548424222,4.1971741313024955,3.036462031980802,3.193794842912065,2.697308813086172
2024-12-05,51.020108256386386,10.94442675549242,16.002106345979573,8.92564108844204,4.197996522079894,3.037056993803424,3.174826716304587,2.6978373215116704
2024-12-06,49.79914760201832,11.86376328810072,16.00328222211336,9.232474403566354,4.198305001714594,3.0372801646009897,3.175060010777446,2.6906873071082154
2024-12-09,48.68256574916052,12.63756464619231,15.958724478541143,9.611142429961518,4.201083359886272,3.03929017868085,3.177161204931493,2.692467952645898
2024-12-10,47.14835420700473,14.163868532634005,15.957942207298842,9.610671307075808,4.200877429474768,3.039141197519669,3.1868091468346362,2.6923359721575455
2024-12-11,45.34587497550461,15.472516166960611,15.979570840681953,10.089040760337056,4.198510679992162,3.0374289633548894,3.186238487164413,2.6908191260043113
2024-12-12,43.61807569472486,16.68196223829277,15.934314697208865,10.588818325318455,4.194657562742435,3.0346414106187978,3.211458218616546,2.736071852477271
2024-12-13,42.061240461749165,17.74114654666406,15.926433183330072,11.040525337507336,4.191938955194678,3.0889258462140483,3.2154910976325572,2.7342985717080803
2024-12-16,40.669003334025376,18.481247633818988,16.025304397738235,11.636725571852521,4.18646117020627,3.0848894153853665,3.1856429295458155,2.730725547427427
2024-12-17,39.14052291572533,19.54889054428664,15.993991720297482,12.15516504451256,4.1862566707780235,3.0847387253165945,3.159842221598056,2.730592157485315
2024-12-18,38.802866857464345,19.578777427166656,15.926714121474522,12.479513710525673,4.192656735402754,3.1200313103886894,3.1646730755118515,2.734766762065507
2024-12-19,38.73435071530846,19.590518032626385,15.937488526917381,12.486997173032442,4.195170903038684,3.1524971546755105,3.1665708026874553,2.7364066917136807
2024-12-23,38.73435071530846,19.590518032626385,15.93871232239668,12.486997173032442,4.195170903038684,3.1524971546755105,3.1665708026874553,2.7351828962343814
2024-12-27,38.725820068272746,19.586203521307706,15.935202065311815,12.484247103302296,4.194246980949701,3.173826332725649,3.165873414004478,2.734580514125607
2024-12-30,38.71966138187512,19.58308866705813,15.946124486200821,12.482261695047955,4.193579956938735,3.1769915834801328,3.1641466040321005,2.7341456253669993
2025-01-08,38.70403658730449,19.575186177042443,15.980043288455189,12.477224647517028,4.191887694584052,3.175709551585409,3.1628697555547403,2.7330422979566382
2025-01-13,38.69977746802631,19.57303205927665,15.989289120387351,12.475851612745457,4.191426405497274,3.1753600860783022,3.1625217029809507,2.7327415450077033
2025-01-15,38.69693857589984,19.571596244131456,15.99789710485133,12.474936424100157,4.191118935837245,3.1751271517996873,3.159844483568075,2.7325410798122065
2025-02-04,38.69268101856945,19.569442916345768,16.007139277025953,12.473563892861945,4.190657815919121,3.1747778144521464,3.1594968276671436,2.73224043715847
2025-02-21,38.69315403422983,19.569682151589245,16.007334963325185,12.473716381418093,4.190709046454768,3.17481662591687,3.1583129584352077,2.7322738386308068
2025-03-03,38.68133211121296,19.563703024747937,16.002444240757715,12.46990528567064,4.189428658722885,3.2043996333638867,3.1573479987778796,2.7314390467461047
2025-03-04,38.66951740989615,19.55772755039707,15.997556505803297,12.46609651802077,4.188149053145999,3.233964569334148,3.156383628588882,2.7306047648136835
2025-03-17,38.654877199838786,19.550323029762705,16.029359680511963,12.461376876198385,4.186563427412953,3.2327401961382987,3.1551886273982976,2.7295709627386087
